GEO_ID,B17020H_001E,B17020H_001M,B17020H_002E,B17020H_002M,B17020H_003E,B17020H_003M,B17020H_004E,B17020H_004M,B17020H_005E,B17020H_005M,B17020H_006E,B17020H_006M,B17020H_007E,B17020H_007M,B17020H_008E,B17020H_008M,B17020H_009E,B17020H_009M,B17020H_010E,B17020H_010M,B17020H_011E,B17020H_011M,B17020H_012E,B17020H_012M,B17020H_013E,B17020H_013M,B17020H_014E,B17020H_014M,B17020H_015E,B17020H_015M,B17020H_016E,B17020H_016M,B17020H_017E,B17020H_017M,NAME,B17020H_001EA,B17020H_001MA,B17020H_002MA,B17020H_002EA,B17020H_003MA,B17020H_003EA,B17020H_004MA,B17020H_004EA,B17020H_005EA,B17020H_005MA,B17020H_006EA,B17020H_006MA,B17020H_007EA,B17020H_007MA,B17020H_008MA,B17020H_008EA,B17020H_009MA,B17020H_009EA,B17020H_010EA,B17020H_010MA,B17020H_011EA,B17020H_011MA,B17020H_012EA,B17020H_012MA,B17020H_013EA,B17020H_013MA,B17020H_014MA,B17020H_014EA,B17020H_015MA,B17020H_015EA,B17020H_016EA,B17020H_016MA,B17020H_017EA,B17020H_017MA,state
0400000US13,5322786,5363,666632,25633,47016,5162,11269,2289,58089,6176,52034,5407,438394,17016,30997,2960,28833,2807,4656154,25383,244477,5408,56293,5140,337358,10092,342682,7706,2955447,16597,429561,3113,290336,3469,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,302830,1579,33899,3771,1575,655,188,153,2802,1174,1229,722,25121,2723,1637,674,1347,423,268931,3876,12110,711,1751,678,10967,1231,10819,1197,187876,2882,27537,883,17871,546,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1297713,3180,179753,10526,15404,2306,2646,845,16826,2979,14041,2270,118993,6626,5639,1034,6204,1332,1117960,11311,70457,2549,14421,2375,94590,4166,90429,4065,672854,6905,101025,1121,74184,1470,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7948851,6224,751484,20478,56868,5013,9531,1599,59990,5153,56850,4265,492014,14292,33851,2427,42380,2841,7197367,21867,352857,5266,73334,4664,480158,8443,517708,8207,4599320,15456,626171,2743,547819,3399,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5149132,5131,638577,25774,59430,5206,13083,1914,64824,5760,54028,4784,399576,14056,25410,2834,22226,2319,4510555,25390,239001,5021,48845,3217,321251,8026,353932,7121,2844973,13622,389555,3006,312998,2837,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2625568,2129,275343,10149,23696,2520,4178,1002,26012,2954,19059,2250,174662,6199,11322,1441,16414,1548,2350225,9969,131501,2607,28823,2556,164646,4524,180729,4018,1451384,6131,206539,1569,186603,1878,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2170423,2537,226759,9829,20495,2397,2940,688,18633,2668,15669,1845,147404,6267,8855,1245,12763,1805,1943664,9809,109413,2501,23862,2185,141737,4056,150707,4056,1207632,6524,164468,1440,145845,1930,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3660935,4451,629211,19778,59923,4492,9689,1692,64971,4461,58229,4370,376938,11101,28393,2419,31068,2659,3031724,20440,155510,4407,32436,2659,202847,6385,222417,5888,1947232,11216,278150,2588,193132,2693,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2689248,3512,343294,15059,25362,2796,4643,1115,30807,3505,25400,3144,220557,9974,17472,1763,19053,1995,2345954,15887,131317,2797,24807,2545,165575,4793,169415,5028,1486925,10264,210230,1995,157685,2266,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1220157,1829,161919,7825,12749,1762,1960,845,13423,1766,12478,1888,105560,5472,7917,1221,7832,1384,1058238,8319,45251,2079,10019,1271,66975,2753,73418,2857,673467,5501,104654,1311,84454,1430,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3089825,3981,199083,11880,11742,2503,2498,939,14786,2443,12780,2345,129926,7646,11962,1553,15389,1983,2890742,12939,141159,2579,27404,2634,191867,5272,207998,5227,1852141,7751,256191,1608,213982,2279,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4832866,6319,383257,17177,22109,3080,4860,1155,24934,4317,26758,3277,246489,10152,25110,2638,32997,2775,4449609,17866,203794,3325,42938,2982,287684,7007,317053,6487,2871746,10798,382559,2863,343835,3196,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7393166,3820,974672,18661,76430,4071,12847,1570,92609,5399,85539,4740,626032,11475,40141,2540,41074,3091,6418494,18731,299660,4132,64827,3071,427891,8075,485898,7584,4053750,12116,590163,2707,496305,3364,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4327833,2232,375577,10629,26518,2544,4589,916,28030,2341,24500,2138,245507,8529,17729,1751,28704,1869,3952256,10901,215963,2449,43236,2623,283436,4184,296040,4908,2522287,8895,324335,1796,266959,2045,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1676773,2764,219755,12954,17385,3104,3374,881,17582,2786,18244,2547,138335,8632,14714,1915,10121,1636,1457018,13198,77431,3182,13746,2011,105642,4299,109228,4251,898799,8600,142937,2079,109235,1795,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4726992,4837,610671,18987,56907,4049,12445,2004,57699,5527,49163,3730,379512,11007,24617,1990,30328,2220,4116321,19640,216481,3991,48837,3598,276841,6551,313082,6452,2580658,11378,379741,2072,300681,2600,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,853471,1351,105416,7420,8431,1499,1960,756,9159,1879,7289,1553,68025,4987,5601,1232,4951,909,748055,7520,39284,1512,9654,1631,47216,3138,51491,2489,471485,5001,72886,1222,56039,987,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1466955,1848,143611,8103,12186,1779,2110,657,12299,2085,10642,1609,89749,4799,5694,924,10931,1279,1323344,7959,77361,1803,14386,1706,98598,3006,98943,2878,826150,4941,110411,1091,97495,1487,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1438185,2030,159182,9372,9711,1968,2170,816,10404,2215,13212,2718,104742,6801,11354,1926,7589,1614,1279003,9481,58753,2175,12238,2044,78804,4551,70110,4120,823105,7044,140731,1986,95262,1715,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1177796,1926,96551,7318,7229,1541,1409,627,9981,2288,7556,1578,59954,4549,4490,879,5932,1058,1081245,8023,49038,1581,10422,1459,72590,3164,82300,3040,705140,4730,92564,945,69191,1193,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5078740,6461,299457,13922,22088,3211,4368,1136,23274,3198,21424,3184,177014,8368,19541,1887,31748,2659,4779283,15260,220280,3205,51603,3129,318933,6672,364341,7632,2984717,9657,429108,2288,410301,2829,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,821307,1851,95700,7894,7663,1627,1928,937,5774,1404,4633,1487,66864,5544,4337,1014,4501,955,725607,8376,28054,1803,6581,1192,37870,2683,41585,2482,453022,6038,91788,1337,66707,1440,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10972095,8241,1110970,22423,85277,4724,15613,1709,91719,5953,89098,5916,685489,14124,62417,3967,81357,4579,9861125,23788,461009,5001,94540,4693,613380,6899,682339,8978,6301281,15076,886536,4258,822040,5139,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6125699,5157,741204,25695,53890,4555,10807,1865,61389,5698,59811,5998,481185,15428,37599,3178,36523,3062,5384495,26112,264882,5085,56239,4252,360886,8954,374341,10149,3403873,15577,534050,3517,390224,3067,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,585431,765,54572,4251,3725,922,681,396,2554,799,3309,980,35133,3055,3471,738,5699,780,530859,4367,31238,980,5141,964,39019,1491,35001,1437,340130,3102,41943,812,38387,843,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9121814,5543,1173683,28950,107261,6262,21211,2205,114205,7085,102670,5930,733525,17806,44977,3311,49834,3104,7948131,31239,392194,6338,83950,4675,546168,9006,597807,9663,5015965,18205,711042,3667,601005,3857,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2517367,2698,328354,11888,28227,2793,4343,849,27984,3128,23564,2166,210538,7412,15629,1770,18069,1710,2189013,12053,108841,2944,23462,2073,141691,4190,153453,3631,1370698,7501,220502,1843,170366,1898,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2960351,4572,437623,15315,31228,3560,6089,1549,33047,4092,34677,3571,299426,10696,16753,2001,16403,1868,2522728,15294,112614,3631,22574,2431,148880,5014,161309,4408,1608871,10818,260168,2220,208312,1993,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9795640,5899,968486,24200,75088,5090,13977,1705,77986,5042,70181,5302,615424,15570,49547,2928,66283,3321,8827154,25365,407511,5247,85870,4555,558689,8543,633628,8759,5550824,16599,821987,3159,768645,3630,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,768144,2318,75222,7661,6152,1944,1005,590,4505,1436,4590,1162,47168,5247,5804,1068,5998,1241,692922,8129,26329,1871,6720,1250,40588,2260,46273,2287,451331,5483,61457,1110,60224,1354,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2915366,3892,368047,16536,31485,3470,6401,1803,30867,4452,30223,4676,236359,10052,15867,2128,16845,1759,2547319,16303,124217,3671,23866,2828,167116,5658,175100,5989,1593102,9616,279536,2195,184382,2078,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,673994,1833,65769,4982,6315,1320,950,488,4089,1163,3380,882,39814,3187,4611,1099,6610,1107,608225,5396,37138,1309,7079,1225,44191,2083,47634,2414,377035,3487,50918,1178,44230,1202,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4724784,5296,682962,23123,55796,4706,8523,1523,69854,5828,59916,4297,419905,15020,34284,3219,34684,2820,4041822,23491,200408,4830,42365,3382,267352,7145,288447,6578,2564404,15337,398437,3252,280409,2867,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11224614,8715,1058273,32462,73052,5839,12869,2204,85074,7021,77654,6389,692058,19400,55981,4286,61585,3967,10166341,34228,531349,6368,116507,6150,682994,12241,710087,11536,6491963,20915,932444,4656,700997,4603,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2218443,2923,227438,13832,21872,2929,4761,1667,24804,3437,19135,3834,145137,7942,5761,1137,5968,1169,1991005,13595,169805,2938,30752,2600,200142,5240,182699,5931,1184538,7959,125016,1184,98053,1248,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,567477,1117,62249,4500,6270,1155,1320,475,3841,901,4171,930,40461,2754,3292,743,2894,612,505228,4524,21029,1163,4744,1048,31236,1759,38800,1608,326771,2830,46897,724,35751,663,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5074847,4278,434331,13958,24519,2537,4708,1172,30881,3153,33122,3168,294706,9509,21653,2468,24742,2254,4640516,14622,241037,2632,53420,3798,319066,5633,323149,7204,2977458,9623,417058,2532,309328,2560,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4817009,5630,512802,13873,30823,3718,6986,1463,37668,3486,39665,3597,347026,10956,22518,2455,28116,2843,4304207,14843,211638,4042,41987,3025,269455,7209,287835,5575,2804599,10902,393157,2560,295536,2878,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1687011,2768,298172,13088,24645,2811,4869,1188,24972,2689,28595,3022,189211,8815,13752,1760,12128,1584,1388839,13459,65079,3473,13609,1597,85651,3399,92426,4297,876508,8510,144922,1796,110644,1695,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4625255,4396,449863,16081,33753,2900,4855,911,35764,3310,36839,3587,289031,10657,18949,1858,30672,2292,4175392,17579,210421,3577,45928,2904,279023,4756,306986,5070,2664728,11400,360943,1914,307363,2322,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,475570,1174,47922,4941,4468,1140,826,367,5201,1347,3038,779,30476,3446,1598,537,2315,635,427648,4988,25050,1121,5010,1162,28949,1915,31298,1819,276023,3386,36045,630,25273,683,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,27760,3827,10803,1891,826,558,81,127,601,378,1091,592,7714,1360,449,266,41,59,16957,3146,794,583,562,562,907,472,624,423,11540,2096,1298,498,1232,477,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
