GEO_ID,B17018_001E,B17018_001M,B17018_002E,B17018_002M,B17018_003E,B17018_003M,B17018_004E,B17018_004M,B17018_005E,B17018_005M,B17018_006E,B17018_006M,B17018_007E,B17018_007M,B17018_008E,B17018_008M,B17018_009E,B17018_009M,B17018_010E,B17018_010M,B17018_011E,B17018_011M,B17018_012E,B17018_012M,B17018_013E,B17018_013M,B17018_014E,B17018_014M,B17018_015E,B17018_015M,B17018_016E,B17018_016M,B17018_017E,B17018_017M,B17018_018E,B17018_018M,B17018_019E,B17018_019M,B17018_020E,B17018_020M,B17018_021E,B17018_021M,B17018_022E,B17018_022M,B17018_023E,B17018_023M,B17018_024E,B17018_024M,B17018_025E,B17018_025M,B17018_026E,B17018_026M,B17018_027E,B17018_027M,B17018_028E,B17018_028M,B17018_029E,B17018_029M,B17018_030E,B17018_030M,B17018_031E,B17018_031M,B17018_032E,B17018_032M,B17018_033E,B17018_033M,B17018_034E,B17018_034M,B17018_035E,B17018_035M,NAME,B17018_001MA,B17018_001EA,B17018_002EA,B17018_002MA,B17018_003MA,B17018_003EA,B17018_004MA,B17018_004EA,B17018_005MA,B17018_005EA,B17018_006MA,B17018_006EA,B17018_007EA,B17018_007MA,B17018_008EA,B17018_008MA,B17018_009MA,B17018_009EA,B17018_010MA,B17018_010EA,B17018_011EA,B17018_011MA,B17018_012EA,B17018_012MA,B17018_013EA,B17018_013MA,B17018_014MA,B17018_014EA,B17018_015MA,B17018_015EA,B17018_016EA,B17018_016MA,B17018_017EA,B17018_017MA,B17018_018EA,B17018_018MA,B17018_019EA,B17018_019MA,B17018_020MA,B17018_020EA,B17018_021MA,B17018_021EA,B17018_022EA,B17018_022MA,B17018_023EA,B17018_023MA,B17018_024EA,B17018_024MA,B17018_025MA,B17018_025EA,B17018_026MA,B17018_026EA,B17018_027MA,B17018_027EA,B17018_028EA,B17018_028MA,B17018_029EA,B17018_029MA,B17018_030EA,B17018_030MA,B17018_031EA,B17018_031MA,B17018_032MA,B17018_032EA,B17018_033EA,B17018_033MA,B17018_034EA,B17018_034MA,B17018_035EA,B17018_035MA,state
0400000US01,1251795,13646,185909,6956,59150,3773,19446,2432,18693,1983,15864,2209,5147,1213,126759,6010,17144,2148,6463,1388,6296,1511,3829,932,556,382,109615,5436,29185,2916,38523,3501,38274,3084,3633,1092,1065886,12576,830660,13121,89775,4235,220819,6556,263518,8238,256548,7691,235226,9305,62434,4569,11768,2152,22107,2634,18827,2065,9732,1905,172792,7372,25073,2514,50207,3555,63637,4752,33875,3009,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,12024,1704,3842,813,860,377,1605,552,984,412,393,321,8182,1485,2416,849,174,82,831,411,1253,695,158,207,5766,1148,1038,507,2569,880,2024,625,135,121,161255,4646,123435,4083,5056,995,26434,2460,51606,3701,40339,2831,37820,2584,13328,1464,1183,406,4488,856,5874,1325,1783,641,24492,2226,2939,711,5767,1182,11404,1567,4382,1100,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,217603,9605,86195,6025,31958,3564,21655,3101,23589,3127,8993,1593,131408,7640,29605,3457,11707,2324,7419,1532,8992,2068,1487,642,101803,6253,33606,3052,25717,3625,38032,4534,4448,929,1326320,15922,1024155,15246,87788,5303,197291,8172,375089,12234,363987,9090,302165,11081,97891,6129,14698,2499,28227,3851,34314,3906,20652,2713,204274,9043,25256,3062,42665,4168,88657,6143,47696,4439,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,112534,5422,41651,3089,11585,2115,16815,2014,10586,1547,2665,764,70883,4674,11297,1840,3799,982,4273,1194,2781,1042,444,348,59586,4236,13392,2140,21815,2607,21869,2537,2510,760,644671,9383,514457,9045,59104,3881,162275,6461,153767,6142,139311,5428,130214,5525,36704,3575,5612,1188,15009,2040,11196,2059,4887,1188,93510,4397,13553,1690,28287,2533,34692,3098,16978,2254,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,1056152,15484,455238,10817,203363,6812,99543,5733,97381,5253,54951,3731,600914,12384,126510,6051,51974,4374,34569,3040,31290,3254,8677,1399,474404,11719,176814,6684,116953,5818,145693,6486,34944,3498,7462366,32642,5603947,36627,735794,16041,906355,16917,1721930,21640,2239868,21664,1858419,25132,621922,13214,126797,6303,150291,6895,207100,8029,137734,7079,1236497,18248,199031,7580,252401,8276,485137,12715,299928,9335,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,114546,5172,45650,3697,13453,2250,10961,1818,12699,2007,8537,1526,68896,4246,13492,2118,4522,1334,3955,1247,4057,1262,958,491,55404,3914,14641,2335,13434,2352,21452,2663,5877,1399,1141925,11786,924906,12060,57527,4010,167467,6317,280913,7987,418999,9473,217019,7600,74302,5184,11445,2101,20331,2645,22526,2977,20000,2415,142717,5553,11802,1750,28555,2744,62585,4115,39775,3233,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,70551,4637,19023,2289,3681,994,6407,1378,4962,1128,3973,1000,51528,4149,7519,1540,2973,1001,2766,1110,1045,486,735,609,44009,3672,14753,2257,14742,2224,12220,1980,2294,563,822550,9225,641276,8599,37858,3041,140799,5914,160790,6359,301829,6532,181274,6406,45948,3395,5201,1121,15290,2168,13272,1790,12185,1885,135326,5171,15437,2098,38681,3284,48731,3218,32477,2853,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,18261,1977,4541,1002,1188,533,1968,779,929,409,456,244,13720,1944,2561,1057,624,379,1050,741,549,379,338,386,11159,1600,2444,862,5124,1172,2595,778,996,573,208840,3727,157214,3452,13113,1721,40337,2579,45312,2829,58452,2498,51626,3455,16124,2367,1870,716,6302,1292,4577,1189,3375,1114,35502,2826,3321,854,11205,1763,11729,1928,9247,1389,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,17608,2027,2165,759,938,581,671,335,370,334,186,198,15443,2076,2022,732,1296,634,216,156,396,311,114,182,13421,1862,3616,1009,6095,1308,3371,1019,339,279,96437,3750,55082,3009,3508,936,5099,1139,5925,1163,40550,2432,41355,3014,9106,1575,1889,808,2708,831,2123,793,2386,1137,32249,2514,4790,929,8921,1569,10398,1437,8140,1096,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,564395,15175,227560,9748,63607,5332,80203,5769,55773,4389,27977,3494,336835,10750,64057,5288,21272,2749,23258,3447,14832,2639,4695,1347,272778,8881,68679,5275,92401,5738,88024,5501,23674,2820,3995463,26744,3065495,26185,266060,9034,755093,17758,968741,19201,1075601,17744,929968,15536,260028,9424,39565,4344,83794,4867,81752,6165,54917,3854,669940,12950,72626,3928,189815,8537,257361,9351,150138,6912,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
