GEO_ID,B27015_001E,B27015_001M,B27015_002E,B27015_002M,B27015_003E,B27015_003M,B27015_004E,B27015_004M,B27015_005E,B27015_005M,B27015_006E,B27015_006M,B27015_007E,B27015_007M,B27015_008E,B27015_008M,B27015_009E,B27015_009M,B27015_010E,B27015_010M,B27015_011E,B27015_011M,B27015_012E,B27015_012M,B27015_013E,B27015_013M,B27015_014E,B27015_014M,B27015_015E,B27015_015M,B27015_016E,B27015_016M,B27015_017E,B27015_017M,B27015_018E,B27015_018M,B27015_019E,B27015_019M,B27015_020E,B27015_020M,B27015_021E,B27015_021M,B27015_022E,B27015_022M,B27015_023E,B27015_023M,B27015_024E,B27015_024M,B27015_025E,B27015_025M,B27015_026E,B27015_026M,NAME,B27015_001EA,B27015_001MA,B27015_002EA,B27015_002MA,B27015_003MA,B27015_003EA,B27015_004MA,B27015_004EA,B27015_005MA,B27015_005EA,B27015_006MA,B27015_006EA,B27015_007EA,B27015_007MA,B27015_008MA,B27015_008EA,B27015_009MA,B27015_009EA,B27015_010MA,B27015_010EA,B27015_011MA,B27015_011EA,B27015_012EA,B27015_012MA,B27015_013EA,B27015_013MA,B27015_014EA,B27015_014MA,B27015_015MA,B27015_015EA,B27015_016MA,B27015_016EA,B27015_017MA,B27015_017EA,B27015_018EA,B27015_018MA,B27015_019EA,B27015_019MA,B27015_020MA,B27015_020EA,B27015_021MA,B27015_021EA,B27015_022MA,B27015_022EA,B27015_023EA,B27015_023MA,B27015_024EA,B27015_024MA,B27015_025MA,B27015_025EA,B27015_026MA,B27015_026EA,state
0400000US01,4673401,2155,1200677,25868,917987,20003,376510,11268,684019,16193,282690,12164,1183476,27719,972675,23407,706472,19421,449622,14374,210801,11219,874235,25916,778774,22411,683038,19861,211363,11140,95461,8312,583393,21346,544882,20467,504000,19392,97822,7337,38511,5488,831620,24900,792031,23882,757127,23112,113136,7438,39589,6579,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,684433,1868,75133,6493,55097,5190,16769,2423,44065,5298,20036,2913,123262,9381,89697,7961,55054,6429,46717,4665,33565,3803,135783,10653,105430,8960,86555,7420,32548,4080,30353,4164,110535,7948,89329,6510,78740,6045,19004,2832,21206,4063,239720,11884,209462,10671,194758,9638,32004,4909,30258,4300,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6328566,1787,1380541,34430,1026591,30137,352209,14574,804286,26645,353950,17041,1606038,42313,1247862,36396,787300,29530,681225,24932,358176,17835,1241218,36197,1049406,33578,848566,28624,343939,19488,191812,13959,796560,34361,705963,29247,625399,27295,172355,12326,90597,11212,1304209,35001,1210707,32594,1130441,28979,202548,12155,93502,11521,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2854185,1095,749975,18149,562351,14372,210092,8528,446065,11849,187624,10139,784025,19930,618128,16614,399242,14170,329791,11336,165897,9144,551735,17678,470239,16250,393424,15135,146944,6892,81496,8253,330514,14675,301806,14170,272020,14289,67364,4980,28708,4293,437936,18654,413750,17962,391697,17073,59158,4819,24186,4531,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36796741,5236,6352881,66857,4713724,57096,1639077,32625,3601383,49680,1639157,29689,7944068,83467,5869865,69705,3431436,48886,3196437,47795,2074203,39433,6531148,91794,5164629,71030,4000264,56407,1734611,35014,1366519,38468,4810268,75755,4093957,67213,3545516,60145,928089,26268,716311,24024,11158376,85280,10289027,75199,9560486,69360,1483977,29504,869349,27846,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4981540,2530,823267,21678,607953,18545,274712,11608,423639,14806,215314,11029,1088843,29009,828657,23577,589545,20972,377981,13091,260186,13585,950015,30603,797550,27200,693926,25522,204906,9796,152465,10801,683126,24934,623624,22628,577450,21586,107289,7719,59502,6619,1436289,32521,1368223,31128,1318446,30025,139828,7276,68066,5848,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3457903,1144,477847,16614,405639,15053,151168,8789,331007,12527,72208,6735,581314,19753,494616,17321,312420,12980,282473,12114,86698,8373,553382,17437,488452,15876,401970,14442,160244,9739,64930,6457,492892,19959,458837,18901,418956,16994,92785,7355,34055,5191,1352468,22389,1303958,21310,1241705,20750,157396,7980,48510,5754,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,879693,850,125934,7952,106538,6515,42190,3460,83723,6004,19396,3772,186532,10829,162006,9888,103675,6745,91207,7974,24526,3364,159816,11378,144225,10214,118185,8713,52945,5669,15591,3290,136761,11490,128771,11143,117524,10036,31487,4570,7990,1900,270650,13338,254647,12521,236272,13305,40449,4260,16003,3349,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,576952,325,118606,8474,107395,7823,38863,4455,85262,7083,11211,3130,93387,7138,82737,6348,55380,4817,42834,5061,10650,2863,84308,8685,77943,7973,61239,6521,28233,3744,6365,1983,57398,5916,53273,5511,47083,4988,12349,2459,4125,1463,223253,7613,215998,7554,202541,7362,35138,4271,7255,2378,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18599703,3756,4040068,54571,2835981,47256,1088049,28727,2204652,38922,1204087,26327,4927696,63078,3602846,49546,2344413,39258,1940065,38020,1324850,37767,3610138,73879,2906656,59600,2380062,53979,981730,26030,703482,29492,2329092,57460,1998303,48500,1771451,46210,480849,19317,330789,21285,3692709,60949,3386039,60197,3143023,57043,603941,19206,306670,19893,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9527017,3609,2171035,38286,1485314,29464,615236,21627,1059983,23953,685721,24403,2371951,44083,1760624,35809,1220566,26594,793382,25761,611327,24313,1814837,48551,1503565,41278,1293327,36575,390700,16881,311272,19463,1172122,34743,1044951,32324,962481,29539,186045,11020,127171,12153,1997072,41720,1867462,39371,1776374,38997,227228,10812,129610,12750,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1307027,2252,164466,11349,144671,10344,62852,5923,102276,8990,19795,3267,231927,12714,208365,11736,151863,9350,92214,7462,23562,3905,233594,15134,218819,14315,189736,12850,60631,5423,14775,2848,192453,12538,179265,11764,161870,10393,41989,4287,13188,2597,484587,16970,464053,16014,428373,14898,94991,6907,20534,3339,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1554236,611,321032,15619,232078,12607,116494,8258,159119,9952,88954,7440,446967,19996,351215,15118,265494,13541,153492,8870,95752,8834,324862,17660,281197,15526,251345,14568,68411,6039,43665,5633,206990,13844,190551,12725,176755,12415,32411,4813,16439,3694,254385,17824,240853,16677,228969,16352,30427,4172,13532,3012,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12558702,1765,2286601,33977,1792397,28712,682174,17790,1383273,26607,494204,15323,2690745,43828,2181336,39259,1411886,30501,1171895,24818,509409,14989,2385752,38117,2071429,33994,1726639,29501,605701,20084,314323,15549,1745093,38573,1586820,36464,1438866,33885,287668,14158,158273,10445,3450511,45563,3279209,42849,3121943,42402,366555,12912,171302,13757,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6326280,1247,1284366,29880,968533,22216,404847,13238,734322,19549,315833,12898,1578245,29095,1268178,24189,930892,18829,586811,17165,310067,12669,1351255,32202,1190057,27973,1058778,25404,282138,10974,161198,12359,896997,25060,831326,23549,776223,23558,124750,7796,65671,7208,1215417,26714,1149085,25840,1104001,24885,121947,7041,66332,7256,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2962638,552,511484,14482,424409,11215,216802,8710,313505,10377,87075,6352,722271,14869,633989,12584,479873,10631,303333,10273,88282,6371,645487,15869,599792,15636,540111,14714,145796,6275,45695,5358,460143,14207,434823,14140,414377,14302,59730,4752,25320,4012,623253,14968,604285,14149,584566,13861,64554,4012,18968,3546,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
