GEO_ID,C17010A_001E,C17010A_001M,C17010A_002E,C17010A_002M,C17010A_003E,C17010A_003M,C17010A_004E,C17010A_004M,C17010A_005E,C17010A_005M,C17010A_006E,C17010A_006M,C17010A_007E,C17010A_007M,C17010A_008E,C17010A_008M,C17010A_009E,C17010A_009M,C17010A_010E,C17010A_010M,C17010A_011E,C17010A_011M,C17010A_012E,C17010A_012M,C17010A_013E,C17010A_013M,C17010A_014E,C17010A_014M,C17010A_015E,C17010A_015M,C17010A_016E,C17010A_016M,C17010A_017E,C17010A_017M,NAME,C17010A_001EA,C17010A_001MA,C17010A_002EA,C17010A_002MA,C17010A_003MA,C17010A_003EA,C17010A_004MA,C17010A_004EA,C17010A_005MA,C17010A_005EA,C17010A_006EA,C17010A_006MA,C17010A_007EA,C17010A_007MA,C17010A_008EA,C17010A_008MA,C17010A_009EA,C17010A_009MA,C17010A_010MA,C17010A_010EA,C17010A_011EA,C17010A_011MA,C17010A_012EA,C17010A_012MA,C17010A_013EA,C17010A_013MA,C17010A_014EA,C17010A_014MA,C17010A_015MA,C17010A_015EA,C17010A_016MA,C17010A_016EA,C17010A_017EA,C17010A_017MA,state
0400000US13,1541566,14048,153476,9678,73078,5867,47253,4669,80398,6317,19456,3207,13861,2706,60942,5401,48553,4571,1388090,15472,1164749,17049,490383,12207,223341,9150,70686,5857,38095,4255,152655,7111,82408,5120,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,94580,3599,5401,909,2402,696,1672,680,2999,720,602,395,561,383,2397,605,1997,628,89179,3508,73791,3466,27369,1979,15388,1958,5549,1132,2573,876,9839,1691,5431,1154,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,374854,6681,40768,2905,18172,1827,10748,1405,22596,2551,4269,1331,2829,798,18327,2179,16832,2171,334086,7438,284564,7544,120454,5285,49522,4277,17928,2496,11461,2006,31594,3167,18957,2467,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2363067,15881,179436,6470,77250,4938,51678,3804,102186,5368,18456,2348,13784,2210,83730,4595,72769,4483,2183631,15806,1800174,15310,745907,10291,383457,9055,125087,4928,66227,4374,258370,7572,133511,5498,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1436611,12142,134558,6500,47521,3692,27928,2775,87037,4967,16930,2573,13545,2329,70107,4173,61853,4041,1302053,11877,1067998,13069,423642,9215,234055,7666,74053,4313,39827,3045,160002,6286,92818,4645,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,739295,7706,52284,3336,19783,1774,11964,1413,32501,2671,4686,844,4005,773,27815,2570,25529,2494,687011,8207,579189,6994,221841,5337,107822,4481,36901,2665,20703,2318,70921,3227,45752,3091,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,636545,6587,48786,2998,18050,2001,12554,1845,30736,2452,4696,952,3643,844,26040,2358,23560,2324,587759,6721,489910,6545,202779,5501,97849,4210,33778,2913,20718,2473,64071,3651,39656,3070,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1010579,10049,134242,5908,54047,3681,30916,2766,80195,4525,16509,1984,12766,1759,63686,3802,55406,3710,876337,9538,719394,10833,279219,7640,156943,6540,49171,3640,26386,2613,107772,5138,56894,4012,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,749590,9052,70837,4205,28090,3018,12837,2104,42747,3183,7272,1387,5630,1177,35475,2912,29921,2865,678753,9380,553997,8213,223042,6538,124756,5605,44271,3558,24581,3116,80485,4497,44309,3055,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,338070,6955,30317,2419,10708,1407,5742,952,19609,2259,4128,1110,3538,1026,15481,1971,13796,1939,307753,6795,253596,6654,84230,3586,54157,2906,18295,1898,11502,1658,35862,2386,21239,1939,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,883826,8179,40855,3682,13477,1769,7285,1577,27378,3367,4843,1425,3087,1116,22535,2813,19220,2686,842971,8959,688957,8241,275650,6302,154014,6099,47679,3914,26305,3109,106335,5035,59197,3887,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1317461,13180,77786,4715,25061,2639,13347,2217,52725,3793,6568,1497,4949,1508,46157,3482,39229,3473,1239675,13292,995839,12988,416580,8696,243836,8046,68236,3855,30401,2694,175600,6930,90459,5416,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2043311,11161,192504,5551,80668,4166,51101,3387,111836,4511,23930,2519,18065,2250,87906,4265,73950,4075,1850807,10958,1528292,11285,573323,8486,322515,6757,106126,4583,54847,3680,216389,6585,112984,4614,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1212129,9127,67092,3023,24382,1893,13927,1590,42710,2459,8497,1209,6539,1062,34213,2265,29924,2319,1145037,8859,964031,7921,386847,5929,181006,6170,62574,3481,36685,2593,118432,4522,70987,3834,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,472097,6444,44292,3671,17722,2174,9619,1563,26570,2679,3933,935,2207,793,22637,2719,17765,2262,427805,6442,355497,7322,139302,4843,72308,4198,22286,2364,12078,1535,50022,3518,27632,2700,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1320610,12342,124572,5551,49462,3763,28573,2721,75110,4071,13303,1872,9842,1629,61807,3601,53625,3222,1196038,11074,991463,11028,383531,7691,204575,6534,65316,4085,37282,3173,139259,5641,80715,4333,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,232791,4332,18747,1923,8506,1242,4429,991,10241,1608,1665,572,1510,581,8576,1406,7062,1161,214044,4180,180107,4649,59814,3128,33937,2900,11714,1789,6795,1551,22223,2261,12248,1540,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,426843,5632,31643,2462,12069,1389,7925,1211,19574,2286,3204,889,2333,800,16370,2052,15370,1947,395200,5340,333439,5055,136025,3849,61761,3703,21960,2170,13276,1849,39801,2711,24915,2220,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,477472,9464,46906,4043,23926,3117,15460,2585,22980,2816,4688,1367,3559,1169,18292,2449,16540,2391,430566,8442,330603,8435,132427,6706,99963,5920,37100,4408,19578,3522,62863,3865,38777,3238,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,333168,4906,18078,2251,6000,1107,3338,984,12078,2131,1713,859,1345,776,10365,1911,9670,1906,315090,4795,258521,5484,97551,3709,56569,3543,18464,2431,10396,1823,38105,2740,21440,2031,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1575836,13451,84868,5351,36141,3398,19978,2451,48727,4077,8799,1321,6177,1200,39928,3729,33335,3200,1490968,13258,1197752,13352,511244,8402,293216,8778,86477,5184,36722,3733,206739,6301,103457,5288,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,380842,7883,50390,3885,20591,2368,12460,1794,29799,3055,6203,1577,4441,1271,23596,2697,20858,2724,330452,6828,260013,6560,93612,4376,70439,4006,22407,2470,12186,1761,48032,3455,27948,3113,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3153437,17879,251206,7919,104973,4257,63819,3483,146233,7185,29032,2724,19823,2398,117201,6586,97632,5983,2902231,17452,2322299,17070,927989,10877,579932,11942,175540,7025,79083,4857,404392,10514,198444,6946,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1812725,16400,174845,6998,75610,4872,42608,3903,99235,5323,17576,2475,13675,2203,81659,5053,71240,4877,1637880,15591,1383511,15744,517544,11854,254369,8802,80814,5862,44940,4585,173555,6714,97978,5395,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,161319,3616,8997,1335,3104,760,1600,671,5893,1263,1073,762,773,717,4820,1025,4284,990,152322,3500,132228,3559,52297,2871,20094,1832,7703,1159,3927,812,12391,1408,8223,1240,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2496841,14793,236730,7900,86012,3946,54319,3631,150718,6711,26525,2734,20248,2164,124193,5981,108405,5815,2260111,14957,1858649,15003,704057,11558,401462,9689,127902,5268,67149,4278,273560,7660,151351,5384,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,752377,6749,77954,3960,32997,2726,19603,2079,44957,2917,8108,1262,5777,1050,36849,2520,31854,2264,674423,6610,557986,6841,215891,5537,116437,4447,40054,2489,24930,2271,76383,3528,45123,3156,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,841092,9963,84906,4565,34331,3115,21674,2339,50575,4181,11772,1885,9334,1921,38803,3673,32523,3212,756186,9085,622531,8278,225742,6740,133655,6406,48566,3765,28896,3173,85089,4696,44938,3123,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2739604,14916,195788,6939,71377,3954,37711,3134,124411,5170,21902,2130,17435,1932,102509,5016,88198,4882,2543816,15582,2086273,16251,779901,12575,457543,8736,151641,6195,74869,4584,305902,7427,153204,5506,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,215816,4840,15759,1927,5410,1179,2930,951,10349,1694,1637,643,1136,531,8712,1509,7683,1433,200057,4749,155974,4838,59523,3063,44083,3176,13500,1950,6526,1424,30583,2908,15879,2253,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,850513,11013,78131,4657,34469,3323,20316,2690,43662,3329,8375,1705,6425,1504,35287,3130,29674,3159,772382,10608,651606,10293,240726,8719,120776,5842,39066,3509,20734,2716,81710,4778,43999,3719,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,189175,4036,12360,1886,4633,900,2174,566,7727,1623,2283,810,1956,765,5444,1309,4709,1189,176815,4148,149374,4062,55453,3190,27441,2795,10377,1657,5153,1151,17064,2149,12444,1976,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1319870,13111,144527,5613,67449,3915,43207,3757,77078,4657,15595,2171,11422,1953,61483,4275,52185,4130,1175343,14286,978911,12370,370541,8932,196432,8204,63503,4456,30384,2802,132929,6320,69640,4389,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4745065,22106,599783,11847,277262,8531,203423,7766,322521,9364,53485,3927,41673,3415,269036,8631,238330,8405,4145282,23502,3313888,23419,1493227,17901,831394,17838,266093,9639,135835,7369,565301,14443,340252,12762,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,598575,7906,54968,4065,26717,2953,19302,2455,28251,2888,6529,1714,3709,1227,21722,2323,18678,2358,543607,7826,464131,7791,233382,5940,79476,4543,25484,3009,14928,2222,53992,3761,32613,3174,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,156490,3418,10346,1428,3834,829,2300,593,6512,1137,1148,495,1055,498,5364,997,5180,1008,146144,3074,121034,3153,42609,2236,25110,1939,9742,1254,5785,1025,15368,1547,9931,1221,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1464489,13403,85427,5200,37568,3562,21897,2481,47859,4161,8652,1446,5627,1010,39207,3797,33949,3635,1379062,11950,1154857,12418,468592,9060,224205,8653,76594,5039,41693,3709,147611,7060,81236,5185,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1403084,11712,106939,4367,40908,3025,23764,2539,66031,3535,11601,1790,9199,1788,54430,3630,47213,3403,1296145,10844,1057578,11072,416926,8980,238567,7827,79900,5716,45385,4297,158667,5603,89954,4951,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,456957,7539,59646,3710,24640,2097,14043,1793,35006,3157,5766,1221,4085,952,29240,2797,24119,2559,397311,7277,320798,6129,107522,4701,76513,4453,27589,2309,13548,1780,48924,3811,23076,2780,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1322826,11144,88249,4315,32515,2298,19188,2017,55734,3633,12420,1893,8860,1596,43314,3187,38623,2970,1234577,11275,1034318,10196,387918,7313,200259,6378,71301,3611,42466,2907,128958,5289,78204,4036,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,133680,3871,9613,1596,3817,1081,2611,905,5796,1240,977,491,848,438,4819,1209,4357,1110,124067,4041,105337,3732,37463,2575,18730,1987,6470,1213,4783,1156,12260,1559,7936,1278,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,616902,9191,246246,6123,111348,4479,48727,3232,134898,5723,26850,2659,17051,2410,108048,4846,74881,3876,370656,8515,263121,6397,93402,4294,107535,5289,23340,2243,9820,1478,84195,4320,37520,2918,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
