GEO_ID,B12502_001E,B12502_001M,B12502_002E,B12502_002M,B12502_003E,B12502_003M,B12502_004E,B12502_004M,B12502_005E,B12502_005M,B12502_006E,B12502_006M,B12502_007E,B12502_007M,B12502_008E,B12502_008M,B12502_009E,B12502_009M,B12502_010E,B12502_010M,B12502_011E,B12502_011M,NAME,B12502_001MA,B12502_001EA,B12502_002MA,B12502_002EA,B12502_003EA,B12502_003MA,B12502_004EA,B12502_004MA,B12502_005EA,B12502_005MA,B12502_006MA,B12502_006EA,B12502_007MA,B12502_007EA,B12502_008MA,B12502_008EA,B12502_009EA,B12502_009MA,B12502_010EA,B12502_010MA,B12502_011EA,B12502_011MA,state
0400000US13,7736263,6684,3739449,6625,1345344,16065,2394105,14510,13328,2065,2380777,14444,3996814,5885,1219446,15283,2777368,15427,27477,2720,2749891,15919,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1121353,683,558393,1015,205093,5267,353300,5169,2021,621,351279,5108,562960,1147,159458,5025,403502,4739,4992,1044,398510,4652,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1224412,1966,609408,2137,175841,5497,433567,5385,1625,711,431942,5499,615004,1973,141249,5192,473755,5278,4280,1083,469475,5323,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10316699,2433,5009508,3372,1876251,14162,3133257,13994,17405,1697,3115852,14105,5307191,3215,1693848,13519,3613343,13495,36966,2831,3576377,13581,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5194347,3254,2532594,3460,848257,10881,1684337,10167,9671,1416,1674666,10216,2661753,2995,730864,8593,1930889,9137,20534,1959,1910355,9145,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2461674,2155,1206487,2566,388597,6203,817890,6372,3864,594,814026,6507,1255187,2605,319280,6071,935907,5694,10359,1322,925548,5722,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2267066,2221,1114875,2893,364910,6493,749965,6127,4782,861,745183,6106,1152191,2495,288863,6428,863328,5870,9809,1234,853519,5915,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3518242,3244,1710913,3874,533733,8863,1177180,9109,7191,1259,1169989,9413,1807329,3048,445483,6502,1361846,6705,16993,1534,1344853,6954,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3641422,2429,1758929,3091,662690,9336,1096239,8817,7654,1178,1088585,8932,1882493,3339,594052,9576,1288441,9252,17492,1799,1270949,9290,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1107596,1310,536592,1587,165947,4286,370645,4471,2437,816,368208,4641,571004,1535,139017,3936,431987,4105,4654,793,427333,4201,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4717856,2208,2256241,2677,846285,9499,1409956,9137,7048,1189,1402908,8968,2461615,2322,811897,10188,1649718,9752,15515,1823,1634203,9882,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5440246,1157,2601690,1712,994302,10416,1607388,10238,8164,1225,1599224,10308,2838556,1713,942325,10509,1896231,10565,22663,1980,1873568,10650,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8005678,3029,3890962,3564,1395316,11562,2495646,11402,15585,1655,2480061,11527,4114716,2620,1203080,10055,2911636,9643,37303,2593,2874333,9860,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4283571,2642,2113814,2506,741758,7838,1372056,7991,7401,1015,1364655,8317,2169757,2762,609556,8268,1560201,7827,14360,1467,1545841,8098,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2350019,2263,1122460,2887,402920,8347,719540,7507,5091,1129,714449,7680,1227559,3691,383433,8432,844126,8275,11062,1826,833064,8171,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4841501,3725,2348195,3734,767491,9692,1580704,10323,9560,1330,1571144,10583,2493306,3505,659092,8593,1834214,9075,19632,1736,1814582,9598,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,814821,2086,405999,1918,132191,4421,273808,4253,1564,512,272244,4291,408822,1735,98063,3970,310759,3969,2182,557,308577,4054,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1456792,1639,715219,2046,230278,5485,484941,5676,2713,631,482228,5620,741573,2004,192895,4756,548678,4826,4570,794,544108,4906,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2172537,1505,1090897,1751,384147,8484,706750,8243,3354,1094,703396,8290,1081640,1757,307934,7943,773706,7714,8026,1543,765680,8011,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1090942,1111,534297,1466,165024,4190,369273,4170,1385,567,367888,4210,556645,1366,140855,3565,415790,3785,3424,745,412366,3754,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7142414,1172,3440823,1777,1264259,12123,2176564,12305,12610,1481,2163954,12504,3701591,1789,1147599,11846,2553992,11777,27047,2045,2526945,11585,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1648114,2276,812152,2718,289273,6762,522879,6353,1775,545,521104,6436,835962,2061,248066,6199,587896,6205,5626,1107,582270,6341,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15957521,2927,7642666,3361,3105939,19363,4536727,19296,24156,2198,4512571,19376,8314855,2880,2905094,18124,5409761,18341,62311,4268,5347450,19001,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7740082,5462,3718727,5897,1247017,14078,2471710,13847,14695,2204,2457015,13861,4021355,5982,1116514,14334,2904841,14836,32434,2911,2872407,15671,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,557188,1180,280190,1398,96741,3143,183449,3255,895,378,182554,3320,276998,1247,72880,3352,204118,3161,2351,588,201767,3233,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9326330,2868,4505750,3595,1535368,13654,2970382,13701,20831,1724,2949551,13909,4820580,3454,1358691,12476,3461889,12246,41816,2602,3420073,12666,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3007125,2477,1476110,2495,445201,7436,1030909,7189,6106,773,1024803,7152,1531015,2529,357595,7184,1173420,6867,12247,1425,1161173,7128,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3154977,2389,1546819,2717,514054,8191,1032765,8275,3996,808,1028769,8425,1608158,2256,426026,7944,1182132,7639,12340,1713,1169792,7832,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10488199,2574,5063080,3607,1840825,11987,3222255,12030,21995,2223,3200260,11868,5425119,3135,1646965,12218,3778154,12558,48727,3215,3729427,12549,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,872663,811,416897,1100,162214,4281,254683,4077,1459,678,253224,4163,455766,868,146041,4170,309725,4259,3865,836,305860,4226,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3776148,3735,1818218,3612,624932,11681,1193286,11154,7139,1397,1186147,11453,1957930,3086,553637,9473,1404293,9811,16850,2014,1387443,10014,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,655380,1117,324608,1987,107240,4185,217368,4327,1205,439,216163,4316,330772,1821,90226,3491,240546,3291,1513,503,239033,3412,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5168315,3916,2490152,5003,797739,11441,1692413,11751,10317,1893,1682096,12029,2678163,4528,689287,9939,1988876,10330,25204,2612,1963672,10259,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19838518,5831,9761236,6595,3390793,22254,6370443,23418,30683,3356,6339760,23198,10077282,6628,2844458,23382,7232824,22515,74465,4116,7158359,23115,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2065211,2224,1031388,2278,334989,7842,696399,8106,2428,666,693971,8072,1033823,2404,268030,5772,765793,6269,4970,862,760823,6214,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,524589,924,256055,850,86573,2568,169482,2588,694,314,168788,2624,268534,970,74750,2390,193784,2460,1748,512,192036,2563,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6556778,4112,3191036,5421,1106826,14441,2084210,13947,9851,1331,2074359,13797,3365742,4420,950106,11740,2415636,11121,26382,2798,2389254,10844,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5516743,2703,2735194,3518,930503,10902,1804691,11047,7551,1331,1797140,11022,2781549,3262,737006,9872,2044543,9891,18667,2274,2025876,10066,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1536058,2247,749911,2912,237676,5284,512235,5730,4002,934,508233,5828,786147,2484,186274,5990,599873,5468,6924,1323,592949,5716,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4618557,2447,2276263,3070,784853,9815,1491410,9695,6535,1128,1484875,9897,2342294,2533,657745,9012,1684549,8635,18770,1697,1665779,9074,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,454581,1245,230621,1802,74624,3638,155997,3729,1333,556,154664,3670,223960,1462,52869,2794,171091,2894,1470,473,169621,3014,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2996646,1100,1408693,2235,583195,8832,825498,8654,5354,1012,820144,8663,1587953,2304,547586,9011,1040367,8671,13586,2030,1026781,8682,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
