GEO_ID,B10059_001E,B10059_001M,B10059_002E,B10059_002M,B10059_003E,B10059_003M,B10059_004E,B10059_004M,B10059_005E,B10059_005M,B10059_006E,B10059_006M,B10059_007E,B10059_007M,B10059_008E,B10059_008M,B10059_009E,B10059_009M,B10059_010E,B10059_010M,B10059_011E,B10059_011M,NAME,B10059_001MA,B10059_001EA,B10059_002MA,B10059_002EA,B10059_003EA,B10059_003MA,B10059_004MA,B10059_004EA,B10059_005MA,B10059_005EA,B10059_006MA,B10059_006EA,B10059_007MA,B10059_007EA,B10059_008EA,B10059_008MA,B10059_009MA,B10059_009EA,B10059_010MA,B10059_010EA,B10059_011MA,B10059_011EA,state
0400000US37,215690,11726,45112,4933,26005,3219,19292,2955,6713,1439,19107,3521,170578,10937,75572,6399,48750,5832,26822,3087,95006,7742,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6933,1585,1260,543,758,346,611,319,147,125,502,393,5673,1562,2457,1275,2016,1254,441,221,3216,968,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,223431,8728,40670,3547,24614,2552,19496,2384,5118,1097,16056,2442,182761,7773,80273,4951,52922,3881,27351,2914,102488,6295,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,86586,5295,15196,2031,8812,1434,6419,1218,2393,616,6384,1424,71390,5025,35532,3281,23544,2674,11988,1616,35858,2948,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,65545,5885,11152,2418,3627,1091,1901,842,1726,759,7525,2239,54393,5136,20794,2725,12588,2287,8206,1573,33599,4185,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,230575,9728,36047,3447,17769,2253,13159,1951,4610,1058,18278,2739,194528,8757,62752,4418,41859,3759,20893,2312,131776,7112,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19988,2693,3117,1175,1295,817,795,680,500,422,1822,878,16871,2651,5126,1239,3287,1040,1839,701,11745,2298,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,115047,6529,26408,3210,15910,2533,11000,2160,4910,1221,10498,2095,88639,6295,37212,4376,24583,3596,12629,1904,51427,4851,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10829,1829,1968,516,1590,506,848,304,742,451,378,223,8861,1840,4043,1099,2032,664,2011,755,4818,1375,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,150320,7225,31301,3573,16193,2341,11419,1959,4774,1191,15108,2523,119019,6589,54845,4381,37158,3996,17687,2144,64174,4951,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,767535,18601,157708,8860,80360,6413,57447,5616,22913,2674,77348,5485,609827,17361,248352,11277,178656,10509,69696,5242,361475,13319,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60926,4841,7149,2020,2183,989,1513,874,670,495,4966,1535,53777,4219,16156,2323,10378,1918,5778,1132,37621,3765,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6898,1230,286,181,166,117,107,93,59,59,120,132,6612,1219,2885,1057,2183,906,702,369,3727,821,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,178228,9458,20266,2565,9981,1695,6587,1269,3394,942,10285,1708,157962,9065,60370,5297,37752,4126,22618,2727,97592,6918,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,119336,6751,15915,2302,7216,2016,5402,1766,1814,657,8699,1647,103421,6446,37563,3999,23466,3054,14097,2419,65858,5273,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,40205,4015,8710,1559,5041,1250,3423,971,1618,725,3669,1008,31495,3786,15313,2130,10211,1700,5102,1200,16182,2662,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,69431,3520,9819,1605,5265,1354,4308,1232,957,433,4554,972,59612,3219,21064,2352,14277,2062,6787,1129,38548,3154,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,7592,1449,1209,635,964,586,689,513,275,253,245,281,6383,1260,3454,914,1709,529,1745,652,2929,911,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,110953,5185,55984,4282,29680,3101,20272,2663,9408,1482,26304,2825,54969,3910,21909,2774,12803,2123,9106,1710,33060,3171,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
