GEO_ID,B14005_001E,B14005_001M,B14005_002E,B14005_002M,B14005_003E,B14005_003M,B14005_004E,B14005_004M,B14005_005E,B14005_005M,B14005_006E,B14005_006M,B14005_007E,B14005_007M,B14005_008E,B14005_008M,B14005_009E,B14005_009M,B14005_010E,B14005_010M,B14005_011E,B14005_011M,B14005_012E,B14005_012M,B14005_013E,B14005_013M,B14005_014E,B14005_014M,B14005_015E,B14005_015M,B14005_016E,B14005_016M,B14005_017E,B14005_017M,B14005_018E,B14005_018M,B14005_019E,B14005_019M,B14005_020E,B14005_020M,B14005_021E,B14005_021M,B14005_022E,B14005_022M,B14005_023E,B14005_023M,B14005_024E,B14005_024M,B14005_025E,B14005_025M,B14005_026E,B14005_026M,B14005_027E,B14005_027M,B14005_028E,B14005_028M,B14005_029E,B14005_029M,NAME,B14005_001MA,B14005_001EA,B14005_002EA,B14005_002MA,B14005_003EA,B14005_003MA,B14005_004MA,B14005_004EA,B14005_005MA,B14005_005EA,B14005_006MA,B14005_006EA,B14005_007EA,B14005_007MA,B14005_008EA,B14005_008MA,B14005_009EA,B14005_009MA,B14005_010MA,B14005_010EA,B14005_011MA,B14005_011EA,B14005_012EA,B14005_012MA,B14005_013EA,B14005_013MA,B14005_014EA,B14005_014MA,B14005_015EA,B14005_015MA,B14005_016MA,B14005_016EA,B14005_017MA,B14005_017EA,B14005_018EA,B14005_018MA,B14005_019EA,B14005_019MA,B14005_020EA,B14005_020MA,B14005_021MA,B14005_021EA,B14005_022MA,B14005_022EA,B14005_023EA,B14005_023MA,B14005_024EA,B14005_024MA,B14005_025EA,B14005_025MA,B14005_026EA,B14005_026MA,B14005_027MA,B14005_027EA,B14005_028MA,B14005_028EA,B14005_029EA,B14005_029MA,state
0400000US01,272487,5438,138507,4572,113279,4594,18595,2422,10023,1449,84661,4293,25228,2550,14098,1888,6889,1324,3561,1116,3648,1075,11130,1875,1581,599,2893,908,6656,1566,133980,3740,113950,3719,23366,2287,10782,1536,79802,3726,20030,1997,13875,1978,7592,1709,2902,970,3381,981,6155,1389,861,498,1863,682,3431,1115,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,39062,2263,20192,1606,15317,1723,3676,735,1050,564,10591,1494,4875,884,3221,757,1856,639,575,335,790,414,1654,619,520,385,357,233,777,391,18870,1564,15682,1474,5243,1144,725,330,9714,1041,3188,695,2300,622,1296,455,265,177,739,248,888,422,293,305,150,148,445,295,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,370492,6261,190732,4699,152381,4911,31421,3530,16610,2351,104350,4746,38351,3491,25494,3275,13485,2101,5214,1590,6795,1550,12857,2177,2617,936,2729,1127,7511,1476,179760,4637,148325,5352,33080,3874,11681,2470,103564,4931,31435,4052,20174,3313,8841,2186,3973,1687,7360,2010,11261,2473,3697,1607,1536,662,6028,1403,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,155124,4453,82329,3366,69054,2903,13391,2149,5580,923,50083,2770,13275,1682,9608,1352,4414,1144,2039,742,3155,983,3667,1063,651,364,1086,530,1930,780,72795,3007,59858,2893,15205,1625,5094,1070,39559,2565,12937,1892,9625,1801,3955,1152,2373,952,3297,1153,3312,1020,1220,686,603,353,1489,613,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2219870,11961,1149660,9426,962473,10656,128649,6736,94753,4619,739071,11353,187187,5542,130441,5703,62505,4300,32752,2839,35184,2840,56746,4131,18501,2664,11976,1798,26269,2467,1070210,7929,936448,10104,157815,5550,78843,4185,699790,10633,133762,6232,102016,5238,41394,3212,22576,3008,38046,3552,31746,3267,5777,1248,4718,1122,21251,2503,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,272261,4177,142959,2976,118576,3790,29980,2756,12568,1943,76028,3928,24383,2523,13825,2125,8230,1737,3295,1055,2300,784,10558,1923,2676,1060,2099,794,5783,1660,129302,3785,113119,4010,35603,2936,12268,1938,65248,3807,16183,2170,10674,1818,7068,1540,1453,799,2153,865,5509,1153,1203,592,1643,650,2663,880,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,203780,3331,104376,2338,89428,3050,23331,2235,9089,1473,57008,3240,14948,1891,10027,1667,5056,1218,2748,1035,2223,751,4921,1102,1134,642,1969,666,1818,639,99404,2474,89966,2666,29954,2432,8472,1446,51540,3241,9438,1379,7092,1305,3189,941,1974,897,1929,817,2346,737,630,366,756,412,960,476,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,50755,2185,25446,1490,21271,1589,4676,824,1928,799,14667,1614,4175,1254,2202,1065,1084,566,235,199,883,705,1973,744,482,406,527,457,964,431,25309,1515,22311,1670,4781,947,1597,689,15933,1584,2998,864,1666,679,936,569,557,389,173,247,1332,565,542,310,324,289,466,334,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34703,2856,15801,1731,12619,1907,581,432,1187,942,10851,1666,3182,772,1537,570,565,318,338,299,634,382,1645,704,64,122,91,144,1490,678,18902,1859,16541,2007,2716,933,612,372,13213,1609,2361,814,1764,743,680,506,560,390,524,316,597,396,0,200,0,200,597,396,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,994565,10974,517554,8565,424059,8916,69398,5119,43373,3426,311288,8697,93495,5978,56763,4374,29207,3307,11752,1956,15804,2519,36732,4266,9717,2422,6447,1561,20568,3244,477011,7502,415565,8648,91644,5995,39008,3693,284913,7857,61446,4936,42001,3882,19854,2520,8321,2194,13826,2067,19445,3083,2942,1006,4115,1248,12388,2480,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
