GEO_ID,C19037A_001E,C19037A_001M,C19037A_002E,C19037A_002M,C19037A_003E,C19037A_003M,C19037A_004E,C19037A_004M,C19037A_005E,C19037A_005M,C19037A_006E,C19037A_006M,C19037A_007E,C19037A_007M,C19037A_008E,C19037A_008M,C19037A_009E,C19037A_009M,C19037A_010E,C19037A_010M,C19037A_011E,C19037A_011M,C19037A_012E,C19037A_012M,C19037A_013E,C19037A_013M,C19037A_014E,C19037A_014M,C19037A_015E,C19037A_015M,C19037A_016E,C19037A_016M,C19037A_017E,C19037A_017M,C19037A_018E,C19037A_018M,C19037A_019E,C19037A_019M,C19037A_020E,C19037A_020M,C19037A_021E,C19037A_021M,C19037A_022E,C19037A_022M,C19037A_023E,C19037A_023M,C19037A_024E,C19037A_024M,C19037A_025E,C19037A_025M,C19037A_026E,C19037A_026M,C19037A_027E,C19037A_027M,C19037A_028E,C19037A_028M,C19037A_029E,C19037A_029M,C19037A_030E,C19037A_030M,C19037A_031E,C19037A_031M,C19037A_032E,C19037A_032M,C19037A_033E,C19037A_033M,C19037A_034E,C19037A_034M,C19037A_035E,C19037A_035M,C19037A_036E,C19037A_036M,C19037A_037E,C19037A_037M,C19037A_038E,C19037A_038M,C19037A_039E,C19037A_039M,C19037A_040E,C19037A_040M,C19037A_041E,C19037A_041M,C19037A_042E,C19037A_042M,C19037A_043E,C19037A_043M,C19037A_044E,C19037A_044M,C19037A_045E,C19037A_045M,NAME,C19037A_001EA,C19037A_001MA,C19037A_002EA,C19037A_002MA,C19037A_003EA,C19037A_003MA,C19037A_004EA,C19037A_004MA,C19037A_005MA,C19037A_005EA,C19037A_006MA,C19037A_006EA,C19037A_007EA,C19037A_007MA,C19037A_008EA,C19037A_008MA,C19037A_009EA,C19037A_009MA,C19037A_010MA,C19037A_010EA,C19037A_011MA,C19037A_011EA,C19037A_012MA,C19037A_012EA,C19037A_013EA,C19037A_013MA,C19037A_014EA,C19037A_014MA,C19037A_015MA,C19037A_015EA,C19037A_016MA,C19037A_016EA,C19037A_017MA,C19037A_017EA,C19037A_018EA,C19037A_018MA,C19037A_019EA,C19037A_019MA,C19037A_020MA,C19037A_020EA,C19037A_021EA,C19037A_021MA,C19037A_022MA,C19037A_022EA,C19037A_023EA,C19037A_023MA,C19037A_024EA,C19037A_024MA,C19037A_025EA,C19037A_025MA,C19037A_026MA,C19037A_026EA,C19037A_027MA,C19037A_027EA,C19037A_028MA,C19037A_028EA,C19037A_029EA,C19037A_029MA,C19037A_030EA,C19037A_030MA,C19037A_031MA,C19037A_031EA,C19037A_032EA,C19037A_032MA,C19037A_033MA,C19037A_033EA,C19037A_034EA,C19037A_034MA,C19037A_035MA,C19037A_035EA,C19037A_036MA,C19037A_036EA,C19037A_037MA,C19037A_037EA,C19037A_038MA,C19037A_038EA,C19037A_039MA,C19037A_039EA,C19037A_040MA,C19037A_040EA,C19037A_041EA,C19037A_041MA,C19037A_042MA,C19037A_042EA,C19037A_043EA,C19037A_043MA,C19037A_044MA,C19037A_044EA,C19037A_045MA,C19037A_045EA,state
0400000US01,1314768,8237,53986,3878,11176,1714,5198,1265,12260,2371,9231,1930,7730,1582,5963,1189,1921,830,488,354,19,25,0,190,390071,6004,23847,2773,14772,2091,37586,3564,40473,3740,60515,4282,81808,4787,60428,3875,49572,4297,13483,1809,7587,1457,531318,5185,37516,3756,27000,2528,51799,3420,45867,3276,72261,4394,100078,4593,66608,3435,78048,3698,27036,2670,25105,2347,339393,4275,25001,2581,34707,2697,62889,3607,51775,3303,54206,3129,53127,3289,24888,1931,20041,1826,5388,1199,7371,1042,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,193742,3154,9884,1456,718,445,212,153,1356,673,1189,553,2879,824,1830,716,1031,429,464,435,62,77,143,227,70455,2316,1920,719,2097,849,3635,873,4413,903,7557,1240,15454,2284,11532,1630,14132,1742,6865,1504,2850,857,84818,2362,2612,734,2172,633,3062,816,4725,1095,8085,1447,17288,1714,14733,1793,18211,2140,8054,1302,5876,1156,28585,1255,1555,552,1750,560,3509,840,3007,847,3638,793,5549,1089,3791,806,3344,681,1468,561,974,410,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1980030,12659,84699,5251,18225,2997,7571,1578,15399,2618,13821,2491,14422,2639,9035,1708,3279,1324,2857,1280,0,229,90,115,620799,9763,42550,4215,26057,3342,59682,5728,61702,5095,101835,6077,130987,8543,80734,6304,78171,4986,23356,3317,15725,2299,760161,8869,55301,5498,32045,3444,73187,5350,68438,5098,97988,5537,142153,6719,98258,5447,111856,5428,42007,4679,38928,3871,514371,5944,31589,2963,37830,3163,88961,4843,76628,4647,85100,4912,84848,4207,48809,4193,36108,2945,12175,2200,12323,2015,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,909536,6940,44886,3184,10536,1960,4233,1231,9164,1723,8158,1617,6567,1324,4598,1088,1130,516,476,538,24,43,0,192,274613,6328,19069,2296,13759,2336,32575,3555,31446,3168,45752,3131,55473,3592,35155,2912,28661,2739,8308,1694,4415,1169,350229,4239,27838,3037,21954,2476,37079,2616,35784,2785,50798,3344,69911,3639,41770,2901,41775,2806,12689,1763,10631,1743,239808,3223,18033,1891,30586,2263,47417,2751,34545,2263,39444,2346,33924,2790,17742,1876,11574,1419,3363,916,3180,853,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8488352,27903,280355,8632,51432,4602,23752,2515,46071,3918,39651,3976,44270,3975,43276,3782,17800,2621,9255,1649,2937,1040,1911,779,2766181,21189,129843,6610,96047,4726,239063,7792,260934,10623,368618,10424,504829,11412,372059,11000,448795,11934,180590,7835,165403,5837,3452339,14477,174692,7429,136120,6398,255499,9283,243058,8748,368882,9582,569453,11888,460050,11575,611704,11178,286168,7441,346713,8707,1989477,12208,106215,4550,176315,6796,306935,8222,245735,7150,290054,8290,326273,7844,186286,5296,186752,6007,75633,4196,89279,4164,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1730551,11052,87795,5037,17769,2554,8790,1949,15714,2167,12399,2415,14984,2177,12043,1934,3989,902,1976,713,0,201,131,212,615668,8386,28032,2704,18992,2529,42723,3414,55470,4604,88561,4994,135677,6968,92319,5642,96299,5297,33357,3066,24238,2801,694352,6226,37739,3468,20641,2055,51319,4221,50613,3366,85041,5102,122008,5460,93890,5280,121183,4808,57723,3804,54195,3524,332736,4064,20621,1940,28806,2115,55863,3347,45432,3009,51705,2752,56223,2887,31035,2288,24863,1775,8705,1210,9483,1317,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1102216,6222,21259,2221,3369,823,2027,769,2942,745,2506,767,3721,883,4125,961,1702,564,715,414,84,101,68,79,305048,5315,12004,1918,8740,1724,16567,2327,17980,2318,34772,3994,53683,3592,48242,3575,60803,3799,25804,2262,26453,2452,492146,3841,21729,2019,10939,1738,24311,2714,24748,2790,44419,2890,78277,3897,74812,3846,97469,3835,52453,2580,62989,3108,283763,3478,16043,1778,20537,2042,46936,2958,35962,2575,39755,2657,47088,2907,26877,2006,25968,1905,10735,1440,13862,1257,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,248392,3571,7419,1280,1027,420,663,459,861,468,1509,891,730,424,1406,638,777,513,446,370,0,192,0,192,68072,2565,2180,1056,1169,412,4633,1143,6011,1256,8798,1544,12578,1905,13229,1771,13016,1780,3855,918,2603,679,104038,2152,3327,864,3123,881,5316,1306,6500,1160,12534,1549,19184,1719,16064,1812,21099,2337,8063,1356,8828,1347,68863,1873,3014,695,4062,976,11377,1247,8248,1243,11796,1474,13599,1449,7383,1321,6353,940,1572,659,1459,435,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119021,3301,7994,1285,1981,710,589,333,448,314,652,431,1223,551,1335,564,870,437,759,343,137,225,0,200,64932,2735,1750,774,555,441,1032,576,2150,700,5329,1345,10859,1553,9649,1678,16763,1834,6031,1034,10814,1471,30244,1529,1495,733,149,120,1061,619,163,146,805,329,2919,875,2641,932,5358,1033,4980,953,10673,1338,15851,789,297,206,294,260,1219,508,742,453,1569,536,2011,508,1422,550,2649,718,1200,467,4448,771,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5746158,23697,165329,6685,34111,3389,13958,2638,32268,3226,26636,3546,28971,3469,18155,2497,7057,1797,3457,1280,273,229,443,294,1550737,16245,91052,5934,61146,4840,155087,8484,176753,8036,247303,10127,326643,12723,206243,9299,179287,8154,58780,4400,48443,4787,2246804,16910,163300,7580,103818,4967,212060,8220,220356,8962,309321,9334,428523,11307,275786,9343,301291,10165,113451,6760,118898,6226,1783288,12892,127686,6014,160660,7713,321512,9415,261011,8377,287637,7969,288339,8743,139429,5714,115294,5808,37561,2827,44159,3192,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
