GEO_ID,C19037A_001E,C19037A_001M,C19037A_002E,C19037A_002M,C19037A_003E,C19037A_003M,C19037A_004E,C19037A_004M,C19037A_005E,C19037A_005M,C19037A_006E,C19037A_006M,C19037A_007E,C19037A_007M,C19037A_008E,C19037A_008M,C19037A_009E,C19037A_009M,C19037A_010E,C19037A_010M,C19037A_011E,C19037A_011M,C19037A_012E,C19037A_012M,C19037A_013E,C19037A_013M,C19037A_014E,C19037A_014M,C19037A_015E,C19037A_015M,C19037A_016E,C19037A_016M,C19037A_017E,C19037A_017M,C19037A_018E,C19037A_018M,C19037A_019E,C19037A_019M,C19037A_020E,C19037A_020M,C19037A_021E,C19037A_021M,C19037A_022E,C19037A_022M,C19037A_023E,C19037A_023M,C19037A_024E,C19037A_024M,C19037A_025E,C19037A_025M,C19037A_026E,C19037A_026M,C19037A_027E,C19037A_027M,C19037A_028E,C19037A_028M,C19037A_029E,C19037A_029M,C19037A_030E,C19037A_030M,C19037A_031E,C19037A_031M,C19037A_032E,C19037A_032M,C19037A_033E,C19037A_033M,C19037A_034E,C19037A_034M,C19037A_035E,C19037A_035M,C19037A_036E,C19037A_036M,C19037A_037E,C19037A_037M,C19037A_038E,C19037A_038M,C19037A_039E,C19037A_039M,C19037A_040E,C19037A_040M,C19037A_041E,C19037A_041M,C19037A_042E,C19037A_042M,C19037A_043E,C19037A_043M,C19037A_044E,C19037A_044M,C19037A_045E,C19037A_045M,NAME,C19037A_001EA,C19037A_001MA,C19037A_002EA,C19037A_002MA,C19037A_003EA,C19037A_003MA,C19037A_004EA,C19037A_004MA,C19037A_005MA,C19037A_005EA,C19037A_006MA,C19037A_006EA,C19037A_007EA,C19037A_007MA,C19037A_008EA,C19037A_008MA,C19037A_009EA,C19037A_009MA,C19037A_010MA,C19037A_010EA,C19037A_011MA,C19037A_011EA,C19037A_012MA,C19037A_012EA,C19037A_013EA,C19037A_013MA,C19037A_014EA,C19037A_014MA,C19037A_015MA,C19037A_015EA,C19037A_016MA,C19037A_016EA,C19037A_017MA,C19037A_017EA,C19037A_018EA,C19037A_018MA,C19037A_019EA,C19037A_019MA,C19037A_020MA,C19037A_020EA,C19037A_021EA,C19037A_021MA,C19037A_022MA,C19037A_022EA,C19037A_023EA,C19037A_023MA,C19037A_024EA,C19037A_024MA,C19037A_025EA,C19037A_025MA,C19037A_026MA,C19037A_026EA,C19037A_027MA,C19037A_027EA,C19037A_028MA,C19037A_028EA,C19037A_029EA,C19037A_029MA,C19037A_030EA,C19037A_030MA,C19037A_031MA,C19037A_031EA,C19037A_032EA,C19037A_032MA,C19037A_033MA,C19037A_033EA,C19037A_034EA,C19037A_034MA,C19037A_035MA,C19037A_035EA,C19037A_036MA,C19037A_036EA,C19037A_037MA,C19037A_037EA,C19037A_038MA,C19037A_038EA,C19037A_039MA,C19037A_039EA,C19037A_040MA,C19037A_040EA,C19037A_041EA,C19037A_041MA,C19037A_042MA,C19037A_042EA,C19037A_043EA,C19037A_043MA,C19037A_044MA,C19037A_044EA,C19037A_045MA,C19037A_045EA,state
0400000US13,2242220,13717,91645,5825,20102,2528,7615,1598,18621,2819,13473,2771,16336,2706,10745,1642,2927,864,1664,803,88,146,74,127,745050,10275,41569,3969,29044,3990,66669,5623,69042,5653,106875,6459,152963,7208,109899,5742,106648,7110,32940,3547,29401,3083,907510,8231,58785,4378,36366,3563,71005,4669,71867,4917,110790,5691,182174,8627,121236,5243,140235,6216,57699,4300,57353,3931,498015,6204,32802,2977,50085,3571,85119,4537,68402,3879,80547,4033,81008,4149,40956,3145,33992,2957,12607,2011,12497,1707,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,149615,3335,7305,1258,628,304,156,134,807,475,1635,644,1107,474,2234,858,606,407,0,187,29,49,103,164,45844,2433,3642,1630,1006,578,2261,579,3645,1082,7804,1270,10613,1731,7212,1489,6568,1547,1762,744,1331,488,63334,2220,4337,1052,1812,639,3571,863,4374,1409,7997,1329,11919,1722,7880,1415,10197,1585,5924,1394,5323,1035,33132,1373,1505,609,2685,765,4616,983,2538,524,4610,1238,6068,939,4237,914,3445,754,1771,630,1657,579,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,547153,5924,29294,2975,5157,1572,3006,918,6578,1293,6249,1436,4451,1301,2895,1231,612,411,346,293,0,195,0,195,183523,4324,13408,2167,7845,1422,19828,2043,21861,2811,33068,3069,39328,3244,24946,2612,17583,2886,3844,1067,1812,816,211400,3416,14876,2162,9772,1437,19207,2293,23582,2334,30796,2701,43152,3394,27404,2633,29067,2366,6927,1394,6617,1469,122936,2452,7424,1396,11950,1661,24619,2231,20932,2150,20918,1891,19766,2059,8176,1221,6603,1340,1891,598,657,337,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3638039,13344,118006,5782,26092,2760,11382,1526,20674,2647,16458,2065,16620,2324,16245,2175,7244,1527,2299,685,556,331,436,263,1187318,10722,57583,4225,34773,3025,88711,4722,100604,5620,156810,6207,251801,7828,181739,6248,187966,6265,68993,4360,58338,3670,1473324,8737,72957,3908,45541,3375,103666,5482,101404,4682,168669,5905,281002,6889,219742,7241,257598,7339,107166,5564,115579,4899,859391,6870,47873,2938,72108,4257,162364,5373,129716,4342,134833,4941,137975,5331,68265,3381,62186,3261,19673,1922,24398,3002,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2146166,9731,93452,4634,22089,2350,10763,1778,15291,2292,16149,2525,14027,1830,10376,1763,3017,852,1405,592,92,98,243,295,682993,7943,41348,3282,26505,2953,61152,4138,70292,4367,108976,5576,164884,6022,100709,5034,80579,4993,15505,2242,13043,1851,874372,6608,50853,3321,34711,2798,70765,4234,83001,4592,122502,5192,186132,5944,129594,5420,126608,5346,36991,3152,33215,3038,495349,4329,27040,2537,51103,3032,98358,3831,83845,3878,82187,3988,80724,2882,34164,2513,24897,2193,6747,1246,6284,1051,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1144189,6133,60767,3483,12307,1892,7563,1558,11567,1445,9205,1439,8773,1975,8891,1507,1715,521,673,443,63,73,10,19,355434,4726,17553,2468,12321,1596,26203,2491,37600,3160,56171,3052,83916,3692,59389,3362,42707,2755,11677,1585,7897,1320,446117,3937,22119,2076,16669,1552,32044,2578,38622,2223,58881,3161,97484,3032,69774,3193,72520,3132,20956,2188,17048,1664,281871,2869,17725,1517,30350,2153,53947,2826,46772,2380,48880,2224,44363,2397,17824,1462,13402,1321,4534,749,4074,730,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,970810,5530,52754,3262,10616,1559,6055,1455,9409,1676,8385,1442,9228,1735,6878,1251,930,408,1159,831,94,119,0,168,311773,4325,15380,1695,10751,1545,29624,2691,32481,2813,52241,3396,68756,4398,46466,3132,38764,2973,9083,1642,8227,1203,381570,4459,18940,1802,12730,1643,28129,2460,34423,2943,52197,3330,76923,3505,58717,3140,60881,2946,21244,2092,17386,2087,224713,3557,12829,1487,20467,1545,41709,2237,35716,2309,38093,2359,36287,2501,18082,1699,13541,1516,3543,685,4446,930,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1499418,8349,62134,3907,16342,2100,7252,1561,11073,1884,9114,1565,10226,2092,5977,1253,1435,659,705,489,10,19,0,189,473054,6672,42896,3037,24525,2275,51531,4266,50100,4079,75665,4807,95046,4724,66036,3543,47500,3291,10376,1616,9379,1472,607644,5853,57363,4205,34305,3029,61374,3392,57763,2895,82313,3859,119061,5011,72256,3697,79588,3677,24080,2256,19541,1802,356586,3814,34713,2696,41821,2872,73821,3327,57638,2852,57130,3082,47563,2714,19826,1433,16148,1622,2948,691,4978,1118,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1128955,7421,51695,3022,10445,1553,5336,1356,9822,1799,7248,1636,6993,1458,8211,1615,2023,552,966,506,349,390,302,237,357320,5772,22287,3188,14360,2304,26332,2908,30021,3443,47637,3592,75954,4517,57999,4111,57033,3451,14761,2112,10936,1792,450439,5098,31062,2892,20341,2041,35090,3203,39818,3238,57102,3478,78716,4083,66493,3949,71199,4272,28006,2561,22612,2096,269501,3241,20422,2283,30221,2141,52360,3204,40308,2833,40416,2588,37195,2614,19878,1856,18438,1980,4691,958,5572,859,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,536015,4941,18802,1920,3192,821,2356,853,4087,1029,3437,924,2508,819,2131,896,541,397,550,492,0,157,0,157,151268,3172,9285,1747,7836,1632,14970,1643,16384,1956,24584,2183,33347,2181,22441,2113,15757,1822,3791,1045,2873,870,234436,3296,16403,1843,12224,1516,23572,1846,21443,1968,30492,2169,44585,2947,34771,2661,32864,2550,9752,1530,8330,1230,131509,2304,9608,1377,16178,1631,26893,2280,19630,1765,20197,1741,18796,1528,10521,1245,6107,1013,1678,587,1901,482,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1327546,8262,31286,2542,4517,1088,2314,650,3231,783,3598,1054,4934,1355,6088,1266,3685,1053,2101,779,680,396,138,240,392569,6829,11784,1912,6411,1462,16921,2401,22151,2943,39164,3282,77781,4581,60757,3534,91615,4892,34786,2662,31199,2546,576867,5386,17852,2275,11346,1785,27506,2419,29824,2919,43208,2865,87833,4758,80432,4890,127795,4859,70482,4018,80589,3527,326824,4718,16317,1642,23987,2419,46176,2823,35363,2672,44817,2990,57083,2883,34498,2454,36094,3058,15150,1690,17339,1664,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2123858,9273,56340,3896,13732,1999,3607,945,7456,1525,7138,1524,8397,1532,8963,1712,3825,893,2297,752,749,513,176,158,635642,7068,25405,2643,16013,2366,36054,3855,36197,3175,66475,4333,118047,5777,103456,5158,131086,5790,55357,3339,47552,3355,907811,7136,43219,3221,30804,3036,53745,4301,53884,3946,85080,4618,142139,4979,125293,5772,181776,6147,90883,4222,100988,4024,524065,5069,37852,2968,54089,3136,90361,4380,68406,3647,73133,4005,80922,3331,42821,2653,40287,2640,17971,1720,18223,1640,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3088992,12597,110495,4465,25646,2445,13569,1915,23930,2643,16703,1852,15078,1777,9324,1448,4285,1092,1581,545,282,298,97,153,899668,8394,54457,3492,37937,2986,86524,4915,90210,3839,128070,5259,192354,6514,133589,4629,123230,4248,31059,2440,22238,2440,1304089,8387,82553,4113,50536,2823,107246,3965,112070,4729,178260,5243,263145,6709,190238,5244,191736,4933,69580,3571,58725,3359,774740,5978,44601,2643,70414,3466,150662,4792,128824,4188,134754,3662,127563,3897,55442,2514,41112,2680,11144,1220,10224,1363,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1881399,7401,68198,3205,11751,1954,6811,1152,10528,1438,10536,1239,11489,1551,12450,1603,2851,607,1109,482,405,292,268,199,606083,5158,23810,2244,15796,1748,37253,2647,48890,2788,80522,4082,139541,4660,102531,4054,103844,4672,30754,1858,23142,2145,775094,4854,33883,2098,22399,1845,46521,2721,53307,2557,94269,3848,155626,5048,124334,4397,145308,4176,50820,2742,48627,2807,432024,3698,30683,2127,38850,2264,78386,2764,61840,3239,70273,3225,74439,2836,36333,2147,26694,1851,7467,895,7059,884,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
