GEO_ID,B18108_001E,B18108_001M,B18108_002E,B18108_002M,B18108_003E,B18108_003M,B18108_004E,B18108_004M,B18108_005E,B18108_005M,B18108_006E,B18108_006M,B18108_007E,B18108_007M,B18108_008E,B18108_008M,B18108_009E,B18108_009M,B18108_010E,B18108_010M,B18108_011E,B18108_011M,B18108_012E,B18108_012M,B18108_013E,B18108_013M,B18108_014E,B18108_014M,B18108_015E,B18108_015M,B18108_016E,B18108_016M,B18108_017E,B18108_017M,B18108_018E,B18108_018M,B18108_019E,B18108_019M,B18108_020E,B18108_020M,B18108_021E,B18108_021M,B18108_022E,B18108_022M,B18108_023E,B18108_023M,B18108_024E,B18108_024M,B18108_025E,B18108_025M,NAME,B18108_001MA,B18108_001EA,B18108_002EA,B18108_002MA,B18108_003MA,B18108_003EA,B18108_004EA,B18108_004MA,B18108_005EA,B18108_005MA,B18108_006MA,B18108_006EA,B18108_007EA,B18108_007MA,B18108_008MA,B18108_008EA,B18108_009EA,B18108_009MA,B18108_010EA,B18108_010MA,B18108_011EA,B18108_011MA,B18108_012MA,B18108_012EA,B18108_013MA,B18108_013EA,B18108_014MA,B18108_014EA,B18108_015EA,B18108_015MA,B18108_016EA,B18108_016MA,B18108_017MA,B18108_017EA,B18108_018EA,B18108_018MA,B18108_019MA,B18108_019EA,B18108_020EA,B18108_020MA,B18108_021EA,B18108_021MA,B18108_022EA,B18108_022MA,B18108_023MA,B18108_023EA,B18108_024EA,B18108_024MA,B18108_025MA,B18108_025EA,state
0400000US01,4720067,2155,298465,2738,1743,685,72,84,296650,2791,823660,3190,39492,3555,13000,1773,771168,4779,1064609,5162,48204,3824,32809,2811,983596,6976,1879415,5443,164882,6840,187147,8618,1527386,10904,376223,2236,59952,2907,60129,3277,256142,4517,277695,1792,53105,2844,104453,3477,120137,3839,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,54031,875,363,307,11,14,53657,940,133677,720,4152,1330,983,398,128542,1480,168757,2582,6304,1475,3005,964,159448,2897,285823,2200,20645,2055,14049,2086,251129,3800,37250,1141,7246,1171,5827,1258,24177,1542,19734,704,3613,562,7533,897,8588,938,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,447828,2496,2108,871,1962,1167,443758,2879,1174002,2870,41334,4416,11093,2372,1121575,5794,1462196,3972,50250,5143,32027,4180,1379919,8010,2383238,3624,152822,6789,139903,8738,2090513,10893,520981,2148,64017,4672,52135,4265,404829,5817,390035,2020,74241,4210,110838,5428,204956,5925,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,197425,2130,1550,637,925,597,194950,2326,511463,2535,25063,2857,11074,1614,475326,4256,648721,4809,28402,3128,21464,2885,598855,6472,1115007,4552,111926,4673,107030,4358,896051,7296,234925,1795,41909,2386,38203,2633,154813,3191,177671,1627,38116,2792,59702,2684,79853,3163,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,2533325,2947,12065,1797,7629,1658,2513631,3992,6719141,3364,188010,8165,81299,5521,6449832,9924,9145560,6848,233059,8935,159345,7801,8753156,12406,14461908,6967,780525,13402,706632,15711,12974751,20397,2354764,3692,292782,9016,275303,8468,1786679,11492,1947091,3873,348349,8080,664794,10762,933948,11891,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,341035,1951,1522,851,560,374,338953,2330,885793,2181,30327,3518,12379,1973,843087,4553,1200441,4876,39697,3621,21700,2909,1139044,6163,2038384,4395,126556,5809,93977,4392,1817851,8917,324765,1950,44367,2870,28384,2216,252014,4121,234467,1864,48312,2643,68354,2897,117801,3605,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,196192,1193,1378,577,252,301,194562,1377,606158,1230,20167,2553,8067,1455,577924,3122,741842,2510,22894,2791,16654,2216,702294,3691,1485456,3070,79875,4275,65950,3560,1339631,5545,260700,1379,32374,2639,22752,2373,205574,3514,232361,1255,44801,2701,62683,2820,124877,3574,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,55248,253,571,324,52,67,54625,419,149047,486,5591,1298,2334,996,141122,1641,199264,1640,7108,1621,4568,1175,187588,2393,358513,1414,22791,2311,21306,2381,314416,3578,75250,997,10547,1687,7712,1223,56991,1948,54810,898,10642,1584,14437,1520,29731,1881,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,36205,161,355,310,0,200,35850,343,69107,177,3867,1105,1541,693,63699,1241,212811,635,6204,1434,2157,728,204450,1435,222347,706,13272,1814,15102,1921,193973,2611,37460,434,4489,822,4795,1134,28176,1566,30235,699,5799,993,9854,1261,14582,1301,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,1074058,4503,3503,1244,2085,1107,1068470,4945,2912888,5332,111452,6805,34962,4015,2766474,8006,4002487,8427,114032,6369,90693,6467,3797762,12368,7466000,8416,486653,14061,440283,13903,6539064,22061,1765100,5265,229793,9213,174264,6885,1361043,10417,1531761,3724,283995,8187,448320,11132,799446,11348,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
