GEO_ID,B10051_001E,B10051_001M,B10051_002E,B10051_002M,B10051_003E,B10051_003M,B10051_004E,B10051_004M,B10051_005E,B10051_005M,B10051_006E,B10051_006M,B10051_007E,B10051_007M,B10051_008E,B10051_008M,B10051_009E,B10051_009M,B10051_010E,B10051_010M,B10051_011E,B10051_011M,NAME,B10051_001EA,B10051_001MA,B10051_002EA,B10051_002MA,B10051_003EA,B10051_003MA,B10051_004EA,B10051_004MA,B10051_005EA,B10051_005MA,B10051_006MA,B10051_006EA,B10051_007EA,B10051_007MA,B10051_008EA,B10051_008MA,B10051_009EA,B10051_009MA,B10051_010EA,B10051_010MA,B10051_011EA,B10051_011MA,state
0400000US01,119988,5433,66646,3824,26268,2903,14570,2248,11698,1758,40378,3402,30412,3224,9966,1717,53342,4336,24694,2985,28648,2970,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15076,1951,6017,1007,1539,419,570,252,969,378,4478,921,2690,680,1788,652,9059,1614,4755,1087,4304,987,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,166960,9274,64023,4730,18056,2774,9886,1841,8170,1931,45967,3901,32617,3506,13350,2401,102937,8124,54100,5345,48837,5760,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,66271,5143,36392,3172,16215,2562,9597,2035,6618,1195,20177,2585,14365,2276,5812,1393,29879,4150,16667,3083,13212,2265,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1116265,21393,316374,12857,73156,5552,37369,3581,35787,4023,243218,10541,168082,8892,75136,4547,799891,17804,359218,13137,440673,12007,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,92500,6540,37189,4144,11534,2131,6970,1749,4564,1083,25655,3465,18685,2898,6970,1811,55311,4764,27109,3651,28202,3011,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,62737,4835,21444,3091,6388,1333,3914,1179,2474,813,15056,2551,9597,1711,5459,1521,41293,4106,17972,2748,23321,2973,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22515,2980,8380,1626,2238,731,1319,629,919,384,6142,1501,3952,1120,2190,795,14135,2303,5234,1343,8901,1700,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10592,1468,4184,1037,1171,584,499,395,672,420,3013,856,2198,767,815,317,6408,1309,2731,899,3677,921,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,450326,17452,164950,8647,53178,5226,28100,3970,25078,2995,111772,7992,75974,6409,35798,4246,285376,15627,117017,9782,168359,11181,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,264814,12522,117293,7983,44071,4806,24087,3271,19984,2984,73222,6856,52771,5924,20451,3046,147521,9477,70869,6315,76652,6810,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,55428,4158,13558,2223,3168,1002,1366,588,1802,697,10390,2078,5598,1330,4792,1363,41870,3399,11289,1655,30581,2944,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,28322,2910,11510,1939,3856,967,2049,636,1807,684,7654,1684,5764,1557,1890,893,16812,2671,9216,2038,7596,1587,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,273134,9239,98568,6290,27529,3122,14011,2235,13518,1892,71039,5507,50314,4202,20725,2810,174566,7794,82255,5338,92311,5335,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,135610,7386,67755,5036,25871,3199,14739,2585,11132,1906,41884,3953,32761,3570,9123,1736,67855,5021,36818,4018,31037,2986,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,36181,2855,15501,2093,6307,1186,3198,844,3109,888,9194,1580,6811,1471,2383,608,20680,2086,9788,1175,10892,1725,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,46063,3829,19461,1932,6547,1111,3922,1071,2625,669,12914,1690,9590,1490,3324,866,26602,3046,14151,2428,12451,1679,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,97429,6026,54671,3946,25447,2709,15280,2050,10167,1616,29224,2802,20780,2504,8444,1540,42758,4291,24215,2967,18543,2584,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,119156,7065,64522,4881,25103,3233,13253,2375,11850,1838,39419,3868,29366,3718,10053,1610,54634,4808,26581,3472,28053,3019,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,16669,2391,7300,1690,3199,1119,2344,1105,855,357,4101,1004,3300,1010,801,408,9369,1682,3759,986,5610,1302,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,139149,7575,48260,4296,13428,2351,7177,1638,6251,1615,34832,3505,24429,3233,10403,1807,90889,6539,40897,4146,49992,4702,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,121021,6513,37821,3499,12868,2348,6327,1613,6541,1592,24953,2661,16967,2228,7986,1425,83200,5120,33706,3610,49494,4233,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,169454,6407,65149,4515,20024,2187,10207,1577,9817,1308,45125,3799,32999,3453,12126,1565,104305,5233,50324,3705,53981,3456,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67342,4182,27092,2970,8674,2030,5262,1702,3412,954,18418,2102,13477,1899,4941,1046,40250,3216,20963,2630,19287,1785,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,81066,4729,44903,3719,15731,2270,8938,1778,6793,1501,29172,3043,22305,2854,6867,1359,36163,3390,19164,2335,16999,2601,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,110793,6798,46743,4385,20615,2877,11739,2180,8876,1604,26128,3595,19365,2811,6763,1742,64050,5393,34930,3921,29120,3279,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14202,1779,7066,1244,2216,550,1051,413,1165,419,4850,1158,4006,1083,844,356,7136,1276,2883,830,4253,1027,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24071,2560,11868,1648,4852,979,2490,777,2362,649,7016,1321,5446,1191,1570,536,12203,1839,7161,1391,5042,938,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,68247,7039,25293,3768,7339,1974,4095,1510,3244,1123,17954,3057,12246,2412,5708,1579,42954,6053,19424,3213,23530,4624,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,19020,2342,5066,1151,1574,606,1179,545,395,269,3492,1021,1946,690,1546,693,13954,2135,5984,1454,7970,1485,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,186969,7528,45826,4193,12936,2215,6195,1739,6741,1459,32890,3397,20376,2838,12514,1675,141143,6719,53865,4693,87278,4801,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54584,4571,26395,2993,7954,1594,3865,987,4089,1038,18441,2647,13115,2295,5326,1232,28189,3410,15691,2112,12498,2355,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,429305,10755,132999,6969,28577,2991,16021,2418,12556,1544,104422,6145,71692,5540,32730,2925,296306,9179,108923,6355,187383,7657,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,215652,11725,101577,7223,36457,3806,20472,3230,15985,2104,65120,5919,47570,5481,17550,2452,114075,8163,59420,5701,54655,5198,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6933,1585,3215,1350,1570,1167,1226,1147,344,194,1645,607,1401,583,244,146,3718,943,1371,581,2347,781,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,223431,8728,104887,5696,41015,3461,23814,2933,17201,1990,63872,4608,48604,3569,15268,2369,118544,7148,61184,5328,57360,3954,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,86586,5295,44344,3639,17918,2113,10433,1615,7485,1194,26426,2821,19530,2320,6896,1379,42242,3278,23450,2803,18792,2040,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,65276,5852,24421,3014,9076,1985,5049,1417,4027,991,15345,2562,9440,2138,5905,1401,40855,4899,22152,3775,18703,2474,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,230370,9687,80461,5125,27025,2820,16243,2262,10782,1500,53436,4373,38735,3840,14701,1909,149909,7765,68827,5299,81082,5255,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19988,2693,6421,1530,2011,940,1247,731,764,529,4410,1270,2835,1047,1575,655,13567,2247,6759,1668,6808,1478,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,114891,6500,52971,5013,20900,2917,11604,2283,9296,1686,32071,3873,23828,3434,8243,1408,61920,5124,33380,3744,28540,3988,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10829,1829,5633,1245,2659,883,998,454,1661,771,2974,870,1882,691,1092,479,5196,1345,2918,1067,2278,784,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,150320,7225,71038,4986,28811,3178,16984,2567,11827,1755,42227,4219,31593,4018,10634,1727,79282,5193,41719,4214,37563,3636,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,767522,18600,328699,12422,98753,5707,55061,4795,43692,3835,229946,11266,181029,10194,48917,4228,438823,14082,226421,10668,212402,11104,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60926,4841,18339,2729,4796,1122,2925,1009,1871,508,13543,2416,8966,2000,4577,1113,42587,3897,23074,2855,19513,2531,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6898,1230,3051,1057,1247,523,658,348,589,370,1804,898,1632,867,172,116,3847,830,1997,690,1850,475,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,178036,9439,70334,5629,22376,2968,12037,2054,10339,1820,47958,5003,32285,4080,15673,2358,107702,7135,48591,4726,59111,4963,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,119336,6751,44779,4713,14953,2447,6630,1529,8323,1827,29826,4172,22238,3773,7588,1583,74557,5603,34417,3674,40140,4136,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,40205,4015,20354,2351,7347,1549,4163,1102,3184,909,13007,2031,9471,1598,3536,1026,19851,2803,11983,2301,7868,1427,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,69355,3532,26253,2828,9396,1747,5399,1380,3997,939,16857,2018,13186,1965,3671,822,43102,3415,23350,2743,19752,1996,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
