GEO_ID,C25072_001E,C25072_001M,C25072_002E,C25072_002M,C25072_003E,C25072_003M,C25072_004E,C25072_004M,C25072_005E,C25072_005M,C25072_006E,C25072_006M,C25072_007E,C25072_007M,C25072_008E,C25072_008M,C25072_009E,C25072_009M,C25072_010E,C25072_010M,C25072_011E,C25072_011M,C25072_012E,C25072_012M,C25072_013E,C25072_013M,C25072_014E,C25072_014M,C25072_015E,C25072_015M,C25072_016E,C25072_016M,C25072_017E,C25072_017M,NAME,C25072_001MA,C25072_001EA,C25072_002MA,C25072_002EA,C25072_003EA,C25072_003MA,C25072_004EA,C25072_004MA,C25072_005MA,C25072_005EA,C25072_006MA,C25072_006EA,C25072_007MA,C25072_007EA,C25072_008EA,C25072_008MA,C25072_009EA,C25072_009MA,C25072_010EA,C25072_010MA,C25072_011EA,C25072_011MA,C25072_012MA,C25072_012EA,C25072_013MA,C25072_013EA,C25072_014EA,C25072_014MA,C25072_015EA,C25072_015MA,C25072_016EA,C25072_016MA,C25072_017MA,C25072_017EA,state
0400000US01,555329,9348,69700,3913,20148,2268,41312,3232,8240,1604,142972,5104,65019,4663,66041,4414,11912,2236,273576,7272,115879,5458,121054,5000,36643,2869,69081,3595,21657,2054,31223,2759,16201,1760,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,95018,4471,13023,1817,5645,987,6641,1567,737,287,27180,2088,13900,1738,11217,1687,2063,652,48070,3306,26889,2839,16988,1916,4193,888,6745,999,2060,573,3730,731,955,404,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,854527,15846,92266,5147,29655,3065,54037,4063,8574,2140,230467,8708,117836,6305,97007,6416,15624,2961,439057,12486,202749,8703,200504,9181,35804,4423,92737,5055,25117,2476,53890,3295,13730,2409,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,376637,8537,49424,3251,17120,2036,27236,2735,5068,1586,95684,5775,43114,3343,44338,3927,8232,1714,184846,6520,78988,4916,80313,5232,25545,2527,46683,2910,15859,1798,19886,1991,10938,1394,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5625374,23999,409431,10060,105093,5823,271277,7593,33061,3678,1463035,19061,656850,12585,747995,16280,58190,4519,3079310,25909,1290218,18785,1630594,20839,158498,6506,673598,10867,199325,6935,417542,8115,56731,3428,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,703584,11056,92299,5477,29074,2953,58275,4529,4950,1301,199838,5828,108439,5066,84292,4753,7107,1583,334857,8854,158284,6211,157721,6869,18852,2449,76590,3901,26488,2507,42916,2698,7186,1078,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,440584,7734,28362,2634,9731,1390,17194,2178,1437,613,110923,5463,52161,4197,54784,4390,3978,1111,226488,5878,96515,4911,117361,5626,12612,1742,74811,3438,27097,2394,39678,2846,8036,1329,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,94632,4248,9054,1540,4132,1217,4480,957,442,342,26144,2183,11520,1684,13895,1875,729,481,45827,3379,21958,2383,20854,2716,3015,851,13607,1730,4608,929,7866,1391,1133,417,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,158045,3930,13502,1478,3012,894,8976,1360,1514,580,56338,2104,30344,2192,23900,2220,2094,878,68689,3246,33557,2512,30109,2610,5023,1129,19516,1759,8498,1190,10249,1392,769,393,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2365114,25972,202489,7094,52630,3928,130823,7108,19036,2836,577830,13135,236870,9315,310427,11717,30533,2956,1259279,18803,475151,13659,692598,14952,91530,5771,325516,9977,88850,4867,195166,7221,41500,4098,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
