GEO_ID,C01001B_001E,C01001B_001M,C01001B_002E,C01001B_002M,C01001B_003E,C01001B_003M,C01001B_004E,C01001B_004M,C01001B_005E,C01001B_005M,C01001B_006E,C01001B_006M,C01001B_007E,C01001B_007M,C01001B_008E,C01001B_008M,C01001B_009E,C01001B_009M,NAME,C01001B_001EA,C01001B_001MA,C01001B_002EA,C01001B_002MA,C01001B_003EA,C01001B_003MA,C01001B_004EA,C01001B_004MA,C01001B_005EA,C01001B_005MA,C01001B_006EA,C01001B_006MA,C01001B_007MA,C01001B_007EA,C01001B_008EA,C01001B_008MA,C01001B_009MA,C01001B_009EA,state
0400000US15,26281,1452,15441,1354,2376,537,12305,1161,760,372,10840,910,3484,446,6861,650,495,269,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8392,1656,5571,1340,1716,1000,3710,902,145,167,2821,746,756,456,1963,690,102,132,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1867304,10690,878266,6998,260620,3447,546152,5679,71494,964,989038,5936,249753,3893,625512,3755,113773,830,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,589109,7189,282200,4330,89952,3316,173335,2517,18913,729,306909,4734,84234,3379,192495,2855,30180,850,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,88258,3256,42859,2395,12394,1720,28635,1811,1830,449,45399,2224,17692,1626,24685,1469,3022,604,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,167669,4848,85154,2629,24227,1737,56004,1887,4923,459,82515,3665,23893,2674,51067,1869,7555,589,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,348778,6594,171128,3998,47465,2519,112553,2505,11110,894,177650,4444,44458,2985,113812,2762,19380,1147,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1469876,6384,700735,4803,214502,3758,434329,2629,51904,973,769141,5140,206136,3848,485163,2795,77842,747,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13598,1448,7574,1210,2303,823,4912,760,359,292,6024,865,2671,594,3160,639,193,229,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1725923,6990,802669,4348,223235,3211,516261,2658,63173,987,923254,4848,214484,3545,611265,3260,97505,1150,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,451127,7855,217120,4307,60612,2972,141788,2904,14720,924,234007,4857,60572,2927,151785,3011,21650,1080,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1388139,7863,661553,5167,192338,3521,415136,3864,54079,853,726586,5013,181166,3166,462148,3092,83272,966,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,279142,6224,143208,3823,47364,3052,91045,2094,4799,483,135934,3554,46236,2384,83733,2254,5965,486,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1115359,5473,524796,4635,167806,3007,320004,2787,36986,1184,590563,4271,161355,3395,372071,2113,57137,935,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,688379,6563,326511,4438,95667,3111,205719,3250,25125,957,361868,4609,93201,2778,229830,2758,38837,1003,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,4305,1404,3460,1150,1191,628,2100,830,169,164,845,468,394,357,451,309,0,165,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,83693,3632,41138,2076,13098,1236,25509,1528,2531,261,42555,2378,13558,1701,25806,1330,3191,211,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,222551,5616,110968,3107,29694,2474,72091,1792,9183,554,111583,3666,30178,2374,70098,1976,11307,605,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,14655,1344,8529,964,1899,638,6351,774,279,184,6126,797,2033,556,3658,419,435,284,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1182905,11416,554563,5794,154428,3510,354444,3942,45691,781,628342,7145,150885,3916,404295,4228,73162,970,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,44365,3969,25923,2371,7440,1772,16692,1677,1791,488,18442,2817,5225,1837,10886,1779,2331,845,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3036099,16183,1403210,9442,381159,5891,903110,6610,118941,1826,1632889,10193,368865,4603,1058427,7478,205597,2324,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2091558,11959,976533,7870,278781,5918,619512,4310,78240,1556,1115025,7913,273665,5285,717019,4372,124341,1749,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6857,1255,4088,814,1163,487,2833,703,92,91,2769,905,942,440,1702,617,125,120,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1396483,10548,665678,5960,193413,4477,417128,3640,55137,901,730805,6135,186653,3955,458981,3770,85171,927,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,275392,4430,136884,2989,40408,2274,87205,1987,9271,550,138508,3357,37375,2194,87853,1856,13280,786,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,70067,2807,37129,1977,10834,1396,24069,1463,2226,381,32938,2050,9827,1715,20709,1236,2402,388,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1372685,12132,658348,7023,187044,4350,418912,4625,52392,1221,714337,6837,174503,4762,454556,3507,85278,1355,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,63397,3762,31185,1995,9900,1493,19830,1362,1455,262,32212,2492,9236,1143,20974,1637,2002,407,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1305093,7192,613511,4214,176344,3077,386493,3081,50674,1121,691582,5042,170557,3589,442108,2996,78917,984,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9517,1203,5051,742,1560,361,3321,561,170,189,4466,804,2243,517,2223,492,0,155,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1071463,6624,504291,5020,148974,3538,322819,3306,32498,1031,567172,5316,146589,3530,365548,3435,55035,1481,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3011795,13895,1457905,9787,433234,7231,931809,6361,92862,1987,1553890,7982,408049,5453,1006176,5474,139665,1921,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,32524,3943,19261,2269,8003,1597,10882,1368,376,286,13263,2415,6031,1265,7086,1413,146,130,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5194,937,2648,691,869,383,1765,495,14,24,2546,550,828,412,1658,417,60,59,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1581452,10391,754134,7326,204521,4803,488831,4959,60782,1546,827318,7029,198818,4548,536822,4281,91678,1870,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,239665,6363,131585,3999,33094,2186,91027,2784,7464,747,108080,3955,29390,2650,70092,2179,8598,658,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,56178,2868,30147,2385,6276,1330,21157,2170,2714,730,26031,1968,5030,990,16645,1489,4356,933,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,356550,4844,174787,3404,60228,2351,106177,2118,8382,459,181763,3055,58547,1887,110304,2117,12912,789,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5079,937,2934,844,226,217,2628,840,80,115,2145,781,457,374,1612,724,76,109,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,290083,11977,142190,6574,33242,3111,91708,4882,17240,1885,147893,7572,31088,3721,94840,5198,21965,2035,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
