GEO_ID,C19037H_001E,C19037H_001M,C19037H_002E,C19037H_002M,C19037H_003E,C19037H_003M,C19037H_004E,C19037H_004M,C19037H_005E,C19037H_005M,C19037H_006E,C19037H_006M,C19037H_007E,C19037H_007M,C19037H_008E,C19037H_008M,C19037H_009E,C19037H_009M,C19037H_010E,C19037H_010M,C19037H_011E,C19037H_011M,C19037H_012E,C19037H_012M,C19037H_013E,C19037H_013M,C19037H_014E,C19037H_014M,C19037H_015E,C19037H_015M,C19037H_016E,C19037H_016M,C19037H_017E,C19037H_017M,C19037H_018E,C19037H_018M,C19037H_019E,C19037H_019M,C19037H_020E,C19037H_020M,C19037H_021E,C19037H_021M,C19037H_022E,C19037H_022M,C19037H_023E,C19037H_023M,C19037H_024E,C19037H_024M,C19037H_025E,C19037H_025M,C19037H_026E,C19037H_026M,C19037H_027E,C19037H_027M,C19037H_028E,C19037H_028M,C19037H_029E,C19037H_029M,C19037H_030E,C19037H_030M,C19037H_031E,C19037H_031M,C19037H_032E,C19037H_032M,C19037H_033E,C19037H_033M,C19037H_034E,C19037H_034M,C19037H_035E,C19037H_035M,C19037H_036E,C19037H_036M,C19037H_037E,C19037H_037M,C19037H_038E,C19037H_038M,C19037H_039E,C19037H_039M,C19037H_040E,C19037H_040M,C19037H_041E,C19037H_041M,C19037H_042E,C19037H_042M,C19037H_043E,C19037H_043M,C19037H_044E,C19037H_044M,C19037H_045E,C19037H_045M,NAME,C19037H_001EA,C19037H_001MA,C19037H_002MA,C19037H_002EA,C19037H_003MA,C19037H_003EA,C19037H_004MA,C19037H_004EA,C19037H_005EA,C19037H_005MA,C19037H_006EA,C19037H_006MA,C19037H_007MA,C19037H_007EA,C19037H_008MA,C19037H_008EA,C19037H_009MA,C19037H_009EA,C19037H_010MA,C19037H_010EA,C19037H_011EA,C19037H_011MA,C19037H_012EA,C19037H_012MA,C19037H_013MA,C19037H_013EA,C19037H_014MA,C19037H_014EA,C19037H_015EA,C19037H_015MA,C19037H_016EA,C19037H_016MA,C19037H_017EA,C19037H_017MA,C19037H_018MA,C19037H_018EA,C19037H_019MA,C19037H_019EA,C19037H_020EA,C19037H_020MA,C19037H_021EA,C19037H_021MA,C19037H_022EA,C19037H_022MA,C19037H_023EA,C19037H_023MA,C19037H_024MA,C19037H_024EA,C19037H_025MA,C19037H_025EA,C19037H_026EA,C19037H_026MA,C19037H_027EA,C19037H_027MA,C19037H_028EA,C19037H_028MA,C19037H_029MA,C19037H_029EA,C19037H_030MA,C19037H_030EA,C19037H_031EA,C19037H_031MA,C19037H_032EA,C19037H_032MA,C19037H_033EA,C19037H_033MA,C19037H_034EA,C19037H_034MA,C19037H_035MA,C19037H_035EA,C19037H_036EA,C19037H_036MA,C19037H_037EA,C19037H_037MA,C19037H_038EA,C19037H_038MA,C19037H_039EA,C19037H_039MA,C19037H_040MA,C19037H_040EA,C19037H_041MA,C19037H_041EA,C19037H_042EA,C19037H_042MA,C19037H_043MA,C19037H_043EA,C19037H_044EA,C19037H_044MA,C19037H_045EA,C19037H_045MA,state
0400000US01,1286491,7642,51456,3717,10683,1627,5146,1257,11445,2147,8669,1872,7279,1609,5860,1192,1867,831,488,354,19,25,0,190,374858,5467,22727,2714,13703,2024,33199,3238,38487,3669,58217,4281,79825,4728,59598,3800,48525,4153,12990,1754,7587,1457,522907,4972,37018,3812,26831,2497,51092,3374,44816,3169,70694,4076,98292,4489,66260,3472,77230,3662,26423,2540,24251,2295,337270,4045,24878,2585,34460,2633,62140,3524,51429,3308,54016,3116,52903,3273,24773,1967,20041,1826,5259,1170,7371,1042,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,187736,3035,9346,1454,645,414,170,130,1208,672,1116,527,2865,820,1817,717,856,402,464,435,62,77,143,227,67039,2237,1920,719,2063,854,3497,893,4030,846,6996,1222,14932,2145,10899,1530,13600,1720,6488,1488,2614,851,83324,2234,2477,687,2172,633,2953,806,4697,1099,7621,1423,17083,1672,14568,1764,17969,2060,7970,1291,5814,1165,28027,1228,1522,554,1750,560,3454,826,2978,846,3607,793,5370,1084,3623,791,3281,687,1468,561,974,410,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1599922,10824,56732,3827,11100,2023,4383,1347,9996,1949,9603,1937,9149,1713,7267,1564,2912,1292,2257,1082,0,229,65,109,437686,8033,27195,3202,13499,2619,31117,3871,34801,3850,67362,5034,94633,6210,66340,5969,67980,5120,20034,2848,14725,2242,633503,7842,43391,4362,24850,3241,58243,4513,51758,4735,78146,5499,119692,6147,84649,4793,98890,4738,37664,4238,36220,3433,472001,5424,25935,2735,33149,2910,80141,4510,69865,4218,78797,4602,80213,4275,46893,4109,33998,2861,10899,2034,12111,2000,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,881638,6825,42043,3096,9914,1883,4233,1231,8104,1491,7599,1632,5983,1257,4580,1090,1130,516,476,538,24,43,0,192,259005,6233,18255,2216,11395,1763,28387,3244,29623,3163,42693,2810,54184,3476,34538,2964,28139,2761,7912,1703,3879,952,342217,4318,27177,2954,21484,2411,35713,2615,34880,2610,49868,3398,68602,3485,40518,2857,40836,2693,12626,1742,10513,1752,238373,3180,17978,1880,30362,2238,46877,2704,34348,2271,39195,2359,33881,2787,17615,1872,11574,1419,3363,916,3180,853,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6342944,23757,183207,6473,38906,3883,15144,1970,27597,2852,25258,2754,27519,2880,26380,2755,12579,2243,6252,1314,1805,799,1767,772,1744335,15878,72784,4712,43545,3580,103580,6195,115278,6942,192429,7661,307340,7575,261846,8967,346609,10726,151828,7509,149096,5410,2690201,12723,135024,5967,101515,5482,173667,7016,160657,6850,252472,7521,413639,9425,364189,10708,510808,10492,252457,7197,325773,8270,1725201,10419,86776,4360,140231,6093,257517,7693,211151,6478,251336,7166,287174,7276,166152,5050,169478,5705,69507,3928,85879,4194,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1512644,8700,70828,4117,14143,2287,7583,1785,12396,1849,9703,2110,11799,1968,10200,1806,3350,841,1654,628,0,201,0,201,507850,7304,20699,2365,14477,2176,29967,2986,37876,3718,69937,3947,113816,6739,78986,5201,88160,5256,30990,2867,22942,2710,625423,5474,30760,3090,18162,1978,42621,3417,43126,2698,72327,4434,109316,4988,86666,5003,114748,4778,55943,3796,51754,3605,308543,3722,17583,1795,26435,1978,50592,3169,41439,2847,48805,2687,52661,2819,29399,2134,23695,1848,8496,1190,9438,1308,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1024871,6455,17320,1949,2688,772,1570,663,2114,643,1374,505,3537,888,3667,893,1702,564,569,374,31,53,68,79,267654,5187,8767,1598,6548,1631,11290,1882,13124,2144,27706,3189,48400,3704,44749,3448,57007,3631,24446,2101,25617,2467,464880,4137,19383,1868,9525,1643,21776,2604,22369,2728,39428,2823,74031,3680,71677,3776,94223,3806,51053,2521,61415,3043,275017,3572,13673,1597,19330,1927,44765,2983,35392,2548,38722,2599,46641,2906,26595,2019,25526,1802,10683,1431,13690,1244,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235336,3305,6021,1112,961,403,427,342,861,468,1035,656,551,319,1270,624,777,513,139,128,0,192,0,192,61481,2240,1621,708,1121,406,3863,1037,5137,1126,7234,1269,11751,1809,12099,1475,12519,1732,3638,898,2498,663,100161,2024,3327,864,3084,870,4847,1267,6014,1043,12022,1527,18593,1621,15581,1762,20600,2282,7934,1371,8159,1178,67673,1896,2797,646,4062,976,11377,1247,8122,1248,11608,1481,13480,1483,7313,1317,6059,942,1533,653,1322,380,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108891,2764,7531,1209,1912,674,589,333,316,223,611,408,1027,473,1335,564,845,432,759,343,137,225,0,200,59066,2361,1750,774,334,364,947,557,1698,645,4941,1384,9415,1359,9080,1689,14955,1758,5828,1076,10118,1366,27286,1108,1089,449,149,120,281,219,131,134,772,326,2666,807,2485,916,4943,1006,4760,893,10010,1136,15008,680,231,222,273,256,1011,415,742,453,1416,526,1985,514,1404,549,2392,678,1200,467,4354,767,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4653758,18488,123769,5609,26802,2889,10130,1930,24481,3216,20072,2964,21487,2920,12913,1868,4261,1364,3008,1223,273,229,342,277,1102776,13340,60751,4928,36127,3839,88247,6356,114625,7069,166603,8184,241404,10686,164003,7658,145272,6967,47620,4382,38124,4312,1837040,13575,129753,6424,80479,4347,160081,6358,166758,7618,246957,9267,358632,10510,232285,8697,256554,8982,97597,5973,107944,6064,1590173,11862,90711,4362,131917,7233,282438,8823,236132,7817,265379,7655,268195,8691,130901,5630,107626,5733,34869,2709,42005,2928,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
