GEO_ID,B24021_001E,B24021_001M,B24021_002E,B24021_002M,B24021_003E,B24021_003M,B24021_004E,B24021_004M,B24021_005E,B24021_005M,B24021_006E,B24021_006M,B24021_007E,B24021_007M,B24021_008E,B24021_008M,B24021_009E,B24021_009M,B24021_010E,B24021_010M,B24021_011E,B24021_011M,B24021_012E,B24021_012M,B24021_013E,B24021_013M,B24021_014E,B24021_014M,B24021_015E,B24021_015M,B24021_016E,B24021_016M,B24021_017E,B24021_017M,B24021_018E,B24021_018M,B24021_019E,B24021_019M,B24021_020E,B24021_020M,B24021_021E,B24021_021M,B24021_022E,B24021_022M,B24021_023E,B24021_023M,B24021_024E,B24021_024M,B24021_025E,B24021_025M,B24021_026E,B24021_026M,B24021_027E,B24021_027M,B24021_028E,B24021_028M,B24021_029E,B24021_029M,B24021_030E,B24021_030M,B24021_031E,B24021_031M,B24021_032E,B24021_032M,B24021_033E,B24021_033M,B24021_034E,B24021_034M,B24021_035E,B24021_035M,B24021_036E,B24021_036M,NAME,B24021_001EA,B24021_001MA,B24021_002EA,B24021_002MA,B24021_003MA,B24021_003EA,B24021_004MA,B24021_004EA,B24021_005EA,B24021_005MA,B24021_006EA,B24021_006MA,B24021_007EA,B24021_007MA,B24021_008EA,B24021_008MA,B24021_009MA,B24021_009EA,B24021_010MA,B24021_010EA,B24021_011EA,B24021_011MA,B24021_012EA,B24021_012MA,B24021_013EA,B24021_013MA,B24021_014MA,B24021_014EA,B24021_015MA,B24021_015EA,B24021_016EA,B24021_016MA,B24021_017EA,B24021_017MA,B24021_018EA,B24021_018MA,B24021_019EA,B24021_019MA,B24021_020MA,B24021_020EA,B24021_021EA,B24021_021MA,B24021_022EA,B24021_022MA,B24021_023EA,B24021_023MA,B24021_024EA,B24021_024MA,B24021_025MA,B24021_025EA,B24021_026EA,B24021_026MA,B24021_027EA,B24021_027MA,B24021_028EA,B24021_028MA,B24021_029EA,B24021_029MA,B24021_030EA,B24021_030MA,B24021_031EA,B24021_031MA,B24021_032EA,B24021_032MA,B24021_033EA,B24021_033MA,B24021_034EA,B24021_034MA,B24021_035EA,B24021_035MA,B24021_036MA,B24021_036EA,state
0400000US01,37468,514,51475,490,55971,1368,60754,1181,50184,1546,66934,2552,67194,3269,72651,5757,49179,10159,46210,936,41009,1951,65069,12415,46071,1006,42413,3575,47395,2426,57241,2965,34571,3595,22841,826,23251,1108,39485,2241,37585,3308,40508,2121,16852,558,21855,894,19876,1294,31322,437,33273,2028,30493,510,36571,1148,30893,3645,34215,2612,40285,1933,32455,1232,34166,2438,38535,3033,26500,1062,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,47828,2396,63320,2823,62145,4331,66190,8670,60075,3758,77146,5520,75238,7582,87056,12354,58420,15406,52374,3357,48438,4689,71250,11095,56151,5057,50986,6869,70643,2742,77199,12342,38302,4162,33515,4360,30022,3168,66612,7136,61637,4230,72211,7439,26261,3090,32217,5235,32335,5329,38590,1886,40253,3392,37684,1761,51844,3068,71273,19630,55486,7550,49554,4561,42496,1987,40668,10236,51773,7144,36592,9292,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40209,349,57339,1222,60240,1583,62157,1700,52495,3560,71132,2274,70979,5272,76692,5344,55836,7436,42729,1475,39785,1593,62295,6077,41804,793,49321,4608,61851,1498,69756,2364,41331,1409,25398,762,26521,1254,45326,2601,40711,4397,49336,5744,21028,1259,20968,637,22500,1676,34247,749,37245,1529,33124,684,37117,1138,22414,3455,34515,1817,42415,1961,32164,1151,32135,2499,35206,1981,26192,1438,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,34846,635,48545,1272,51541,1106,53846,3294,47581,2486,59975,4800,61263,2515,57472,7211,49935,14005,41315,793,35716,2397,67819,18306,41689,980,37222,5202,49526,2831,59775,4239,35264,2660,21776,842,21183,1246,36180,2983,36125,6623,36207,2627,16886,1487,21409,1329,19987,1511,30634,637,35846,2001,28317,1164,33631,2113,24210,2350,32458,2820,38237,2471,29686,1222,30381,1204,35711,2298,24381,1079,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,46080,185,71412,270,71813,420,77247,848,62444,978,84623,1347,87174,2027,86687,1500,71880,2087,60151,571,47377,1201,100544,3635,59564,1572,58929,3333,75910,1037,90506,888,43065,2194,26940,297,30328,600,67971,2484,42451,3088,79683,3016,21720,401,24840,504,24057,567,40076,275,41865,408,38076,578,36993,486,21647,509,40385,856,42318,781,31426,320,30690,483,37634,1065,26236,583,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,46022,395,61875,507,64137,1873,67436,2261,57930,2441,79994,2143,80936,1404,82278,4752,64447,3913,45705,1326,41310,897,71131,5473,43864,2041,46585,2208,61283,1142,70336,3506,41329,2070,27357,855,28234,2507,51801,1119,46059,6560,56435,3289,22156,897,26298,1118,23483,1808,37680,858,41910,912,35922,777,41399,651,28411,1728,40780,685,45733,2121,36731,861,35977,1358,41767,1720,29084,3727,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,53770,1008,75329,935,82462,2609,87142,2821,76325,2859,80426,1680,81135,2543,80272,3111,75853,8547,61185,1104,50620,3663,105664,8872,60000,2231,61130,8212,73840,3638,81950,2500,53612,5957,33165,1152,33630,1007,62080,1586,55257,7191,64242,3630,26065,1451,33928,3123,31218,870,45297,724,52210,2130,41709,632,50251,1747,27151,25152,50175,3074,51026,1366,40231,1129,40673,1212,41161,1209,35504,2039,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,45749,806,60449,1496,62843,3678,69762,5740,54998,3911,67847,4677,75088,8428,62222,6850,62439,8408,48589,4139,39235,3970,110871,36018,47653,3170,50338,12634,65388,5892,73238,3140,46346,2464,30335,2204,31711,1393,45760,8165,39795,8182,50316,7074,22922,2161,29846,4760,25090,5377,37336,1510,36420,4968,37714,1714,47285,2731,30597,2094,47883,3337,50271,5129,37106,2478,36911,2357,42044,6937,31514,4025,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,62876,2054,77998,2861,81501,4125,82401,5773,78504,10076,84963,9229,81609,11214,72369,16942,95313,11393,72048,5051,56691,8825,114526,11504,58884,2461,66250,5242,70165,7995,81866,17300,46069,14250,31447,2477,33781,7237,35395,14112,30781,3366,64552,16598,26810,4210,29248,3288,33872,5766,44127,2631,47039,11666,42932,2404,40502,5898,-666666666,-222222222,40563,7721,39960,11739,40339,3346,40721,9504,40490,4744,38446,6815,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,37096,222,52253,330,56123,905,60429,848,50888,901,65000,2145,66156,2873,66405,2059,54836,4712,43077,880,38591,1652,68036,4691,41600,387,41712,2224,55280,1259,64631,2491,38938,3396,24481,458,25480,605,42240,1246,35431,2036,50295,2292,21109,365,21516,433,23461,1195,32569,457,36918,649,31286,266,33340,1080,17386,1044,32025,630,37586,1308,30803,543,31045,687,34103,1548,25309,713,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
