GEO_ID,B21003_001E,B21003_001M,B21003_002E,B21003_002M,B21003_003E,B21003_003M,B21003_004E,B21003_004M,B21003_005E,B21003_005M,B21003_006E,B21003_006M,B21003_007E,B21003_007M,B21003_008E,B21003_008M,B21003_009E,B21003_009M,B21003_010E,B21003_010M,B21003_011E,B21003_011M,NAME,B21003_001MA,B21003_001EA,B21003_002MA,B21003_002EA,B21003_003EA,B21003_003MA,B21003_004EA,B21003_004MA,B21003_005MA,B21003_005EA,B21003_006EA,B21003_006MA,B21003_007EA,B21003_007MA,B21003_008MA,B21003_008EA,B21003_009EA,B21003_009MA,B21003_010MA,B21003_010EA,B21003_011EA,B21003_011MA,state
0400000US01,3181554,4959,389165,8417,35340,2626,110759,4917,146224,5679,96842,4715,2792389,10028,516406,14283,873214,12031,792791,13015,609978,12040,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,446892,2357,70335,3645,2944,673,17029,1899,32749,3240,17613,2238,376557,4062,34517,2730,109576,4412,132222,4934,100242,4947,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4201942,4159,523019,13153,26795,3164,122262,7289,217140,8083,156822,7943,3678923,13242,575302,14174,913641,19312,1230940,21837,959040,16863,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1940055,4015,234001,6621,21975,2004,85550,4762,79070,4034,47406,3692,1706054,7562,293566,9713,607102,13139,459443,11733,345943,10081,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24373814,7432,1880399,19667,112150,4564,379394,10618,796694,12998,592161,11269,22493415,19506,4509683,38837,4758165,36575,6431986,35027,6793581,40178,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3370478,3823,407062,9178,18732,2263,91385,3996,154680,6120,142265,5900,2963416,9794,312553,9519,664066,12944,891721,15085,1095076,17224,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2439861,2275,224476,5932,17947,2149,71057,3718,66610,4623,68862,3344,2215385,5950,248747,8155,604453,11204,548717,10360,813468,12748,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,608739,1142,77011,3859,5530,987,25178,2076,26406,2674,19897,2183,531728,3863,73986,4642,167404,6567,134224,4898,156114,5348,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,427199,369,29435,2463,1895,669,6390,1233,7794,1406,13356,1453,397764,2446,52795,3838,69279,4454,64886,3793,210804,4352,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13235360,9673,1553653,19268,103219,5128,454420,12900,559620,13359,436394,11605,11681707,20845,1764550,23722,3575769,37905,3361725,36991,2979663,30258,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6281879,11022,675462,13605,48678,3928,195114,7941,246138,8659,185532,8078,5606417,16440,940443,18896,1648846,23649,1472134,21900,1544994,24032,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,916299,2495,105478,4444,5450,1003,28977,2263,40452,3721,30599,2614,810821,4686,82879,4641,234557,6679,257194,6571,236191,8183,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,996861,2710,119651,4924,9342,1377,30827,2787,50447,3436,29035,2420,877210,5929,104357,5161,244174,8951,306375,7056,222304,8633,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8511806,4944,709907,10798,57237,3236,230653,7152,252389,7235,169628,5659,7801899,11205,1034344,14969,2120195,20123,2176826,23774,2470534,24398,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4252011,5290,452495,8902,38877,2630,173661,5960,158139,6157,81818,4410,3799516,10329,502930,11092,1335296,15502,1064836,16852,896454,13578,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2025776,3972,223961,5317,19594,1722,86091,3550,72968,3446,45308,2970,1801815,7062,170495,6573,583694,8995,570399,11643,477227,9612,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1841035,3565,207056,5494,12444,1539,64333,2852,78679,4712,51600,2609,1633979,6446,172278,6709,450576,9631,509243,8595,501882,10529,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2914492,4144,307342,6917,38420,2832,103590,4420,106009,5137,59323,3406,2607150,7859,456577,10238,892024,13623,703766,13893,554783,12359,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2964505,4342,304122,7372,27258,2527,103925,4740,106532,4831,66407,3763,2660383,8421,493443,10956,919823,12057,689351,12528,557766,13646,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,941171,1821,127952,4015,11171,1428,46177,2658,41657,2883,28947,1974,813219,4352,74395,3664,268026,6881,232802,5435,237996,6784,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3899917,4428,419430,8196,29260,2166,107806,4666,139675,6239,142689,5940,3480487,8803,406622,10521,901668,14186,879121,14814,1293076,15209,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4497540,2540,382929,7300,31749,2453,125510,4987,110956,4719,114714,5242,4114611,7643,453623,10898,1039562,15848,974910,16696,1646516,19211,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6585232,4438,664365,8327,60337,2999,217476,5303,252446,5039,134106,3922,5920867,9563,677659,13319,1810486,17442,1879847,17934,1552875,13783,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3559144,3919,363717,5535,27370,1687,116701,3459,128414,4718,91232,3729,3195427,6297,256539,7242,841445,11326,1036364,12373,1061079,11843,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1906230,4791,198096,5678,17100,1902,60078,3575,78448,4348,42470,3044,1708134,7479,343815,10309,517719,10496,512010,12180,334590,11606,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3999876,4951,482469,8993,45252,2931,155839,5686,171496,5635,109882,4935,3517407,9756,453020,10414,1102993,13646,1029541,13874,931853,14998,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,675305,2418,93132,3874,6061,1280,32776,2800,31935,2908,22360,2234,582173,4748,46186,3672,173827,5915,194097,6500,168063,6683,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
