GEO_ID,B17001H_001E,B17001H_001M,B17001H_002E,B17001H_002M,B17001H_003E,B17001H_003M,B17001H_004E,B17001H_004M,B17001H_005E,B17001H_005M,B17001H_006E,B17001H_006M,B17001H_007E,B17001H_007M,B17001H_008E,B17001H_008M,B17001H_009E,B17001H_009M,B17001H_010E,B17001H_010M,B17001H_011E,B17001H_011M,B17001H_012E,B17001H_012M,B17001H_013E,B17001H_013M,B17001H_014E,B17001H_014M,B17001H_015E,B17001H_015M,B17001H_016E,B17001H_016M,B17001H_017E,B17001H_017M,B17001H_018E,B17001H_018M,B17001H_019E,B17001H_019M,B17001H_020E,B17001H_020M,B17001H_021E,B17001H_021M,B17001H_022E,B17001H_022M,B17001H_023E,B17001H_023M,B17001H_024E,B17001H_024M,B17001H_025E,B17001H_025M,B17001H_026E,B17001H_026M,B17001H_027E,B17001H_027M,B17001H_028E,B17001H_028M,B17001H_029E,B17001H_029M,B17001H_030E,B17001H_030M,B17001H_031E,B17001H_031M,B17001H_032E,B17001H_032M,B17001H_033E,B17001H_033M,B17001H_034E,B17001H_034M,B17001H_035E,B17001H_035M,B17001H_036E,B17001H_036M,B17001H_037E,B17001H_037M,B17001H_038E,B17001H_038M,B17001H_039E,B17001H_039M,B17001H_040E,B17001H_040M,B17001H_041E,B17001H_041M,B17001H_042E,B17001H_042M,B17001H_043E,B17001H_043M,B17001H_044E,B17001H_044M,B17001H_045E,B17001H_045M,B17001H_046E,B17001H_046M,B17001H_047E,B17001H_047M,B17001H_048E,B17001H_048M,B17001H_049E,B17001H_049M,B17001H_050E,B17001H_050M,B17001H_051E,B17001H_051M,B17001H_052E,B17001H_052M,B17001H_053E,B17001H_053M,B17001H_054E,B17001H_054M,B17001H_055E,B17001H_055M,B17001H_056E,B17001H_056M,B17001H_057E,B17001H_057M,B17001H_058E,B17001H_058M,B17001H_059E,B17001H_059M,NAME,B17001H_001EA,B17001H_001MA,B17001H_002MA,B17001H_002EA,B17001H_003EA,B17001H_003MA,B17001H_004MA,B17001H_004EA,B17001H_005EA,B17001H_005MA,B17001H_006EA,B17001H_006MA,B17001H_007MA,B17001H_007EA,B17001H_008EA,B17001H_008MA,B17001H_009EA,B17001H_009MA,B17001H_010EA,B17001H_010MA,B17001H_011MA,B17001H_011EA,B17001H_012MA,B17001H_012EA,B17001H_013MA,B17001H_013EA,B17001H_014MA,B17001H_014EA,B17001H_015MA,B17001H_015EA,B17001H_016MA,B17001H_016EA,B17001H_017MA,B17001H_017EA,B17001H_018MA,B17001H_018EA,B17001H_019MA,B17001H_019EA,B17001H_020EA,B17001H_020MA,B17001H_021MA,B17001H_021EA,B17001H_022MA,B17001H_022EA,B17001H_023MA,B17001H_023EA,B17001H_024MA,B17001H_024EA,B17001H_025EA,B17001H_025MA,B17001H_026MA,B17001H_026EA,B17001H_027MA,B17001H_027EA,B17001H_028MA,B17001H_028EA,B17001H_029MA,B17001H_029EA,B17001H_030EA,B17001H_030MA,B17001H_031EA,B17001H_031MA,B17001H_032MA,B17001H_032EA,B17001H_033MA,B17001H_033EA,B17001H_034MA,B17001H_034EA,B17001H_035MA,B17001H_035EA,B17001H_036EA,B17001H_036MA,B17001H_037MA,B17001H_037EA,B17001H_038MA,B17001H_038EA,B17001H_039MA,B17001H_039EA,B17001H_040MA,B17001H_040EA,B17001H_041EA,B17001H_041MA,B17001H_042EA,B17001H_042MA,B17001H_043MA,B17001H_043EA,B17001H_044MA,B17001H_044EA,B17001H_045EA,B17001H_045MA,B17001H_046EA,B17001H_046MA,B17001H_047EA,B17001H_047MA,B17001H_048MA,B17001H_048EA,B17001H_049MA,B17001H_049EA,B17001H_050EA,B17001H_050MA,B17001H_051EA,B17001H_051MA,B17001H_052EA,B17001H_052MA,B17001H_053EA,B17001H_053MA,B17001H_054MA,B17001H_054EA,B17001H_055MA,B17001H_055EA,B17001H_056EA,B17001H_056MA,B17001H_057EA,B17001H_057MA,B17001H_058EA,B17001H_058MA,B17001H_059MA,B17001H_059EA,state
0400000US01,3136217,3526,405634,16711,175970,9324,12842,1979,2403,793,20659,2872,9321,1561,2523,809,4416,916,30862,3551,20778,2597,19038,2393,24111,2979,17467,2015,7167,1301,4383,1014,229664,9874,14778,1976,2900,966,19168,2792,10044,1988,3029,1006,4156,939,36475,3225,34137,3122,24861,2682,29508,3016,21712,2494,12660,1556,16236,2190,2730583,16931,1351464,9891,72150,1963,16282,2314,92200,4459,49497,3365,20210,2241,33319,2595,103301,3539,160125,3150,179216,2722,210160,2932,198559,2064,131915,1356,84530,1223,1379119,9818,67851,1967,11353,1736,87628,4454,50346,3190,15951,1681,34375,2044,97083,3574,153727,3037,179171,2726,210527,3122,206919,2446,147121,1544,117067,2410,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,450858,781,33045,4105,14908,2707,766,349,282,182,1314,659,1171,811,635,535,463,246,2367,821,2305,723,1297,524,2326,801,1352,472,545,359,85,102,18137,2440,1240,572,244,218,1599,654,922,474,128,130,293,188,3683,989,2796,725,1571,499,2377,646,1620,562,520,278,1144,485,417813,4134,220953,2813,13459,439,2769,742,14532,1381,6993,1225,2796,686,4675,781,18357,1056,32497,943,30372,721,37975,888,35644,492,14359,450,6525,302,196860,2604,11888,569,1573,619,13470,1428,7424,1120,2717,740,5262,679,14705,1041,29419,806,27403,534,34083,647,29975,606,12155,291,6786,492,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3643754,3693,434403,20408,207465,12258,16256,3412,3675,1480,16402,2888,8434,1690,3591,1170,4297,1293,32188,4285,26389,3117,21392,3120,31248,3894,24597,2932,12089,1971,6907,1357,226938,10564,13852,3135,2893,1392,19541,3826,7017,2037,1933,913,3799,951,33932,2993,30346,3496,25332,2917,32259,3645,26578,2722,14135,2235,15321,1994,3209351,20766,1583406,12048,73313,3339,14759,2095,97693,4235,46957,4263,16315,2338,35540,2627,108941,4363,190030,3688,198397,3505,231241,3947,240879,2969,189029,2029,140312,1395,1625945,11332,71424,3573,15215,2804,92076,4736,42488,3178,15232,2086,36240,2314,101450,3061,182882,3852,189808,3294,240812,3696,266992,2725,204369,2369,166957,2140,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2127253,2210,322137,13094,141769,7434,14432,2066,1673,555,16160,2105,10038,1924,1869,620,4800,849,19316,2702,16230,2115,14045,1958,17248,1922,14783,2170,5831,1138,5344,724,180368,8017,12750,2149,2288,894,14249,2012,6289,1329,1608,542,4532,924,26661,3061,27926,2511,20505,2409,23814,2253,17710,2197,10657,1455,11379,1357,1805116,13343,901632,7542,47484,2263,9820,1659,62809,3144,29497,2233,11633,1231,22981,1659,68869,2604,112851,2674,119682,2021,136804,2015,128094,2147,92602,1252,58506,1072,903484,8347,44510,2168,10574,1829,59255,2894,33043,2593,11749,1387,18383,1523,61809,3166,103078,2801,112000,2543,133857,2318,135232,2350,98622,1671,81372,1626,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14626498,10225,1485672,31232,699615,18691,37958,3753,6659,1293,42196,4727,19469,2620,8320,1848,17661,2074,121643,6801,91603,5153,70954,4911,121385,6182,99033,5589,34510,3353,28224,2619,786057,17440,33054,3644,7814,1797,38580,3654,18239,2486,7684,1405,16561,2163,128086,5680,103136,6267,93925,4890,105842,6120,102799,6197,51990,3797,78347,3859,13140826,32802,6560694,20015,284872,3775,66701,4693,370045,7716,194058,6771,70028,3546,148068,3624,473446,6771,850965,5841,866394,5141,1089548,6795,1032718,5660,625330,3456,488521,3006,6580132,18208,272279,4050,59156,4217,347118,6863,192145,7089,65958,3018,137779,3902,432269,5985,789170,6311,805811,4674,1088068,6657,1062373,6164,673486,3893,654520,4561,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3493163,3784,329666,13426,153727,7448,9630,1649,1865,756,14112,2296,4749,1182,2059,783,4509,1099,36181,3159,22171,3053,15069,1953,18726,2222,15726,2056,5311,1052,3619,795,175939,7971,10130,1832,2149,948,9835,1762,4057,992,1469,671,5035,1266,40998,3265,26543,2696,18143,1707,20401,2586,15765,1767,9466,1328,11948,1398,3163497,13531,1585598,7288,84962,1752,16786,2362,102990,4290,60403,3708,18952,1944,38436,2066,112777,3176,227286,3243,228388,2281,255837,2374,236083,2136,124191,1359,78507,1089,1577899,9461,80383,1892,18364,2178,106696,4169,48775,3247,16239,1759,33740,2072,98754,3402,213937,2856,216377,1845,260612,2897,245078,1777,131539,1427,107405,1634,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2461480,3201,153710,9868,67618,5810,3463,1067,378,330,4604,1327,1518,510,876,531,2453,1175,11042,2358,8008,1606,8123,1719,9310,1469,9961,1670,3687,786,4195,810,86092,5932,3903,1304,750,369,4415,1146,2145,673,1038,520,1697,644,11705,2388,10497,1683,10963,1825,12602,1897,10032,1499,5553,997,10792,1690,2307770,10289,1132533,6376,51318,1116,11375,1499,81240,2874,42881,2865,15735,1554,30390,1881,79139,2685,119858,1823,144030,1871,204976,1716,173350,1748,99051,832,79190,1058,1175237,6410,48431,1353,12236,1427,74682,2619,41241,2616,15633,1736,28185,1860,68174,2961,117607,1785,148684,1844,210450,1909,183243,1496,111026,1159,115645,1869,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,576791,989,44571,5705,17447,3277,1641,890,533,498,1367,579,555,388,576,460,391,262,3278,1239,2549,938,1159,475,2384,849,1908,668,654,298,452,232,27124,3652,1010,559,127,135,2009,964,748,489,91,123,610,461,6210,1429,3812,1012,3087,903,3391,981,3097,943,1707,545,1225,439,532220,5802,262218,3436,12437,896,1909,525,17796,1338,8656,1126,3122,714,6245,795,20275,1326,30067,965,32568,570,42509,851,39936,760,27480,401,19218,376,270002,3876,12431,563,2718,829,15582,1401,7889,1344,2568,608,6597,710,17500,1521,29459,1012,32044,924,44140,981,42914,964,30338,612,25822,677,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,200464,2293,13573,2371,6799,1634,48,79,0,200,0,200,0,200,0,200,0,200,3182,1131,2134,901,219,211,653,569,274,205,177,204,112,187,6774,1596,39,64,0,200,0,200,0,200,0,200,0,200,2771,1021,2519,1006,62,58,361,243,814,377,27,47,181,170,186891,2480,93748,1960,4832,68,689,300,2787,360,1034,348,263,186,750,185,5627,1486,29553,999,17058,271,11405,569,9985,247,6050,220,3715,238,93143,1752,4573,67,741,305,2449,383,1123,281,455,267,436,270,7439,1516,32364,1006,14246,58,8779,253,9471,394,6260,118,4807,247,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10718454,7207,1232796,32760,570798,18574,38843,3764,7730,1840,37103,4579,24548,3180,7543,1649,13962,2327,79002,6479,70144,5369,57351,4500,91215,5972,81683,5837,36157,4502,25517,2419,661998,19149,34606,4659,7500,1666,48737,4828,18199,2512,6783,1697,17382,2823,94656,6036,76361,4783,74253,5281,91331,4782,84022,5072,47162,3814,61006,4285,9485658,34274,4665216,19737,193679,4578,43228,4209,249938,7800,146500,7365,46774,3453,102410,4212,319305,6804,491187,6255,552402,4633,714043,6084,713846,5714,591075,4498,500829,2860,4820442,20185,185570,4670,38308,4029,239917,7975,129614,6782,44901,3000,92181,3941,290629,6356,479006,5271,532912,5584,735698,4667,787609,4966,645175,3989,618922,4766,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
