GEO_ID,C08126_001E,C08126_001M,C08126_002E,C08126_002M,C08126_003E,C08126_003M,C08126_004E,C08126_004M,C08126_005E,C08126_005M,C08126_006E,C08126_006M,C08126_007E,C08126_007M,C08126_008E,C08126_008M,C08126_009E,C08126_009M,C08126_010E,C08126_010M,C08126_011E,C08126_011M,C08126_012E,C08126_012M,C08126_013E,C08126_013M,C08126_014E,C08126_014M,C08126_015E,C08126_015M,C08126_016E,C08126_016M,C08126_017E,C08126_017M,C08126_018E,C08126_018M,C08126_019E,C08126_019M,C08126_020E,C08126_020M,C08126_021E,C08126_021M,C08126_022E,C08126_022M,C08126_023E,C08126_023M,C08126_024E,C08126_024M,C08126_025E,C08126_025M,C08126_026E,C08126_026M,C08126_027E,C08126_027M,C08126_028E,C08126_028M,C08126_029E,C08126_029M,C08126_030E,C08126_030M,C08126_031E,C08126_031M,C08126_032E,C08126_032M,C08126_033E,C08126_033M,C08126_034E,C08126_034M,C08126_035E,C08126_035M,C08126_036E,C08126_036M,C08126_037E,C08126_037M,C08126_038E,C08126_038M,C08126_039E,C08126_039M,C08126_040E,C08126_040M,C08126_041E,C08126_041M,C08126_042E,C08126_042M,C08126_043E,C08126_043M,C08126_044E,C08126_044M,C08126_045E,C08126_045M,C08126_046E,C08126_046M,C08126_047E,C08126_047M,C08126_048E,C08126_048M,C08126_049E,C08126_049M,C08126_050E,C08126_050M,C08126_051E,C08126_051M,C08126_052E,C08126_052M,C08126_053E,C08126_053M,C08126_054E,C08126_054M,C08126_055E,C08126_055M,C08126_056E,C08126_056M,C08126_057E,C08126_057M,C08126_058E,C08126_058M,C08126_059E,C08126_059M,C08126_060E,C08126_060M,C08126_061E,C08126_061M,C08126_062E,C08126_062M,C08126_063E,C08126_063M,C08126_064E,C08126_064M,C08126_065E,C08126_065M,C08126_066E,C08126_066M,C08126_067E,C08126_067M,C08126_068E,C08126_068M,C08126_069E,C08126_069M,C08126_070E,C08126_070M,C08126_071E,C08126_071M,C08126_072E,C08126_072M,C08126_073E,C08126_073M,C08126_074E,C08126_074M,C08126_075E,C08126_075M,C08126_076E,C08126_076M,C08126_077E,C08126_077M,C08126_078E,C08126_078M,C08126_079E,C08126_079M,C08126_080E,C08126_080M,C08126_081E,C08126_081M,C08126_082E,C08126_082M,C08126_083E,C08126_083M,C08126_084E,C08126_084M,NAME,C08126_001EA,C08126_001MA,C08126_002MA,C08126_002EA,C08126_003MA,C08126_003EA,C08126_004EA,C08126_004MA,C08126_005MA,C08126_005EA,C08126_006EA,C08126_006MA,C08126_007EA,C08126_007MA,C08126_008MA,C08126_008EA,C08126_009EA,C08126_009MA,C08126_010EA,C08126_010MA,C08126_011MA,C08126_011EA,C08126_012EA,C08126_012MA,C08126_013MA,C08126_013EA,C08126_014MA,C08126_014EA,C08126_015EA,C08126_015MA,C08126_016MA,C08126_016EA,C08126_017EA,C08126_017MA,C08126_018EA,C08126_018MA,C08126_019MA,C08126_019EA,C08126_020EA,C08126_020MA,C08126_021MA,C08126_021EA,C08126_022MA,C08126_022EA,C08126_023EA,C08126_023MA,C08126_024MA,C08126_024EA,C08126_025EA,C08126_025MA,C08126_026MA,C08126_026EA,C08126_027MA,C08126_027EA,C08126_028EA,C08126_028MA,C08126_029EA,C08126_029MA,C08126_030EA,C08126_030MA,C08126_031EA,C08126_031MA,C08126_032EA,C08126_032MA,C08126_033MA,C08126_033EA,C08126_034MA,C08126_034EA,C08126_035MA,C08126_035EA,C08126_036EA,C08126_036MA,C08126_037EA,C08126_037MA,C08126_038MA,C08126_038EA,C08126_039MA,C08126_039EA,C08126_040MA,C08126_040EA,C08126_041MA,C08126_041EA,C08126_042EA,C08126_042MA,C08126_043EA,C08126_043MA,C08126_044EA,C08126_044MA,C08126_045MA,C08126_045EA,C08126_046MA,C08126_046EA,C08126_047MA,C08126_047EA,C08126_048EA,C08126_048MA,C08126_049EA,C08126_049MA,C08126_050MA,C08126_050EA,C08126_051EA,C08126_051MA,C08126_052MA,C08126_052EA,C08126_053EA,C08126_053MA,C08126_054EA,C08126_054MA,C08126_055MA,C08126_055EA,C08126_056EA,C08126_056MA,C08126_057MA,C08126_057EA,C08126_058MA,C08126_058EA,C08126_059EA,C08126_059MA,C08126_060MA,C08126_060EA,C08126_061EA,C08126_061MA,C08126_062EA,C08126_062MA,C08126_063MA,C08126_063EA,C08126_064EA,C08126_064MA,C08126_065EA,C08126_065MA,C08126_066MA,C08126_066EA,C08126_067EA,C08126_067MA,C08126_068MA,C08126_068EA,C08126_069MA,C08126_069EA,C08126_070EA,C08126_070MA,C08126_071MA,C08126_071EA,C08126_072EA,C08126_072MA,C08126_073EA,C08126_073MA,C08126_074MA,C08126_074EA,C08126_075EA,C08126_075MA,C08126_076MA,C08126_076EA,C08126_077MA,C08126_077EA,C08126_078EA,C08126_078MA,C08126_079MA,C08126_079EA,C08126_080EA,C08126_080MA,C08126_081EA,C08126_081MA,C08126_082MA,C08126_082EA,C08126_083MA,C08126_083EA,C08126_084MA,C08126_084EA,state
0400000US01,1953274,17253,33879,3108,121999,5606,261981,8264,50882,3625,234734,8074,96978,5510,139017,6758,185452,6964,434699,11295,155056,7231,105994,6232,117086,4901,15517,2220,1657419,17029,25936,2796,92297,4791,221395,7645,45154,3753,203504,7132,86688,5165,121159,6297,150927,5538,377421,10488,126547,6335,88070,5381,106338,4720,11983,1997,194044,9491,4002,882,22638,2435,32088,3645,2473,806,20494,2941,5196,1155,8076,1355,19896,3588,39769,4035,18470,2826,10565,1986,8776,1869,1601,607,9329,1497,47,57,697,462,1220,572,57,80,1404,621,129,159,278,275,806,503,2578,880,1405,450,612,343,96,96,0,190,41356,3435,2263,1000,2422,1013,3671,1123,262,154,4198,1111,3222,927,3132,1067,2850,1042,7747,1488,6033,1593,2389,871,1299,581,1868,341,51126,4304,1631,652,3945,1272,3607,1037,2936,871,5134,1425,1743,699,6372,1675,10973,2064,7184,1081,2601,825,4358,1187,577,323,65,107,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,348777,5794,16206,2029,26027,2975,11166,1762,7052,1375,38452,3194,23016,2416,19502,2475,28476,2423,78689,4303,28026,3167,14444,1833,41162,2994,16559,1824,237947,6151,6229,1365,18571,2466,3917,995,5475,1008,27377,2865,16194,1984,14762,2252,19982,2096,56831,4070,16680,2321,9651,1613,31180,2751,11098,1829,43244,3560,2046,551,3797,1362,1414,685,1305,693,4345,1200,2918,919,1593,774,2766,957,9350,1791,3927,1526,1981,724,4897,1081,2905,898,6474,1704,678,485,237,231,301,357,0,149,1423,736,313,300,326,340,332,265,1331,625,845,511,267,228,421,297,0,149,44237,2394,5480,1281,1928,426,4353,1093,108,85,4976,1014,2683,669,1638,440,2514,830,8294,1028,5077,1161,1097,290,4326,630,1763,592,16875,2033,1773,998,1494,602,1181,586,164,170,331,172,908,469,1183,551,2882,853,2883,895,1497,725,1448,524,338,176,793,655,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2650164,18238,45230,4663,172441,10265,197606,10249,67193,5589,316749,10624,129842,7691,269113,11548,308334,12595,558773,15332,279313,11745,131657,6398,158408,7589,15505,1802,2009959,20339,30204,3938,128881,8109,155775,9490,52491,4898,246063,9532,98663,6212,206476,9856,213599,9350,441160,13391,199070,10268,99885,5523,127705,7133,9987,1742,308658,11901,8485,2109,27178,3810,23933,3365,7367,2131,33704,3827,17835,4293,28311,4335,36183,4631,57857,4989,36184,5291,13747,3028,16526,2592,1348,582,52557,4841,1165,558,1223,589,1742,708,630,345,8900,1705,2016,893,3301,1004,7391,1960,9224,1719,10030,2541,2947,913,3917,978,71,134,133208,8681,2855,1158,5852,1189,6440,1893,1866,789,17384,2972,7394,2186,7427,1571,15589,2838,27698,3325,25136,4431,7019,2022,6137,1593,2411,676,145782,8522,2521,1169,9307,2154,9716,2256,4839,1124,10698,2327,3934,1760,23598,3640,35572,4246,22834,2866,8893,1946,8059,1675,4123,1679,1688,493,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1215837,12175,44162,3716,72439,4383,162479,7989,32410,3003,169689,6487,69818,4447,81387,4789,83299,5177,286144,9108,92823,5564,57152,4296,58896,3742,5139,1108,1006040,12866,28545,3078,55951,4012,134298,7591,28529,2823,149028,6116,61311,4056,72349,4731,64249,4295,241679,8022,70345,4580,43497,3315,51808,3419,4451,1060,125188,7263,6397,1852,12210,1894,20378,2673,1554,847,14134,2718,4424,1011,3576,996,9266,1642,27880,3432,13380,2566,6878,1961,4911,1161,200,183,5271,1187,229,282,179,156,870,662,128,154,283,223,137,149,139,162,105,125,1328,566,924,449,694,476,255,182,0,192,38769,4122,4461,1395,1356,759,4329,1415,913,498,3008,806,1868,675,1907,679,2353,1218,8569,1369,6089,1675,2736,802,797,382,383,261,40569,3617,4530,934,2743,961,2604,1142,1286,723,3236,1026,2078,874,3416,1055,7326,1926,6688,1339,2085,752,3347,1218,1125,507,105,177,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16047067,39617,373044,13377,919508,18071,1587240,20303,499302,14710,1798646,27837,725478,18470,1445819,24266,2011248,27187,3318802,35719,1586726,25285,875665,17201,776117,15272,129472,5620,11754858,46377,217445,8782,662972,13651,1221412,18835,378937,13182,1354189,21792,584866,15116,1056563,21821,1358166,20979,2543332,32322,1096133,22258,605391,13421,598245,13703,77207,5317,1780802,26860,100368,7446,153428,8771,204061,9170,55247,4176,174841,9228,69568,5619,120674,7142,217840,9721,314185,9819,174156,9884,100617,5899,81710,5472,14107,2415,827736,16053,5328,1399,33479,3697,62013,4167,16383,2052,103289,6662,25110,2686,76671,4396,133772,6204,138028,5822,126345,7059,62482,4446,42410,3442,2426,819,826319,17204,30445,2845,30692,3723,51373,3862,17275,2178,109438,6984,26014,2891,64075,4280,93767,5692,166691,6843,143590,8814,48258,4505,24800,2771,19901,2808,857352,17561,19458,2488,38937,3102,48381,3738,31460,3509,56889,4191,19920,3293,127836,7089,207703,8284,156566,6568,46502,4083,58917,4814,28952,3371,15831,2584,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2477748,12566,61649,4539,173123,6492,171189,6917,65296,4458,281808,9512,116018,5502,249504,8507,326949,9655,493417,10699,253068,9608,126860,5373,128232,6842,30635,2515,1869617,13390,40849,3931,125701,5929,135008,6056,52044,4145,223436,8338,93114,5614,189225,7653,224810,8859,389173,10563,176930,8215,94373,5306,105527,5969,19427,2631,241770,7994,7984,1605,31266,3358,14615,2029,5784,1685,22157,2698,8959,1533,18982,2983,30237,3454,43555,3510,31777,3941,12672,1723,11075,1878,2707,725,77042,4988,1191,484,3230,1166,2823,930,1565,675,9560,2203,4345,1317,6928,1619,12705,1985,9912,1681,15533,2400,3426,966,5763,1135,61,105,134365,6991,5695,1419,4868,1308,8870,2084,1207,572,15486,2333,6501,1358,10222,1785,13798,2239,27145,2684,20625,3126,8212,1567,3603,925,8133,726,154954,7327,5930,1124,8058,1502,9873,1777,4696,1124,11169,2062,3099,1014,24147,2543,45399,3579,23632,2660,8203,1462,8177,1796,2264,765,307,336,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1711088,11556,7102,1450,95185,4691,186212,5979,43559,3840,187347,6537,65968,4311,196581,6617,182955,6984,448913,10062,142799,6406,80761,4237,65146,4039,8560,1141,1336932,12437,4693,1154,71826,3824,155776,5426,34404,3043,144394,5836,55132,3903,148716,5697,130116,5737,369541,9070,98581,5254,60816,3686,58603,3946,4334,1124,148783,8231,987,669,14603,2696,18409,2569,3046,956,17667,2481,4908,1211,11756,1905,13976,2113,32386,3156,18914,3709,8575,1967,3263,757,293,236,80026,4791,114,164,1803,861,4227,1206,1428,963,11712,2063,2311,890,17116,1889,11390,1787,15470,2274,10082,2042,2858,957,1465,776,50,82,72912,5160,572,357,1883,901,3138,938,2042,2181,9424,1669,2326,866,5612,1320,7379,1479,21422,2227,11431,1883,3909,1271,1258,518,2516,829,72435,4059,736,492,5070,1326,4662,1047,2639,639,4150,1075,1291,565,13381,1537,20094,1987,10094,1459,3791,815,4603,1096,557,258,1367,845,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,415063,5667,4875,1142,26526,2920,42170,3567,9290,1765,47509,3700,18561,2182,47017,4196,39134,3371,99319,4458,37274,3540,16379,1762,23679,2636,3330,847,336725,7468,3409,1070,20728,2572,33612,3150,7544,1551,40725,3643,16149,2014,38325,3898,29579,2899,83202,4436,28363,3118,12008,1556,19966,2426,3115,822,36871,3571,252,211,3695,935,4198,1321,377,260,3927,1075,1114,475,3297,1053,4108,1230,8641,1836,3448,1105,2186,871,1560,608,68,113,13588,2199,0,192,208,207,1433,922,479,437,815,589,395,355,1874,669,1413,589,2823,900,2047,819,504,498,1536,755,61,109,12856,1904,595,389,466,406,2038,1009,186,258,1095,459,475,291,980,480,778,378,2109,746,2853,1051,789,493,406,340,86,76,15023,1984,619,470,1429,807,889,528,704,402,947,446,428,296,2541,804,3256,858,2544,779,563,366,892,294,211,265,0,192,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,306801,5723,108,135,10636,2062,3689,863,1736,635,13971,2143,10812,1993,30889,3246,63028,3814,60683,3741,25267,3034,27758,2447,55991,3095,2233,733,101621,4559,108,135,4604,1048,1484,498,896,476,4745,1243,4690,1076,11494,1868,19663,2111,25163,2200,6020,1363,7049,1368,14767,1957,938,479,19792,2593,0,200,1815,954,233,270,168,144,826,510,465,296,1462,643,2914,780,4811,1164,1160,471,2052,740,3620,1028,266,247,121460,5348,0,200,2800,1364,1064,527,319,225,6352,1535,4279,1663,10193,1582,26306,2682,18871,2188,12621,2147,11684,1862,26812,2518,159,137,49228,3749,0,200,877,547,808,383,94,158,1351,689,1199,492,5390,1325,9977,1802,9744,1919,4042,1158,4914,1069,9962,1729,870,531,14700,2159,0,200,540,449,100,117,259,223,697,420,179,292,2350,876,4168,1042,2094,714,1424,773,2059,688,830,383,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7991880,34064,91208,7037,496786,15742,420676,13113,235799,11179,1065096,25020,409547,12860,757273,16515,992014,21729,1685809,28015,964886,21749,433673,15791,388830,13323,50283,3749,6370889,38977,49957,5061,362723,13985,345258,11987,186224,8883,876664,22760,337084,11228,621701,15490,725087,17208,1425707,26361,729810,17310,335258,13961,343321,12584,32095,3287,791693,21826,24789,4927,84391,7354,41933,5516,22375,3677,87408,6871,32407,4215,51918,4404,109247,8271,148578,7128,108869,7486,48671,6176,26683,3789,4424,1446,167591,9709,3006,1513,8065,1759,4485,1333,3044,1202,28359,4075,5102,1224,8591,1976,21500,4261,29061,3531,40195,4415,9925,2100,5784,1255,474,295,293594,11673,7410,1786,15393,2721,11711,1897,6739,2847,42729,4688,20440,2807,21904,2067,33939,3679,38662,4060,67910,6486,14982,2257,7408,1743,4367,1013,368113,13214,6046,1470,26214,3438,17289,2219,17417,2715,29936,3717,14514,3002,53159,4800,102241,6311,43801,3833,18102,2355,24837,3957,5634,1524,8923,1196,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
