GEO_ID,C22007_001E,C22007_001M,C22007_002E,C22007_002M,C22007_003E,C22007_003M,C22007_004E,C22007_004M,C22007_005E,C22007_005M,C22007_006E,C22007_006M,C22007_007E,C22007_007M,C22007_008E,C22007_008M,C22007_009E,C22007_009M,C22007_010E,C22007_010M,C22007_011E,C22007_011M,C22007_012E,C22007_012M,C22007_013E,C22007_013M,C22007_014E,C22007_014M,C22007_015E,C22007_015M,C22007_016E,C22007_016M,C22007_017E,C22007_017M,C22007_018E,C22007_018M,C22007_019E,C22007_019M,C22007_020E,C22007_020M,C22007_021E,C22007_021M,C22007_022E,C22007_022M,C22007_023E,C22007_023M,C22007_024E,C22007_024M,C22007_025E,C22007_025M,C22007_026E,C22007_026M,C22007_027E,C22007_027M,C22007_028E,C22007_028M,C22007_029E,C22007_029M,NAME,C22007_001EA,C22007_001MA,C22007_002EA,C22007_002MA,C22007_003MA,C22007_003EA,C22007_004EA,C22007_004MA,C22007_005EA,C22007_005MA,C22007_006EA,C22007_006MA,C22007_007EA,C22007_007MA,C22007_008EA,C22007_008MA,C22007_009EA,C22007_009MA,C22007_010EA,C22007_010MA,C22007_011EA,C22007_011MA,C22007_012EA,C22007_012MA,C22007_013EA,C22007_013MA,C22007_014MA,C22007_014EA,C22007_015EA,C22007_015MA,C22007_016EA,C22007_016MA,C22007_017EA,C22007_017MA,C22007_018MA,C22007_018EA,C22007_019MA,C22007_019EA,C22007_020EA,C22007_020MA,C22007_021EA,C22007_021MA,C22007_022EA,C22007_022MA,C22007_023EA,C22007_023MA,C22007_024MA,C22007_024EA,C22007_025MA,C22007_025EA,C22007_026EA,C22007_026MA,C22007_027EA,C22007_027MA,C22007_028EA,C22007_028MA,C22007_029MA,C22007_029EA,state
0400000US01,1251795,13646,231421,7843,83749,4944,15927,2044,31078,3094,36744,3382,147672,6847,18823,2427,6006,1202,9628,1768,3189,869,128849,6281,44338,3529,65899,4400,18612,2094,1020374,11402,806061,12388,138102,4441,216091,6922,451868,11157,214313,7803,60755,4681,8988,1349,31769,3633,19998,2758,153558,5942,26964,2444,82249,4146,44345,3686,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,19527,2072,8611,1322,932,409,2891,742,4788,1028,10916,1477,2684,716,496,372,1631,483,557,241,8232,1324,1792,696,4857,1176,1583,442,153752,4447,118666,3971,9310,1230,26347,2348,83009,3683,35086,2322,13060,1609,1720,920,7031,1146,4309,895,22026,1967,1867,566,12762,1674,7397,1197,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,246076,9640,103497,6494,12562,1995,42480,4424,48455,3826,142579,7158,33264,3855,7360,1842,18299,2743,7605,1891,109315,5898,29024,2972,61032,4392,19259,3317,1297847,16598,1006853,14865,204530,6739,267270,10050,535053,10737,290994,11392,94232,6465,8132,1692,54796,4874,31304,3886,196762,9496,27019,3695,109709,7233,60034,4756,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,123307,6100,46501,3759,9470,1728,18790,2553,18241,2172,76806,5015,12121,1731,2880,768,7117,1567,2124,833,64685,4435,19130,2148,36016,3004,9539,1675,633898,9896,509607,8304,90508,3089,136973,4688,282126,7671,124291,6307,35880,3580,5012,1256,19487,2411,11381,1811,88411,4644,11975,1640,50776,3344,25660,2609,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,902156,12755,369510,10801,43485,3146,148954,7353,177071,7520,532646,10954,111840,5681,23522,2845,61348,4011,26970,2649,420806,10956,135998,6192,203007,7653,81801,4524,7616362,32492,5689675,35887,723417,12206,1558781,19430,3407477,28014,1926687,24891,636592,12936,54291,3343,339820,10915,242481,9112,1290095,18627,174566,7090,677048,11747,438481,11343,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,115831,5648,47293,3681,5366,947,17852,2908,24075,2609,68538,4699,14160,2324,2126,670,8978,1926,3056,999,54378,4182,14603,2420,28828,2676,10947,1876,1140640,12278,923263,12125,109206,3709,221131,7578,592926,10946,217377,7110,73634,5012,5676,1210,43356,3531,24602,3061,143743,5355,14717,1961,77408,4937,51618,4157,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,99955,4187,27861,2266,5576,1187,9308,1529,12977,1795,72094,3945,9262,1658,2155,842,4823,1245,2284,839,62832,3461,18861,2240,32845,2660,11126,1556,793146,9067,632438,8594,71956,2857,151247,4863,409235,7708,160708,5827,44205,3524,4209,1171,23120,2562,16876,2212,116503,4628,9877,1221,63318,4095,43308,3454,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,28813,2556,8898,1498,1250,463,3105,961,4543,1061,19915,2210,4660,1203,990,447,2688,954,982,545,15255,1720,2489,743,9281,1482,3485,888,198288,4101,152857,3383,23744,1700,36110,2744,93003,3088,45431,3277,14025,2254,561,377,8406,1593,5058,1341,31406,2563,4473,1204,16358,2201,10575,1456,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,23943,2139,3154,765,760,401,840,373,1554,547,20789,2010,2795,975,893,477,1270,667,632,389,17994,1868,6043,1276,8484,1397,3467,880,90102,3839,54093,3058,5182,888,11052,1456,37859,2576,36009,3004,8333,1496,924,683,3839,1085,3570,1032,27676,2371,3463,915,14986,1909,9227,1381,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,719620,15409,297174,10805,51232,4059,112761,6487,133181,6859,422446,12893,89056,5699,22862,3311,46322,4163,19872,2774,333390,11731,92142,5052,179893,8040,61355,4926,3840238,26356,2995881,25191,679323,13211,769597,15038,1546961,21554,844357,17455,235029,9064,25128,2926,132245,6651,77656,5844,609328,14600,72539,6146,351057,10824,185732,7434,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
