GEO_ID,B20017I_001E,B20017I_001M,B20017I_002E,B20017I_002M,B20017I_003E,B20017I_003M,B20017I_004E,B20017I_004M,B20017I_005E,B20017I_005M,B20017I_006E,B20017I_006M,B20017I_007E,B20017I_007M,NAME,B20017I_001EA,B20017I_001MA,B20017I_002EA,B20017I_002MA,B20017I_003MA,B20017I_003EA,B20017I_004EA,B20017I_004MA,B20017I_005MA,B20017I_005EA,B20017I_006EA,B20017I_006MA,B20017I_007EA,B20017I_007MA,state
0400000US01,19027,1489,20067,1524,22399,1279,9136,1028,17256,2143,25641,1567,6719,1619,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,27368,3475,31836,4290,41902,5256,16215,4905,22662,2786,34049,11778,12647,2307,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,21402,490,23304,875,31348,666,10605,611,18942,1083,27332,909,8656,552,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,18421,1044,19799,1199,23109,1485,10399,996,15741,1357,22547,1542,8146,1569,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,21200,153,23231,241,31639,228,11402,140,18172,315,29958,427,9546,214,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,22752,783,26013,937,34805,1117,11222,554,19545,1157,29619,1411,8840,575,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,22412,966,25466,1163,36164,2133,10421,1142,20816,902,32941,1771,10538,736,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23609,2193,26751,3958,31957,2184,11633,1968,18036,2899,30195,2333,5332,1881,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,31625,2407,34227,2647,44822,14337,11843,3616,24113,4374,41050,4573,10439,3944,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,21738,273,23615,578,31238,511,10791,327,19877,516,27573,838,10150,312,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,19046,1104,20089,918,24595,927,11060,586,17029,944,26239,1799,8030,750,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,25701,2214,30298,3403,42329,4938,9699,4181,21407,1638,32520,2317,7362,1515,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,17075,1418,21499,2062,28927,1972,8305,1352,11930,852,21635,1295,7125,1235,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,21822,279,24280,653,30675,507,11886,522,18473,694,27390,596,9802,481,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,20654,760,22378,1487,30173,1413,9363,1034,17109,1176,25911,1620,9059,979,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,20395,1033,22913,1680,30279,2227,8723,1588,16566,1631,23989,1061,7510,1564,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20940,889,24996,1281,30727,1078,9588,1111,15438,883,25032,1207,7466,1028,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,17408,1161,18593,1473,25693,2647,9225,924,15682,1720,25048,2014,7810,1268,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,22228,1276,25642,1486,35437,2318,11333,1213,16883,2499,27173,2089,9491,812,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17413,2973,18773,5764,30010,11370,8546,3029,16649,2741,31953,16885,7535,3354,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,24661,1158,29560,1934,37148,1344,12431,1364,20311,1312,31045,1045,10526,610,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,21260,785,23968,1702,36939,1343,10213,946,18978,1086,30393,1355,10562,619,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,18289,1016,21241,1424,31232,1113,9194,893,15496,870,26863,1663,7484,730,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,20595,799,22451,1261,28204,2286,11058,807,17429,1151,28893,2339,9353,1831,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,19927,1925,22016,1735,28553,2927,9343,1454,13474,3648,23866,4513,7912,1564,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20924,1154,22553,1518,29590,3026,10134,1583,17477,2258,27454,1987,7279,1154,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,17638,2560,18743,3402,27383,16510,8424,3137,16300,3239,24615,6688,10401,2430,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,21269,1134,25269,1183,29471,1927,10171,1519,16060,979,25605,2962,7740,1277,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,22280,616,23852,1019,29525,1412,11502,694,20774,808,26791,940,10524,655,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,24934,1781,25771,1669,34586,12095,8296,5038,19667,6035,37240,6844,7132,3492,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,23890,679,26258,603,32673,1991,11250,519,21099,629,31284,635,10035,430,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,21379,724,25713,905,32837,1681,8900,1044,17317,877,27310,1051,7380,562,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,22491,523,25027,547,31902,554,10878,366,20537,490,31680,602,9771,339,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,17547,512,19302,617,24655,1167,11417,431,14440,874,21242,823,8090,696,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,20531,5437,29768,4077,33894,4165,22088,11218,9274,3584,16250,4794,5736,3393,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,20729,926,22596,1293,34293,1950,7434,1386,17629,1586,30919,1658,7076,1145,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,18553,982,20497,1052,27293,1074,10051,1276,16066,978,24984,1531,7331,821,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,17863,892,20727,853,28822,2684,10342,1070,13821,1474,26470,2653,7755,1109,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,20949,798,24274,1796,35005,1912,9189,931,16539,736,28562,1406,7794,823,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20868,1409,25976,1856,33631,2283,11364,2881,14316,2122,31976,5781,7232,1610,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18936,1142,20187,1086,24131,1663,11693,662,16624,1120,21439,1870,9954,2474,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,19733,2093,20347,2306,23404,4833,10924,1086,16937,6058,25696,1574,6321,7869,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,17012,527,18309,934,22626,1538,11392,1269,14732,1383,21499,2349,8609,1370,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20954,196,23686,311,30564,307,10057,244,17079,284,25609,434,7960,260,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,20024,1321,23708,1165,31424,903,9953,838,15166,1447,23066,1567,7024,709,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,23655,7783,28173,8824,41273,16730,6887,7755,18158,12705,33698,28243,7127,8474,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,24191,961,26446,1235,31828,787,12362,1076,20960,1044,30397,1965,10190,784,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,19508,843,23447,894,31840,1242,11865,955,14967,772,26610,1419,8886,650,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,15551,4751,19110,5356,25116,14061,10512,4417,12112,6533,20399,7968,5345,2445,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,20930,617,22257,953,28007,2599,11383,800,17943,1665,26702,2554,8033,1292,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,23097,3042,30717,4778,39860,5325,8175,3760,15564,7886,30742,3669,6418,1977,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16426,200,16327,197,22478,527,6783,218,16560,302,22112,319,7604,242,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
