GEO_ID,B16005_001E,B16005_001M,B16005_002E,B16005_002M,B16005_003E,B16005_003M,B16005_004E,B16005_004M,B16005_005E,B16005_005M,B16005_006E,B16005_006M,B16005_007E,B16005_007M,B16005_008E,B16005_008M,B16005_009E,B16005_009M,B16005_010E,B16005_010M,B16005_011E,B16005_011M,B16005_012E,B16005_012M,B16005_013E,B16005_013M,B16005_014E,B16005_014M,B16005_015E,B16005_015M,B16005_016E,B16005_016M,B16005_017E,B16005_017M,B16005_018E,B16005_018M,B16005_019E,B16005_019M,B16005_020E,B16005_020M,B16005_021E,B16005_021M,B16005_022E,B16005_022M,B16005_023E,B16005_023M,B16005_024E,B16005_024M,B16005_025E,B16005_025M,B16005_026E,B16005_026M,B16005_027E,B16005_027M,B16005_028E,B16005_028M,B16005_029E,B16005_029M,B16005_030E,B16005_030M,B16005_031E,B16005_031M,B16005_032E,B16005_032M,B16005_033E,B16005_033M,B16005_034E,B16005_034M,B16005_035E,B16005_035M,B16005_036E,B16005_036M,B16005_037E,B16005_037M,B16005_038E,B16005_038M,B16005_039E,B16005_039M,B16005_040E,B16005_040M,B16005_041E,B16005_041M,B16005_042E,B16005_042M,B16005_043E,B16005_043M,B16005_044E,B16005_044M,B16005_045E,B16005_045M,NAME,B16005_001EA,B16005_001MA,B16005_002EA,B16005_002MA,B16005_003MA,B16005_003EA,B16005_004EA,B16005_004MA,B16005_005MA,B16005_005EA,B16005_006EA,B16005_006MA,B16005_007EA,B16005_007MA,B16005_008MA,B16005_008EA,B16005_009EA,B16005_009MA,B16005_010EA,B16005_010MA,B16005_011MA,B16005_011EA,B16005_012EA,B16005_012MA,B16005_013MA,B16005_013EA,B16005_014EA,B16005_014MA,B16005_015EA,B16005_015MA,B16005_016MA,B16005_016EA,B16005_017EA,B16005_017MA,B16005_018MA,B16005_018EA,B16005_019MA,B16005_019EA,B16005_020MA,B16005_020EA,B16005_021MA,B16005_021EA,B16005_022MA,B16005_022EA,B16005_023EA,B16005_023MA,B16005_024MA,B16005_024EA,B16005_025MA,B16005_025EA,B16005_026MA,B16005_026EA,B16005_027MA,B16005_027EA,B16005_028EA,B16005_028MA,B16005_029EA,B16005_029MA,B16005_030EA,B16005_030MA,B16005_031MA,B16005_031EA,B16005_032MA,B16005_032EA,B16005_033MA,B16005_033EA,B16005_034EA,B16005_034MA,B16005_035EA,B16005_035MA,B16005_036EA,B16005_036MA,B16005_037MA,B16005_037EA,B16005_038MA,B16005_038EA,B16005_039EA,B16005_039MA,B16005_040EA,B16005_040MA,B16005_041EA,B16005_041MA,B16005_042MA,B16005_042EA,B16005_043MA,B16005_043EA,B16005_044MA,B16005_044EA,B16005_045EA,B16005_045MA,state
0400000US01,4504275,2738,4343019,7099,4239068,8320,75234,6571,56978,5577,9611,2251,7755,2014,890,442,16198,2079,14550,2026,1312,448,276,210,60,98,9464,1867,7618,1761,1214,624,632,438,0,190,3055,1078,2777,1023,103,126,175,178,0,190,161256,6809,29377,3310,78611,5472,19588,3417,19088,2673,30045,4365,9890,2289,19628,2741,14558,2363,3601,923,1090,595,379,398,27925,2347,11410,1813,8881,1476,6664,1818,970,567,5715,1709,3207,1223,1057,720,1063,763,388,295,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,668687,875,617334,4150,546543,5696,18560,2296,16842,2205,995,417,711,467,12,22,8800,1741,8102,1702,382,231,316,310,0,149,11395,1982,8758,1626,2238,1070,399,301,0,149,32036,2688,24337,2243,6494,1080,1054,365,151,105,51353,4018,10825,1758,6623,1420,2828,1254,2013,587,1389,620,393,481,9171,2835,5530,1721,2444,1371,1030,605,167,168,23123,1812,9895,1578,8086,1420,4392,979,750,388,1611,652,770,406,606,382,235,205,0,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6034541,2472,5168812,17589,4266240,25043,712583,21128,606160,19885,80678,8143,21803,2929,3942,1272,45266,4898,41334,4781,2286,636,1441,603,205,332,27118,3582,23569,3320,2628,1025,677,506,244,291,117605,4881,91942,5024,16934,2367,6298,1184,2431,478,865729,17560,138448,8924,530292,14751,192955,9477,105481,7042,150670,9714,81186,7148,77155,7780,54708,5299,15933,2732,5592,1639,922,531,89228,5566,41265,4494,24832,2878,18157,2575,4974,1757,30606,5492,15996,3145,7638,2008,5016,1619,1956,1374,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2740313,2124,2613324,5652,2518901,7265,72308,4892,52755,4699,13179,2286,6216,2003,158,147,11530,2190,9271,1905,1352,651,907,487,0,192,8081,1463,6622,1473,710,426,583,546,166,244,2504,1299,1975,937,477,544,52,87,0,192,126989,5478,16746,2629,76780,5092,25555,4218,20599,3816,22035,3163,8591,1893,9780,2725,6786,1947,2720,1350,274,278,0,192,22153,2731,7800,1846,7892,1367,4634,1531,1827,826,1530,706,1285,677,245,259,0,192,0,192,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35158257,2934,25006617,49899,18797705,58659,4945522,40188,4180565,39798,574262,15969,159425,7141,31270,3695,440241,14089,395318,13202,29127,2902,14295,1986,1501,579,733878,16382,602157,15189,93670,5125,34803,2977,3248,839,89271,7548,79901,6579,6115,1829,3106,1012,149,177,10151640,49778,970341,17318,5179033,42051,1418161,22883,1185391,19335,1587284,21979,988197,18834,1134758,23710,674701,16102,259667,11058,146821,8136,53569,4954,2633779,21195,1089055,18565,769584,15475,577032,14295,198108,8877,233729,14980,133682,9016,61108,6383,29400,4872,9539,2466,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4775755,1953,4285667,13776,3897427,17198,299061,11340,249864,10233,33799,2907,13658,2407,1740,856,52181,4613,47021,4448,3546,927,1444,453,170,241,26738,3273,22166,3116,3099,923,1473,722,0,201,10260,2460,8627,2228,1287,664,327,417,19,35,490088,14173,79405,4654,259702,11711,84771,6593,64051,4756,74543,5724,36337,3931,59028,5823,41521,4179,11419,2072,4682,1646,1406,737,66994,4385,28242,3136,19285,2167,16982,2433,2485,893,24959,4649,13121,3117,7797,1910,3070,1376,971,601,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3384503,1187,2909960,12951,2551052,13692,243053,8864,175638,7736,34844,3934,23752,2480,8819,1686,91372,5370,81759,5199,6062,949,3400,1043,151,190,15042,2042,12839,1918,1632,631,571,346,0,198,9441,2486,8980,2450,251,196,210,184,0,198,474543,13060,109425,6160,124763,6886,35139,3189,31085,3281,40391,5104,18148,3678,161304,8367,88226,4613,42832,4157,24682,3005,5564,1439,60990,4078,31940,2927,16109,2212,9783,2054,3158,988,18061,3623,10501,2386,5887,1740,1120,480,553,436,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,851887,253,776071,5368,719728,6175,36383,3948,28594,3316,4215,1330,3282,1147,292,232,14442,2686,11537,2196,1356,682,1527,1374,22,37,2900,855,2631,860,81,99,188,273,0,192,2618,1024,2404,991,51,85,111,185,52,71,75816,5277,16442,2595,24379,3207,8881,2167,4832,1158,5615,1329,5051,1530,16324,2939,9320,1465,4557,1415,1968,937,479,426,12915,1678,6899,1264,4124,1135,1653,709,239,182,5756,2526,5012,2399,561,380,83,142,100,121,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,581764,153,499254,5103,466675,5296,19210,2306,17112,2207,1352,512,746,551,0,200,9350,1672,8797,1648,441,276,112,106,0,200,2415,766,1896,665,519,376,0,200,0,200,1604,564,1338,512,80,131,186,256,0,200,82510,5097,27573,3803,22641,2692,10907,2260,6019,1212,4325,1416,1390,824,16579,2503,13427,1966,2499,738,448,526,205,196,6961,1326,3974,845,1457,662,803,381,727,513,8756,2466,5960,1949,1816,759,926,573,54,91,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17983218,4530,14293914,38111,12314007,34082,1597857,28815,1293666,26996,190494,10713,93160,7346,20537,3479,293967,11504,257742,10489,25817,4016,10262,2068,146,158,53113,5606,43531,5219,6450,1743,3132,1234,0,238,34970,6249,30581,6028,2198,763,1147,733,1044,1415,3689304,37971,710025,21348,2048901,25587,719338,17784,462210,15181,515987,15751,351366,14514,650781,21047,331515,14713,185842,10173,105107,7484,28317,3712,212398,10937,105121,7717,62590,5551,35284,3234,9403,2594,67199,9167,43725,7334,16441,3123,5369,1948,1664,1216,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
