GEO_ID,B13008_001E,B13008_001M,B13008_002E,B13008_002M,B13008_003E,B13008_003M,B13008_004E,B13008_004M,B13008_005E,B13008_005M,B13008_006E,B13008_006M,B13008_007E,B13008_007M,B13008_008E,B13008_008M,B13008_009E,B13008_009M,B13008_010E,B13008_010M,B13008_011E,B13008_011M,B13008_012E,B13008_012M,B13008_013E,B13008_013M,B13008_014E,B13008_014M,B13008_015E,B13008_015M,NAME,B13008_001EA,B13008_001MA,B13008_002MA,B13008_002EA,B13008_003EA,B13008_003MA,B13008_004EA,B13008_004MA,B13008_005MA,B13008_005EA,B13008_006EA,B13008_006MA,B13008_007MA,B13008_007EA,B13008_008EA,B13008_008MA,B13008_009EA,B13008_009MA,B13008_010EA,B13008_010MA,B13008_011EA,B13008_011MA,B13008_012EA,B13008_012MA,B13008_013EA,B13008_013MA,B13008_014MA,B13008_014EA,B13008_015MA,B13008_015EA,state
0400000US01,1173490,4143,70601,4956,42216,4264,38490,3987,3726,1241,28385,2827,27089,2772,1296,596,1102889,6384,500203,10951,472029,10378,28174,2686,602686,10760,584937,10589,17749,2578,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,178692,1847,12883,2123,8310,1798,7499,1815,811,420,4573,1154,4573,1154,0,149,165809,2745,78198,3229,68444,3214,9754,1606,87611,3797,82324,3696,5287,1140,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1529727,4606,84696,6441,51256,4786,38520,4154,12736,2396,33440,4003,27079,3345,6361,2141,1445031,7609,620960,13222,460391,11820,160569,7435,824071,14638,725937,13903,98134,6776,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,693482,3922,36586,3760,23419,2865,20764,2600,2655,1054,13167,2092,12102,2014,1065,589,656896,5108,317914,7314,292044,6969,25870,2105,338982,6800,325992,6341,12990,2198,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9542324,11302,518722,12551,342864,10098,196964,7222,145900,6513,175858,7386,129814,5701,46044,3717,9023602,18670,3922967,29503,2121340,21978,1801627,19066,5100635,31375,3960859,29483,1139776,17819,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1260971,4155,75261,5050,53281,4296,42092,3648,11189,2114,21980,2730,18499,2515,3481,1140,1185710,6674,554197,9539,455613,9021,98584,4934,631513,11262,577666,11430,53847,4921,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,869059,3310,39770,3134,24603,2180,17643,1934,6960,1272,15167,2324,13139,2241,2028,744,829289,4543,361491,6671,275626,5846,85865,4807,467798,6340,412000,6430,55798,4610,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,220541,1737,10066,1528,5960,1148,4784,1071,1176,485,4106,1098,3818,1040,288,336,210475,2157,84419,3248,70093,3442,14326,1757,126056,3086,117444,3024,8612,1712,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,189049,987,7070,1539,3479,967,2199,750,1280,594,3591,1117,2976,1044,615,376,181979,1952,37180,2551,27898,2435,9282,1268,144799,2912,126527,3017,18272,2188,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4423846,9181,206786,9924,124030,7260,84276,5569,39754,4375,82756,6765,67227,6015,15529,3075,4217060,12435,1764035,21922,1217765,17786,546270,14966,2453025,21328,2003031,22432,449994,15168,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2522295,7833,135886,6729,83469,5349,64901,4888,18568,2565,52417,4204,48359,4052,4058,1179,2386409,10520,1047445,15291,862241,13498,185204,8541,1338964,14916,1229046,15115,109918,8216,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,320700,1774,22942,2229,16138,1993,11798,1455,4340,1120,6804,1428,5817,1289,987,500,297758,3063,140345,4555,98550,4665,41795,2870,157413,4428,132658,5530,24755,3754,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,369232,2749,27418,3145,19208,2718,16256,2553,2952,1025,8210,1835,6769,1708,1441,660,341814,4337,175081,5255,155694,4814,19387,2124,166733,5946,159464,5727,7269,1394,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3186061,5475,161456,7195,103054,4992,75135,4193,27919,3215,58402,4639,50531,3949,7871,1652,3024605,8774,1291049,12295,958974,10493,332075,8690,1733556,13678,1552846,14607,180710,7568,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1564161,4408,88441,4365,53687,3672,46844,3404,6843,1381,34754,2793,31895,2694,2859,1307,1475720,6680,659786,9665,607598,8977,52188,3557,815934,9140,780299,8908,35635,2931,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,708884,3038,37621,2983,25774,2355,22683,2104,3091,872,11847,1798,10889,1681,958,469,671263,4159,316078,6512,290657,6135,25421,2077,355185,6739,339042,6483,16143,1996,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,675447,3264,43443,3262,30204,2924,25283,2474,4921,1160,13239,1794,11413,1746,1826,693,632004,4608,298673,7348,262150,7276,36523,2661,333331,6783,309023,7204,24308,2502,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1045111,4414,56213,3774,34866,2964,32057,2880,2809,871,21347,2754,20830,2713,517,453,988898,5611,472253,9253,447671,8995,24582,2340,516645,8873,499789,8519,16856,2260,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130949,4132,65280,4243,33519,3361,30683,3315,2836,991,31761,3842,30816,3851,945,511,1065669,5708,437510,8502,407611,8495,29899,2839,628159,9301,610686,9128,17473,2715,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,302470,2060,13843,1731,9266,1403,8882,1335,384,242,4577,1001,4471,1004,106,79,288627,2552,126944,4496,119177,4282,7767,1331,161683,4493,158014,4458,3669,814,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1474692,4933,78351,4707,48130,3750,33321,3510,14809,2084,30221,3133,25271,2594,4950,1671,1396341,6153,578181,9004,438425,7791,139756,4790,818160,9835,714973,9818,103187,6316,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1662748,3949,79641,4641,53440,4006,38788,3273,14652,2024,26201,2832,20687,2623,5514,1546,1583107,6116,656965,10301,491891,9266,165074,6372,926142,9936,801471,10513,124671,5885,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2346515,4324,122324,5410,77020,4547,65848,4073,11172,1653,45304,3400,44266,3357,1038,465,2224191,6644,950255,8726,844082,8290,106173,4358,1273936,10178,1217341,11012,56595,4068,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1280224,4015,74548,4049,51675,3291,43064,2834,8611,1665,22873,2464,19562,2135,3311,981,1205676,5854,564289,8450,492730,7433,71559,3505,641387,8804,590197,8875,51190,4146,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,730613,4358,36711,3079,19038,2110,17747,1966,1291,759,17673,2289,17358,2327,315,203,693902,4997,281578,8591,269555,8118,12023,1851,412324,8835,407523,8568,4801,1075,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1436980,4368,78269,4764,49340,3597,44050,3605,5290,1240,28929,3212,27555,3030,1374,661,1358711,6551,622745,10577,575861,9959,46884,3458,735966,11398,709587,11586,26379,2403,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,225927,2358,12558,1567,9570,1331,8965,1266,605,385,2988,866,2988,866,0,165,213369,2735,97985,3879,95577,3770,2408,680,115384,4237,111697,4247,3687,1128,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,432881,2046,25777,2129,19268,1895,16221,1794,3047,812,6509,962,5900,920,609,462,407104,2927,193471,4820,171063,4324,22408,2513,213633,4794,200766,4497,12867,1909,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,667563,3110,35270,3347,23149,2712,15192,2700,7957,1857,12121,1895,10026,1639,2095,763,632293,4514,283487,8261,183851,6738,99636,6320,348806,8215,288275,7835,60531,5178,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,314984,2006,14182,2156,11403,1967,10300,1765,1103,591,2779,837,2634,833,145,249,300802,2728,139697,3651,126549,3464,13148,1420,161105,3017,152221,3227,8884,1387,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2162631,4377,108843,5368,77926,4689,50252,3803,27674,2923,30917,2711,23800,2527,7117,1438,2053788,7227,926133,11092,589029,10434,337104,7588,1127655,11473,918343,11627,209312,7848,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,482571,2754,29765,3335,15584,2533,12772,2327,2812,979,14181,2371,12357,2131,1824,750,452806,4342,188839,5756,151418,5467,37421,2811,263967,6301,240282,5934,23685,2744,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4925924,6557,247202,8018,161149,6974,105506,5862,55643,3970,86053,5379,66042,4504,20011,2355,4678722,10226,1881198,14432,1225436,13714,655762,10788,2797524,15825,2234979,15877,562545,11402,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2387696,7613,133512,7165,84969,6054,69200,5352,15769,2806,48543,4697,42759,4311,5784,1722,2254184,9570,1040606,14154,903086,12500,137520,6350,1213578,15376,1131276,15555,82302,5741,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,159215,1700,10400,1586,7269,1329,6943,1274,326,317,3131,827,3107,828,24,48,148815,2242,69371,3074,66523,3013,2848,636,79444,3793,77171,3682,2273,717,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2724129,5099,142781,5673,86503,4383,78987,4337,7516,1367,56278,3795,53536,3705,2742,1197,2581348,8336,1121419,12636,1045823,11688,75596,4438,1459929,13549,1413742,14168,46187,4158,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,896290,3469,53718,2766,32385,2219,28680,2081,3705,979,21333,2265,19796,2176,1537,544,842572,4356,417122,6660,377872,6110,39250,2515,425450,6814,404134,6338,21316,2475,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,917582,3417,49012,4085,33756,3460,24783,2861,8973,1782,15256,2214,14203,2244,1053,585,868570,5708,400793,8221,327928,7763,72865,3741,467777,7878,427630,8840,40147,4098,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3006756,5310,147720,5553,88024,4517,76466,3830,11558,2147,59696,3515,55822,3527,3874,1158,2859036,8182,1230389,12625,1101665,12948,128724,4865,1628647,14387,1541824,15200,86823,5139,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,260804,1691,13199,1918,7355,1282,5409,929,1946,858,5844,1266,5084,1138,760,541,247605,2166,98873,4277,77379,3656,21494,2343,148732,4124,131026,4337,17706,2358,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1130039,4598,68937,4391,38662,3353,32734,3083,5928,1855,30275,3445,29166,3291,1109,551,1061102,5723,481435,9870,442614,9869,38821,3348,579667,11311,559964,10750,19703,2709,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,189125,2010,11258,1892,7048,1492,6515,1430,533,339,4210,1061,4177,1059,33,47,177867,2296,82273,3153,78498,3154,3775,899,95594,3322,92461,3301,3133,1051,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1562359,6240,85632,4922,53287,3749,47183,3816,6104,1381,32345,3507,30434,3420,1911,1027,1476727,7576,682141,10451,621781,10021,60360,3971,794586,11889,759613,11534,34973,3979,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
