GEO_ID,B24010B_001E,B24010B_001M,B24010B_002E,B24010B_002M,B24010B_003E,B24010B_003M,B24010B_004E,B24010B_004M,B24010B_005E,B24010B_005M,B24010B_006E,B24010B_006M,B24010B_007E,B24010B_007M,B24010B_008E,B24010B_008M,B24010B_009E,B24010B_009M,B24010B_010E,B24010B_010M,B24010B_011E,B24010B_011M,B24010B_012E,B24010B_012M,B24010B_013E,B24010B_013M,B24010B_014E,B24010B_014M,B24010B_015E,B24010B_015M,B24010B_016E,B24010B_016M,B24010B_017E,B24010B_017M,B24010B_018E,B24010B_018M,B24010B_019E,B24010B_019M,B24010B_020E,B24010B_020M,B24010B_021E,B24010B_021M,B24010B_022E,B24010B_022M,B24010B_023E,B24010B_023M,B24010B_024E,B24010B_024M,B24010B_025E,B24010B_025M,B24010B_026E,B24010B_026M,B24010B_027E,B24010B_027M,B24010B_028E,B24010B_028M,B24010B_029E,B24010B_029M,B24010B_030E,B24010B_030M,B24010B_031E,B24010B_031M,B24010B_032E,B24010B_032M,B24010B_033E,B24010B_033M,B24010B_034E,B24010B_034M,B24010B_035E,B24010B_035M,B24010B_036E,B24010B_036M,B24010B_037E,B24010B_037M,B24010B_038E,B24010B_038M,B24010B_039E,B24010B_039M,B24010B_040E,B24010B_040M,B24010B_041E,B24010B_041M,B24010B_042E,B24010B_042M,B24010B_043E,B24010B_043M,B24010B_044E,B24010B_044M,B24010B_045E,B24010B_045M,B24010B_046E,B24010B_046M,B24010B_047E,B24010B_047M,B24010B_048E,B24010B_048M,B24010B_049E,B24010B_049M,B24010B_050E,B24010B_050M,B24010B_051E,B24010B_051M,B24010B_052E,B24010B_052M,B24010B_053E,B24010B_053M,B24010B_054E,B24010B_054M,B24010B_055E,B24010B_055M,B24010B_056E,B24010B_056M,B24010B_057E,B24010B_057M,B24010B_058E,B24010B_058M,B24010B_059E,B24010B_059M,B24010B_060E,B24010B_060M,B24010B_061E,B24010B_061M,B24010B_062E,B24010B_062M,B24010B_063E,B24010B_063M,B24010B_064E,B24010B_064M,B24010B_065E,B24010B_065M,B24010B_066E,B24010B_066M,B24010B_067E,B24010B_067M,B24010B_068E,B24010B_068M,B24010B_069E,B24010B_069M,B24010B_070E,B24010B_070M,B24010B_071E,B24010B_071M,B24010B_072E,B24010B_072M,B24010B_073E,B24010B_073M,NAME,B24010B_001MA,B24010B_001EA,B24010B_002EA,B24010B_002MA,B24010B_003EA,B24010B_003MA,B24010B_004MA,B24010B_004EA,B24010B_005MA,B24010B_005EA,B24010B_006MA,B24010B_006EA,B24010B_007EA,B24010B_007MA,B24010B_008EA,B24010B_008MA,B24010B_009MA,B24010B_009EA,B24010B_010MA,B24010B_010EA,B24010B_011MA,B24010B_011EA,B24010B_012MA,B24010B_012EA,B24010B_013EA,B24010B_013MA,B24010B_014MA,B24010B_014EA,B24010B_015MA,B24010B_015EA,B24010B_016MA,B24010B_016EA,B24010B_017MA,B24010B_017EA,B24010B_018EA,B24010B_018MA,B24010B_019EA,B24010B_019MA,B24010B_020MA,B24010B_020EA,B24010B_021MA,B24010B_021EA,B24010B_022MA,B24010B_022EA,B24010B_023MA,B24010B_023EA,B24010B_024EA,B24010B_024MA,B24010B_025MA,B24010B_025EA,B24010B_026MA,B24010B_026EA,B24010B_027MA,B24010B_027EA,B24010B_028MA,B24010B_028EA,B24010B_029EA,B24010B_029MA,B24010B_030EA,B24010B_030MA,B24010B_031MA,B24010B_031EA,B24010B_032MA,B24010B_032EA,B24010B_033MA,B24010B_033EA,B24010B_034EA,B24010B_034MA,B24010B_035EA,B24010B_035MA,B24010B_036MA,B24010B_036EA,B24010B_037MA,B24010B_037EA,B24010B_038MA,B24010B_038EA,B24010B_039EA,B24010B_039MA,B24010B_040EA,B24010B_040MA,B24010B_041EA,B24010B_041MA,B24010B_042MA,B24010B_042EA,B24010B_043MA,B24010B_043EA,B24010B_044EA,B24010B_044MA,B24010B_045MA,B24010B_045EA,B24010B_046EA,B24010B_046MA,B24010B_047MA,B24010B_047EA,B24010B_048MA,B24010B_048EA,B24010B_049EA,B24010B_049MA,B24010B_050MA,B24010B_050EA,B24010B_051EA,B24010B_051MA,B24010B_052EA,B24010B_052MA,B24010B_053MA,B24010B_053EA,B24010B_054EA,B24010B_054MA,B24010B_055MA,B24010B_055EA,B24010B_056MA,B24010B_056EA,B24010B_057EA,B24010B_057MA,B24010B_058MA,B24010B_058EA,B24010B_059EA,B24010B_059MA,B24010B_060MA,B24010B_060EA,B24010B_061MA,B24010B_061EA,B24010B_062EA,B24010B_062MA,B24010B_063EA,B24010B_063MA,B24010B_064EA,B24010B_064MA,B24010B_065MA,B24010B_065EA,B24010B_066MA,B24010B_066EA,B24010B_067MA,B24010B_067EA,B24010B_068EA,B24010B_068MA,B24010B_069EA,B24010B_069MA,B24010B_070MA,B24010B_070EA,B24010B_071MA,B24010B_071EA,B24010B_072MA,B24010B_072EA,B24010B_073EA,B24010B_073MA,state
0400000US01,461793,7802,201225,5526,33012,2989,13133,2170,9905,1688,3228,1081,5028,1149,2601,912,1980,664,447,401,11539,1933,3240,999,164,131,5684,1320,2451,950,3312,1070,1864,718,1448,825,44113,3543,1110,441,10156,1704,3889,851,6267,1520,12568,1662,16606,2371,3673,1072,32236,3252,16242,2612,15994,2099,27112,2514,1397,570,15140,1912,10575,1761,64752,4249,27241,2500,17546,2548,19965,2472,260568,5648,78429,4141,23147,2623,14067,2133,9080,1808,4008,1083,2556,871,469,222,983,486,28953,2498,6433,1337,906,600,19783,2444,1831,935,22321,2428,10865,1959,11456,1795,70730,4635,19395,2782,3440,1073,1787,492,1653,969,19921,2565,13984,2142,13990,1993,82421,4466,33487,3266,48934,3373,2416,1194,306,192,1092,1046,1018,540,26572,2394,18650,2062,3272,932,4650,1211,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,102366,4766,53384,3064,13211,2235,6540,1764,3186,1063,3354,1370,2502,1044,1552,691,758,580,192,166,3236,1347,1604,1042,396,482,749,416,487,459,933,545,696,438,237,292,14335,2487,2110,1218,2969,1180,1650,796,1319,834,3834,1520,2546,1050,2876,1166,12965,2236,6311,1617,6654,1513,5745,1528,446,293,1498,587,3801,1490,7128,1687,1661,736,3519,1399,1948,829,48982,3716,17793,3369,5899,2302,2679,1177,3220,1793,2072,1050,1531,916,78,128,463,381,5625,1749,2796,1001,458,452,1970,1034,401,434,4197,1360,2386,958,1811,865,10050,2217,2044,917,1508,878,927,634,581,621,2161,1010,875,530,3462,1384,17508,2601,3944,1344,13564,2423,325,287,122,98,75,127,128,215,3306,1845,1741,1507,988,856,577,556,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,166867,4527,72324,3366,12013,2007,4790,1205,3480,999,1310,619,539,264,97,98,234,189,208,159,5956,1775,792,478,915,684,3819,1350,430,423,728,348,324,253,404,272,17185,2248,1336,656,3494,942,2050,740,1444,607,6866,1619,4260,1000,1229,759,13483,2189,7145,1778,6338,1497,7906,1411,861,352,4483,1198,2562,764,21737,2129,8844,1309,5870,1386,7023,1410,94543,3197,27497,2618,8249,1702,3444,1093,4805,1333,1206,556,963,521,130,164,113,122,10815,1829,1980,716,34,59,8194,1619,607,439,7227,1485,4055,1174,3172,1054,27381,2873,6838,1427,1074,504,530,373,544,373,6439,1211,6166,1640,6864,1465,27102,2659,9748,1630,17354,2216,553,341,68,83,228,245,257,185,12010,1575,9117,1448,1135,740,1758,831,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,842174,13311,403646,9508,128056,6947,48630,3982,31456,3265,17174,2582,22993,2614,12466,2163,8376,1569,2151,798,43595,4522,12570,2271,3067,1143,13532,2044,14426,2601,12838,2248,7370,1643,5468,1402,90633,5260,5674,1351,31029,3059,22721,2852,8308,1500,16333,2441,18819,2780,18778,2951,85675,5315,36845,3741,48830,3778,35438,3775,2025,911,17121,2464,16292,2531,63844,4543,14921,2145,33103,3415,15820,2426,438528,9695,163895,7741,59775,4560,33066,3263,26709,3063,9173,1509,4625,1099,2458,1075,2090,776,61389,5227,18247,2520,4502,1160,33606,3790,5034,1403,33558,3708,21065,2911,12493,1997,106596,6436,23831,2444,14294,2407,8367,1411,5927,1962,17955,2977,9160,1828,41356,4208,145311,6803,42669,3588,102642,6139,3085,982,464,282,548,374,2073,864,19641,2325,6400,1479,8673,1494,4568,998,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,83133,3951,43999,3003,13476,2588,6221,1895,4224,1614,1997,930,3144,1171,1527,806,1439,728,178,214,3018,1395,873,496,313,330,1066,1052,766,459,1093,641,385,303,708,529,8174,1831,262,237,2677,1209,1093,644,1584,1026,2306,822,1747,745,1182,815,8479,1657,3521,996,4958,1341,5066,1454,137,161,2529,863,2400,1094,8804,1591,1740,693,4110,1103,2954,1133,39134,2509,10665,1833,4357,1224,2670,1054,1687,672,1470,842,981,796,154,187,335,376,3024,1086,846,543,170,210,1704,823,304,214,1814,1023,1429,985,385,229,9157,1453,2978,929,586,479,266,241,320,401,1459,719,1919,832,2215,982,16454,1932,5428,1479,11026,1773,258,252,0,201,93,160,165,205,2600,1267,1256,877,1091,894,253,222,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,152329,4673,69787,3386,19936,2157,6145,1335,3175,970,2970,1075,3734,1148,1692,837,1655,682,387,388,7734,1486,2803,909,424,265,2386,977,2121,834,2323,1029,1819,925,504,475,18482,2321,2945,1020,4759,1262,1834,593,2925,1143,3539,1082,4428,1207,2811,913,12503,2177,5321,1475,7182,1650,6196,1391,0,198,3010,993,3186,991,12670,2026,4441,1059,4482,1332,3747,1075,82542,3013,25215,2345,7512,1466,4145,1130,3367,1012,965,445,561,373,225,221,179,172,10734,1547,3932,984,842,423,5761,1372,199,178,6004,1261,3330,835,2674,933,26594,2184,12442,1715,1220,571,653,336,567,472,3850,1007,3450,1215,5632,1120,27135,2773,9485,1750,17650,2236,191,168,0,198,60,100,131,138,3407,764,2343,680,850,464,214,185,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,80538,2984,35381,1950,8002,1670,4019,1279,2300,799,1719,831,1090,496,519,372,476,356,95,92,2234,758,400,285,29,48,1373,603,432,426,659,413,259,226,400,344,7110,1406,677,505,1365,803,1137,778,228,233,1700,727,2772,870,596,379,7144,1592,2775,1011,4369,1301,5493,1406,56,70,1724,781,3713,1398,7632,1573,2342,725,2753,821,2537,1174,45157,2353,16749,1857,6858,1901,4265,1439,2593,1062,1309,611,775,432,0,192,534,489,5970,1209,2270,979,584,374,2823,899,293,218,2612,939,1534,668,1078,620,10816,1598,4040,1134,819,500,652,463,167,167,1525,591,1092,441,3340,974,13582,1866,4136,1153,9446,1520,74,120,0,192,0,192,74,120,3936,1150,2733,1038,981,529,222,255,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,116295,4194,50524,2625,17716,1896,7093,1393,4380,1106,2713,870,3910,923,2645,876,539,295,726,312,6039,1011,1369,558,1399,716,1822,596,1449,671,674,317,194,154,480,242,10755,1758,439,362,3087,858,2828,878,259,231,2273,745,3429,903,1527,778,9598,1649,4934,1314,4664,1182,5095,1405,0,200,3406,1237,1689,698,7360,1499,876,433,3744,1061,2740,1016,65771,3376,27607,2403,10357,1573,5196,1127,5161,1140,2177,719,1510,668,133,136,534,295,12178,1761,2139,794,2958,963,4970,1098,2111,652,2895,840,1396,537,1499,748,16107,1919,4673,1397,2592,936,2035,852,557,405,2420,829,2629,825,3793,1128,18941,1778,5347,914,13594,1607,431,422,0,200,241,347,190,232,2685,791,281,248,2237,795,167,161,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1185042,16468,529062,11706,102388,7485,39170,4699,27274,3608,11896,2442,15950,2467,8097,1886,6871,2150,982,457,32254,3601,6541,1789,2029,783,15323,2840,8361,1944,15014,2971,9041,2084,5973,2348,152481,7702,7416,2195,30934,3316,18722,2707,12212,1932,53949,5249,49045,4864,11137,1909,101690,7909,48715,5940,52975,5339,67997,5349,2269,927,38580,4588,27148,2971,104506,5953,28514,3456,44128,3509,31864,4238,655980,10263,194564,7799,55154,4552,30852,3699,24302,2953,7723,1652,5033,1264,1080,591,1610,737,69303,5025,15766,2371,6210,1559,44699,4101,2628,968,62384,4829,36279,4039,26105,2804,206214,9066,70411,5337,18105,2633,9949,2026,8156,1534,45303,4729,40640,4287,31755,3825,215781,9079,85583,6161,130198,6592,4520,1118,2175,924,1434,870,911,468,34901,4481,15366,3139,11986,2232,7549,1607,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
