GEO_ID,B23002I_001E,B23002I_001M,B23002I_002E,B23002I_002M,B23002I_003E,B23002I_003M,B23002I_004E,B23002I_004M,B23002I_005E,B23002I_005M,B23002I_006E,B23002I_006M,B23002I_007E,B23002I_007M,B23002I_008E,B23002I_008M,B23002I_009E,B23002I_009M,B23002I_010E,B23002I_010M,B23002I_011E,B23002I_011M,B23002I_012E,B23002I_012M,B23002I_013E,B23002I_013M,B23002I_014E,B23002I_014M,B23002I_015E,B23002I_015M,B23002I_016E,B23002I_016M,B23002I_017E,B23002I_017M,B23002I_018E,B23002I_018M,B23002I_019E,B23002I_019M,B23002I_020E,B23002I_020M,B23002I_021E,B23002I_021M,B23002I_022E,B23002I_022M,B23002I_023E,B23002I_023M,B23002I_024E,B23002I_024M,B23002I_025E,B23002I_025M,B23002I_026E,B23002I_026M,B23002I_027E,B23002I_027M,B23002I_028E,B23002I_028M,B23002I_029E,B23002I_029M,B23002I_030E,B23002I_030M,B23002I_031E,B23002I_031M,B23002I_032E,B23002I_032M,B23002I_033E,B23002I_033M,B23002I_034E,B23002I_034M,B23002I_035E,B23002I_035M,B23002I_036E,B23002I_036M,B23002I_037E,B23002I_037M,B23002I_038E,B23002I_038M,B23002I_039E,B23002I_039M,B23002I_040E,B23002I_040M,B23002I_041E,B23002I_041M,B23002I_042E,B23002I_042M,B23002I_043E,B23002I_043M,B23002I_044E,B23002I_044M,B23002I_045E,B23002I_045M,B23002I_046E,B23002I_046M,B23002I_047E,B23002I_047M,B23002I_048E,B23002I_048M,B23002I_049E,B23002I_049M,B23002I_050E,B23002I_050M,B23002I_051E,B23002I_051M,B23002I_052E,B23002I_052M,B23002I_053E,B23002I_053M,B23002I_054E,B23002I_054M,B23002I_055E,B23002I_055M,B23002I_056E,B23002I_056M,B23002I_057E,B23002I_057M,B23002I_058E,B23002I_058M,B23002I_059E,B23002I_059M,B23002I_060E,B23002I_060M,B23002I_061E,B23002I_061M,B23002I_062E,B23002I_062M,B23002I_063E,B23002I_063M,B23002I_064E,B23002I_064M,B23002I_065E,B23002I_065M,B23002I_066E,B23002I_066M,B23002I_067E,B23002I_067M,B23002I_068E,B23002I_068M,B23002I_069E,B23002I_069M,B23002I_070E,B23002I_070M,B23002I_071E,B23002I_071M,B23002I_072E,B23002I_072M,B23002I_073E,B23002I_073M,B23002I_074E,B23002I_074M,B23002I_075E,B23002I_075M,B23002I_076E,B23002I_076M,B23002I_077E,B23002I_077M,B23002I_078E,B23002I_078M,B23002I_079E,B23002I_079M,NAME,B23002I_001MA,B23002I_001EA,B23002I_002MA,B23002I_002EA,B23002I_003EA,B23002I_003MA,B23002I_004MA,B23002I_004EA,B23002I_005EA,B23002I_005MA,B23002I_006EA,B23002I_006MA,B23002I_007MA,B23002I_007EA,B23002I_008EA,B23002I_008MA,B23002I_009EA,B23002I_009MA,B23002I_010MA,B23002I_010EA,B23002I_011EA,B23002I_011MA,B23002I_012EA,B23002I_012MA,B23002I_013MA,B23002I_013EA,B23002I_014EA,B23002I_014MA,B23002I_015EA,B23002I_015MA,B23002I_016EA,B23002I_016MA,B23002I_017EA,B23002I_017MA,B23002I_018EA,B23002I_018MA,B23002I_019MA,B23002I_019EA,B23002I_020EA,B23002I_020MA,B23002I_021MA,B23002I_021EA,B23002I_022EA,B23002I_022MA,B23002I_023EA,B23002I_023MA,B23002I_024EA,B23002I_024MA,B23002I_025EA,B23002I_025MA,B23002I_026MA,B23002I_026EA,B23002I_027EA,B23002I_027MA,B23002I_028EA,B23002I_028MA,B23002I_029EA,B23002I_029MA,B23002I_030EA,B23002I_030MA,B23002I_031EA,B23002I_031MA,B23002I_032MA,B23002I_032EA,B23002I_033EA,B23002I_033MA,B23002I_034EA,B23002I_034MA,B23002I_035MA,B23002I_035EA,B23002I_036EA,B23002I_036MA,B23002I_037MA,B23002I_037EA,B23002I_038EA,B23002I_038MA,B23002I_039EA,B23002I_039MA,B23002I_040MA,B23002I_040EA,B23002I_041EA,B23002I_041MA,B23002I_042EA,B23002I_042MA,B23002I_043MA,B23002I_043EA,B23002I_044EA,B23002I_044MA,B23002I_045EA,B23002I_045MA,B23002I_046MA,B23002I_046EA,B23002I_047EA,B23002I_047MA,B23002I_048MA,B23002I_048EA,B23002I_049EA,B23002I_049MA,B23002I_050EA,B23002I_050MA,B23002I_051MA,B23002I_051EA,B23002I_052EA,B23002I_052MA,B23002I_053EA,B23002I_053MA,B23002I_054MA,B23002I_054EA,B23002I_055EA,B23002I_055MA,B23002I_056EA,B23002I_056MA,B23002I_057MA,B23002I_057EA,B23002I_058EA,B23002I_058MA,B23002I_059EA,B23002I_059MA,B23002I_060MA,B23002I_060EA,B23002I_061EA,B23002I_061MA,B23002I_062MA,B23002I_062EA,B23002I_063EA,B23002I_063MA,B23002I_064EA,B23002I_064MA,B23002I_065EA,B23002I_065MA,B23002I_066EA,B23002I_066MA,B23002I_067EA,B23002I_067MA,B23002I_068EA,B23002I_068MA,B23002I_069MA,B23002I_069EA,B23002I_070EA,B23002I_070MA,B23002I_071EA,B23002I_071MA,B23002I_072EA,B23002I_072MA,B23002I_073EA,B23002I_073MA,B23002I_074MA,B23002I_074EA,B23002I_075EA,B23002I_075MA,B23002I_076MA,B23002I_076EA,B23002I_077EA,B23002I_077MA,B23002I_078EA,B23002I_078MA,B23002I_079EA,B23002I_079MA,state
0400000US01,124219,2369,70202,2821,5351,1455,1837,847,0,190,1837,847,932,656,905,577,3514,1154,10322,1466,8610,1507,266,161,8344,1543,7133,1493,1211,674,1712,690,48360,3135,44959,3381,542,529,44417,3450,41551,3597,2866,1456,3401,1049,3547,1124,2434,1013,0,190,2434,1013,2409,1018,25,45,1113,528,1059,550,656,457,656,457,0,190,403,310,1563,625,328,268,328,268,0,190,1235,539,54017,3041,5688,1365,2226,879,0,190,2226,879,1698,845,528,264,3462,1218,5796,1214,2596,846,0,190,2596,846,2035,796,561,404,3200,966,35705,2707,24335,3066,561,404,23774,3072,19687,2729,4087,1847,11370,2075,2699,878,1343,614,0,190,1343,614,1256,598,87,214,1356,608,1532,868,415,728,415,728,0,190,1117,529,2597,865,31,45,0,190,31,45,2566,860,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,28192,568,13904,544,1635,752,1145,641,134,179,1011,606,684,430,327,305,490,297,2827,779,2700,782,1063,662,1637,501,1570,483,67,96,127,88,7781,869,6547,1141,361,248,6186,1194,5879,1211,307,319,1234,597,1107,474,930,487,0,149,930,487,622,408,308,376,177,154,349,250,142,144,142,144,0,149,207,194,205,199,65,108,65,108,0,149,140,140,14288,575,1673,575,929,479,77,108,852,476,791,461,61,107,744,392,2151,454,2041,442,44,96,1997,447,1868,483,129,193,110,135,8208,514,6646,895,93,154,6553,916,6098,944,455,296,1562,739,1511,389,1222,353,0,149,1222,353,1222,353,0,149,289,167,304,149,128,119,128,119,0,149,176,128,441,171,35,53,35,53,0,149,406,184,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1318817,2878,661235,1968,78580,2388,28626,2554,99,126,28527,2558,17955,2269,10572,1911,49954,2985,89132,1573,68108,3127,526,394,67582,3203,53298,3906,14284,3061,21024,2752,388219,1296,328300,3675,705,399,327595,3663,292038,5235,35557,4201,59919,3484,59244,879,39240,2173,0,229,39240,2173,34872,2349,4368,1100,20004,2376,16048,1739,5637,1375,4673,1216,964,566,10411,1541,30012,1749,2810,716,2610,695,200,175,27202,1683,657582,2612,71259,2835,22469,3069,0,229,22469,3069,15391,2291,7078,2211,48790,3443,82557,1279,52517,3315,123,136,52394,3342,40436,3551,11958,2424,30040,3302,381100,1050,250084,7143,169,315,249915,7111,221415,7718,28500,3227,131016,6997,63945,559,36810,2509,0,229,36810,2509,32673,2252,4137,1210,27135,2446,19785,1751,3708,1010,3590,1013,118,148,16077,1689,38936,1836,2577,781,2416,769,161,165,36359,1914,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,119487,1830,65703,1862,7594,1510,2694,1143,59,100,2635,1145,2083,1076,552,463,4900,1197,9045,1395,8244,1438,211,188,8033,1456,7741,1500,292,356,801,389,42944,1903,37556,1909,214,207,37342,1901,34973,2045,2369,1142,5388,1108,3896,877,3224,915,0,192,3224,915,3111,942,113,134,672,332,329,272,45,77,45,77,0,192,284,264,1895,723,366,282,179,189,187,222,1529,741,53784,1443,6116,1289,2745,941,0,192,2745,941,2295,869,450,422,3371,1122,6674,1399,4667,1024,83,150,4584,1030,3859,991,725,630,2007,931,35259,1585,20516,2280,116,110,20400,2265,18322,2124,2078,904,14743,1886,4143,851,3170,753,0,192,3170,753,3017,775,153,208,973,482,370,278,236,234,191,215,45,74,134,139,1222,440,12,31,12,31,0,192,1210,443,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10124063,7707,5098506,6156,563069,5843,184400,6142,2291,1054,182109,6095,102779,4696,79330,4632,378669,7763,666578,1674,534993,5252,10438,1736,524555,5394,415720,7245,108835,5889,131585,5026,3072160,1628,2731262,10545,9906,1762,2721356,10388,2431034,12653,290322,9283,340898,10605,458503,1040,327306,6524,0,208,327306,6524,288586,7107,38720,3432,131197,6466,117337,3706,40090,2665,34810,2459,5280,1224,77247,3759,220859,3630,24808,2211,21959,2130,2849,847,196051,3671,5025557,5082,533654,5354,152228,6096,212,272,152016,6094,92278,4840,59738,4167,381426,7641,605749,1842,417329,6396,1018,583,416311,6492,334580,6574,81731,4882,188420,6332,2928616,1762,2049558,13859,1740,828,2047818,13812,1786394,14983,261424,8696,879058,13892,500217,968,262052,4689,46,78,262006,4696,229270,5051,32736,3231,238165,4876,145693,3858,35513,2821,31310,2693,4203,1247,110180,4335,311628,3658,15959,2093,14083,1934,1876,695,295669,4075,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,725276,2842,370842,2263,39682,2225,18105,2296,608,533,17497,2151,10866,1737,6631,1608,21577,2154,46447,1775,39585,2172,1163,423,38422,2271,32352,2578,6070,1481,6862,1404,224390,1221,193465,2852,1399,591,192066,2791,174836,3559,17230,2301,30925,2967,34430,901,22314,1504,0,201,22314,1504,20380,1596,1934,651,12116,1342,9796,993,3782,1055,3116,966,666,408,6014,1042,16097,1101,1332,418,1230,387,102,131,14765,1019,354434,2140,35046,2402,14913,1886,0,201,14913,1886,9936,1369,4977,1297,20133,1947,41952,1843,30322,1991,90,109,30232,1980,24791,2024,5441,1482,11630,2005,210524,1516,151844,3736,242,185,151602,3761,134019,4164,17583,2575,58680,3424,35231,859,21042,1514,0,201,21042,1514,19066,1495,1976,787,14189,1424,10955,933,3021,819,2993,822,28,38,7934,965,20726,1334,1012,445,886,448,126,124,19714,1305,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,349548,1143,173360,897,18464,844,9175,1119,58,130,9117,1087,5316,1053,3801,1088,9289,1138,23230,846,18242,1201,258,248,17984,1202,14403,1584,3581,1032,4988,1069,107362,943,93554,2148,292,282,93262,2223,82739,2751,10523,1811,13808,1966,14634,362,9449,1120,0,198,9449,1120,8419,1119,1030,484,5185,1064,4310,733,1023,473,907,446,116,147,3287,729,5360,721,1213,532,1213,532,0,198,4147,710,176188,1088,17012,1093,7813,964,58,130,7755,945,5205,954,2550,788,9199,1128,21061,774,15932,1444,0,198,15932,1444,12806,1405,3126,1015,5129,1265,107187,563,81047,3064,0,198,81047,3064,69114,3219,11933,2019,26140,2944,16747,447,9032,982,0,198,9032,982,8236,1014,796,323,7715,1032,6103,653,1654,560,1567,575,87,137,4449,647,8078,643,749,347,700,346,49,64,7329,721,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,46264,371,24264,375,1912,910,852,931,0,200,852,931,72,123,780,942,1060,420,2976,915,2450,894,122,162,2328,894,2159,882,169,227,526,475,16411,-555555555,15238,643,0,200,15238,643,14417,838,821,473,1173,643,1800,-555555555,1230,477,0,200,1230,477,690,528,540,527,570,477,543,320,75,94,75,94,0,200,468,324,622,321,279,182,279,182,0,200,343,297,22000,167,1273,628,483,412,0,200,483,412,374,389,109,185,790,489,2616,618,1571,671,0,200,1571,671,1367,610,204,256,1045,757,14100,-555555555,11796,794,0,200,11796,794,9812,1004,1984,799,2304,794,2137,-555555555,1560,417,0,200,1560,417,1340,406,220,264,577,417,568,320,221,190,221,190,0,200,347,307,1306,320,369,256,218,240,151,138,937,189,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3362438,4256,1651069,4191,142515,4136,45212,4046,436,296,44776,4017,30387,3806,14389,2456,97303,5281,181620,3332,136263,4479,1556,547,134707,4419,108469,5332,26238,3796,45357,4326,961164,3489,841681,8098,2965,1246,838716,8181,744422,9488,94294,6219,119483,7617,176524,1958,131961,3852,0,238,131961,3852,114638,3890,17323,2326,44563,3854,56858,3414,22929,2038,20314,2005,2615,640,33929,3274,132388,3834,19373,2627,17068,2669,2305,836,113015,3856,1711369,3691,125676,4689,38900,3356,70,102,38830,3360,25203,2897,13627,2529,86776,4071,159024,3772,109137,4919,401,443,108736,4813,90535,4228,18201,2910,49887,4294,948983,3477,712879,9361,440,395,712439,9362,630145,10488,82294,5847,236104,9802,210486,2112,123046,4367,0,238,123046,4367,106667,4760,16379,2023,87440,4971,75523,3598,18591,3068,16608,2860,1983,909,56932,3534,191677,3953,8089,1365,7178,1343,911,465,183588,4026,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
