GEO_ID,B08412_001E,B08412_001M,B08412_002E,B08412_002M,B08412_003E,B08412_003M,B08412_004E,B08412_004M,B08412_005E,B08412_005M,B08412_006E,B08412_006M,B08412_007E,B08412_007M,B08412_008E,B08412_008M,B08412_009E,B08412_009M,B08412_010E,B08412_010M,B08412_011E,B08412_011M,B08412_012E,B08412_012M,B08412_013E,B08412_013M,B08412_014E,B08412_014M,B08412_015E,B08412_015M,B08412_016E,B08412_016M,B08412_017E,B08412_017M,B08412_018E,B08412_018M,B08412_019E,B08412_019M,B08412_020E,B08412_020M,B08412_021E,B08412_021M,B08412_022E,B08412_022M,B08412_023E,B08412_023M,B08412_024E,B08412_024M,B08412_025E,B08412_025M,B08412_026E,B08412_026M,B08412_027E,B08412_027M,B08412_028E,B08412_028M,B08412_029E,B08412_029M,B08412_030E,B08412_030M,B08412_031E,B08412_031M,B08412_032E,B08412_032M,B08412_033E,B08412_033M,B08412_034E,B08412_034M,B08412_035E,B08412_035M,B08412_036E,B08412_036M,B08412_037E,B08412_037M,B08412_038E,B08412_038M,B08412_039E,B08412_039M,NAME,B08412_001EA,B08412_001MA,B08412_002MA,B08412_002EA,B08412_003MA,B08412_003EA,B08412_004EA,B08412_004MA,B08412_005EA,B08412_005MA,B08412_006EA,B08412_006MA,B08412_007MA,B08412_007EA,B08412_008MA,B08412_008EA,B08412_009EA,B08412_009MA,B08412_010EA,B08412_010MA,B08412_011EA,B08412_011MA,B08412_012EA,B08412_012MA,B08412_013MA,B08412_013EA,B08412_014MA,B08412_014EA,B08412_015EA,B08412_015MA,B08412_016EA,B08412_016MA,B08412_017EA,B08412_017MA,B08412_018EA,B08412_018MA,B08412_019EA,B08412_019MA,B08412_020EA,B08412_020MA,B08412_021EA,B08412_021MA,B08412_022EA,B08412_022MA,B08412_023EA,B08412_023MA,B08412_024MA,B08412_024EA,B08412_025MA,B08412_025EA,B08412_026EA,B08412_026MA,B08412_027EA,B08412_027MA,B08412_028EA,B08412_028MA,B08412_029EA,B08412_029MA,B08412_030MA,B08412_030EA,B08412_031MA,B08412_031EA,B08412_032EA,B08412_032MA,B08412_033MA,B08412_033EA,B08412_034EA,B08412_034MA,B08412_035MA,B08412_035EA,B08412_036MA,B08412_036EA,B08412_037EA,B08412_037MA,B08412_038EA,B08412_038MA,B08412_039EA,B08412_039MA,state
0400000US01,1863630,18277,55983,4092,192560,9564,289000,8241,318831,9480,290345,8629,108965,5559,264075,8752,46183,3912,52576,4470,133486,6569,76867,4965,34759,3098,970681,11072,31640,3151,90494,6240,135346,5666,158502,5891,150325,6353,54203,3602,139571,6726,26054,2818,29414,3172,78058,4618,51034,3782,26040,2580,892949,12243,24343,2873,102066,6019,153654,5667,160329,7621,140020,6356,54762,3884,124504,5744,20129,2502,23162,2447,55428,4654,25833,2754,8719,1707,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,339050,6130,27709,2564,58707,3473,63471,3668,64643,5578,52295,4314,14653,2288,25751,2669,3986,1188,3377,1124,8283,1440,9944,2069,6231,1304,186364,4007,16565,1961,30606,2505,33075,2774,34478,3439,28296,2748,8315,1605,13874,1895,2787,1089,1521,643,5052,973,6982,1398,4813,1122,152686,4625,11144,1551,28101,2086,30396,2612,30165,3471,23999,2628,6338,1326,11877,1768,1199,515,1856,819,3231,919,2962,996,1418,831,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2477654,19011,64606,5036,239492,9319,350383,13311,375785,12978,379875,11051,171095,9032,386858,13999,80776,6182,99900,7096,181684,9856,101312,8488,45888,4481,1331402,15924,32257,3327,114953,6202,177361,8343,198900,8697,207577,8534,91277,6638,211209,10641,45024,5272,55631,5277,108073,7349,61280,6459,27860,3038,1146252,14865,32349,3703,124539,5860,173022,8889,176885,9145,172298,7844,79818,5299,175649,8878,35752,3818,44269,4994,73611,5336,40032,5127,18028,2939,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1174257,11250,63375,4165,168123,7535,211093,8146,196369,8129,165408,7942,62912,5461,131696,6318,25789,2730,28542,2567,63619,4132,36737,3668,20594,2417,621734,8173,33138,2942,84342,5233,109261,5284,98969,5489,83745,5123,33053,3584,73444,4560,13768,1931,16622,2062,36360,2775,24886,2931,14146,2158,552523,7853,30237,2486,83781,4963,101832,5801,97400,5449,81663,5398,29859,3264,58252,4419,12021,2084,11920,1675,27259,2838,11851,1921,6448,1459,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15185137,40309,341863,9847,1304485,20379,2079631,24104,2371167,33168,2221822,23111,843822,18344,2300828,27277,374858,11132,597631,15764,1217722,18888,1060683,17354,470625,15165,8309742,29519,172468,6522,649181,13038,1066519,17032,1241515,22075,1199265,16787,458602,15196,1300799,19978,212006,8154,338644,11305,708545,13354,659250,14816,302948,11818,6875395,28635,169395,6537,655304,15404,1013112,17334,1129652,20677,1022557,15647,385220,9921,1000029,17823,162852,7411,258987,8471,509177,12687,401433,9929,167677,7616,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2307427,14330,82837,5242,245630,7499,334996,11622,380328,11275,351951,8714,147452,6508,320046,10533,58131,4874,83220,4975,154389,6963,103247,7118,45200,4055,1245544,9968,41325,3970,121136,5890,172871,8149,197905,7687,189198,6702,82064,4713,178222,6946,30964,3287,48380,4198,85960,5082,65560,5392,31959,2979,1061883,9701,41512,3468,124494,5649,162125,7085,182423,7511,162753,6379,65388,4169,141824,7330,27167,3193,34840,3354,68429,4191,37687,3055,13241,2395,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1638518,13448,50226,4603,168591,6835,246791,8607,266616,10625,261305,8999,107622,5976,211266,8208,46110,3762,61533,4257,112825,5610,74698,4521,30935,3182,846680,9364,26525,3551,72110,5017,120238,6035,134636,6695,131419,6138,55011,3993,116328,5923,27149,2710,33600,2906,64350,3704,44755,3757,20559,2422,791838,9895,23701,2551,96481,4622,126553,4982,131980,5863,129886,5241,52611,4118,94938,5142,18961,2412,27933,3069,48475,3983,29943,2842,10376,1666,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,392710,7003,9361,1492,36676,3179,57971,4241,69555,4122,70633,3994,24114,2524,48752,4269,9845,1508,14059,1842,26942,3325,17654,2103,7148,1267,197564,4744,4832,1087,19204,2232,24842,2691,34417,3054,34728,3222,11618,1572,25376,2860,4925,970,8149,1566,14997,2352,10197,1527,4279,765,195146,4967,4529,1034,17472,1833,33129,2948,35138,2897,35905,2604,12496,1985,23376,2662,4920,1028,5910,1126,11945,1771,7457,1195,2869,906,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,790881,14253,4344,847,15376,2281,27041,3291,52109,3540,75102,4331,36538,3210,124165,6099,34111,2914,57397,4187,148317,6767,153478,7588,62903,4919,409464,9934,2165,593,9019,1799,14598,2917,25213,2519,42287,3183,18596,1997,62964,4369,18985,2214,29805,2942,72735,4749,79459,5463,33638,3938,381417,9504,2179,611,6357,1357,12443,1728,26896,2585,32815,2944,17942,2241,61201,3820,15126,1892,27592,2701,75582,4788,74019,4478,29265,3250,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7583135,36127,154412,8086,592364,15918,976041,23335,1185830,21216,1265442,26409,525274,14895,1243974,20090,231751,12121,307241,11000,617266,17041,347083,12942,136457,8593,3903507,24417,77329,5986,283924,10633,470215,15958,583235,16058,650510,17964,263447,11083,657586,16769,124685,8607,161928,8510,341756,12119,201814,10742,87078,5832,3679628,24641,77083,4842,308440,11662,505826,12804,602595,14367,614932,16152,261827,10899,586388,14000,107066,6917,145313,7264,275510,9383,145269,6854,49379,4835,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3960961,29001,100005,6246,326594,12519,538963,12039,607186,15985,579384,17013,227225,9231,575846,15923,119428,7388,163632,9303,360833,12805,259335,10669,102530,7206,2080094,18624,49894,4497,157596,7778,266061,9333,298349,10467,290783,10981,116035,7316,318770,11544,65078,5263,93128,6404,205619,8583,154085,10030,64696,5391,1880867,18752,50111,4387,168998,7805,272902,9319,308837,9697,288601,10140,111190,5999,257076,10240,54350,5387,70504,5971,155214,8161,105250,6013,37834,4500,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,620415,8433,15608,2222,60261,4025,82668,4786,89569,5035,92074,4183,29680,2640,113183,5562,14244,2099,22969,2522,50149,3798,37378,3466,12632,2332,334882,5644,8571,1472,28892,2749,43647,3809,47831,3502,52023,3339,18473,2211,59767,3676,8450,1682,13373,2135,26374,2315,19642,2495,7839,1787,285533,5758,7037,1293,31369,2449,39021,3093,41738,3622,40051,2699,11207,1550,53416,3607,5794,1069,9596,1357,23775,2639,17736,2180,4793,1101,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,609506,9141,40751,3679,98017,4948,123780,5807,111234,5904,86497,5478,27150,2854,52887,5046,8850,1751,12518,1901,25255,3001,14304,1805,8263,1522,327822,6512,23480,2401,47373,3205,64175,4017,56059,3800,47643,4191,14410,2195,30892,3695,5284,1201,6083,1283,16346,1883,10221,1752,5856,1240,281684,6694,17271,2453,50644,3822,59605,4118,55175,4208,38854,3424,12740,1779,21995,2775,3566,1213,6435,1396,8909,2021,4083,728,2407,721,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5573927,24956,157872,6495,518527,11620,712587,13248,734945,15482,733056,12064,325254,10289,768102,16279,173733,7144,277088,9534,544868,13511,456983,12840,170912,7753,2933930,16508,82014,4419,245781,9456,353884,9948,359687,10792,374241,8951,162084,7275,426488,12577,93019,5117,157278,8254,307045,11328,265832,9238,106577,5533,2639997,15567,75858,3992,272746,7639,358703,8990,375258,9872,358815,9674,163170,6653,341614,9347,80714,4528,119810,4953,237823,8062,191151,8479,64335,4369,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2745486,18757,99136,4477,324864,9562,437483,11117,452091,11541,425802,10921,185031,6896,333289,8698,75459,4238,94823,5876,175732,6722,93729,5510,48047,3127,1444431,13444,52925,3594,155213,5839,214795,7599,224646,8658,218415,7983,100468,5225,184144,6055,42912,3308,51285,4246,105474,5528,61231,4370,32923,2778,1301055,12217,46211,2971,169651,7043,222688,7425,227445,6956,207387,6977,84563,4436,149145,6245,32547,2784,43538,4033,70258,4238,32498,3051,15124,1926,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1446999,11076,100503,4664,254998,7439,283038,7792,234855,7172,199487,6210,84068,4583,125333,4961,26557,1901,32540,2291,52333,3340,35306,2830,17981,2070,757465,8111,54161,3391,126395,5294,144451,4808,118965,5415,102292,4927,44802,3225,66861,4096,14392,1414,18377,1764,32120,2539,22779,2246,11870,1612,689534,6965,46342,2571,128603,4962,138587,5391,115890,4332,97195,4253,39266,3197,58472,3122,12165,1088,14163,1860,20213,1942,12527,1540,6111,956,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1329029,12988,79839,3720,219118,7169,246472,8568,234492,6821,196617,6495,74187,4555,127026,5421,24501,2358,28876,2644,50462,3598,28869,2495,18570,2521,706958,8933,41995,2818,107285,4436,125668,5397,122980,4801,103483,4592,39514,3451,72571,3594,14314,1743,16166,1806,30545,3006,18354,2057,14083,2339,622071,9073,37844,2490,111833,4645,120804,5410,111512,4592,93134,4513,34673,2724,54455,3520,10187,1538,12710,1613,19917,1995,10515,1423,4487,869,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1781607,15416,65336,4128,206576,8204,280483,7698,306672,8877,286965,8635,120665,6084,218400,6409,43515,3297,51940,3462,101114,5664,68081,4112,31860,2602,934405,11332,35496,2904,100303,5334,132870,6196,152678,5483,148777,7173,62035,3956,123234,5419,24724,2685,29241,2524,58322,4295,44171,3321,22554,1953,847202,10233,29840,2802,106273,5187,147613,5766,153994,6301,138188,6161,58630,3887,95166,4446,18791,2032,22699,2348,42792,3243,23910,2162,9306,1450,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1912595,17903,70020,4696,208263,7299,302972,10370,330666,10986,285441,11235,95451,5352,257307,8537,42410,3905,48828,3950,122347,5643,90653,5291,58237,3699,999900,11892,35506,3283,101492,4835,142018,6105,162211,7421,146301,7134,49260,4169,139429,5904,21798,3030,25352,2809,68754,4196,60480,4344,47299,3398,912695,11198,34514,3023,106771,4845,160954,7324,168455,7606,139140,7279,46191,3889,117878,5821,20612,2418,23476,2427,53593,3582,30173,2726,10938,1446,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
