GEO_ID,B13002H_001E,B13002H_001M,B13002H_002E,B13002H_002M,B13002H_003E,B13002H_003M,B13002H_004E,B13002H_004M,B13002H_005E,B13002H_005M,B13002H_006E,B13002H_006M,B13002H_007E,B13002H_007M,NAME,B13002H_001MA,B13002H_001EA,B13002H_002MA,B13002H_002EA,B13002H_003EA,B13002H_003MA,B13002H_004EA,B13002H_004MA,B13002H_005MA,B13002H_005EA,B13002H_006EA,B13002H_006MA,B13002H_007EA,B13002H_007MA,state
0400000US01,740597,2369,41280,3929,31470,3263,9810,1745,699317,4467,366396,7849,332921,7675,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,110497,966,6748,1700,4977,1384,1771,917,103749,2105,54251,2767,49498,2813,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,795064,3688,37338,3902,27428,3225,9910,1938,757726,5243,345465,9071,412261,9482,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,496940,2239,24190,2793,18330,2505,5860,1367,472750,3108,247980,5799,224770,5287,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3343447,7107,153385,6440,117943,5610,35442,3178,3190062,10601,1423938,16300,1766124,17562,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,851919,2787,43850,3564,32816,2919,11034,2072,808069,4589,386569,7261,421500,7743,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,569850,2763,21280,2207,15390,1643,5890,1362,548570,3484,256472,5391,292098,5097,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,133968,1022,5984,1230,4209,1053,1775,600,127984,1682,54096,2468,73888,2404,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,75433,402,1912,644,1823,648,89,77,73521,799,16583,1422,56938,1444,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2231684,5727,89131,5778,60758,4629,28373,3611,2142553,7709,960034,12957,1182519,13932,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1292192,5042,65612,5042,50488,4332,15124,2430,1226580,7811,629902,9907,596678,11015,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,67509,878,5541,1154,4918,1137,623,400,61968,1446,33145,2183,28823,2196,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,305426,1692,19259,2492,15157,2383,4102,1163,286167,2891,148121,4539,138046,4999,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1904069,3724,87107,4729,64696,3688,22411,2238,1816962,6097,855048,9384,961914,10299,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1248646,2474,65700,3931,44368,3269,21332,2354,1182946,4738,554839,8549,628107,8407,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,613870,2107,31206,2637,22327,2213,8879,1517,582664,3322,282697,5506,299967,5968,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,511416,2274,31516,2650,23290,2392,8226,1530,479900,3594,238000,6416,241900,5667,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,892259,2667,45699,3655,30108,2932,15591,2325,846560,4304,421961,8146,424599,7917,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,645407,2884,33891,3069,23606,2866,10285,1680,611516,4380,302333,6675,309183,6471,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,282341,1471,12710,1662,8605,1324,4105,934,269631,2210,119117,3990,150514,4161,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,733215,2618,35477,3327,25358,2878,10119,1980,697738,3946,333429,6607,364309,6628,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1194378,4062,51879,3614,38597,3222,13282,2156,1142499,5221,492214,9314,650285,8875,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1728211,3019,85267,4227,61499,3693,23768,2314,1642944,4931,769341,7898,873603,8403,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1034031,2141,54372,3236,41309,2557,13063,1788,979659,4071,475680,7188,503979,7564,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,392517,2755,19465,2128,13729,1692,5736,1399,373052,3405,190189,5830,182863,6301,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1132677,2988,60534,4119,41944,3491,18590,2196,1072143,5193,527730,9382,544413,9494,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,192634,1412,10882,1390,8602,1246,2280,727,181752,1990,88774,3550,92978,3478,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,345938,1442,19537,1889,15361,1752,4176,800,326401,2380,161381,4136,165020,3928,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,321486,2247,15318,2576,11356,2336,3962,1132,306168,3531,139836,5252,166332,5897,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,285735,1401,12711,1979,10247,1824,2464,824,273024,2420,127184,3379,145840,3174,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1147508,3463,51147,3417,43638,2987,7509,1443,1096361,4955,532838,8762,563523,9131,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,168103,1893,8701,1651,6333,1427,2368,880,159402,2750,76360,3456,83042,3868,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2625226,5125,123759,5526,98748,5179,25011,2242,2501467,7010,1099328,11605,1402139,11142,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1469964,4606,72956,5598,55592,4517,17364,2597,1397008,7242,735436,10687,661572,11549,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,138718,853,8650,1592,6673,1355,1977,733,130068,1937,62491,2893,67577,3136,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2156117,3266,107459,4750,73086,3899,34373,3167,2048658,5875,964789,10533,1083869,10926,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,592349,2124,33169,2223,22052,1943,11117,1591,559180,3146,295946,5517,263234,4684,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,689318,2548,32800,3258,23070,2772,9730,1663,656518,4046,302924,7037,353594,7263,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2287972,4112,101861,4556,70054,3541,31807,2931,2186111,6526,1017836,11174,1168275,12143,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,188855,1708,7842,1294,5486,927,2356,835,181013,2142,74731,3679,106282,3571,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,686622,3392,37946,3478,27881,2779,10065,2087,648676,4853,340780,7616,307896,7548,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,155747,1127,7976,1613,6046,1423,1930,620,147771,1820,72983,3000,74788,3101,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1136276,3738,55625,3959,40416,3348,15209,2146,1080651,5471,553087,9062,527564,8928,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2672051,6490,128217,7508,97555,6130,30662,4127,2543834,10356,1285409,14992,1258425,15855,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,558355,2195,40239,3161,35988,2958,4251,1039,518116,3626,275138,5720,242978,5395,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,137122,901,5493,993,3870,873,1623,452,131629,1149,60352,2214,71277,2225,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1242305,3405,62711,3944,48865,3732,13846,1779,1179594,5267,600548,7912,579046,9021,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1144464,3438,56779,3707,42276,3334,14503,2023,1087685,5149,525475,8103,562210,7890,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,391971,2463,17355,2230,11483,1745,5872,1274,374616,3506,179174,4200,195442,5090,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1094090,2416,54073,3171,40324,2782,13749,1583,1040017,3973,501646,7994,538371,7996,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,111459,1018,5705,1140,3992,770,1713,737,105754,1478,51321,2584,54433,2874,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,7149,1441,359,272,243,240,116,127,6790,1451,2773,902,4017,1184,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
