GEO_ID,B08006_001E,B08006_001M,B08006_002E,B08006_002M,B08006_003E,B08006_003M,B08006_004E,B08006_004M,B08006_005E,B08006_005M,B08006_006E,B08006_006M,B08006_007E,B08006_007M,B08006_008E,B08006_008M,B08006_009E,B08006_009M,B08006_010E,B08006_010M,B08006_011E,B08006_011M,B08006_012E,B08006_012M,B08006_013E,B08006_013M,B08006_014E,B08006_014M,B08006_015E,B08006_015M,B08006_016E,B08006_016M,B08006_017E,B08006_017M,B08006_018E,B08006_018M,B08006_019E,B08006_019M,B08006_020E,B08006_020M,B08006_021E,B08006_021M,B08006_022E,B08006_022M,B08006_023E,B08006_023M,B08006_024E,B08006_024M,B08006_025E,B08006_025M,B08006_026E,B08006_026M,B08006_027E,B08006_027M,B08006_028E,B08006_028M,B08006_029E,B08006_029M,B08006_030E,B08006_030M,B08006_031E,B08006_031M,B08006_032E,B08006_032M,B08006_033E,B08006_033M,B08006_034E,B08006_034M,B08006_035E,B08006_035M,B08006_036E,B08006_036M,B08006_037E,B08006_037M,B08006_038E,B08006_038M,B08006_039E,B08006_039M,B08006_040E,B08006_040M,B08006_041E,B08006_041M,B08006_042E,B08006_042M,B08006_043E,B08006_043M,B08006_044E,B08006_044M,B08006_045E,B08006_045M,B08006_046E,B08006_046M,B08006_047E,B08006_047M,B08006_048E,B08006_048M,B08006_049E,B08006_049M,B08006_050E,B08006_050M,B08006_051E,B08006_051M,NAME,B08006_001EA,B08006_001MA,B08006_002MA,B08006_002EA,B08006_003MA,B08006_003EA,B08006_004MA,B08006_004EA,B08006_005EA,B08006_005MA,B08006_006EA,B08006_006MA,B08006_007EA,B08006_007MA,B08006_008MA,B08006_008EA,B08006_009MA,B08006_009EA,B08006_010EA,B08006_010MA,B08006_011EA,B08006_011MA,B08006_012EA,B08006_012MA,B08006_013EA,B08006_013MA,B08006_014MA,B08006_014EA,B08006_015MA,B08006_015EA,B08006_016EA,B08006_016MA,B08006_017EA,B08006_017MA,B08006_018EA,B08006_018MA,B08006_019MA,B08006_019EA,B08006_020MA,B08006_020EA,B08006_021EA,B08006_021MA,B08006_022EA,B08006_022MA,B08006_023EA,B08006_023MA,B08006_024MA,B08006_024EA,B08006_025MA,B08006_025EA,B08006_026MA,B08006_026EA,B08006_027EA,B08006_027MA,B08006_028EA,B08006_028MA,B08006_029EA,B08006_029MA,B08006_030MA,B08006_030EA,B08006_031MA,B08006_031EA,B08006_032EA,B08006_032MA,B08006_033EA,B08006_033MA,B08006_034EA,B08006_034MA,B08006_035MA,B08006_035EA,B08006_036MA,B08006_036EA,B08006_037MA,B08006_037EA,B08006_038EA,B08006_038MA,B08006_039EA,B08006_039MA,B08006_040EA,B08006_040MA,B08006_041MA,B08006_041EA,B08006_042MA,B08006_042EA,B08006_043EA,B08006_043MA,B08006_044EA,B08006_044MA,B08006_045EA,B08006_045MA,B08006_046MA,B08006_046EA,B08006_047MA,B08006_047EA,B08006_048MA,B08006_048EA,B08006_049EA,B08006_049MA,B08006_050EA,B08006_050MA,B08006_051EA,B08006_051MA,state
0400000US01,1953274,17253,1851463,17298,1657419,17029,194044,9491,149855,8394,29767,3559,14422,2439,9329,1497,8839,1452,64,106,426,369,0,190,0,190,2886,994,21156,2707,17314,2244,51126,4304,1019461,11275,959229,11577,850385,10873,108844,6340,81443,5597,17984,3054,9417,1866,4645,1198,4219,1078,0,190,426,369,0,190,0,190,2465,887,12499,1992,12337,1875,28286,3317,933813,12023,892234,11802,807034,11828,85200,5208,68412,4627,11783,1859,5005,1120,4684,1117,4620,1134,64,106,0,190,0,190,0,190,421,275,8657,1569,4977,1234,22840,2136,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,348777,5794,281191,6184,237947,6151,43244,3560,35067,3264,4556,968,3621,816,6474,1704,6165,1664,0,149,92,105,0,149,217,199,3558,868,26407,1773,14272,1440,16875,2033,189514,3283,148870,3981,126293,4170,22577,2389,17543,2044,2151,677,2883,747,3418,1300,3186,1265,0,149,27,32,0,149,205,200,2758,835,15614,1579,9790,1146,9064,1583,159263,4474,132321,4358,111654,4405,20667,2317,17524,2121,2405,810,738,338,3056,1076,2979,1057,0,149,65,90,0,149,12,30,800,293,10793,1263,4482,688,7811,1386,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2650164,18238,2318617,19908,2009959,20339,308658,11901,244617,11886,36555,4370,27486,3543,52557,4841,49330,4595,1858,1179,1114,571,135,132,120,201,29186,3738,58221,6439,45801,4208,145782,8522,1422670,14682,1239793,16472,1072170,15930,167623,8761,130769,8637,21010,3099,15844,2796,26597,3410,24828,3335,1261,814,447,354,61,100,0,229,22575,3379,29382,3477,31188,3446,73135,5731,1227494,13838,1078824,14709,937789,13939,141035,8123,113848,7822,15545,2225,11642,2114,25960,3064,24502,2930,597,504,667,442,74,87,120,201,6611,1529,28839,5069,14613,2663,72647,4879,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1215837,12175,1131228,11544,1006040,12866,125188,7263,97386,5888,16028,2078,11774,2703,5271,1187,5120,1194,0,192,89,143,62,106,0,192,2143,873,22777,2684,13849,2297,40569,3617,641090,8414,591531,8707,526078,9588,65453,4881,51283,3789,7098,1353,7072,1916,2899,942,2837,938,0,192,0,192,62,106,0,192,1782,837,13777,1861,10139,2029,20962,2368,574747,7958,539697,7704,479962,7835,59735,4171,46103,3924,8930,1436,4702,1184,2372,767,2283,763,0,192,89,143,0,192,0,192,361,279,9000,1728,3710,829,19607,2472,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16047067,39617,13535660,39379,11754858,46377,1780802,26860,1346967,24391,251021,10263,182814,9605,827736,16053,618288,14130,19100,2811,128465,6741,55892,3657,5991,1658,176659,9502,445440,12870,204220,8445,857352,17561,8742310,27503,7395888,28437,6418430,33062,977458,19176,726566,17148,143084,7622,107808,6277,421908,11483,305965,9796,9951,1929,68760,4447,33840,2887,3392,1074,129197,7910,232232,9086,130987,6935,432098,11897,7304757,29648,6139772,27703,5336428,29977,803344,15407,620401,13629,107937,5204,75006,5447,405828,9282,312323,9118,9149,1745,59705,4332,22052,2686,2599,1125,47462,4189,213208,8320,73233,4372,425254,10355,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2477748,12566,2111387,14544,1869617,13390,241770,7994,187226,8370,32164,3866,22380,3015,77042,4988,65680,4605,1466,683,6912,1488,2656,981,328,364,33549,3894,72487,4928,28329,3323,154954,7327,1331573,9245,1129257,11020,990449,10806,138808,6797,106696,6149,17767,2800,14345,2194,43028,3873,36179,3740,917,493,3935,1065,1776,781,221,332,23805,3317,41394,3512,17764,2057,76325,4361,1146175,8818,982130,10193,879168,10709,102962,4635,80530,4805,14397,2097,8035,1802,34014,2905,29501,2680,549,360,2977,1025,880,418,107,129,9744,1583,31093,3054,10565,2219,78629,5117,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1711088,11556,1485715,12330,1336932,12437,148783,8231,114491,7062,21842,3347,12450,2217,80026,4791,46831,4220,137,190,2803,815,30083,2323,172,202,5079,1245,51370,4101,16463,2460,72435,4059,884552,7780,759874,8758,678901,8617,80973,5515,59261,4494,14050,2596,7662,1823,44299,3506,21744,2970,26,45,1798,586,20656,1787,75,120,3850,1002,28442,3330,10615,1883,37472,2825,826536,8275,725841,8931,658031,9396,67810,4886,55230,4183,7792,1557,4788,1051,35727,3255,25087,2631,111,185,1005,428,9427,1632,97,158,1229,563,22928,2167,5848,1371,34963,2780,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,415063,5667,373596,6675,336725,7468,36871,3571,28027,3104,4535,1219,4309,1139,13588,2199,10650,2037,8,13,724,458,2206,767,0,192,922,489,8758,1772,3176,901,15023,1984,212315,3661,190069,4235,170612,4910,19457,2485,15402,2247,1975,742,2080,659,6167,1418,4782,1235,8,13,243,214,1134,642,0,192,490,284,5223,1530,2628,898,7738,1451,202748,4290,183527,4490,166113,4385,17414,2111,12625,1746,2560,752,2229,832,7421,1401,5868,1290,0,192,481,443,1072,578,0,192,432,399,3535,883,548,301,7285,1117,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,306801,5723,121413,4725,101621,4559,19792,2593,14755,2145,3385,1037,1652,764,121460,5348,54598,5422,547,410,65145,3741,1170,565,0,200,9669,1400,36200,3038,3359,956,14700,2159,150382,3659,59614,3393,49688,3210,9926,1749,6690,1251,2235,902,1001,652,57098,3888,24645,3512,305,311,31668,3075,480,278,0,200,5915,1004,19194,2130,1358,561,7203,1558,156419,4335,61799,3306,51933,3214,9866,1500,8065,1484,1150,408,651,388,64362,3596,29953,3238,242,262,33477,2444,690,467,0,200,3754,1109,17006,2156,2001,735,7497,1369,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7991880,34064,7162582,36361,6370889,38977,791693,21826,616545,20090,105023,7561,70125,7046,167591,9709,151503,9067,1141,804,8584,1919,5708,2176,655,536,46365,4321,121801,7502,125428,7427,368113,13214,4131243,23571,3663286,24528,3248275,26001,415011,12850,317910,12270,56850,5629,40251,4825,83360,7534,76441,7212,750,752,3657,1174,1958,753,554,503,35659,3737,66930,6262,84523,6434,197485,8991,3860637,23822,3499296,24109,3122614,25130,376682,12606,298635,11418,48173,4299,29874,4223,84231,6100,75062,5495,391,400,4927,1496,3750,2023,101,172,10706,1923,54871,4112,40905,4322,170628,8641,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
