GEO_ID,B05004_001E,B05004_001M,B05004_002E,B05004_002M,B05004_003E,B05004_003M,B05004_004E,B05004_004M,B05004_005E,B05004_005M,B05004_006E,B05004_006M,B05004_007E,B05004_007M,B05004_008E,B05004_008M,B05004_009E,B05004_009M,B05004_010E,B05004_010M,B05004_011E,B05004_011M,B05004_012E,B05004_012M,B05004_013E,B05004_013M,B05004_014E,B05004_014M,B05004_015E,B05004_015M,NAME,B05004_001MA,B05004_001EA,B05004_002EA,B05004_002MA,B05004_003EA,B05004_003MA,B05004_004EA,B05004_004MA,B05004_005EA,B05004_005MA,B05004_006MA,B05004_006EA,B05004_007EA,B05004_007MA,B05004_008EA,B05004_008MA,B05004_009EA,B05004_009MA,B05004_010EA,B05004_010MA,B05004_011MA,B05004_011EA,B05004_012EA,B05004_012MA,B05004_013EA,B05004_013MA,B05004_014EA,B05004_014MA,B05004_015EA,B05004_015MA,state
0400000US01,38.1,0.2,36.7,0.2,39.4,0.2,38.2,0.2,36.9,0.2,39.5,0.2,35.8,0.9,34.2,1.1,37.5,1.6,45.9,1.7,43.9,1.4,48.7,2.8,31.9,0.8,31.7,0.9,32.2,1.3,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,33.9,0.3,33.5,0.4,34.2,0.5,32.8,0.3,32.9,0.3,32.6,0.5,43.4,1.2,41.7,3.9,45.3,1.8,47.9,3.4,44.9,3.2,50.7,1.3,36.6,2.5,35.5,4.8,38.3,2.9,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,36.2,0.1,35.0,0.1,37.6,0.2,34.5,0.2,33.1,0.3,35.8,0.3,41.7,0.5,40.9,0.6,42.5,0.6,49.3,0.7,48.8,0.7,49.7,0.9,37.5,0.7,36.9,0.7,38.2,0.8,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,37.5,0.3,36.1,0.3,39.1,0.3,37.6,0.3,36.2,0.3,39.2,0.3,36.3,1.0,36.0,1.1,36.9,2.3,45.9,1.2,45.6,0.8,47.2,3.4,32.2,1.1,32.9,1.4,31.5,1.6,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35.4,0.1,34.2,0.1,36.5,0.1,29.5,0.1,28.7,0.2,30.3,0.1,43.8,0.1,42.8,0.2,44.8,0.2,50.7,0.2,50.1,0.2,51.3,0.2,37.9,0.2,37.1,0.2,38.7,0.2,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36.2,0.1,35.2,0.1,37.3,0.2,35.6,0.2,34.6,0.2,36.7,0.2,38.9,0.6,38.3,0.8,39.5,0.6,46.8,0.8,46.5,1.0,47.2,1.0,34.8,0.7,34.2,0.9,35.3,0.7,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40.3,0.1,38.7,0.3,41.6,0.2,39.6,0.2,37.7,0.3,41.0,0.2,42.9,0.5,41.8,0.6,44.2,0.6,50.0,0.6,49.7,1.0,50.3,0.9,36.1,0.6,35.8,0.7,36.7,1.0,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,39.1,0.4,37.8,0.4,40.3,0.3,39.0,0.4,37.5,0.6,40.3,0.4,40.0,1.3,39.3,1.9,40.4,1.2,47.9,3.2,47.2,2.7,49.5,4.2,34.1,1.4,33.7,2.3,34.5,1.6,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,33.4,0.2,33.1,0.4,33.7,0.2,32.4,0.4,31.9,0.3,32.7,0.4,37.8,1.1,38.1,1.5,37.6,1.4,48.0,2.5,45.0,3.7,49.7,2.2,34.6,1.6,35.0,1.4,33.7,2.7,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,41.1,0.2,39.6,0.1,42.5,0.2,39.0,0.2,37.3,0.2,40.6,0.2,46.0,0.3,44.8,0.3,47.3,0.3,52.8,0.4,52.2,0.6,53.1,0.5,39.5,0.5,38.3,0.6,40.6,0.5,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,35.5,0.2,34.2,0.1,36.8,0.2,34.9,0.1,33.4,0.2,36.3,0.2,38.2,0.4,37.1,0.6,39.2,0.5,45.7,1.0,45.4,1.3,45.9,1.3,34.6,0.5,33.7,0.6,35.6,0.6,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38.5,0.2,37.2,0.3,39.9,0.3,35.3,0.3,34.5,0.3,36.1,0.5,47.2,0.9,46.3,1.2,48.0,1.3,52.4,1.0,50.8,1.6,53.7,1.2,40.0,1.8,40.2,2.3,39.8,2.2,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,35.0,0.2,34.0,0.3,35.9,0.2,34.4,0.2,33.3,0.3,35.3,0.3,40.1,0.8,39.3,1.9,40.7,1.2,50.2,2.2,48.1,3.8,50.9,3.2,36.6,1.9,37.0,3.1,36.5,1.7,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,36.8,0.1,35.5,0.1,38.2,0.2,35.1,0.2,33.6,0.2,36.6,0.2,41.9,0.3,40.9,0.3,42.7,0.4,49.3,0.5,48.9,0.5,49.7,0.7,36.4,0.4,35.7,0.4,37.3,0.6,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37.1,0.1,35.7,0.2,38.5,0.2,37.2,0.1,35.8,0.2,38.6,0.2,36.4,0.7,35.5,1.0,37.7,1.1,47.4,1.7,47.1,1.9,47.8,2.3,32.2,0.6,31.7,0.4,33.2,0.8,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.1,0.3,36.8,0.2,39.5,0.3,38.4,0.2,37.0,0.3,39.7,0.3,35.4,1.1,34.2,0.9,36.7,1.7,44.3,1.9,42.7,2.6,45.9,3.3,32.0,0.9,31.0,1.1,32.8,1.3,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.3,0.2,34.9,0.2,37.7,0.2,36.1,0.2,34.6,0.2,37.6,0.3,37.4,0.8,36.6,0.8,38.4,0.7,44.7,0.9,44.2,1.2,45.1,1.8,33.8,0.8,33.5,0.9,34.4,1.3,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
