GEO_ID,C20005H_001E,C20005H_001M,C20005H_002E,C20005H_002M,C20005H_003E,C20005H_003M,C20005H_004E,C20005H_004M,C20005H_005E,C20005H_005M,C20005H_006E,C20005H_006M,C20005H_007E,C20005H_007M,C20005H_008E,C20005H_008M,C20005H_009E,C20005H_009M,C20005H_010E,C20005H_010M,C20005H_011E,C20005H_011M,C20005H_012E,C20005H_012M,C20005H_013E,C20005H_013M,C20005H_014E,C20005H_014M,C20005H_015E,C20005H_015M,C20005H_016E,C20005H_016M,C20005H_017E,C20005H_017M,C20005H_018E,C20005H_018M,C20005H_019E,C20005H_019M,C20005H_020E,C20005H_020M,C20005H_021E,C20005H_021M,C20005H_022E,C20005H_022M,C20005H_023E,C20005H_023M,C20005H_024E,C20005H_024M,C20005H_025E,C20005H_025M,C20005H_026E,C20005H_026M,C20005H_027E,C20005H_027M,C20005H_028E,C20005H_028M,C20005H_029E,C20005H_029M,C20005H_030E,C20005H_030M,C20005H_031E,C20005H_031M,C20005H_032E,C20005H_032M,C20005H_033E,C20005H_033M,C20005H_034E,C20005H_034M,C20005H_035E,C20005H_035M,C20005H_036E,C20005H_036M,C20005H_037E,C20005H_037M,C20005H_038E,C20005H_038M,C20005H_039E,C20005H_039M,NAME,C20005H_001MA,C20005H_001EA,C20005H_002MA,C20005H_002EA,C20005H_003MA,C20005H_003EA,C20005H_004MA,C20005H_004EA,C20005H_005EA,C20005H_005MA,C20005H_006MA,C20005H_006EA,C20005H_007MA,C20005H_007EA,C20005H_008MA,C20005H_008EA,C20005H_009MA,C20005H_009EA,C20005H_010EA,C20005H_010MA,C20005H_011MA,C20005H_011EA,C20005H_012MA,C20005H_012EA,C20005H_013MA,C20005H_013EA,C20005H_014MA,C20005H_014EA,C20005H_015EA,C20005H_015MA,C20005H_016MA,C20005H_016EA,C20005H_017MA,C20005H_017EA,C20005H_018MA,C20005H_018EA,C20005H_019MA,C20005H_019EA,C20005H_020EA,C20005H_020MA,C20005H_021EA,C20005H_021MA,C20005H_022MA,C20005H_022EA,C20005H_023MA,C20005H_023EA,C20005H_024MA,C20005H_024EA,C20005H_025EA,C20005H_025MA,C20005H_026EA,C20005H_026MA,C20005H_027MA,C20005H_027EA,C20005H_028MA,C20005H_028EA,C20005H_029MA,C20005H_029EA,C20005H_030EA,C20005H_030MA,C20005H_031EA,C20005H_031MA,C20005H_032EA,C20005H_032MA,C20005H_033MA,C20005H_033EA,C20005H_034MA,C20005H_034EA,C20005H_035MA,C20005H_035EA,C20005H_036EA,C20005H_036MA,C20005H_037EA,C20005H_037MA,C20005H_038MA,C20005H_038EA,C20005H_039MA,C20005H_039EA,state
0400000US01,2614501,3152,1262851,2482,594049,10261,150,191,593899,10256,11714,2020,39823,3656,81716,4725,170112,6731,148738,6247,141796,5546,668802,10458,410002,7418,258800,7576,119078,5085,61391,4608,28959,3061,24950,2317,12982,2203,11440,1626,1351650,1954,420584,9828,334,455,420250,9825,11621,1739,68614,4352,90537,5029,143086,6230,71752,3712,34640,2990,931066,9883,616319,9862,314747,7859,162478,6020,81228,5130,30433,3368,26895,3115,10047,1734,3666,833,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,372710,1075,197238,762,103506,3651,0,149,103506,3651,1352,510,4400,1138,9127,1234,24169,2727,27766,3387,36692,2972,93732,3758,37198,2398,56534,3307,15407,1694,9667,1462,7117,1290,8075,1232,6590,1345,9678,1652,175472,748,67978,3584,202,278,67776,3583,1303,513,4874,1194,10816,1795,21552,2197,18004,2262,11227,1707,107494,3646,49659,2939,57835,3396,23740,2190,11184,1681,9262,1429,7013,1064,4566,830,2070,728,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3124889,3480,1532733,2941,661180,12195,75,98,661105,12187,11072,1804,48010,5953,75050,5782,172879,9658,163020,7816,191074,7961,871553,12502,543566,11123,327987,10240,143927,7170,79781,5519,35167,3372,36996,4318,16938,2502,15178,2180,1592156,2246,497413,11227,74,105,497339,11232,8775,1666,46003,4604,82100,5440,181680,8631,104192,6144,74589,4431,1094743,11596,704136,10161,390607,10853,183285,8663,94397,6340,47080,4725,42440,4021,16999,2756,6406,1408,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1771633,1819,861715,1531,395256,8531,0,192,395256,8531,8795,1449,33964,3212,78264,5448,121598,5396,81636,4099,70999,4107,466459,8526,288553,6200,177906,6465,90364,4861,37300,3244,19687,2500,15084,2087,9435,2259,6036,1169,909918,1564,298313,6602,0,192,298313,6602,7124,1500,55916,4030,71733,4412,96975,5281,47231,3418,19334,2145,611605,7136,405443,7135,206162,7060,108518,5327,56288,4156,18318,2294,13579,1809,6832,1409,2627,1031,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12744698,8375,6315216,5673,2804214,20024,309,241,2803905,19939,45415,3801,131522,6696,229566,9475,530507,13276,631035,13762,1235860,16103,3511002,20645,2015304,16179,1495698,20991,574299,12861,295620,9029,176703,7889,181130,7769,120540,6444,147406,6070,6429482,4265,1935682,20995,138,129,1935544,20986,32897,2900,121268,6375,227789,8052,536314,12571,477845,11204,539431,10433,4493800,20571,2726760,21688,1767040,21490,714273,14647,386243,10799,213192,7972,214952,8102,128720,6293,109660,5094,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2938738,3103,1458527,2407,760224,8339,41,48,760183,8346,12975,2177,41590,3556,77446,4038,188625,6928,185761,6528,253786,7315,698303,9181,333978,7527,364325,7797,154759,5562,78364,4898,40592,3478,46925,3960,23803,2304,19882,2274,1480211,2119,538914,9422,23,38,538891,9425,11187,1826,51491,3754,81266,5116,178915,6668,123094,5967,92938,5402,941297,9504,484264,7546,457033,8914,212914,6603,108095,5673,59521,4064,44597,3683,21033,2819,10873,1933,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2109906,2775,1015379,1725,506623,5955,0,198,506623,5955,4502,1058,15621,2096,34610,2969,106780,4914,128585,4994,216525,5299,508756,6175,268099,6247,240657,6268,101664,4024,44894,3515,28497,2561,30056,2558,16549,1832,18997,1916,1094527,1936,369616,7436,0,198,369616,7436,4648,1058,18478,2083,41133,3434,109448,5159,99679,4324,96230,4228,724911,7618,393279,5934,331632,7385,138059,5525,76102,3946,41261,2957,39834,2889,23405,1968,12971,1379,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,495522,1028,237219,777,115078,3708,0,192,115078,3708,1116,480,5714,1438,9140,1384,35182,2733,31060,2666,32866,2117,122141,3720,70115,2847,52026,3170,24897,2336,9937,1430,5082,1029,5713,1205,3514,756,2883,822,258303,647,87720,3349,42,72,87678,3339,1098,598,6343,1296,13800,1893,32175,2418,20738,2047,13524,1507,170583,3455,101969,3248,68614,3024,32278,2259,16077,1927,8040,1315,7006,1206,3300,927,1913,669,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,198664,411,98139,227,61950,2397,0,200,61950,2397,131,133,573,302,3300,1055,6313,1174,15694,1841,35939,1951,36189,2432,15039,1775,21150,2327,6333,1419,4081,1111,2461,915,3939,1158,1422,544,2914,702,100525,349,55579,2528,0,200,55579,2528,204,182,503,210,1348,599,10501,1508,17500,1643,25523,2167,44946,2496,21020,1997,23926,2541,11078,2112,3755,1036,1741,511,3050,777,2220,699,2082,697,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9349805,6481,4548592,4464,1845931,19405,221,180,1845710,19404,34290,4164,134082,7872,262688,10470,521242,13681,419365,12361,474043,12635,2702661,20158,1766343,20246,936318,17438,424547,11872,223830,8786,97960,6075,101879,6604,43587,4569,44515,3579,4801213,4942,1453897,18631,193,253,1453704,18661,28740,3624,160805,8858,294308,11246,523696,13306,274763,9522,171392,6980,3347316,19287,2270137,20071,1077179,18656,495510,12782,280060,10948,129519,7630,114341,5693,40380,3080,17369,2337,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
