GEO_ID,B25011_001E,B25011_001M,B25011_002E,B25011_002M,B25011_003E,B25011_003M,B25011_004E,B25011_004M,B25011_005E,B25011_005M,B25011_006E,B25011_006M,B25011_007E,B25011_007M,B25011_008E,B25011_008M,B25011_009E,B25011_009M,B25011_010E,B25011_010M,B25011_011E,B25011_011M,B25011_012E,B25011_012M,B25011_013E,B25011_013M,B25011_014E,B25011_014M,B25011_015E,B25011_015M,B25011_016E,B25011_016M,B25011_017E,B25011_017M,B25011_018E,B25011_018M,B25011_019E,B25011_019M,B25011_020E,B25011_020M,B25011_021E,B25011_021M,B25011_022E,B25011_022M,B25011_023E,B25011_023M,B25011_024E,B25011_024M,B25011_025E,B25011_025M,B25011_026E,B25011_026M,B25011_027E,B25011_027M,B25011_028E,B25011_028M,B25011_029E,B25011_029M,B25011_030E,B25011_030M,B25011_031E,B25011_031M,B25011_032E,B25011_032M,B25011_033E,B25011_033M,B25011_034E,B25011_034M,B25011_035E,B25011_035M,B25011_036E,B25011_036M,B25011_037E,B25011_037M,B25011_038E,B25011_038M,B25011_039E,B25011_039M,B25011_040E,B25011_040M,B25011_041E,B25011_041M,B25011_042E,B25011_042M,B25011_043E,B25011_043M,B25011_044E,B25011_044M,B25011_045E,B25011_045M,B25011_046E,B25011_046M,B25011_047E,B25011_047M,B25011_048E,B25011_048M,B25011_049E,B25011_049M,NAME,B25011_001EA,B25011_001MA,B25011_002EA,B25011_002MA,B25011_003EA,B25011_003MA,B25011_004MA,B25011_004EA,B25011_005MA,B25011_005EA,B25011_006EA,B25011_006MA,B25011_007EA,B25011_007MA,B25011_008EA,B25011_008MA,B25011_009EA,B25011_009MA,B25011_010MA,B25011_010EA,B25011_011MA,B25011_011EA,B25011_012EA,B25011_012MA,B25011_013EA,B25011_013MA,B25011_014EA,B25011_014MA,B25011_015MA,B25011_015EA,B25011_016MA,B25011_016EA,B25011_017EA,B25011_017MA,B25011_018EA,B25011_018MA,B25011_019EA,B25011_019MA,B25011_020MA,B25011_020EA,B25011_021MA,B25011_021EA,B25011_022MA,B25011_022EA,B25011_023EA,B25011_023MA,B25011_024EA,B25011_024MA,B25011_025EA,B25011_025MA,B25011_026MA,B25011_026EA,B25011_027MA,B25011_027EA,B25011_028EA,B25011_028MA,B25011_029EA,B25011_029MA,B25011_030EA,B25011_030MA,B25011_031MA,B25011_031EA,B25011_032MA,B25011_032EA,B25011_033MA,B25011_033EA,B25011_034EA,B25011_034MA,B25011_035EA,B25011_035MA,B25011_036EA,B25011_036MA,B25011_037MA,B25011_037EA,B25011_038MA,B25011_038EA,B25011_039EA,B25011_039MA,B25011_040EA,B25011_040MA,B25011_041EA,B25011_041MA,B25011_042MA,B25011_042EA,B25011_043MA,B25011_043EA,B25011_044MA,B25011_044EA,B25011_045EA,B25011_045MA,B25011_046EA,B25011_046MA,B25011_047EA,B25011_047MA,B25011_048MA,B25011_048EA,B25011_049MA,B25011_049EA,state
0400000US01,1844546,11416,1289217,12212,945706,11428,755789,10749,90810,5047,489556,7608,175423,3558,189917,7880,50357,4085,7701,1505,35160,3789,7496,991,139560,5976,16674,2092,88454,5192,34432,2336,343511,8196,312996,7879,22105,2533,155013,5891,135878,5078,30515,2680,7566,1444,18455,2098,4494,841,555329,9348,306089,8437,134021,6933,51365,3793,70910,4675,11746,1721,172068,7033,29221,2659,12583,2122,15130,2160,1508,674,142847,6337,62777,4200,71834,4186,8236,1458,249240,8595,207245,8057,56096,3818,104250,6182,46899,2811,41995,3388,29851,3012,11452,1896,692,295,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,257330,3380,162312,3867,120105,4221,95698,3809,13734,1965,67222,3070,14742,1013,24407,2115,9221,1372,1709,753,6510,1126,1002,489,15186,1700,2692,946,9625,1223,2869,645,42207,3015,33888,2663,3732,1046,20253,2295,9903,1324,8319,1627,2356,997,4875,1200,1088,550,95018,4471,53174,3379,31579,2888,14271,1794,16348,2215,960,311,21595,2150,6523,1270,3249,928,3114,883,160,116,15072,1697,7069,1115,7530,1374,473,343,41844,3183,30958,2892,9323,1548,16674,2096,4961,929,10886,1928,6291,1310,4404,1173,191,167,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2356055,12130,1501528,15067,1070729,14072,863894,14470,86359,6159,527500,10774,250035,5874,206835,9552,63050,4247,13680,2397,40783,3368,8587,1818,143785,8377,19030,2925,94183,6732,30572,2926,430799,10298,357627,10373,20534,2498,174854,9291,162239,6192,73172,4257,16336,2054,39665,3144,17171,2454,854527,15846,473194,12562,246456,9466,90406,6250,136543,7650,19507,2432,226738,8485,64446,5114,31189,3370,31401,3932,1856,721,162292,7227,61349,5070,94822,6080,6121,1283,381333,12518,292985,10915,84556,5320,146154,8407,62275,4332,88348,6082,55233,4657,30137,3695,2978,960,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1127621,7837,750984,9249,553802,8051,457627,7933,60931,3609,282088,6872,114608,2465,96175,5157,26506,2488,4255,1166,17705,2342,4546,907,69669,4285,8743,1475,42798,3705,18128,1767,197182,6177,175700,6105,12324,2048,81165,4288,82211,3512,21482,2157,3927,1181,13444,1689,4111,939,376637,8537,203403,7601,98481,5556,41706,4066,47115,3662,9660,1438,104922,5788,21495,2678,9417,1699,11785,1985,293,206,83427,5118,36843,3492,42596,3452,3988,943,173234,6498,140651,6159,35756,3722,73376,4923,31519,2567,32583,3016,21386,2643,9974,1663,1223,592,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12468743,22250,6843369,25886,5156679,27031,4164126,26814,319993,10144,2919004,20376,925129,11230,992553,17429,316183,9704,58724,4070,203900,7821,53559,3779,676370,12986,57450,3870,438035,11357,180885,5687,1686690,15073,1385446,14144,78728,4302,660025,10445,646693,10762,301244,8182,53165,3655,188563,6703,59516,3873,5625374,23999,3361839,24965,1895059,22231,573630,12487,1162025,17899,159404,6327,1466780,20143,432249,10729,172726,6801,242802,8058,16721,2286,1034531,17444,346633,10994,631286,11916,56612,3362,2263535,23376,1664726,20682,408518,11642,842884,19802,413324,9432,598809,14201,370959,10207,200313,8605,27537,2630,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1975388,9057,1271804,10881,915235,10220,777493,10716,88258,4963,541536,8844,147699,3113,137742,5782,45186,3787,11042,1985,29444,2960,4700,1082,92556,4120,11429,1689,63533,3875,17594,1681,356569,9595,299105,8799,26702,2830,167271,6810,105132,3839,57464,3988,17444,2288,32009,2805,8011,1221,703584,11056,341236,8347,193063,6594,78859,4292,99793,5409,14411,1721,148173,5923,42608,3804,18546,2717,22972,2288,1090,506,105565,5365,41334,3284,58199,4181,6032,1296,362348,9098,269858,7859,82359,4865,133871,6758,53628,3222,92490,4348,71039,3524,20022,2569,1429,665,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1351643,7309,911059,6941,672475,7349,562721,7301,40721,2855,403231,5731,118769,3683,109754,4841,30670,2815,2879,825,22771,2595,5020,982,79084,3938,6891,1581,55064,3644,17129,1414,238584,6599,206234,6244,12493,1913,104074,4776,89667,3530,32350,2749,7381,1357,18786,2296,6183,954,440584,7734,220626,7288,97578,5950,31439,3321,54713,4117,11426,1446,123048,4936,22797,2591,9349,1981,11962,2126,1486,678,100251,4699,36548,2840,59238,3531,4465,912,219958,6636,177901,6164,35064,3190,86766,4964,56071,2976,42057,3483,26885,3040,13809,1713,1363,549,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,333192,3426,238560,4816,174137,3633,137361,3329,12157,1516,90407,2990,34797,1745,36776,2603,12263,1718,2119,720,8860,1711,1284,504,24513,1969,1999,600,16897,1822,5617,952,64423,3972,53960,3589,3183,880,26776,2622,24001,2246,10463,1471,1569,549,7121,1280,1773,518,94632,4248,52964,3539,24394,2728,8160,1290,14117,2135,2117,763,28570,2904,6422,1648,3212,1118,2692,1028,518,433,22148,2652,9757,1681,11405,1979,986,559,41668,3026,30227,2585,6262,1355,14400,1783,9565,1484,11441,1827,7807,1594,3213,999,421,321,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268670,3200,110625,3425,59842,2950,40036,2221,4523,1011,25417,2123,10096,1011,19806,2031,4318,1010,387,312,2707,855,1224,546,15488,1629,1170,568,9067,1362,5251,784,50783,2773,41724,2401,6100,1211,23594,2084,12030,1205,9059,1203,2481,762,5561,1067,1017,330,158045,3930,54203,3073,17211,2214,7506,1379,7955,1251,1750,636,36992,2809,6810,1607,2721,1004,3454,982,635,526,30182,2279,10492,1437,17494,1899,2196,657,103842,3927,79798,3819,30041,2404,35508,2937,14249,1546,24044,2280,19080,1906,4278,1034,686,455,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106283,31131,4741169,31771,3285520,27267,2651509,26796,193212,8469,1611478,21944,846819,11080,634011,13990,172837,6436,24738,3231,117697,5905,30402,2950,461174,11538,45694,4795,308923,8711,106557,5586,1455649,20242,1241981,19027,61940,5736,558299,11652,621742,12809,213668,9523,32947,3679,129019,7454,51702,3579,2365114,25972,1274338,21994,641546,17398,189916,8872,379997,12380,71633,5079,632792,14442,151248,6977,56422,4421,88575,5638,6251,1310,481544,13193,178871,7910,279030,10601,23643,2515,1090776,16951,836303,16708,207412,10373,417186,12900,211705,6965,254473,8245,147698,6353,94491,6075,12284,2323,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
