GEO_ID,B17020A_001E,B17020A_001M,B17020A_002E,B17020A_002M,B17020A_003E,B17020A_003M,B17020A_004E,B17020A_004M,B17020A_005E,B17020A_005M,B17020A_006E,B17020A_006M,B17020A_007E,B17020A_007M,B17020A_008E,B17020A_008M,B17020A_009E,B17020A_009M,B17020A_010E,B17020A_010M,B17020A_011E,B17020A_011M,B17020A_012E,B17020A_012M,B17020A_013E,B17020A_013M,B17020A_014E,B17020A_014M,B17020A_015E,B17020A_015M,B17020A_016E,B17020A_016M,B17020A_017E,B17020A_017M,NAME,B17020A_001MA,B17020A_001EA,B17020A_002MA,B17020A_002EA,B17020A_003EA,B17020A_003MA,B17020A_004EA,B17020A_004MA,B17020A_005EA,B17020A_005MA,B17020A_006MA,B17020A_006EA,B17020A_007MA,B17020A_007EA,B17020A_008EA,B17020A_008MA,B17020A_009EA,B17020A_009MA,B17020A_010EA,B17020A_010MA,B17020A_011MA,B17020A_011EA,B17020A_012MA,B17020A_012EA,B17020A_013MA,B17020A_013EA,B17020A_014EA,B17020A_014MA,B17020A_015EA,B17020A_015MA,B17020A_016EA,B17020A_016MA,B17020A_017MA,B17020A_017EA,state
0400000US01,3249176,8875,439025,17482,34726,4061,6940,1770,47190,4473,37258,3847,272169,11265,20114,2275,20628,2647,2810151,18415,147783,3252,28226,2969,188969,6722,211335,5877,1749373,11371,281203,2559,203262,2914,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,473209,2795,34515,4190,2221,776,526,280,3019,1107,3844,1424,22483,2559,1093,514,1329,507,438694,5052,27303,880,4993,1000,30554,2130,31858,1941,303275,3106,27049,671,13662,590,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5037547,23363,842838,30825,86685,6627,18770,3524,98434,7943,86037,7132,491679,18987,33250,3448,27983,2436,4194709,37610,231927,7823,46098,4169,291906,8954,301059,10394,2558062,22913,433164,4010,332493,3234,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2238738,8031,361654,14147,36191,4079,5213,1153,36568,3260,33306,3488,216882,9116,16760,2012,16734,1691,1877084,15015,99560,3649,21993,2688,130608,5159,133953,4146,1157838,9660,191885,2255,141247,2170,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23270926,64368,3422342,55990,328443,11799,62794,4662,374403,13353,354960,13729,2032194,35278,130876,5676,138672,6048,19848584,68833,1103998,13372,237589,8648,1373834,20743,1508832,18501,12719941,43973,1566763,7483,1337627,7174,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4232958,17051,499133,17778,48873,3975,9232,1790,49963,4685,38244,4032,316326,10086,18646,2133,17849,1671,3733825,19677,214292,4151,44679,3629,276803,7100,278263,6892,2444920,12532,276712,2847,198156,2207,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2712659,11697,209913,12835,13705,2683,3136,999,16916,2986,15973,2487,132313,7777,11680,1550,16190,2050,2502746,14597,116045,2797,25827,1911,174763,4523,194184,5003,1575011,10469,217772,1874,199144,2392,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,623213,4791,53453,6171,4386,1421,1000,585,4660,1383,3706,1313,35404,3973,2361,660,1936,560,569760,7465,28593,1615,5495,1126,38397,2209,37686,2056,354955,4977,58548,867,46086,829,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,228001,4166,18136,3625,237,240,0,200,500,637,46,77,16725,3108,314,242,314,255,209865,3936,11032,718,1532,524,6495,872,4975,736,163929,3269,13353,406,8549,336,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14278253,32495,1997079,45739,157499,8994,31513,3618,164882,8949,162335,10840,1222664,28584,126975,7127,131211,7227,12281174,48179,545838,9913,114326,6450,694457,14350,787592,16468,7462036,31367,1419590,8100,1257335,8219,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5831345,20465,816035,34003,73336,6640,16450,2816,80481,7249,64854,6162,519258,21348,32467,3340,29189,2903,5015310,38185,279857,7300,64146,5643,371630,11147,377852,9969,3190284,23392,438147,3686,293394,3675,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,329553,3500,37452,3832,1797,671,237,174,3098,1186,1400,740,27471,2733,1945,785,1504,481,292101,5213,14588,1148,2093,750,12673,1494,12848,1484,202631,3533,28517,902,18751,665,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1435081,6025,221822,12363,23295,2978,3752,967,25955,3906,19336,2618,136873,7619,5936,1062,6675,1310,1213259,13662,80357,3083,17130,2660,104484,4477,103281,4536,729395,8577,103381,1227,75231,1506,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9135147,27115,1007522,24080,92872,6429,17245,2355,102288,6464,90961,5568,620039,15275,38555,2769,45562,3081,8127625,35089,437061,7951,90092,5042,574569,9398,614512,10823,5185321,22406,658565,3615,567505,3848,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5360355,9780,706682,27302,70385,5677,15921,2203,77583,6360,62342,5557,431190,14428,26181,2922,23080,2399,4653673,26436,253850,5326,52326,3314,336605,8315,370686,7248,2930733,14584,393807,3368,315666,2922,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2717708,5198,303926,11587,28179,2783,4655,1051,31291,3234,24277,2492,187191,6923,11723,1401,16610,1556,2413782,11249,138960,2953,30299,2586,172492,4793,187185,4097,1488511,7151,208428,1760,187907,1862,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2377075,6824,281756,12056,31180,2984,5265,1146,28286,3169,21545,2552,172677,7363,9242,1218,13561,1886,2095319,12427,123929,3040,25946,2252,159823,4913,170214,4580,1298651,8189,167874,1583,148882,2249,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3734822,5993,652107,20219,64525,4860,10173,1766,70068,4281,59802,4299,387638,11303,28682,2443,31219,2672,3082715,21016,159879,4602,33651,2742,209196,6459,227238,6043,1977718,11758,280437,2692,194596,2665,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
