GEO_ID,B11001G_001E,B11001G_001M,B11001G_002E,B11001G_002M,B11001G_003E,B11001G_003M,B11001G_004E,B11001G_004M,B11001G_005E,B11001G_005M,B11001G_006E,B11001G_006M,B11001G_007E,B11001G_007M,B11001G_008E,B11001G_008M,B11001G_009E,B11001G_009M,NAME,B11001G_001EA,B11001G_001MA,B11001G_002EA,B11001G_002MA,B11001G_003EA,B11001G_003MA,B11001G_004MA,B11001G_004EA,B11001G_005MA,B11001G_005EA,B11001G_006EA,B11001G_006MA,B11001G_007EA,B11001G_007MA,B11001G_008EA,B11001G_008MA,B11001G_009EA,B11001G_009MA,state
0400000US01,16906,1910,9963,1515,7131,1194,2832,758,851,514,1981,531,6943,1334,5984,1210,959,484,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,12690,1840,8819,1462,4283,914,4536,1258,1090,621,3446,1104,3871,1142,2638,759,1233,719,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40161,3684,25575,2686,17043,2350,8532,1690,2033,695,6499,1521,14586,2725,10113,2235,4473,1223,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,14344,2040,8329,1500,5776,1165,2553,728,616,353,1937,698,6015,1427,5001,1219,1014,516,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,360984,9989,241195,8223,160831,6386,80364,4382,23549,2545,56815,3767,119789,5868,85444,4729,34345,3223,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41507,3036,27495,2594,17933,1837,9562,2087,1883,721,7679,1950,14012,1657,11032,1494,2980,870,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,21001,2396,13250,1733,7353,1239,5897,1252,1080,541,4817,1140,7751,1329,6375,1256,1376,675,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,3881,878,2853,817,1812,618,1041,548,378,391,663,455,1028,469,995,469,33,42,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,5230,944,1709,451,1179,442,530,268,85,105,445,248,3521,940,2839,831,682,381,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,93536,6503,60912,4722,41478,4368,19434,2345,4527,1089,14907,1961,32624,3745,24593,2882,8031,1851,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
