GEO_ID,B18101B_001E,B18101B_001M,B18101B_002E,B18101B_002M,B18101B_003E,B18101B_003M,B18101B_004E,B18101B_004M,B18101B_005E,B18101B_005M,B18101B_006E,B18101B_006M,B18101B_007E,B18101B_007M,B18101B_008E,B18101B_008M,B18101B_009E,B18101B_009M,B18101B_010E,B18101B_010M,NAME,B18101B_001MA,B18101B_001EA,B18101B_002EA,B18101B_002MA,B18101B_003EA,B18101B_003MA,B18101B_004EA,B18101B_004MA,B18101B_005MA,B18101B_005EA,B18101B_006MA,B18101B_006EA,B18101B_007MA,B18101B_007EA,B18101B_008EA,B18101B_008MA,B18101B_009EA,B18101B_009MA,B18101B_010MA,B18101B_010EA,state
0400000US01,1250035,4948,347302,3191,19224,2785,328078,3655,784824,3756,137689,5622,647135,5965,117909,1585,57792,2598,60117,2700,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,21333,2179,5969,1405,137,168,5832,1373,14369,1456,1134,554,13235,1435,995,513,378,297,617,419,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,252686,8099,77973,4985,3717,1549,74256,5432,156846,3969,18522,2667,138324,4473,17867,958,6351,1061,11516,1372,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,448648,4643,136632,3081,8658,1608,127974,3384,275184,3054,49164,3498,226020,4190,36832,1043,19021,1249,17811,1465,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2158323,16485,541284,9031,28278,3410,513006,8736,1394047,11595,196952,7556,1197095,12438,222992,2551,94089,3881,128903,4322,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,190283,5335,50436,3395,1552,786,48884,3145,124650,3393,16779,2427,107871,4084,15197,660,6074,966,9123,1020,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,348406,5949,97588,3461,4624,1401,92964,3292,221805,3690,22903,2232,198902,4436,29013,1159,11988,1566,17025,1605,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,187121,3212,52464,2265,1986,824,50478,2401,117804,1814,13906,1916,103898,2594,16853,591,5488,817,11365,771,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,303344,2281,67087,1127,4422,881,62665,1454,194437,1420,28073,2893,166364,3127,41820,557,17354,1753,24466,1710,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2949071,20304,839090,11941,37272,3611,801818,12630,1850923,12957,204158,9291,1646765,13588,259058,3539,100785,5131,158273,5517,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2936735,14456,845751,9013,37031,4552,808720,10272,1870981,8801,237040,9455,1633941,12382,220003,3276,94719,3862,125284,3975,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,20316,1628,5860,657,373,292,5487,659,13201,1352,2689,1041,10512,1429,1255,537,267,243,988,508,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8160,1601,2461,1312,202,280,2259,1261,5452,1137,650,622,4802,1189,247,163,133,107,114,144,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1806340,10194,508239,6143,24007,2778,484232,6780,1121209,6532,156328,6263,964881,9022,176892,1783,76548,3145,100344,3294,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,567226,7334,173164,4956,8707,1732,164457,4986,348595,4310,47559,4269,301036,5620,45467,1297,19555,1597,25912,1890,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,83556,3239,29467,2400,1144,567,28323,2383,49633,2090,6673,1096,42960,2346,4456,688,1742,555,2714,635,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,158641,4852,48017,3482,3338,1079,44679,3567,98704,2936,16294,2091,82410,3206,11920,762,5780,716,6140,692,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,332264,6604,91345,4230,6000,1439,85345,4340,212092,3968,33858,3087,178234,4603,28827,1646,13629,1541,15198,1337,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1419535,6452,419665,4427,24169,2716,395496,5170,876248,4420,140379,6342,735869,7050,123622,1435,60859,2660,62763,2811,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13361,1439,4956,1109,443,334,4513,1061,7853,804,954,528,6899,897,552,368,24,51,528,359,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1690072,7437,436565,5077,18516,2572,418049,5405,1099337,4552,109072,5460,990265,6128,154170,1976,55265,2890,98905,3245,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
