GEO_ID,B11009_001E,B11009_001M,B11009_002E,B11009_002M,B11009_003E,B11009_003M,B11009_004E,B11009_004M,B11009_005E,B11009_005M,B11009_006E,B11009_006M,B11009_007E,B11009_007M,NAME,B11009_001MA,B11009_001EA,B11009_002MA,B11009_002EA,B11009_003EA,B11009_003MA,B11009_004EA,B11009_004MA,B11009_005EA,B11009_005MA,B11009_006EA,B11009_006MA,B11009_007MA,B11009_007EA,state
0400000US01,1844546,11416,65787,4351,2509,690,28683,3070,3671,911,30924,2535,1778759,10973,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,257330,3380,21596,1961,232,178,12009,1473,596,431,8759,1571,235734,3384,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2356055,12130,157438,7038,5790,1379,73871,4747,7851,1446,69926,5157,2198617,12772,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1127621,7837,50002,3754,849,362,24432,2565,1677,504,23044,2793,1077619,8551,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12468743,22250,844135,15650,45894,3026,388474,11232,41184,2982,368583,10517,11624608,24506,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1975388,9057,114587,6431,5564,1207,52420,4126,6901,1428,49702,4237,1860801,10352,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1351643,7309,74391,5055,3006,910,31968,3190,5160,1111,34257,3283,1277252,7154,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,333192,3426,23451,2267,1151,429,11112,1546,1333,455,9855,1501,309741,3571,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268670,3200,20745,2214,4567,1068,6697,1172,693,325,8788,1458,247925,3791,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106283,31131,432773,12623,23566,2388,198885,9842,20996,2852,189326,8647,6673510,29379,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3494542,15336,175239,7476,8499,1399,80604,5143,11333,2450,74803,5405,3319303,17483,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,448563,5562,30072,2759,1560,636,14634,2126,1859,637,12019,1739,418491,5734,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,580193,6204,31408,2976,565,348,15638,2535,797,323,14408,2056,548785,5824,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4737208,12865,257958,8629,12092,1873,114528,6296,12646,1929,118692,5932,4479250,15532,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2467111,11107,153332,5467,4247,901,72290,4480,7103,1450,69692,4372,2313779,11864,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1216765,7072,72026,4422,1556,518,34556,2580,2233,572,33681,3663,1144739,7604,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101701,5567,57406,3084,972,354,26140,2326,2607,710,27687,2484,1044295,6270,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1672134,9367,91745,4943,3965,933,42732,3515,3218,792,41830,3258,1580389,10601,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1702030,9725,93954,5866,2400,626,42964,4286,4096,909,44494,3977,1608076,8997,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,552051,5238,47478,2775,1455,610,23079,2246,1659,534,21285,2080,504573,5249,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2134517,9936,120596,5489,4894,1101,53794,4108,7303,1029,54605,3829,2013921,10467,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2532067,9349,161682,6368,8467,1247,68058,4628,12709,1472,72448,4268,2370385,9858,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3772433,14208,211260,6955,6113,970,100653,4745,9148,1397,95346,4829,3561173,14279,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2096477,7824,140142,5136,4938,819,63779,3586,7286,1030,64139,4113,1956335,8739,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1080991,8431,46738,3844,1652,689,22046,2504,1596,580,21444,2631,1034253,8761,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2341074,10807,136122,6411,4531,970,63999,4066,5315,1029,62277,4989,2204952,10336,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,404250,4567,24477,2690,410,341,12338,1885,971,474,10758,1685,379773,4313,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,723800,4514,39641,2759,1443,419,18254,2099,1441,458,18503,1892,684159,4992,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,982352,9598,69207,5187,2445,1373,30730,3181,2528,786,33504,3597,913145,9986,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,516454,4150,37883,2858,973,372,15168,2001,2861,776,18881,1925,478571,4550,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3167629,9918,164635,7028,7624,1435,76616,5348,6269,1045,74126,4469,3002994,11954,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,767285,6715,54142,3808,1655,644,24367,2752,3645,999,24475,2867,713143,7398,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7187938,18167,427892,10679,23434,2052,187113,6767,20885,2406,196460,7226,6760046,17923,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3683364,19202,185055,7635,6724,1312,88506,5661,9858,1636,79967,5176,3498309,17972,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
