GEO_ID,C27001B_001E,C27001B_001M,C27001B_002E,C27001B_002M,C27001B_003E,C27001B_003M,C27001B_004E,C27001B_004M,C27001B_005E,C27001B_005M,C27001B_006E,C27001B_006M,C27001B_007E,C27001B_007M,C27001B_008E,C27001B_008M,C27001B_009E,C27001B_009M,C27001B_010E,C27001B_010M,NAME,C27001B_001EA,C27001B_001MA,C27001B_002EA,C27001B_002MA,C27001B_003MA,C27001B_003EA,C27001B_004MA,C27001B_004EA,C27001B_005EA,C27001B_005MA,C27001B_006EA,C27001B_006MA,C27001B_007EA,C27001B_007MA,C27001B_008EA,C27001B_008MA,C27001B_009MA,C27001B_009EA,C27001B_010MA,C27001B_010EA,state
0400000US01,1250035,4948,347302,3191,331025,4388,16277,2706,784824,3756,586646,7645,198178,7507,117909,1585,117656,1590,253,163,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,21333,2179,5969,1405,5768,1377,201,236,14369,1456,11282,1620,3087,1219,995,513,995,513,0,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,252686,8099,77973,4985,71598,5453,6375,2392,156846,3969,117551,5206,39295,4813,17867,958,17475,1270,392,618,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,448648,4643,136632,3081,130371,3591,6261,2015,275184,3054,199250,5479,75934,5521,36832,1043,36832,1043,0,192,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2158323,16485,541284,9031,513818,9478,27466,3998,1394047,11595,1098378,13967,295669,12473,222992,2551,219329,2993,3663,1364,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,190283,5335,50436,3395,46446,3577,3990,1499,124650,3393,96746,3158,27904,3019,15197,660,14992,765,205,303,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,348406,5949,97588,3461,94007,3276,3581,2183,221805,3690,183306,4648,38499,4189,29013,1159,28786,1147,227,217,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,187121,3212,52464,2265,50534,2602,1930,1263,117804,1814,101702,3025,16102,2420,16853,591,16350,685,503,452,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,303344,2281,67087,1127,65072,2221,2015,1997,194437,1420,172659,3092,21778,2779,41820,557,41467,642,353,310,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2949071,20304,839090,11941,733528,11358,105562,8805,1850923,12957,1228715,18436,622208,14978,259058,3539,248419,3915,10639,2706,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2936735,14456,845751,9013,771874,11405,73877,7478,1870981,8801,1315359,16289,555622,15334,220003,3276,215772,3309,4231,1268,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,20316,1628,5860,657,5860,657,0,187,13201,1352,12092,1466,1109,625,1255,537,1255,537,0,187,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8160,1601,2461,1312,2222,1315,239,245,5452,1137,4365,1056,1087,553,247,163,247,163,0,195,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1806340,10194,508239,6143,484985,7401,23254,3854,1121209,6532,826639,10971,294570,9338,176892,1783,174999,2071,1893,1005,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,567226,7334,173164,4956,160904,5324,12260,2644,348595,4310,250846,6347,97749,5551,45467,1297,45332,1305,135,146,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,83556,3239,29467,2400,28249,2422,1218,756,49633,2090,40100,2381,9533,1687,4456,688,4409,691,47,82,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,158641,4852,48017,3482,45480,3603,2537,1007,98704,2936,73504,3571,25200,2980,11920,762,11866,774,54,88,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,332264,6604,91345,4230,86217,4501,5128,1715,212092,3968,150286,4992,61806,4689,28827,1646,28458,1620,369,369,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1419535,6452,419665,4427,397810,5165,21855,3387,876248,4420,589958,10036,286290,9459,123622,1435,122720,1522,902,402,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13361,1439,4956,1109,4897,1112,59,74,7853,804,6635,862,1218,685,552,368,552,368,0,157,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
