B08012_012E,B08012_012M,B08012_013E,B08012_013M,B08012_014E,B08012_014M,B08012_015E,B08012_015M,B08012_016E,B08012_016M,B08012_017E,B08012_017M,B08012_018E,B08012_018M,B08012_019E,B08012_019M,B08012_020E,B08012_020M,B08012_021E,B08012_021M,B08012_022E,B08012_022M,B08012_023E,B08012_023M,B08012_024E,B08012_024M,B08012_025E,B08012_025M,B08012_026E,B08012_026M,B08012_027E,B08012_027M,B08012_028E,B08012_028M,B08012_029E,B08012_029M,B08012_030E,B08012_030M,B08012_031E,B08012_031M,B08012_032E,B08012_032M,B08012_033E,B08012_033M,B08012_034E,B08012_034M,B08012_035E,B08012_035M,B08012_036E,B08012_036M,B08012_037E,B08012_037M,B08012_038E,B08012_038M,B08012_039E,B08012_039M,GEO_ID,B08012_001E,B08012_001M,B08012_002E,B08012_002M,B08012_003E,B08012_003M,B08012_004E,B08012_004M,B08012_005E,B08012_005M,B08012_006E,B08012_006M,B08012_007E,B08012_007M,B08012_008E,B08012_008M,B08012_009E,B08012_009M,B08012_010E,B08012_010M,B08012_011E,B08012_011M,B08012_012MA,B08012_012EA,B08012_013MA,B08012_013EA,B08012_014EA,B08012_014MA,B08012_015MA,B08012_015EA,B08012_016MA,B08012_016EA,B08012_017MA,B08012_017EA,B08012_018MA,B08012_018EA,B08012_019EA,B08012_019MA,B08012_020EA,B08012_020MA,B08012_021MA,B08012_021EA,B08012_022MA,B08012_022EA,B08012_023EA,B08012_023MA,B08012_024EA,B08012_024MA,B08012_025EA,B08012_025MA,B08012_026MA,B08012_026EA,B08012_027MA,B08012_027EA,B08012_028EA,B08012_028MA,B08012_029EA,B08012_029MA,B08012_030EA,B08012_030MA,B08012_031EA,B08012_031MA,B08012_032MA,B08012_032EA,B08012_033EA,B08012_033MA,B08012_034EA,B08012_034MA,B08012_035EA,B08012_035MA,B08012_036EA,B08012_036MA,B08012_037MA,B08012_037EA,B08012_038MA,B08012_038EA,B08012_039MA,B08012_039EA,NAME,B08012_001EA,B08012_001MA,B08012_002EA,B08012_002MA,B08012_003EA,B08012_003MA,B08012_004MA,B08012_004EA,B08012_005MA,B08012_005EA,B08012_006MA,B08012_006EA,B08012_007EA,B08012_007MA,B08012_008EA,B08012_008MA,B08012_009EA,B08012_009MA,B08012_010MA,B08012_010EA,B08012_011MA,B08012_011EA,state
40420,4723,25798,3735,629079,9626,13919,2670,46450,4046,79254,6125,107599,7225,126385,7178,45255,5440,104545,7958,15328,3165,19180,3947,25663,3803,26870,3703,18631,3155,529666,10679,14582,2851,50123,4206,73203,6111,96701,6928,100663,5968,37052,4762,87516,7571,14845,2969,11155,1976,23109,3451,13550,2352,7167,1760,0400000US32,1158745,12657,28501,4261,96573,6298,152457,8548,204300,10743,227048,9230,82307,7359,192061,12255,30173,3988,30335,4791,48772,5303,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
41036,3553,20103,1985,329169,5741,10060,1382,34471,3102,39056,2831,39931,3283,44549,3044,23035,2663,40767,2750,10058,1540,15577,2208,32741,3173,25918,2767,13006,1597,302112,5590,9902,1575,38201,2403,45482,3141,43863,2860,43546,3001,21647,2358,36996,3038,9775,1674,10245,1332,20240,2096,15118,2014,7097,1313,0400000US33,631281,7756,19962,2234,72672,4102,84538,4496,83794,4434,88095,3998,44682,3549,77763,4278,19833,2349,25822,2867,52981,4070,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
387577,11147,184008,6312,2059367,11992,48277,3590,151561,7060,229132,8164,230717,7320,261598,8814,112795,5159,289887,8154,57554,3948,100411,4915,218006,7934,242292,8881,117137,5274,1844823,14712,49399,3932,180495,6464,260895,9339,255071,6814,250701,7868,110463,5662,243589,7465,49530,3420,79615,4270,152909,5773,145285,5689,66871,3628,0400000US34,3904190,17923,97676,5517,332056,10096,490027,11458,485788,10028,512299,12381,223258,7867,533476,11428,107084,4988,180026,6813,370915,10026,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
25988,2827,15256,2714,437759,6790,21065,2380,52720,3366,73360,4148,73226,5027,68522,4170,22333,2806,54580,3843,8729,1760,12251,2220,24463,2851,15214,2046,11296,2065,381649,6753,14984,2211,57279,3786,71288,4804,68300,4354,61176,3991,16743,2000,46906,4272,6401,1527,7025,1327,16813,2381,10774,1898,3960,1351,0400000US35,819408,9064,36049,3275,109999,4897,144648,6764,141526,6711,129698,6001,39076,3919,101486,5721,15130,2247,19276,2641,41276,3590,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
952224,17531,414653,11006,4389577,18800,124990,6293,319693,10327,456592,11468,504758,11997,574586,12106,226505,7350,631027,13792,124768,5521,218258,7526,444679,11760,531302,12027,232419,7176,4043017,21613,102667,5381,347492,10221,479469,8454,515581,12184,530191,11892,218539,7938,572925,11720,104736,3981,188138,6288,380123,8643,420922,11168,182234,7345,0400000US36,8432594,31551,227657,8617,667185,14774,936061,14043,1020339,18500,1104777,17941,445044,11761,1203952,17822,229504,7278,406396,9315,824802,15253,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
130094,5751,74739,5017,2089180,15551,72032,4227,198516,7978,307095,10128,343758,10991,317583,10123,133970,7488,298333,11221,57667,5336,73385,4929,152815,8813,82128,4776,51898,3925,1897477,18856,53076,4498,210734,9217,316169,9748,357002,11004,308959,11042,138535,7865,239851,9948,49363,4276,49371,3796,103610,6379,47966,3366,22841,3117,0400000US37,3986657,27485,125108,6548,409250,13068,623264,13493,700760,17677,626542,15562,272505,11729,538184,15287,107030,7569,122756,6554,256425,11489,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
9001,1237,6742,1302,188219,2876,17645,1588,39056,2590,44942,3088,32819,2679,17988,1686,5313,1059,11072,1325,1853,610,2456,824,4844,947,5312,878,4919,1049,160042,3688,15930,2045,36552,2955,37188,3355,29567,2660,16955,1956,5031,1086,6868,956,1592,454,1843,423,3004,694,3689,922,1823,832,0400000US38,348261,4591,33575,2686,75608,4441,82130,4790,62386,3867,34943,2410,10344,1794,17940,1913,3445,824,4299,916,7848,1259,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
162055,6137,81757,4558,2559153,14774,91005,4780,259018,7299,363023,9820,394248,10170,409728,9920,189419,6393,346279,8635,83144,4531,95237,4599,173560,7331,99128,4691,55364,3671,2380336,15044,86708,4762,299884,9422,378331,9372,400442,9935,394244,10329,176342,6111,292621,7502,67537,4277,73442,3885,121465,5875,62927,4179,26393,2514,0400000US39,4939489,23613,177713,6734,558902,12461,741354,14842,794690,13652,803972,16507,365761,9228,638900,11491,150681,5996,168679,6008,295025,9646,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
46957,3105,27432,2458,871204,7758,42820,3166,113712,4775,132102,5258,146010,5895,137322,5707,49242,2678,114559,5195,17772,1993,21116,2155,44674,2791,31788,2606,20087,2124,735565,8053,34044,2296,115681,4369,131838,4619,131386,4665,110443,4546,47907,2809,83603,4163,13971,1734,15652,2147,28526,2521,15169,1588,7345,1333,0400000US40,1606769,12017,76864,3913,229393,6410,263940,7367,277396,8664,247765,7301,97149,4118,198162,6726,31743,2738,36768,3346,73200,3837,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
58443,4666,28365,2910,827227,7210,41494,4157,94439,5058,129149,6454,137139,5478,116435,6461,48494,4091,104707,5287,21111,2793,27332,3230,53804,3695,34555,3432,18568,2410,740433,11021,32201,2709,98885,5136,133603,7000,127808,6043,107982,5100,47491,3776,82115,4838,15683,2039,21031,2281,39949,2874,23888,2872,9797,1746,0400000US41,1567660,14195,73695,5283,193324,7535,262752,11426,264947,8779,224417,7979,95985,6087,186822,7442,36794,3490,48363,4150,93753,5010,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
310048,7897,151483,5944,2851004,14091,103903,4724,268909,7526,367778,8308,412537,9617,409009,8970,168073,5604,369330,8900,87197,4117,124554,4569,253183,6718,185544,6009,100987,5021,2656793,15711,94776,4830,305155,8843,408420,10192,424430,9952,398995,9018,162388,5575,315963,7043,75715,4321,100012,5231,195939,7045,124504,4688,50496,3303,0400000US42,5507797,23243,198679,7486,574064,11358,776198,14519,836967,15774,808004,13090,330461,8320,685293,11583,162912,6702,224566,7353,449122,10261,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
17792,2128,10710,1503,246765,4722,9161,1458,23585,2397,36947,3086,40664,2915,38399,3049,16412,2074,29906,2399,7036,1197,8104,1728,17802,2125,11329,1817,7420,1335,235749,5455,9019,1682,26678,2897,42663,3098,40956,3065,36996,3288,16375,2034,28710,2872,5794,1091,7468,1654,11337,1506,6463,1132,3290,773,0400000US44,482514,7313,18180,2550,50263,3824,79610,4536,81620,4360,75395,4424,32787,3017,58616,4021,12830,1592,15572,2537,29139,2916,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
65902,4496,32921,2718,980931,11563,32610,3605,88886,6019,139487,6449,155520,7161,159954,6766,61114,5813,141657,7408,26364,2635,34772,4910,75909,4977,40991,4350,23667,2513,902998,11388,25992,2716,95096,5428,151053,6975,167050,7947,150668,7568,57157,4573,117455,5766,27378,3646,26201,2687,50783,4395,24911,2815,9254,1365,0400000US45,1883929,18245,58602,4658,183982,8214,290540,10020,322570,11295,310622,10601,118271,7490,259112,9709,53742,4611,60973,6140,126692,6675,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
8476,1467,5460,1008,201538,4075,21175,2097,39336,2935,42940,3203,34831,2729,23578,2194,8204,1571,12728,1409,2330,526,2363,576,5569,1092,4882,1144,3602,830,185792,4121,17189,1561,37808,2168,39563,3004,33590,2544,23447,2075,9327,1728,9951,1390,2165,730,1964,445,5336,820,3594,717,1858,587,0400000US46,387330,5832,38364,2590,77144,3901,82503,4311,68421,3240,47025,3070,17531,2527,22679,2059,4495,954,4327,714,10905,1539,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
102354,5833,47765,4092,1379443,12953,36972,3466,122520,6826,185832,7295,219376,8724,217671,7548,97568,6815,204017,8315,43913,3830,50151,4105,108179,5835,62084,4842,31160,3058,1269182,14037,35395,3416,135863,6632,196284,7653,214843,8508,211697,8338,87875,4699,173626,6905,29881,2893,40155,3681,86688,6123,40270,3690,16605,2408,0400000US47,2648625,19175,72367,5304,258383,10189,382116,10498,434219,12940,429368,11444,185443,8817,377643,11410,73794,4824,90306,5817,194867,9155,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
542512,15036,213980,8980,5951889,28742,168351,7514,536053,14191,770844,14575,894149,18762,888678,17795,349143,11497,964373,22016,164820,7799,220733,9950,490145,14041,350457,11903,154143,8024,4909634,28939,169046,7595,573146,14868,769131,15310,830701,16761,760502,18087,276165,10568,681147,14427,118368,7335,155582,9473,323954,11807,192055,7416,59837,5051,0400000US48,10861523,47226,337397,10539,1109199,21988,1539975,18425,1724850,27926,1649180,26583,625308,14951,1645520,25463,283188,10448,376315,13441,814099,18969,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
36445,3234,18297,2079,671771,8341,23472,2655,76847,4144,106122,5413,117858,5410,110619,5786,38995,3288,86320,4453,15236,2437,17082,2457,39093,3365,25446,2704,14681,1921,516746,7398,27263,2656,77411,4921,92133,4588,100429,4757,75518,4475,30992,3295,55429,4105,8752,1559,13454,2144,20750,2656,10999,1759,3616,942,0400000US49,1188517,10999,50735,3736,154258,6672,198255,7573,218287,7549,186137,7419,69987,4785,141749,6537,23988,2846,30536,3631,59843,4642,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
9312,1176,5088,924,152317,2972,12224,1597,20770,1894,24237,2045,20220,1752,20564,1865,8493,920,16745,1581,3690,708,5032,870,11527,1423,5626,934,3189,636,145426,3384,8169,1195,22950,2242,21912,1608,24163,2118,19743,1565,11007,1308,14616,1521,4501,813,4063,839,8717,1149,3686,648,1899,526,0400000US50,297743,4833,20393,2059,43720,3086,46149,2854,44383,2892,40307,2444,19500,1770,31361,2444,8191,1055,9095,1263,20244,1863,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
263384,9094,108703,6204,1960031,13139,50205,4379,142788,6356,233328,7169,287678,8511,269448,8841,117868,6402,289639,9460,64701,4866,78792,5130,191974,8838,163915,7056,69695,4971,1746297,14844,42576,3560,143094,5725,247468,8084,294605,9040,269613,9239,111704,6195,239203,9166,51775,3737,63530,4926,144252,6862,99469,4834,39008,3232,0400000US51,3706328,20688,92781,6098,285882,8480,480796,10544,582283,12390,539061,13109,229572,9836,528842,13177,116476,5528,142322,7467,336226,10959,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
153528,5857,72151,4887,1588122,11692,48542,4295,135701,6160,203930,9099,241402,8568,231258,8219,106812,5062,229486,8700,47883,3568,68788,4475,132138,6339,94237,4556,47945,4048,1339157,11116,42681,3147,159082,6283,200470,7282,223149,6518,198729,7045,77512,3904,178119,5815,35729,2814,49932,3372,90257,5187,59291,3937,24206,2632,0400000US53,2927279,16752,91223,5633,294783,9024,404400,12246,464551,11464,429987,12758,184324,5991,407605,9788,83612,4588,118720,5405,222395,8135,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
38991,2587,26883,2974,372458,6478,16051,1912,39043,3190,45859,3222,58884,3563,49454,2924,19276,2327,41018,3037,9140,1672,13294,1704,32202,2740,27146,2110,21091,2658,334973,6837,14918,1874,45996,3397,59555,3860,57704,2820,49326,3563,17055,1990,35225,3078,7961,1342,9112,1394,20484,2210,11845,1769,5792,1155,0400000US54,707431,8782,30969,2729,85039,4204,105414,5367,116588,4869,98780,4713,36331,3244,76243,4446,17101,2273,22406,2064,52686,3574,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
85340,4469,43022,2391,1371064,10093,65400,4192,168913,6896,221506,7195,215239,5681,203027,5615,88290,4646,157303,5027,38224,2759,41680,2721,87944,4454,54578,3566,28960,1831,1280739,10238,57209,3802,185055,5845,236157,5450,213521,5687,191358,5963,88120,3915,132612,5251,33876,2546,35617,2784,62390,3352,30762,2547,14062,1440,0400000US55,2651803,13630,122609,6047,353968,9650,457663,8802,428760,8333,394385,8732,176410,6424,289915,7860,72100,3517,77297,4387,150334,5679,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
9155,1625,7074,1556,148293,3530,11939,1883,31573,2865,33730,2969,23408,2420,11946,1832,2988,741,9528,1667,1263,409,3274,971,5998,1239,7305,1371,5341,1285,125921,3513,12474,1710,32317,2916,32175,2499,21521,2368,10696,1511,2576,643,5789,1194,676,395,1678,604,2436,718,1850,709,1733,602,0400000US56,274214,4999,24413,2567,63890,4135,65905,4202,44929,3537,22642,2245,5564,1028,15317,2210,1939,585,4952,1184,8434,1540,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
99274,5110,44756,4021,542570,8389,14390,2064,41691,3642,57588,3968,82439,4663,69728,4223,21954,2663,93195,4464,13856,1908,24266,2687,46679,3682,50500,3616,26284,2728,491166,7752,8734,1388,33850,3020,57613,3391,78891,4813,62015,4334,23044,2464,86643,3729,10102,1511,23224,2411,39804,3234,48774,3796,18472,2532,0400000US72,1033736,10901,23124,2650,75541,4685,115201,5255,161330,6472,131743,6082,44998,3771,179838,5666,23958,2541,47490,3531,86483,4958,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
