GEO_ID,B25101_001E,B25101_001M,B25101_002E,B25101_002M,B25101_003E,B25101_003M,B25101_004E,B25101_004M,B25101_005E,B25101_005M,B25101_006E,B25101_006M,B25101_007E,B25101_007M,B25101_008E,B25101_008M,B25101_009E,B25101_009M,B25101_010E,B25101_010M,B25101_011E,B25101_011M,B25101_012E,B25101_012M,B25101_013E,B25101_013M,B25101_014E,B25101_014M,B25101_015E,B25101_015M,B25101_016E,B25101_016M,B25101_017E,B25101_017M,B25101_018E,B25101_018M,B25101_019E,B25101_019M,B25101_020E,B25101_020M,B25101_021E,B25101_021M,B25101_022E,B25101_022M,B25101_023E,B25101_023M,B25101_024E,B25101_024M,B25101_025E,B25101_025M,B25101_026E,B25101_026M,B25101_027E,B25101_027M,B25101_028E,B25101_028M,B25101_029E,B25101_029M,B25101_030E,B25101_030M,B25101_031E,B25101_031M,B25101_032E,B25101_032M,B25101_033E,B25101_033M,B25101_034E,B25101_034M,B25101_035E,B25101_035M,B25101_036E,B25101_036M,B25101_037E,B25101_037M,B25101_038E,B25101_038M,B25101_039E,B25101_039M,B25101_040E,B25101_040M,B25101_041E,B25101_041M,B25101_042E,B25101_042M,B25101_043E,B25101_043M,B25101_044E,B25101_044M,B25101_045E,B25101_045M,NAME,B25101_001MA,B25101_001EA,B25101_002MA,B25101_002EA,B25101_003MA,B25101_003EA,B25101_004EA,B25101_004MA,B25101_005MA,B25101_005EA,B25101_006EA,B25101_006MA,B25101_007MA,B25101_007EA,B25101_008EA,B25101_008MA,B25101_009EA,B25101_009MA,B25101_010EA,B25101_010MA,B25101_011MA,B25101_011EA,B25101_012MA,B25101_012EA,B25101_013MA,B25101_013EA,B25101_014EA,B25101_014MA,B25101_015EA,B25101_015MA,B25101_016EA,B25101_016MA,B25101_017MA,B25101_017EA,B25101_018MA,B25101_018EA,B25101_019EA,B25101_019MA,B25101_020EA,B25101_020MA,B25101_021EA,B25101_021MA,B25101_022MA,B25101_022EA,B25101_023MA,B25101_023EA,B25101_024MA,B25101_024EA,B25101_025EA,B25101_025MA,B25101_026EA,B25101_026MA,B25101_027EA,B25101_027MA,B25101_028EA,B25101_028MA,B25101_029MA,B25101_029EA,B25101_030EA,B25101_030MA,B25101_031EA,B25101_031MA,B25101_032EA,B25101_032MA,B25101_033MA,B25101_033EA,B25101_034MA,B25101_034EA,B25101_035MA,B25101_035EA,B25101_036EA,B25101_036MA,B25101_037EA,B25101_037MA,B25101_038MA,B25101_038EA,B25101_039MA,B25101_039EA,B25101_040MA,B25101_040EA,B25101_041EA,B25101_041MA,B25101_042EA,B25101_042MA,B25101_043MA,B25101_043EA,B25101_044MA,B25101_044EA,B25101_045MA,B25101_045EA,state
0400000US01,1289217,12212,769984,10852,69448,4535,35,35,804,316,68609,4530,98733,6174,3828,845,18400,2351,76505,4780,108210,5727,16420,1831,42638,3847,49152,3641,167223,5374,65605,4080,71433,4466,30185,2715,323282,8277,237282,7855,68107,4171,17893,2358,3088,922,519233,10290,134371,5643,33809,2645,31637,2502,68925,4228,115723,4814,84447,4061,23725,2377,7551,1295,82429,3935,77638,4030,4215,929,576,386,83211,4874,82122,4973,989,536,100,119,95336,4400,95155,4402,181,229,0,190,8163,1270,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162312,3867,105715,4095,2899,774,0,149,37,49,2862,783,4791,836,227,106,210,167,4354,839,9105,1696,486,259,1686,527,6933,1518,18937,1966,1762,489,6471,1020,10704,1790,69933,4034,37604,2933,23345,2044,8984,1598,50,70,56597,2674,8108,1092,1563,577,976,348,5569,1002,9088,1366,5107,1056,2546,683,1435,438,6524,1058,5154,916,1249,471,121,131,12843,1746,12143,1690,579,340,121,149,19904,1645,19904,1645,0,149,0,149,130,93,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1501528,15067,1032658,16346,84144,6313,62,85,1231,662,82851,6246,122389,7537,2630,761,11605,1910,108154,7221,146274,7811,11497,1619,41631,3882,93146,6031,218277,8794,50225,4195,96420,6613,71632,5265,452859,11944,271633,9369,135734,6801,45492,4614,8715,1977,468870,10367,96085,5202,24524,2396,22666,2318,48895,4063,106363,5420,74006,4511,22172,2701,10185,1631,75727,5081,69020,4785,5687,1641,1020,630,78270,4983,76672,4984,1296,742,302,230,102325,5308,101726,5341,321,199,278,360,10100,1925,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,750984,9249,441581,7763,41584,3261,0,192,1277,541,40307,3175,59015,3922,3094,754,15914,1442,40007,3325,71069,3902,16398,1833,31113,2903,23558,2169,99791,4578,50947,3583,35755,3166,13089,1652,166712,5125,134633,5199,27575,2820,4504,953,3410,994,309403,7087,79175,4092,26894,2466,20075,2021,32206,2450,68805,3266,56109,2838,10266,1336,2430,734,50236,2677,47637,2633,2204,593,395,357,51681,3228,50971,3111,504,353,206,205,55110,3589,55110,3589,0,192,0,192,4396,1003,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6843369,25886,5102167,26938,260299,8180,646,362,2332,545,257321,8146,394640,11114,6469,1269,19966,2249,368205,10478,501220,11461,21792,2308,62817,4181,416611,10411,882455,16726,83200,4891,217237,8026,582018,13373,3026181,25607,1094618,15602,1073413,17330,858150,15841,37372,3249,1741202,18648,303173,7558,62693,4104,58162,3526,182318,5050,323661,8344,181715,5656,78859,4535,63087,3714,250945,6829,198813,6424,38699,2362,13433,1928,293483,6988,269703,6733,19685,1940,4095,956,545887,13451,538156,13348,6580,1181,1151,486,24053,2516,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1271804,10881,954994,11508,49998,3759,109,115,414,266,49475,3771,79939,4189,2100,610,5870,1147,71969,4136,110997,5921,6460,1123,25634,2477,78903,5594,195061,7511,35746,3448,78635,4320,80680,4414,512909,10337,299562,7933,162690,6734,50657,4643,6090,1467,316810,6526,55897,2955,9271,1299,13947,1701,32679,2199,60695,3123,39235,2806,15747,1781,5713,1117,47068,2975,42125,2820,3759,893,1184,579,57774,3676,56458,3597,943,400,373,465,92394,4185,91916,4200,432,402,46,75,2982,941,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,911059,6941,644372,7533,23785,2445,229,369,0,198,23556,2355,37908,2893,125,99,970,478,36813,2766,54243,3282,1329,497,5723,1213,47191,2914,107518,4626,8613,1385,28678,2441,70227,4042,418062,7298,184088,5568,151519,5251,82455,4240,2856,863,266687,5457,33876,2345,869,355,1637,493,31370,2321,44187,3078,3649,801,13601,1407,26937,2441,35784,2692,13530,1757,15096,1448,7158,1153,45338,2506,34037,2184,8985,1175,2316,697,105087,4620,100412,4382,3651,797,1024,631,2415,809,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,238560,4816,166538,4740,8372,1315,0,192,122,176,8250,1323,13749,1666,502,360,990,445,12257,1581,19225,1690,1296,470,4011,925,13918,1619,33528,2813,5947,1169,13255,2347,14326,1509,90884,3823,51818,3304,30033,2762,9033,1504,780,423,72022,3318,11790,1446,2986,985,1830,556,6974,1129,12783,1433,7695,1176,3051,631,2037,646,11422,1287,9798,1230,1419,496,205,175,13909,1593,13633,1578,276,197,0,192,21813,1992,21295,1910,518,545,0,192,305,195,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110625,3425,87297,3574,3692,769,0,200,47,57,3645,764,4734,1137,75,88,120,114,4539,1137,6306,1319,155,146,604,337,5547,1161,12535,1622,1697,545,3190,774,7648,1326,59667,2929,30446,2335,19585,1889,9636,1442,363,262,23328,1822,2768,642,194,140,648,252,1926,556,2918,701,1583,497,620,272,715,407,2681,629,2116,548,422,263,143,143,3326,777,3064,753,239,234,23,37,11390,1283,11105,1251,212,179,73,119,245,172,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4741169,31771,2975808,26290,271985,9605,300,277,2554,891,269131,9382,402287,10069,8738,2108,38909,2854,354640,9780,416903,11933,31992,3114,98751,6632,286160,10467,630774,16327,119730,5863,238158,10664,272886,9906,1224948,19465,645787,14979,395890,11242,183271,7782,28911,3719,1765361,19804,382496,11715,70393,4545,77979,5174,234124,7835,379146,10989,201937,8797,108613,5717,68596,4752,282097,8123,227463,7554,41668,3164,12966,2103,295525,9916,274537,9463,14465,2140,6523,1483,393970,9001,382527,8996,8562,1500,2881,907,32127,3167,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
