GEO_ID,C01001G_001E,C01001G_001M,C01001G_002E,C01001G_002M,C01001G_003E,C01001G_003M,C01001G_004E,C01001G_004M,C01001G_005E,C01001G_005M,C01001G_006E,C01001G_006M,C01001G_007E,C01001G_007M,C01001G_008E,C01001G_008M,C01001G_009E,C01001G_009M,NAME,C01001G_001EA,C01001G_001MA,C01001G_002EA,C01001G_002MA,C01001G_003MA,C01001G_003EA,C01001G_004MA,C01001G_004EA,C01001G_005EA,C01001G_005MA,C01001G_006EA,C01001G_006MA,C01001G_007EA,C01001G_007MA,C01001G_008MA,C01001G_008EA,C01001G_009MA,C01001G_009EA,state
0400000US35,64215,5875,33279,3273,15588,2667,16010,1890,1681,513,30936,4094,12928,3006,15959,1978,2049,591,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,526783,16971,257775,9422,106503,5739,137550,5968,13722,1632,269008,10504,108605,6198,142351,6607,18052,1934,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,204855,14449,98084,7205,57060,5857,38090,3366,2934,843,106771,9054,54683,5484,47493,5268,4595,1158,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12654,1852,5446,1119,2748,777,2535,744,163,111,7208,1338,4075,1132,2785,806,348,223,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,266099,11306,135709,6509,80306,5274,51128,3565,4275,844,130390,6520,70190,4182,54756,3854,5444,1046,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,301647,9225,147673,5428,62478,3384,76811,3221,8384,763,153974,5446,64785,3256,77265,3451,11924,1091,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,134681,7065,66918,4909,26091,2775,37702,3389,3125,819,67763,3572,27079,2606,36411,2934,4273,970,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,247261,11270,124657,6933,70606,5110,50281,3555,3770,963,122604,6021,66213,4031,51892,3581,4499,832,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28756,4167,14986,2380,6335,1413,8064,1706,587,320,13770,2277,6076,1277,6723,1385,971,398,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,84391,7046,39539,3777,23859,3079,14451,2495,1229,511,44852,4689,22959,3358,20137,2897,1756,636,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,20140,2746,9629,1768,4917,1305,4411,1117,301,263,10511,1638,4654,923,5219,1203,638,469,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,121474,7801,60376,5269,31351,4061,26335,2733,2690,867,61098,4851,30676,3097,27330,3470,3092,1031,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,596902,18892,295864,11851,137695,8218,144882,7961,13287,1738,301038,10835,139290,7610,145511,6199,16237,1934,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,69358,6379,34852,3856,19438,2641,14828,2584,586,333,34506,3815,18210,2337,14986,2346,1310,546,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,13639,1462,7214,983,2868,668,4003,951,343,222,6425,935,2432,643,3832,668,161,134,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,240746,14173,123950,8697,62411,5698,57984,5083,3555,962,116796,7833,51804,4525,60136,5000,4856,1204,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,320819,12964,161330,7345,78249,4731,77968,5084,5113,955,159489,8117,76283,5816,78498,5005,4708,962,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,38367,2797,19174,2229,9289,1361,8869,1275,1016,751,19193,1895,8444,1238,9225,1362,1524,431,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,116797,6125,59488,4255,31465,2856,26750,2688,1273,460,57309,3712,28936,2582,26434,2418,1939,662,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15640,2461,8882,1936,3781,1256,4906,1393,195,189,6758,1362,2699,792,3396,932,663,430,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,497663,15956,241089,8560,71124,4908,146939,6437,23026,2444,256574,10006,66772,4623,158809,6697,30993,2563,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
