GEO_ID,C23002I_001E,C23002I_001M,C23002I_002E,C23002I_002M,C23002I_003E,C23002I_003M,C23002I_004E,C23002I_004M,C23002I_005E,C23002I_005M,C23002I_006E,C23002I_006M,C23002I_007E,C23002I_007M,C23002I_008E,C23002I_008M,C23002I_009E,C23002I_009M,C23002I_010E,C23002I_010M,C23002I_011E,C23002I_011M,C23002I_012E,C23002I_012M,C23002I_013E,C23002I_013M,C23002I_014E,C23002I_014M,C23002I_015E,C23002I_015M,C23002I_016E,C23002I_016M,C23002I_017E,C23002I_017M,C23002I_018E,C23002I_018M,C23002I_019E,C23002I_019M,C23002I_020E,C23002I_020M,C23002I_021E,C23002I_021M,C23002I_022E,C23002I_022M,C23002I_023E,C23002I_023M,C23002I_024E,C23002I_024M,C23002I_025E,C23002I_025M,C23002I_026E,C23002I_026M,C23002I_027E,C23002I_027M,NAME,C23002I_001EA,C23002I_001MA,C23002I_002EA,C23002I_002MA,C23002I_003EA,C23002I_003MA,C23002I_004EA,C23002I_004MA,C23002I_005EA,C23002I_005MA,C23002I_006MA,C23002I_006EA,C23002I_007EA,C23002I_007MA,C23002I_008EA,C23002I_008MA,C23002I_009EA,C23002I_009MA,C23002I_010MA,C23002I_010EA,C23002I_011MA,C23002I_011EA,C23002I_012EA,C23002I_012MA,C23002I_013EA,C23002I_013MA,C23002I_014EA,C23002I_014MA,C23002I_015EA,C23002I_015MA,C23002I_016MA,C23002I_016EA,C23002I_017MA,C23002I_017EA,C23002I_018EA,C23002I_018MA,C23002I_019EA,C23002I_019MA,C23002I_020EA,C23002I_020MA,C23002I_021MA,C23002I_021EA,C23002I_022MA,C23002I_022EA,C23002I_023EA,C23002I_023MA,C23002I_024EA,C23002I_024MA,C23002I_025EA,C23002I_025MA,C23002I_026MA,C23002I_026EA,C23002I_027MA,C23002I_027EA,state
0400000US04,1318817,2878,661235,1968,615175,1985,464274,5403,1330,620,462944,5427,398163,6629,64781,4735,150901,5637,46060,809,8447,1283,7283,1176,1164,574,37613,1439,657582,2612,598861,2653,361880,8523,292,335,361588,8496,309915,9303,51673,4502,236981,8449,58721,598,6285,1178,6006,1169,279,217,52436,1304,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,119487,1830,65703,1862,63479,1893,51718,1698,484,321,51234,1693,47908,1991,3326,1285,11761,1797,2224,710,411,283,224,209,187,222,1813,740,53784,1443,52192,1476,31098,2403,199,199,30899,2380,27493,2536,3406,1250,21094,2389,1592,494,248,234,203,214,45,74,1344,454,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10124063,7707,5098506,6156,4760310,6142,3777961,15744,22635,2820,3755326,15690,3238119,17514,517207,12387,982349,17664,338196,931,64898,3203,56769,3036,8129,1520,273298,3260,5025557,5082,4568236,5111,2881167,17981,3016,945,2878151,17939,2442522,18733,435629,11141,1687069,17978,457321,1000,51472,3537,45393,3344,6079,1464,405849,3505,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,725276,2842,370842,2263,344949,2120,273469,4208,3170,890,270299,4046,238434,4986,31865,3445,71480,3910,25893,866,5114,1053,4346,987,768,426,20779,1374,354434,2140,322753,2366,218121,4532,332,207,217789,4524,187812,4966,29977,3365,104632,4518,31681,740,4033,910,3879,930,154,143,27648,1210,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,349548,1143,173360,897,163690,883,130420,2670,608,362,129812,2773,110877,3432,18935,2238,33270,2775,9670,283,2236,654,2120,668,116,147,7434,704,176188,1088,162007,1196,113824,3283,58,130,113766,3236,95361,3430,18405,2419,48183,3452,14181,384,2403,667,2267,663,136,153,11778,768,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,50438,460,26269,505,25147,565,21501,1228,0,192,21501,1228,19189,1348,2312,976,3646,1229,1122,406,175,167,175,167,0,192,947,385,24169,394,22347,440,14739,1262,36,70,14703,1260,12708,1422,1995,873,7608,1320,1822,413,310,297,310,297,0,192,1512,535,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,46264,371,24264,375,23099,375,19770,1293,122,162,19648,1306,17338,1485,2310,1039,3329,1429,1165,-555555555,354,221,354,221,0,200,811,221,22000,167,20126,167,15410,1031,0,200,15410,1031,12893,1106,2517,895,4716,1042,1874,-555555555,590,294,439,297,151,138,1284,294,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,11
0400000US12,3362438,4256,1651069,4191,1461823,4556,1155117,11523,4957,1377,1150160,11546,997916,13198,152244,7821,306706,10951,189246,1975,42302,3185,37382,3169,4920,1180,146944,3366,1711369,3691,1444169,3746,983962,11614,911,612,983051,11510,852550,11932,130501,7143,460207,11902,267200,1892,26680,3464,23786,3285,2894,979,240520,3870,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,584440,5251,321716,4469,313680,4702,261211,5647,4925,1394,256286,5563,235652,5566,20634,3676,52469,4931,8036,1519,2935,1071,2765,1071,170,220,5101,1312,262724,3663,251421,4124,154888,5395,1590,1208,153298,5262,128896,5660,24402,2906,96533,5780,11303,1590,2475,1143,2315,1118,160,186,8828,1516,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,84483,625,42849,460,39828,551,29368,1296,3583,999,25785,1573,22148,1663,3637,1043,10460,1434,3021,274,572,260,572,260,0,187,2449,318,41634,557,37546,668,25130,1561,595,336,24535,1657,21626,1674,2909,773,12416,1940,4088,349,593,312,501,275,92,180,3495,501,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
