GEO_ID,C05003I_001E,C05003I_001M,C05003I_002E,C05003I_002M,C05003I_003E,C05003I_003M,C05003I_004E,C05003I_004M,C05003I_005E,C05003I_005M,C05003I_006E,C05003I_006M,C05003I_007E,C05003I_007M,C05003I_008E,C05003I_008M,C05003I_009E,C05003I_009M,C05003I_010E,C05003I_010M,C05003I_011E,C05003I_011M,C05003I_012E,C05003I_012M,C05003I_013E,C05003I_013M,C05003I_014E,C05003I_014M,C05003I_015E,C05003I_015M,NAME,C05003I_001EA,C05003I_001MA,C05003I_002EA,C05003I_002MA,C05003I_003MA,C05003I_003EA,C05003I_004MA,C05003I_004EA,C05003I_005EA,C05003I_005MA,C05003I_006EA,C05003I_006MA,C05003I_007EA,C05003I_007MA,C05003I_008MA,C05003I_008EA,C05003I_009MA,C05003I_009EA,C05003I_010MA,C05003I_010EA,C05003I_011EA,C05003I_011MA,C05003I_012EA,C05003I_012MA,C05003I_013EA,C05003I_013MA,C05003I_014EA,C05003I_014MA,C05003I_015MA,C05003I_015EA,state
0400000US25,649272,117,319262,966,108845,940,101368,1707,7477,1362,210417,240,115653,4421,94764,4432,330010,982,104579,939,98445,1491,6134,1313,225431,262,127612,4252,97819,4233,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,447420,716,227776,2074,88988,1630,83890,1682,5098,1118,138788,1369,88576,2641,50212,2640,219644,2123,83715,1801,79592,2117,4123,991,135929,1245,93911,2699,42018,2474,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,257186,1004,135180,2107,53026,1674,48514,1967,4512,1298,82154,1378,32230,2311,49924,2211,122006,1945,51094,1740,46041,1979,5053,1287,70912,1249,30365,2272,40547,2258,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,81113,3654,46775,3615,13708,2159,12793,2088,915,646,33067,2405,11925,1633,21142,2529,34338,2162,13853,1858,12398,1749,1455,680,20485,1422,10934,1760,9551,1317,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,216372,1346,113085,2609,43542,2625,39511,2673,4031,1073,69543,1820,35973,2645,33570,2355,103287,2448,41159,1924,37301,2226,3858,1193,62128,1841,34853,2367,27275,1728,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,29331,620,14181,1058,6251,869,6227,886,24,54,7930,1204,7006,1270,924,460,15150,1183,5815,1002,5815,1002,0,165,9335,874,8037,1148,1298,648,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,173430,489,90066,1990,36469,1671,33442,1811,3027,943,53597,1112,21476,2116,32121,2074,83364,1911,34810,1625,31811,1696,2999,891,48554,1082,22360,2128,26194,2232,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,737221,-555555555,378050,964,136034,908,126173,2039,9861,1804,242016,469,96270,6233,145746,6181,359171,963,129598,906,120879,2207,8719,1910,229573,469,91817,5194,137756,5211,Nevada,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,38497,1097,19808,1462,7269,1042,6876,997,393,436,12539,1023,8462,1390,4077,1023,18689,1195,6352,929,5548,808,804,748,12337,848,6630,1098,5707,1138,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1600690,-555555555,806576,1204,240334,1026,216981,2857,23353,2762,566242,402,239495,7863,326747,7857,794114,1206,230400,1025,209599,3239,20801,2929,563714,403,247450,5979,316264,5965,New Jersey,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,973051,-555555555,484089,1545,155525,1546,147006,2323,8519,1825,328564,-555555555,250249,5254,78315,5252,488962,1544,148807,1546,142723,2049,6084,1575,340155,-555555555,266425,4355,73730,4355,New Mexico,null,*****,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,35
0400000US36,3496401,760,1730127,1908,503873,1531,466029,4259,37844,4184,1226254,1535,587536,11663,638718,11564,1766274,1722,478062,1303,442013,3913,36049,3733,1288212,1327,639739,10138,648473,10111,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,828104,1278,436309,4694,159194,3910,142841,4294,16353,3158,277115,3635,74615,5320,202500,5060,391795,4775,162199,3853,146408,4441,15791,2507,229596,3267,75280,5139,154316,5202,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,14923,736,7678,955,2366,516,2333,507,33,64,5312,933,4820,992,492,325,7245,850,3283,500,3270,499,13,28,3962,766,3456,763,506,267,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,364018,1988,187635,2718,68837,2229,64846,2419,3991,1121,118798,1670,75338,2648,43460,2676,176383,2539,68374,2302,63942,2397,4432,1287,108009,1478,76335,2251,31674,1956,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,347623,-555555555,186932,1816,72474,1558,65526,1996,6948,1270,114458,1143,50439,2720,64019,2508,160691,1814,65358,1548,60129,1821,5229,1156,95333,1063,50200,2656,45133,2517,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,466071,-555555555,243584,2425,94865,2009,85791,2482,9074,2007,148719,1198,61364,4543,87355,4394,222487,2425,88955,2009,82331,2490,6624,1727,133532,1198,64219,4506,69313,4707,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,751430,1100,387059,2621,138995,1821,131009,2399,7986,1643,248064,1718,168237,4541,79827,4362,364371,2384,128173,1606,119714,2500,8459,1840,236198,1447,165017,3985,71181,4094,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,134714,-555555555,66749,440,23794,240,20314,1415,3480,1395,42955,361,16833,1881,26122,1893,67965,440,22407,239,20432,929,1975,894,45558,362,20700,2042,24858,2042,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,241008,1564,131077,3671,41248,3478,36064,3009,5184,2001,89829,2131,31817,3365,58012,3293,109931,3754,43726,3530,39013,3791,4713,1392,66205,1803,27772,2857,38433,2821,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,22899,1246,12504,1500,4097,647,3828,665,269,260,8407,1311,4682,1022,3725,982,10395,1129,4242,610,4129,594,113,123,6153,940,2910,665,3243,994,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,296307,2405,159331,3319,56248,2459,49830,2622,6418,1397,103083,2267,30988,3483,72095,3250,136976,3773,54946,3262,48682,3083,6264,2132,82030,2046,30284,3879,51746,3689,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9791628,2612,4934273,4577,1734019,3952,1621074,7974,112945,7735,3200254,2401,1772865,21639,1427389,21516,4857355,4920,1665718,4053,1561358,7808,104360,6476,3191637,2330,1867905,19712,1323732,19659,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,372913,-555555555,193061,1487,76546,1147,69228,1899,7318,1730,116515,865,49588,3522,66927,3467,179852,1488,72056,1148,66880,1785,5176,1311,107796,864,44736,3081,63060,3062,Utah,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9134,432,4620,581,1364,453,1268,441,96,118,3256,502,1916,551,1340,581,4514,560,1478,403,1425,425,53,70,3036,409,2534,469,502,268,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,648793,2673,339113,4174,110220,3279,96663,3488,13557,1994,228893,2860,82412,5778,146481,5644,309680,3707,100255,2937,90241,3334,10014,2067,209425,2169,76886,4930,132539,4742,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,789060,-555555555,410429,2344,156902,1876,145276,2695,11626,2505,253527,1411,118000,5703,135527,5795,378631,2346,150960,2047,138519,2824,12441,2257,227671,1237,116355,4472,111316,4394,Washington,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21302,933,10320,1152,2687,699,2531,674,156,166,7633,1057,4885,1055,2748,775,10982,1471,4013,1006,3901,998,112,155,6969,1219,4950,1136,2019,471,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,345297,832,182127,1810,72595,1717,67902,2019,4693,1081,109532,1227,54852,3783,54680,3445,163170,1952,64817,1675,60113,1643,4704,1074,98353,1151,58658,2688,39695,2587,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,51758,-555555555,26541,1307,10411,1153,8892,1108,1519,561,16130,756,11870,1185,4260,967,25217,1308,9287,1048,8374,1239,913,534,15930,944,12072,979,3858,848,Wyoming,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3667710,4625,1748730,3868,440262,2977,437412,3077,2850,1254,1308468,2294,1264644,4378,43824,3558,1918980,4111,428758,3117,426023,3212,2735,896,1490222,2078,1434158,4786,56064,4110,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
