GEO_ID,C24030_001E,C24030_001M,C24030_002E,C24030_002M,C24030_003E,C24030_003M,C24030_004E,C24030_004M,C24030_005E,C24030_005M,C24030_006E,C24030_006M,C24030_007E,C24030_007M,C24030_008E,C24030_008M,C24030_009E,C24030_009M,C24030_010E,C24030_010M,C24030_011E,C24030_011M,C24030_012E,C24030_012M,C24030_013E,C24030_013M,C24030_014E,C24030_014M,C24030_015E,C24030_015M,C24030_016E,C24030_016M,C24030_017E,C24030_017M,C24030_018E,C24030_018M,C24030_019E,C24030_019M,C24030_020E,C24030_020M,C24030_021E,C24030_021M,C24030_022E,C24030_022M,C24030_023E,C24030_023M,C24030_024E,C24030_024M,C24030_025E,C24030_025M,C24030_026E,C24030_026M,C24030_027E,C24030_027M,C24030_028E,C24030_028M,C24030_029E,C24030_029M,C24030_030E,C24030_030M,C24030_031E,C24030_031M,C24030_032E,C24030_032M,C24030_033E,C24030_033M,C24030_034E,C24030_034M,C24030_035E,C24030_035M,C24030_036E,C24030_036M,C24030_037E,C24030_037M,C24030_038E,C24030_038M,C24030_039E,C24030_039M,C24030_040E,C24030_040M,C24030_041E,C24030_041M,C24030_042E,C24030_042M,C24030_043E,C24030_043M,C24030_044E,C24030_044M,C24030_045E,C24030_045M,C24030_046E,C24030_046M,C24030_047E,C24030_047M,C24030_048E,C24030_048M,C24030_049E,C24030_049M,C24030_050E,C24030_050M,C24030_051E,C24030_051M,C24030_052E,C24030_052M,C24030_053E,C24030_053M,C24030_054E,C24030_054M,C24030_055E,C24030_055M,NAME,C24030_001EA,C24030_001MA,C24030_002MA,C24030_002EA,C24030_003MA,C24030_003EA,C24030_004MA,C24030_004EA,C24030_005EA,C24030_005MA,C24030_006EA,C24030_006MA,C24030_007EA,C24030_007MA,C24030_008MA,C24030_008EA,C24030_009MA,C24030_009EA,C24030_010MA,C24030_010EA,C24030_011EA,C24030_011MA,C24030_012EA,C24030_012MA,C24030_013MA,C24030_013EA,C24030_014MA,C24030_014EA,C24030_015MA,C24030_015EA,C24030_016EA,C24030_016MA,C24030_017EA,C24030_017MA,C24030_018EA,C24030_018MA,C24030_019EA,C24030_019MA,C24030_020MA,C24030_020EA,C24030_021MA,C24030_021EA,C24030_022EA,C24030_022MA,C24030_023EA,C24030_023MA,C24030_024EA,C24030_024MA,C24030_025MA,C24030_025EA,C24030_026MA,C24030_026EA,C24030_027MA,C24030_027EA,C24030_028MA,C24030_028EA,C24030_029EA,C24030_029MA,C24030_030MA,C24030_030EA,C24030_031MA,C24030_031EA,C24030_032MA,C24030_032EA,C24030_033MA,C24030_033EA,C24030_034EA,C24030_034MA,C24030_035MA,C24030_035EA,C24030_036MA,C24030_036EA,C24030_037MA,C24030_037EA,C24030_038MA,C24030_038EA,C24030_039EA,C24030_039MA,C24030_040EA,C24030_040MA,C24030_041MA,C24030_041EA,C24030_042MA,C24030_042EA,C24030_043MA,C24030_043EA,C24030_044EA,C24030_044MA,C24030_045EA,C24030_045MA,C24030_046MA,C24030_046EA,C24030_047MA,C24030_047EA,C24030_048MA,C24030_048EA,C24030_049EA,C24030_049MA,C24030_050EA,C24030_050MA,C24030_051EA,C24030_051MA,C24030_052MA,C24030_052EA,C24030_053MA,C24030_053EA,C24030_054MA,C24030_054EA,C24030_055EA,C24030_055MA,state
0400000US01,1981095,17704,1025863,11733,29779,2842,21023,2559,8756,1211,114408,5274,195489,6511,38317,3005,109171,5578,77179,4952,54457,4222,22722,2496,19185,2369,39898,3459,26078,3075,13820,2230,107712,5024,56756,3386,286,201,50670,3947,100920,5037,52938,4075,47982,3898,67746,5097,12120,1929,55626,4914,55093,3813,70966,4389,955232,11882,4757,1151,4185,1124,572,327,12139,2432,71961,5214,13497,1969,130768,6193,21941,2571,15585,2072,6356,1476,14717,1961,67500,4231,54106,3589,13394,1764,81260,4862,50016,3608,359,318,30885,3259,344659,9522,127938,6573,216721,6884,90513,5514,9625,1575,80888,5204,53809,3940,47711,3524,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,344343,5706,180788,3146,15611,2097,5396,1274,10215,1611,24856,2960,7931,1521,5683,1297,18887,2384,16608,2046,14055,1807,2553,719,2462,727,5843,1109,3005,886,2838,819,17718,2057,10752,1849,125,131,6841,1295,20936,2527,10370,1634,10566,1673,14780,2290,3107,990,11673,2090,7410,1546,22063,2417,163555,4528,2375,737,1108,447,1267,611,2078,576,3436,994,1467,498,20498,2079,7091,1309,6202,1249,889,353,3592,914,7913,1728,5616,1444,2297,886,11528,1636,7524,1490,249,220,3755,995,61426,3442,23829,2095,37597,2860,14657,2174,3357,962,11300,2102,7328,1051,20166,1926,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2687991,19218,1431398,14856,35333,3972,22184,3371,13149,2357,158098,9784,146896,8398,50630,4433,167547,7558,96356,6300,77377,6063,18979,2709,31437,4534,96954,7024,64586,5809,32368,4139,185048,10177,82435,5360,648,536,101965,7966,164435,7525,75745,5310,88690,6241,141555,8002,37248,3897,104307,7319,65115,5052,91994,6086,1256593,13530,10236,2643,6885,2173,3351,1518,16983,2285,53583,5038,18511,2780,154189,7484,37705,4264,31394,4206,6311,1572,17285,2385,126375,7355,95279,7121,31096,3788,128472,6943,73388,5388,620,303,54464,4883,413170,12093,161906,7317,251264,10581,142136,7436,25303,3172,116833,7009,69056,4299,68892,5250,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1235755,12185,647885,8140,37854,3436,29750,2669,8104,1687,70301,4457,116761,6488,25478,2589,89580,4822,55241,3691,42412,3680,12829,1958,11955,2135,24452,2520,15483,2144,8969,1417,45673,3642,22378,2677,620,451,22675,2796,66975,5223,34064,3105,32911,3713,42042,4255,6802,1315,35240,4203,29296,3215,32277,3041,587870,8008,7079,1295,5529,1172,1550,642,5398,1110,48400,3786,7500,1389,82999,4772,16328,2205,12532,2071,3796,1060,9630,1757,36446,2981,27516,2897,8930,1559,39034,3144,23263,2461,554,312,15217,2274,226790,7942,84940,5253,141850,6169,51896,3489,7218,1574,44678,3737,29199,2853,27171,2414,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16426694,38419,8854156,25612,302017,10987,274534,10485,27483,3315,874986,18063,1098932,15610,336969,11348,974359,18629,576874,15402,486401,14157,90473,5340,282063,9682,473737,13928,287920,10387,185817,7191,1255173,18961,722920,14559,5135,1286,527118,12227,982569,18030,461690,11371,520879,14124,841256,17180,239963,8871,601293,15870,422317,12424,432904,10112,7572538,30378,93558,4978,89027,4867,4531,1079,76831,3800,533010,11691,173655,7674,872517,15307,178354,8313,145296,6620,33058,3884,166009,7738,559910,13180,380740,10864,179170,7105,811924,14261,544020,12736,4351,1071,263553,9372,2481690,24201,930758,14091,1550932,19377,787156,17740,192524,7918,594632,14818,473253,11238,364671,11419,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2492419,12726,1326411,8549,50972,4071,25721,3024,25251,2874,160128,5926,122290,5663,47833,3490,142684,7379,87466,4691,68949,4348,18517,2196,46386,3763,81131,5131,49598,4334,31533,3030,193518,7194,125217,6253,1174,538,67127,4447,136101,6390,70687,4241,65414,4803,127570,5874,32094,3625,95476,5855,59611,3857,70721,4549,1166008,9620,11786,1619,7170,1258,4616,1273,17121,2411,50174,3931,17918,2326,143353,6088,30711,3261,24195,2660,6516,1687,29846,3284,95947,5154,65544,4249,30403,3507,139418,6125,93215,5003,1067,466,45136,3757,369657,8313,146067,6316,223590,7193,130419,6265,28463,2467,101956,5738,70307,4132,59351,4802,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1742494,10890,891598,7591,4743,1171,3259,831,1484,862,90355,4637,133580,5471,31922,3334,100091,4976,49957,3496,39024,3233,10933,1663,21477,2070,78064,4268,61641,3731,16423,2275,108817,4872,70082,3555,1122,536,37613,3418,125292,6172,61417,4289,63875,4352,73475,4992,25367,2751,48108,4319,35966,2789,37859,2800,850896,8138,2457,665,2338,621,119,141,7275,1238,55665,3630,12188,2153,92140,4379,18332,2296,14399,2186,3933,942,17271,2046,83007,4223,69456,3894,13551,1903,76628,4185,49978,3248,1404,508,25246,2503,338919,7599,129776,4963,209143,6158,72827,4519,20310,2408,52517,3953,45988,3213,28199,2567,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420365,5587,213223,3400,3823,995,3823,995,0,192,24899,2872,29594,3497,7061,1547,23951,2906,14008,1766,11157,1607,2851,983,7047,1934,15508,2323,11068,1938,4440,1047,22485,2478,12470,1700,177,217,9838,1890,24825,2586,14300,2072,10525,1617,17804,1963,3955,1013,13849,1788,8948,1262,13270,2018,207142,4426,1172,476,1172,476,0,192,2161,586,12995,1530,2312,668,24681,2532,5079,1130,4649,1134,430,210,2554,632,22051,2577,19317,2492,2734,990,17431,2287,10926,1704,187,115,6318,1285,77413,4175,24054,2303,53359,3374,20711,2569,5144,1159,15567,2330,7737,1193,10845,1799,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,310607,5456,150078,3527,72,120,72,120,0,200,9447,1824,2120,689,1088,514,6344,1589,8230,1694,7419,1740,811,412,7638,1555,10402,2273,5678,1261,4724,1590,32485,2952,25774,2458,124,146,6587,1381,21106,1925,12618,1705,8488,1393,14014,2281,4091,1205,9923,2165,11077,1476,26055,2285,160529,4243,36,60,36,60,0,200,1371,862,1569,564,648,354,7895,1494,2978,1035,2902,1026,76,91,5295,959,7860,1383,4618,1110,3242,935,32314,2912,25859,2786,48,81,6407,1373,41029,3000,17892,2182,23137,2311,12036,1759,4942,1133,7094,1470,17350,2009,30148,2374,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8101898,33734,4158506,24111,69902,5961,63678,5900,6224,1300,453848,14453,294730,10441,157336,8707,549720,15579,313988,11410,261547,10169,52441,5504,93995,5981,276748,11149,164675,8382,112073,7062,581131,16350,277519,9403,1650,692,301962,13416,433560,14879,194826,9770,238734,10560,497843,15388,138441,8849,359402,13175,207823,9663,227882,8879,3943392,24303,23830,3185,22583,3137,1247,725,54601,5600,130864,7350,82807,5769,535885,16912,104857,6567,89434,5923,15423,2729,67005,4899,329534,9903,229315,8515,100219,5944,426542,12985,239116,9205,2476,796,184950,10077,1300589,21009,461034,13362,839555,17877,487338,14408,97445,6336,389893,13710,233372,10272,166168,7568,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
