GEO_ID,B05010_001E,B05010_001M,B05010_002E,B05010_002M,B05010_003E,B05010_003M,B05010_004E,B05010_004M,B05010_005E,B05010_005M,B05010_006E,B05010_006M,B05010_007E,B05010_007M,B05010_008E,B05010_008M,B05010_009E,B05010_009M,B05010_010E,B05010_010M,B05010_011E,B05010_011M,B05010_012E,B05010_012M,B05010_013E,B05010_013M,B05010_014E,B05010_014M,B05010_015E,B05010_015M,B05010_016E,B05010_016M,B05010_017E,B05010_017M,B05010_018E,B05010_018M,B05010_019E,B05010_019M,B05010_020E,B05010_020M,B05010_021E,B05010_021M,B05010_022E,B05010_022M,B05010_023E,B05010_023M,B05010_024E,B05010_024M,B05010_025E,B05010_025M,NAME,B05010_001EA,B05010_001MA,B05010_002MA,B05010_002EA,B05010_003MA,B05010_003EA,B05010_004EA,B05010_004MA,B05010_005EA,B05010_005MA,B05010_006EA,B05010_006MA,B05010_007MA,B05010_007EA,B05010_008MA,B05010_008EA,B05010_009MA,B05010_009EA,B05010_010EA,B05010_010MA,B05010_011EA,B05010_011MA,B05010_012EA,B05010_012MA,B05010_013MA,B05010_013EA,B05010_014MA,B05010_014EA,B05010_015EA,B05010_015MA,B05010_016EA,B05010_016MA,B05010_017EA,B05010_017MA,B05010_018MA,B05010_018EA,B05010_019EA,B05010_019MA,B05010_020MA,B05010_020EA,B05010_021EA,B05010_021MA,B05010_022EA,B05010_022MA,B05010_023MA,B05010_023EA,B05010_024MA,B05010_024EA,B05010_025MA,B05010_025EA,state
0400000US01,1058901,5317,284150,11456,78456,7473,58992,6977,15129,3301,4335,1876,205694,10711,196951,10957,8743,2131,250754,10982,136731,8773,121958,8657,10743,2985,4030,1723,114023,7388,111352,7284,2671,914,523997,11963,427070,12214,403806,12036,11869,2315,11395,2921,96927,6234,92093,6049,4834,1829,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,181091,1362,25628,3880,9290,2551,6507,1993,2310,1748,473,371,16338,3647,16291,3648,47,80,45398,5359,22767,3960,17929,3653,4037,1892,801,482,22631,4242,20620,4226,2011,1015,110065,5311,85567,5220,76889,5085,4012,1556,4666,1099,24498,3504,22903,3434,1595,778,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1542548,7629,409369,20059,151007,12807,63497,8686,73216,7991,14294,3933,258362,16876,180942,13062,77420,10971,390519,20630,212819,17903,117466,12479,67181,9011,28172,6410,177700,14787,141260,13337,36440,5870,742660,18125,564666,16776,454026,14679,54623,5952,56017,6072,177994,13009,155326,11521,22668,4967,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,666051,4356,182868,9478,58112,7447,41339,5486,14887,4608,1886,1172,124756,8011,115878,7517,8878,3120,176415,9840,100202,8404,80612,7117,14309,3811,5281,1776,76213,6712,72089,6672,4124,1511,306768,9714,253272,9891,228891,9207,13911,2943,10470,2406,53496,4905,52331,4787,1165,727,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8830346,13244,1974105,32005,801986,25280,163247,12200,538426,22829,100313,10723,1172119,28807,628041,21628,544078,19750,2171012,30767,1303671,29241,354154,19031,770607,23320,178910,13362,867341,22989,516554,20377,350787,15044,4685229,36507,3683769,35250,2057570,30536,1031311,26293,594888,19868,1001460,24754,729321,20599,272139,14975,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1179069,4921,204515,11055,76216,9006,35030,5415,30467,5277,10719,3993,128299,9464,101774,8854,26525,4312,256193,11345,166684,10219,100893,9347,47877,5500,17914,3996,89509,6830,72801,6279,16708,3369,718361,14782,588750,14714,494687,13115,46010,4868,48053,5461,129611,8309,122328,8348,7283,1779,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,778282,2829,113120,8155,26236,4224,13675,2980,10282,3288,2279,972,86884,7431,71625,5862,15259,3392,118921,8395,53200,6066,29753,4238,18055,3397,5392,1426,65721,6177,51385,5619,14336,2760,546241,9525,451446,8861,348057,8924,57924,5432,45465,4962,94795,6012,82369,5404,12426,2100,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,191327,2500,30402,3978,5566,1594,3541,1357,1693,888,332,382,24836,3754,20321,3330,4515,2218,43032,5399,18559,3344,12039,3128,4723,1777,1797,1293,24473,3875,22195,3590,2278,1195,117893,5409,89569,5455,74161,4910,9058,1884,6350,1962,28324,3220,26324,3131,2000,916,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,99355,1866,30097,3774,1299,968,356,276,943,970,0,200,28798,3746,25560,3827,3238,1507,14069,3134,1920,997,482,377,1372,900,66,109,12149,3026,9759,2605,2390,1188,55189,3952,32908,2516,22566,2236,5639,1566,4703,1042,22281,3309,18811,2864,3470,1342,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3791541,11485,921354,24959,312796,16764,140937,11871,142537,13185,29322,7081,608558,22594,441273,20660,167285,11764,946597,26806,498460,20635,274083,15870,169035,12405,55342,7109,448137,19548,337299,17267,110838,9512,1923590,30906,1487518,30721,1037178,30241,243438,12735,206902,12700,436072,16082,351648,14425,84424,7388,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2343697,10873,601213,18818,198853,12526,97834,8648,87075,8395,13944,3433,402360,16081,349660,14666,52700,8447,548767,15958,290180,12527,200881,11076,64782,7904,24517,4216,258587,12814,227993,12916,30594,6259,1193717,21373,953759,21715,798496,20019,97004,9444,58259,7090,239958,13602,214441,12904,25517,4917,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,288395,2300,47542,6247,20492,4717,10488,3795,7056,2468,2948,1680,27050,4026,22821,3739,4229,1919,54358,4742,34047,3690,20718,3326,7656,2363,5673,2230,20311,2965,15457,2591,4854,1545,186495,6992,144358,6068,96691,6710,20917,2952,26750,4109,42137,5040,34144,4328,7993,2016,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,406995,3664,81215,6783,33531,4043,19144,2923,11044,2738,3343,1735,47684,6094,42161,5678,5523,2004,112296,7779,82977,6846,68230,6115,10393,2394,4354,1909,29319,4094,26204,3724,3115,1232,213484,9106,184171,9180,168801,8837,5646,1554,9724,2875,29313,3693,27663,3460,1650,851,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2968960,6737,623598,16948,201411,12312,78317,7516,95050,9177,28044,6774,422187,13417,356417,12755,65770,7029,628461,20072,346528,16629,163495,9824,147433,11251,35600,6233,281933,11573,214071,8938,67862,7821,1716901,21519,1412659,20551,1086663,16872,208941,11102,117055,8634,304242,10963,266862,9508,37380,4102,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1509211,6824,335113,14995,95454,9406,67056,7811,20549,4503,7849,2724,239659,12441,218808,11377,20851,4350,337191,13893,194178,10663,162989,9753,22438,3475,8751,2188,143013,9432,132953,9281,10060,2570,836907,17017,685889,17043,641047,16250,26631,3809,18211,3122,151018,8526,145550,8292,5468,1654,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,695169,3130,115958,7417,37611,4330,27476,3421,8046,2392,2089,1173,78347,6515,70121,6374,8226,2570,154877,6933,86052,5608,72475,5520,9444,1760,4133,1255,68825,5604,63505,5711,5320,1747,424334,8583,363585,9130,340481,9054,13423,2845,9681,1912,60749,4832,58412,4759,2337,1031,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,690313,3495,125577,7453,42125,4577,24683,3229,14809,3383,2633,1297,83452,6666,71242,6147,12210,2802,166336,7757,101543,6498,74837,5781,19017,3330,7689,2607,64793,6145,56556,5355,8237,2711,398400,9226,333887,9251,297309,8779,20379,3123,16199,2901,64513,5427,60309,5740,4204,1337,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,949259,5444,253277,11907,80010,6830,65229,6391,10678,2660,4103,1638,173267,9806,164799,9582,8468,2352,202902,10021,119070,8231,107838,7641,7147,2169,4085,1614,83832,6241,80396,6597,3436,1564,493080,11677,409939,11907,383066,12381,13636,2381,13237,2657,83141,6513,80413,6374,2728,1061,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
