GEO_ID,B19216_001E,B19216_001M,B19216_002E,B19216_002M,B19216_003E,B19216_003M,B19216_004E,B19216_004M,B19216_005E,B19216_005M,B19216_006E,B19216_006M,B19216_007E,B19216_007M,B19216_008E,B19216_008M,B19216_009E,B19216_009M,B19216_010E,B19216_010M,B19216_011E,B19216_011M,B19216_012E,B19216_012M,B19216_013E,B19216_013M,B19216_014E,B19216_014M,B19216_015E,B19216_015M,NAME,B19216_001MA,B19216_001EA,B19216_002MA,B19216_002EA,B19216_003EA,B19216_003MA,B19216_004EA,B19216_004MA,B19216_005EA,B19216_005MA,B19216_006EA,B19216_006MA,B19216_007MA,B19216_007EA,B19216_008EA,B19216_008MA,B19216_009EA,B19216_009MA,B19216_010EA,B19216_010MA,B19216_011EA,B19216_011MA,B19216_012MA,B19216_012EA,B19216_013EA,B19216_013MA,B19216_014EA,B19216_014MA,B19216_015EA,B19216_015MA,state
0400000US01,20210400800,694955422,10466899600,492654802,8441741900,452496770,6786566100,418936339,1655175900,163050146,2025157600,235019432,1871623000,225881222,153534600,55805294,9743501200,455796807,8179800500,426896542,4874526800,353180440,3305273700,241569825,1563700700,183245367,1440019300,172297166,123681400,41909021,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,4797379200,317274967,2869956700,224496277,1769270100,174050014,1504224700,165236919,265045400,68546489,1100686600,203705178,1020840400,200742279,79846200,64804338,1927422500,241726366,1347049200,168538534,1020910900,126716888,326138300,123782367,580373300,149485789,561101700,148086230,19271700,12972887,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,33998870900,1163248742,18506682100,950759808,12763808200,815536444,10047716200,706465244,2716092000,377466648,5742873900,466676692,4991271600,406279791,751602300,175381603,15492188800,530393518,11160605400,417774560,6735284900,327491580,4425320500,267605103,4331583400,359867787,3808265400,350443029,523318000,136406426,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,11990171900,565139146,6230844000,341343651,4736137800,337719920,3702364900,298198531,1033772900,142610192,1494706200,207423780,1374076600,204508096,120629600,48278687,5759327900,422691412,4670638000,373630219,2804383100,268615527,1866254900,199954700,1088689900,196196653,899437900,117071252,189252000,144339584,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,222681201000,2861117532,119449555600,2355811657,74989533400,1814690698,60716416300,1647479604,14273117200,651104251,44460022200,1625610912,40727749600,1503060875,3732272600,469138562,103231645400,1593474644,71650368400,1256366009,46782865300,1125583926,24867503100,732674422,31581277000,1074336403,28256616000,981971722,3324660900,370287998,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,34411794200,1099824709,18909585300,922302356,12643983500,734143446,10690103600,736497905,1953879900,240199773,6265601800,571504238,5716406100,507548650,549195800,232777650,15502208900,563108280,11265888600,407848424,8086932400,389819130,3178956200,164261900,4236320300,361318759,3911046700,351469644,325273500,93240291,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,24519333200,826963989,12603431100,708693866,8959661800,676234737,7236844500,663530012,1722817300,182702409,3643769300,326886196,3349838000,330035854,293931300,81427206,11915902100,462089100,9150251000,380940106,5549726200,338461323,3600524800,227349848,2765651100,295241237,2420846800,267701946,344804200,104068190,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,5190323700,318823708,2583408000,238103066,1680338900,153782078,1262156000,140545806,418183000,75621930,903069100,189938642,839475800,182845734,63593300,31419380,2606915700,267555710,1929694100,254856977,1137715200,121358298,791978900,213675307,677221600,127978257,589721700,122807706,87499900,46443474,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11982231000,708201910,6145154400,533061042,3420120700,277228921,2907253900,265188176,512866800,112218260,2725033700,505193783,2653243500,508263361,71790200,41020318,5837076700,401083062,4270151800,363854072,3395495400,289134758,874656500,220879258,1566924800,270589559,1516317900,271628298,50606900,38568171,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,105010741000,1776915944,55090023500,1510190587,37688811900,1265860658,27873074000,1183414082,9815737800,543522755,17401211700,814073862,15474588400,821832559,1926623300,230524335,49920717400,1120842384,37669069600,890983957,21421411800,671880705,16247657800,583916109,12251647800,733075917,10245407100,723891632,2006240800,276500279,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
