GEO_ID,B07002_001E,B07002_001M,B07002_002E,B07002_002M,B07002_003E,B07002_003M,B07002_004E,B07002_004M,B07002_005E,B07002_005M,B07002_006E,B07002_006M,NAME,B07002_001EA,B07002_001MA,B07002_002MA,B07002_002EA,B07002_003EA,B07002_003MA,B07002_004EA,B07002_004MA,B07002_005EA,B07002_005MA,B07002_006EA,B07002_006MA,state
0400000US01,38.6,0.2,41.5,0.2,25.6,0.5,27.0,0.7,27.6,1.3,27.5,2.1,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34.4,0.3,37.5,0.6,26.0,1.1,29.3,2.8,26.3,1.1,23.9,6.0,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,36.7,0.1,40.1,0.3,27.0,0.5,26.5,1.6,31.9,2.0,31.6,2.6,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,38.0,0.2,41.1,0.4,26.2,0.9,26.9,1.4,27.6,1.8,28.0,2.4,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35.8,0.1,38.2,0.2,28.0,0.2,27.9,0.4,28.3,0.5,28.6,0.7,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36.7,0.2,40.4,0.2,26.2,0.4,27.4,0.6,28.2,0.7,28.5,1.5,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40.6,0.1,42.6,0.2,29.5,0.6,27.9,1.3,26.5,0.9,26.4,1.1,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,39.6,0.4,42.1,0.4,26.1,1.1,29.9,2.7,27.5,1.5,29.7,2.8,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,33.8,0.2,37.8,0.6,28.2,1.2,-666666666.0,-222222222.0,26.9,0.7,29.0,2.7,District of Columbia,null,null,null,null,null,null,-,**,null,null,null,null,11
0400000US12,41.4,0.2,44.2,0.2,28.8,0.4,28.9,0.7,34.4,1.4,33.4,1.5,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,36.0,0.2,38.4,0.3,26.7,0.5,27.2,0.6,27.1,0.8,29.1,1.3,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,39.0,0.2,41.3,0.3,31.9,1.3,29.6,9.1,26.1,1.1,26.1,2.6,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,35.6,0.2,39.2,0.5,24.5,0.8,25.8,2.0,27.3,1.8,27.5,3.5,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,37.3,0.1,39.7,0.2,27.0,0.3,26.8,0.6,26.2,0.5,30.0,0.9,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37.6,0.1,40.4,0.2,25.7,0.4,25.1,0.5,25.8,0.8,25.9,1.5,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.6,0.2,42.1,0.3,25.4,0.6,24.2,0.6,25.6,0.7,25.7,3.5,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.8,0.3,40.2,0.3,25.5,0.5,24.5,0.9,26.4,0.8,26.4,1.4,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38.7,0.2,41.6,0.2,26.1,0.5,25.9,0.8,27.4,1.2,26.3,3.2,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36.4,0.2,39.3,0.3,26.0,0.6,26.8,0.8,28.8,1.2,26.8,1.4,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
