GEO_ID,C06008_001E,C06008_001M,C06008_002E,C06008_002M,C06008_003E,C06008_003M,C06008_004E,C06008_004M,C06008_005E,C06008_005M,C06008_006E,C06008_006M,C06008_007E,C06008_007M,C06008_008E,C06008_008M,C06008_009E,C06008_009M,C06008_010E,C06008_010M,C06008_011E,C06008_011M,C06008_012E,C06008_012M,C06008_013E,C06008_013M,C06008_014E,C06008_014M,C06008_015E,C06008_015M,C06008_016E,C06008_016M,C06008_017E,C06008_017M,C06008_018E,C06008_018M,C06008_019E,C06008_019M,C06008_020E,C06008_020M,C06008_021E,C06008_021M,C06008_022E,C06008_022M,C06008_023E,C06008_023M,C06008_024E,C06008_024M,C06008_025E,C06008_025M,NAME,C06008_001MA,C06008_001EA,C06008_002EA,C06008_002MA,C06008_003EA,C06008_003MA,C06008_004EA,C06008_004MA,C06008_005MA,C06008_005EA,C06008_006EA,C06008_006MA,C06008_007MA,C06008_007EA,C06008_008EA,C06008_008MA,C06008_009EA,C06008_009MA,C06008_010MA,C06008_010EA,C06008_011EA,C06008_011MA,C06008_012MA,C06008_012EA,C06008_013EA,C06008_013MA,C06008_014EA,C06008_014MA,C06008_015MA,C06008_015EA,C06008_016EA,C06008_016MA,C06008_017EA,C06008_017MA,C06008_018MA,C06008_018EA,C06008_019EA,C06008_019MA,C06008_020MA,C06008_020EA,C06008_021EA,C06008_021MA,C06008_022EA,C06008_022MA,C06008_023MA,C06008_023EA,C06008_024EA,C06008_024MA,C06008_025EA,C06008_025MA,state
0400000US01,3874758,2952,1125936,15441,1892769,25175,583031,15465,273022,7480,2601352,18244,809073,13899,1192936,19855,397801,11801,201542,6313,1086924,17229,259401,9864,594086,13088,167437,8052,66000,4750,35001,3921,10505,1826,18685,2534,4960,1248,851,508,151481,6093,46957,4730,87062,4892,12833,2418,4629,1107,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,565162,1193,182642,5351,279473,7536,81718,4882,21329,1731,169815,5431,89721,4059,54744,3627,19959,1831,5391,820,333579,4949,77803,4582,187764,7332,54198,4127,13814,1509,13590,2142,4161,1005,7644,1614,1707,770,78,65,48178,3411,10957,2039,29321,2749,5854,1076,2046,579,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5129409,1939,1647834,21707,2447314,30437,748086,19740,286175,9164,1424559,23635,746674,14822,462915,16189,177033,9617,37937,3859,2809653,23392,684232,18574,1457156,25034,461838,14645,206427,7489,68339,5241,23030,2961,31848,4112,10404,2420,3057,1035,826858,16226,193898,9341,495395,13240,98811,6549,38754,3448,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2342376,2165,611820,12180,1200940,16856,370966,10278,158650,5756,1322803,13964,384731,9889,633849,14053,205624,8140,98599,4922,886487,14014,192640,6866,485059,12413,153195,6382,55593,3355,15911,1940,4175,1151,7725,1520,3310,1004,701,480,117175,4428,30274,3690,74307,4736,8837,1767,3757,1017,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30062390,3289,10916035,44301,13967231,66315,3626995,39082,1552129,15235,13614353,42801,6827500,40205,4826427,41745,1563790,22356,396636,8418,6217867,36587,1489195,21341,3111065,29596,1017943,17961,599664,11125,378533,12448,136713,7690,177506,8336,49775,4071,14539,2044,9851637,46245,2462627,29903,5852233,47091,995487,19256,541290,12144,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4087156,2841,1262092,14577,2080824,24016,555420,14658,188820,6157,1367732,19172,572108,13999,561259,13253,181919,8535,52446,3558,2192616,17444,555213,12193,1201743,16379,319944,10395,115716,4824,61021,4337,21427,2549,30001,3102,8294,1551,1299,522,465787,12848,113344,7112,287821,8716,45263,3917,19359,2712,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2925822,761,969318,11988,1416436,16328,359648,9210,180420,6355,1466745,14619,591901,9798,619723,14541,172504,6035,82617,4418,885357,13516,224427,7412,485695,11556,109959,5467,65276,3880,117061,6215,40536,4383,45912,4152,24143,2538,6470,1214,456659,12394,112454,6601,265106,9095,53042,4040,26057,2362,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,737847,647,246171,5154,347487,6136,97450,5326,46739,3022,282939,8492,120749,5516,109652,5901,36933,3163,15605,1815,367246,9564,101031,5136,185898,6462,52666,4200,27651,2569,14271,2616,4855,1568,7391,1942,1858,549,167,181,73391,4869,19536,3136,44546,3211,5993,1452,3316,985,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,529068,414,307042,5840,132073,6368,62040,4000,27913,2464,168262,6224,110391,5520,24730,3038,24521,2605,8620,1442,270553,6293,152589,5633,74594,4700,27216,2910,16154,1828,9803,1568,5906,1196,2758,796,744,462,395,440,80450,4866,38156,3610,29991,3244,9559,1799,2744,690,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15770265,5407,4899961,34106,7286980,44538,2448397,28600,1134927,18795,4156786,47633,2179685,29763,1317046,27580,525000,14432,135055,5881,7498732,41957,1662638,29355,3849023,34784,1261945,21465,725126,15640,548881,17276,173188,9829,247838,10716,94118,6951,33737,3944,3565866,35585,884450,21777,1873073,29904,567334,15542,241009,8736,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
