GEO_ID,B14004_001E,B14004_001M,B14004_002E,B14004_002M,B14004_003E,B14004_003M,B14004_004E,B14004_004M,B14004_005E,B14004_005M,B14004_006E,B14004_006M,B14004_007E,B14004_007M,B14004_008E,B14004_008M,B14004_009E,B14004_009M,B14004_010E,B14004_010M,B14004_011E,B14004_011M,B14004_012E,B14004_012M,B14004_013E,B14004_013M,B14004_014E,B14004_014M,B14004_015E,B14004_015M,B14004_016E,B14004_016M,B14004_017E,B14004_017M,B14004_018E,B14004_018M,B14004_019E,B14004_019M,B14004_020E,B14004_020M,B14004_021E,B14004_021M,B14004_022E,B14004_022M,B14004_023E,B14004_023M,B14004_024E,B14004_024M,B14004_025E,B14004_025M,B14004_026E,B14004_026M,B14004_027E,B14004_027M,B14004_028E,B14004_028M,B14004_029E,B14004_029M,B14004_030E,B14004_030M,B14004_031E,B14004_031M,B14004_032E,B14004_032M,B14004_033E,B14004_033M,NAME,B14004_001EA,B14004_001MA,B14004_002EA,B14004_002MA,B14004_003EA,B14004_003MA,B14004_004EA,B14004_004MA,B14004_005MA,B14004_005EA,B14004_006MA,B14004_006EA,B14004_007EA,B14004_007MA,B14004_008EA,B14004_008MA,B14004_009EA,B14004_009MA,B14004_010MA,B14004_010EA,B14004_011MA,B14004_011EA,B14004_012EA,B14004_012MA,B14004_013EA,B14004_013MA,B14004_014EA,B14004_014MA,B14004_015EA,B14004_015MA,B14004_016MA,B14004_016EA,B14004_017MA,B14004_017EA,B14004_018EA,B14004_018MA,B14004_019EA,B14004_019MA,B14004_020EA,B14004_020MA,B14004_021MA,B14004_021EA,B14004_022MA,B14004_022EA,B14004_023MA,B14004_023EA,B14004_024EA,B14004_024MA,B14004_025EA,B14004_025MA,B14004_026EA,B14004_026MA,B14004_027MA,B14004_027EA,B14004_028MA,B14004_028EA,B14004_029EA,B14004_029MA,B14004_030EA,B14004_030MA,B14004_031EA,B14004_031MA,B14004_032MA,B14004_032EA,B14004_033EA,B14004_033MA,state
0400000US13,7736263,6684,3739449,6625,231403,8717,1432,612,137349,5583,52552,4338,40070,4042,69870,5851,154,153,31272,4019,17827,3210,20617,2948,3438176,11632,210049,5123,354467,8914,582871,8100,2290789,7357,3996814,5885,349800,10950,1840,720,184020,6621,84771,5963,79169,6085,115963,7535,188,118,49385,4655,27114,3572,39276,3820,3531051,11584,195459,4369,261687,7183,561358,7551,2512547,8602,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1121353,683,558393,1015,33972,3099,322,240,16589,2027,9997,1673,7064,1589,11529,1735,0,187,3607,953,3058,888,4864,1112,512892,3515,24588,808,50778,2293,86968,1855,350558,2097,562960,1147,37483,3055,431,269,18848,2005,10063,1684,8141,1555,17747,2134,71,88,7593,1395,5684,1170,4399,1119,507730,3413,25488,927,33526,2052,76855,2424,371861,2142,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1224412,1966,609408,2137,44093,3575,15,27,24135,2577,11843,1871,8100,1480,11294,1671,49,88,5963,1244,3031,827,2251,949,554021,3714,34341,1069,50894,2917,91848,2580,376938,2548,615004,1973,49192,3895,806,701,25278,2520,12333,2475,10775,1625,16155,2095,600,694,10079,1998,2594,791,2882,778,549657,4615,31269,1588,42523,2862,84727,2531,391138,2812,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10316699,2433,5009508,3372,296532,8819,1456,552,185808,6532,64105,4660,45163,4008,139266,6372,189,162,70759,4703,44028,4045,24290,2794,4573710,9948,276240,1925,384489,6839,784862,6532,3128119,6852,5307191,3215,365920,8908,1382,579,209513,7260,83058,5104,71967,3849,184281,7095,611,284,88480,4471,54237,4216,40953,3272,4756990,10786,264102,2215,311976,7300,750897,7849,3430015,6145,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5194347,3254,2532594,3460,165400,6275,483,263,102717,4037,37011,3457,25189,2390,46431,3157,25,43,28582,2179,7799,1291,10025,1629,2320763,7980,141972,2373,206602,5505,375745,4740,1596444,4642,2661753,2995,214304,6641,567,379,117576,4770,51807,3335,44354,3287,61202,3736,77,98,36334,2648,11930,1999,12861,2076,2386247,7458,131558,1953,172395,5001,346538,4065,1735756,5167,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2461674,2155,1206487,2566,75780,4034,81,110,49778,3175,16251,2091,9670,1264,29226,2750,116,136,18310,2093,6120,1427,4680,1244,1101481,5989,61935,1226,90595,3659,174197,3237,774754,3096,1255187,2605,93350,4360,219,197,58739,3131,17844,1892,16548,2108,34427,2746,98,90,21281,2065,7039,1580,6009,1227,1127410,4742,60772,1528,72549,3116,165379,3045,828710,2938,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2267066,2221,1114875,2893,85624,4226,468,297,54908,3384,18748,2183,11500,1730,16157,2223,0,168,7649,1316,4789,1241,3719,863,1013094,4954,61313,2153,90669,3626,166823,3074,694289,2846,1152191,2495,107694,4873,496,376,60669,3025,26184,2552,20345,1985,21526,2465,0,168,10243,1655,4868,1014,6415,1264,1022971,5484,55964,1700,72593,2820,153133,2982,741281,3221,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3518242,3244,1710913,3874,103069,5500,983,446,58665,4001,26170,2372,17251,1951,24260,3053,113,119,13902,2513,6057,1321,4188,1072,1583584,6247,89652,1739,143108,4502,248818,3391,1102006,3978,1807329,3048,153192,6428,301,191,86443,4678,37714,3064,28734,3299,28858,2710,195,169,12077,1623,7746,1332,8840,1584,1625279,6775,82641,1953,107812,4833,238146,3643,1196680,3972,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3641422,2429,1758929,3091,107845,6308,633,403,74440,4741,21865,2658,10907,1783,23734,2272,0,198,12865,1829,6158,1216,4711,1055,1627350,7477,94521,2143,154574,4794,285208,4446,1093047,3993,1882493,3339,145358,6165,1223,621,83464,5166,36596,3624,24075,2591,33950,3211,93,154,15297,1846,10152,1550,8408,1574,1703185,6382,89364,2686,142211,5449,272082,4899,1199528,4004,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1107596,1310,536592,1587,25233,2098,0,157,16003,1551,4731,896,4499,992,10384,1598,0,157,6323,1219,1966,676,2095,555,500975,2766,25563,626,37111,1812,65616,1352,372685,1668,571004,1535,33253,2492,23,31,16564,1716,8261,1254,8405,1366,14613,1836,109,136,8653,1470,2296,602,3555,810,523138,3117,24035,808,30675,2100,61908,1745,406520,2121,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4717856,2208,2256241,2677,164934,7211,2012,736,99060,4631,37813,3473,26049,2486,52383,3937,505,363,22602,2420,15292,2205,13984,1943,2038924,8497,119546,1775,168551,4981,331070,5029,1419757,4591,2461615,2322,216108,7984,1663,668,107757,4503,52716,3803,53972,4308,72842,4292,743,459,29605,2585,21226,2953,21268,2161,2172665,8482,111730,1377,138425,4812,321444,4296,1601066,5201,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5440246,1157,2601690,1712,126336,5833,351,241,80301,4185,28879,3243,16805,2291,135138,6251,515,369,84419,4193,36286,3680,13918,1512,2340216,6969,130887,1428,174476,3960,360014,4677,1674839,3206,2838556,1713,163096,6094,860,395,93653,4729,35206,3193,33377,2772,168184,6208,758,335,107855,4514,34473,2790,25098,2489,2507276,6594,124446,1307,139677,4446,368461,4434,1874692,3926,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8005678,3029,3890962,3564,299858,7099,1462,427,186929,5406,66717,3706,44750,2906,59958,4194,585,306,31394,2969,14157,2047,13822,1848,3531146,8934,215139,2208,289960,6201,502957,4966,2523090,4227,4114716,2620,384146,9501,2790,641,210828,6472,87810,4212,82718,4176,80502,3707,489,375,35876,2763,18506,2139,25631,2089,3650068,10087,202111,1626,239791,6177,478637,4991,2729529,5576,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4283571,2642,2113814,2506,131592,4891,335,208,78687,4234,32909,2450,19661,2245,47414,3333,0,143,26871,2704,12511,1880,8032,1259,1934808,6478,111741,1515,152609,4141,323315,3772,1347143,3197,2169757,2762,156958,4994,546,272,87516,4403,41528,2616,27368,2257,63389,4070,163,156,33398,3175,14245,1464,15583,1573,1949410,5149,103586,1388,127318,3791,301018,3402,1417488,3581,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2350019,2263,1122460,2887,69407,4170,320,203,49951,3826,11706,1792,7430,1589,12930,2027,156,163,6102,1279,3412,913,3260,1104,1040123,5443,60216,2587,101918,4929,171388,4195,706601,4119,1227559,3691,115541,5970,308,189,68841,3853,25758,2823,20634,2460,20363,2499,0,206,9342,1819,4916,1322,6105,1276,1091655,6994,62448,3017,77709,3814,160657,4683,790841,3590,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4841501,3725,2348195,3734,132665,6223,676,297,83194,4111,29686,3315,19109,2055,57113,4250,52,87,28453,2916,16297,1944,12311,1940,2158417,8407,126088,2349,184102,4771,347908,5094,1500319,4516,2493306,3505,177372,5986,1547,761,97136,4133,44746,3437,33943,2608,77686,4224,43,51,37749,3014,20291,2565,19603,2234,2238248,8112,116102,1964,157805,4418,326260,5023,1638081,4564,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,814821,2086,405999,1918,24449,2314,23,40,15434,1783,5902,1325,3090,758,6045,1514,0,165,2422,931,1582,613,2041,896,375505,2973,20293,1057,32716,1968,57013,1931,265483,2068,408822,1735,31912,2726,39,48,19411,1885,6693,1400,5769,1187,4682,869,47,67,1947,666,1282,471,1406,505,372228,3257,19291,1101,26405,2026,52533,1916,273999,1627,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1456792,1639,715219,2046,52464,3309,110,118,33284,2335,11636,1700,7434,1168,13280,2084,0,155,7330,1463,3314,975,2636,818,649475,3753,38124,1074,53900,2417,109629,2230,447822,2036,741573,2004,65204,3603,121,139,37053,2425,17046,2322,10984,1371,19598,2342,64,111,11102,1663,4730,1120,3702,732,656771,4228,36358,1052,43234,2426,99490,2634,477689,2223,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2172537,1505,1090897,1751,61116,4712,357,388,34335,3964,15099,3307,11325,2172,11851,2517,57,97,3721,1393,3891,1342,4182,1408,1017930,5795,56084,1367,88802,4079,179443,4051,693601,3069,1081640,1757,77022,5212,913,839,42050,3981,18089,2678,15970,2414,22678,3417,174,212,6944,2013,6527,1576,9033,2036,981940,5541,54733,1705,73407,3768,163196,3326,690604,3691,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1090942,1111,534297,1466,23993,1960,42,73,16302,1654,3940,974,3709,990,15244,2055,0,184,8736,1532,4373,1037,2135,537,495060,3088,26681,494,37791,2211,65736,2201,364852,1848,556645,1366,33233,2763,161,170,19690,2097,6715,1413,6667,1255,21173,2140,237,123,12517,1738,3399,1026,5020,1251,502239,3014,25296,637,29282,1980,62029,1764,385632,2147,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7142414,1172,3440823,1777,184398,6408,1513,699,128146,4819,34636,3161,20103,2450,84472,4197,336,225,45175,3074,24284,2347,14677,1822,3171953,7112,184855,1684,228352,5097,501472,4121,2257274,3840,3701591,1789,230662,6630,1543,548,139869,5008,48018,3690,41232,3341,105622,4966,306,178,54683,3156,24758,2819,25875,2148,3365307,7750,175131,1536,177892,5873,488919,4673,2523365,3700,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1648114,2276,812152,2718,63655,3933,310,217,33795,3248,18467,2347,11083,1799,10515,1872,108,174,4983,1259,3203,1393,2221,712,737982,4856,43951,1809,70184,3671,119400,3537,504447,2903,835962,2061,81992,4656,1030,555,39510,2860,22026,2686,19426,2377,10394,1711,44,86,4317,1166,1762,545,4271,1011,743576,5230,38200,1769,57496,2984,109546,3475,538334,3600,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15957521,2927,7642666,3361,406202,10322,4472,1140,279530,7165,79109,5106,43091,3098,272940,9320,2601,779,166113,6654,69168,5217,35058,2995,6963524,12556,390044,2264,565274,8128,1190574,8137,4817632,4702,8314855,2880,509837,10373,5444,1135,310241,8948,113968,5650,80184,3952,361886,9713,3523,841,203238,6211,88177,5663,66948,3852,7443132,13008,365862,2332,463475,8657,1167915,7902,5445880,7009,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7740082,5462,3718727,5897,240145,7986,1533,631,147902,5996,48337,4137,42373,4147,60456,5026,0,220,29578,3005,15307,2789,15571,1949,3418126,10089,187300,4313,317665,7235,550796,6403,2362365,8150,4021355,5982,352752,11489,1486,596,182291,7481,82485,5589,86490,5456,87046,5194,304,202,42161,3402,20993,2685,23588,3300,3581557,12754,182200,3992,248305,7766,528477,7788,2622575,7993,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,557188,1180,280190,1398,24467,2190,0,143,16391,1645,5514,1084,2562,945,3070,882,0,143,1933,814,713,538,424,333,252653,2558,12099,484,26724,1810,43956,1501,169874,1327,276998,1247,28264,2162,12,21,19051,1734,5803,1634,3398,618,5085,1353,0,143,2549,678,1092,533,1444,1012,243649,2460,12423,606,17861,1462,36363,1739,177002,1484,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
