GEO_ID,B24011_001E,B24011_001M,B24011_002E,B24011_002M,B24011_003E,B24011_003M,B24011_004E,B24011_004M,B24011_005E,B24011_005M,B24011_006E,B24011_006M,B24011_007E,B24011_007M,B24011_008E,B24011_008M,B24011_009E,B24011_009M,B24011_010E,B24011_010M,B24011_011E,B24011_011M,B24011_012E,B24011_012M,B24011_013E,B24011_013M,B24011_014E,B24011_014M,B24011_015E,B24011_015M,B24011_016E,B24011_016M,B24011_017E,B24011_017M,B24011_018E,B24011_018M,B24011_019E,B24011_019M,B24011_020E,B24011_020M,B24011_021E,B24011_021M,B24011_022E,B24011_022M,B24011_023E,B24011_023M,B24011_024E,B24011_024M,B24011_025E,B24011_025M,B24011_026E,B24011_026M,B24011_027E,B24011_027M,B24011_028E,B24011_028M,B24011_029E,B24011_029M,B24011_030E,B24011_030M,B24011_031E,B24011_031M,B24011_032E,B24011_032M,B24011_033E,B24011_033M,B24011_034E,B24011_034M,B24011_035E,B24011_035M,B24011_036E,B24011_036M,NAME,B24011_001EA,B24011_001MA,B24011_002EA,B24011_002MA,B24011_003MA,B24011_003EA,B24011_004EA,B24011_004MA,B24011_005MA,B24011_005EA,B24011_006EA,B24011_006MA,B24011_007EA,B24011_007MA,B24011_008MA,B24011_008EA,B24011_009MA,B24011_009EA,B24011_010MA,B24011_010EA,B24011_011EA,B24011_011MA,B24011_012EA,B24011_012MA,B24011_013MA,B24011_013EA,B24011_014MA,B24011_014EA,B24011_015EA,B24011_015MA,B24011_016MA,B24011_016EA,B24011_017EA,B24011_017MA,B24011_018MA,B24011_018EA,B24011_019MA,B24011_019EA,B24011_020MA,B24011_020EA,B24011_021MA,B24011_021EA,B24011_022EA,B24011_022MA,B24011_023MA,B24011_023EA,B24011_024MA,B24011_024EA,B24011_025MA,B24011_025EA,B24011_026EA,B24011_026MA,B24011_027EA,B24011_027MA,B24011_028MA,B24011_028EA,B24011_029MA,B24011_029EA,B24011_030MA,B24011_030EA,B24011_031MA,B24011_031EA,B24011_032EA,B24011_032MA,B24011_033EA,B24011_033MA,B24011_034MA,B24011_034EA,B24011_035MA,B24011_035EA,B24011_036MA,B24011_036EA,state
0400000US01,29900,432,46251,615,51153,934,54383,2475,46749,1341,61786,1602,62345,5563,64621,5712,42921,3765,40275,879,35672,2239,59019,10010,40769,1028,32386,5566,42001,836,51967,1098,29519,1892,15734,411,20583,808,36158,1425,32373,2389,38959,2471,11397,387,15982,921,13675,1110,24520,670,21653,1268,25632,598,31358,575,22442,5075,27602,1798,36615,1459,28644,923,30684,650,31230,1311,21437,915,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,38762,2014,55400,2945,57159,5228,60286,5136,51937,4947,71079,3667,70338,11032,82373,10450,50253,7874,44137,3599,44022,4544,68494,8011,41626,3610,40701,20252,65748,5704,71827,4303,36008,3754,22988,2014,24899,2991,61270,5793,58173,17881,71106,5907,18705,2717,22622,4197,20213,2857,31250,1073,27326,4004,32063,1093,47635,4797,38519,13708,48962,7851,48405,5217,31514,1865,30186,4073,42667,5507,27484,2994,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31078,286,49508,1041,53668,3092,58667,3872,49787,2757,65101,2261,65297,3646,71237,4810,47080,6681,36407,896,35538,1349,60563,5527,35134,1538,32291,4844,54243,3341,62220,2305,37005,3656,17371,435,22729,1362,40331,1973,29826,3247,46635,5126,12984,1102,16283,602,16264,1071,27173,630,24827,1621,28273,761,30619,843,18111,1357,27002,1554,39381,2229,25899,1032,26899,2180,30904,1648,17111,1538,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,27031,358,43129,1558,48513,2745,50759,1359,44803,3117,55488,2293,56348,2978,57394,6794,47921,7929,36537,990,33436,2674,54645,11576,37190,1196,30929,2094,45866,1266,52407,2837,30509,1742,14598,613,17126,1259,33663,1630,29860,6736,35329,2353,11366,593,14654,1333,13234,1805,24059,753,23405,1697,24392,820,30108,1029,21849,821,28609,2492,36244,1300,25485,760,26006,1208,28604,3005,21956,1008,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32910,242,60874,201,63502,1065,70245,747,56633,782,78267,2334,81402,789,81324,799,61151,1845,43056,1139,41185,928,84694,6267,37719,1569,41522,751,66811,1446,80707,558,40323,768,18006,226,23989,691,51743,1189,28116,2408,76923,1342,15069,271,17845,432,14612,481,29312,430,26244,558,30697,243,27774,745,15659,463,30585,553,36673,636,25498,322,25935,520,31372,463,19664,552,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,34856,545,52484,809,58694,1914,62120,1145,52910,1615,72808,2005,76073,1768,76342,2135,56995,4627,36269,1091,36694,2381,60953,8960,34027,1975,31865,2025,53012,2506,60589,1421,37396,3016,17439,579,22541,1132,44482,3827,31238,3619,54784,3756,13945,895,17176,956,14034,1748,28932,784,29223,1643,28794,867,35312,886,21844,3196,32441,1502,41009,1080,29646,1213,30823,1203,32349,1940,20572,1342,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40906,333,65025,1365,75489,1942,80923,1941,69278,3097,76204,1031,77361,2668,76099,2276,70301,5203,47115,1668,41458,3180,91316,10206,45449,2444,38719,4024,62368,2211,71037,1903,46458,3169,20261,740,26497,1613,54759,4733,27058,3922,63658,3006,14717,1337,21142,1337,16731,1705,32937,1192,32006,1338,33454,1106,41458,740,25602,8605,40224,2031,46326,1711,31795,886,35150,1859,31835,2097,22172,2018,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36696,620,53372,1818,58653,2782,63466,4587,51398,2781,65926,3415,71340,8056,61203,5152,60560,6653,39035,2860,35128,3002,81250,27511,40291,3199,32841,10580,56448,3690,66798,4522,44621,2159,19040,1168,24738,2693,39625,3208,30393,8113,47193,6553,12950,1578,20879,2028,15827,1720,30598,710,25230,2288,32057,861,41656,2656,29059,6726,38974,3889,46728,3727,30964,2029,34945,3157,32153,5727,23141,3369,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,52332,1126,70902,1163,75399,3715,76741,4568,72348,5400,79821,5024,79577,7476,72476,15994,81307,14636,61786,2312,52656,3495,101412,5029,51188,4087,56186,7901,67114,7344,80841,20066,34854,15275,24146,1749,23819,5231,29859,5344,24827,6485,64170,13823,21874,2493,24574,2014,23255,6971,36778,1676,31038,4569,39483,2167,34604,2698,-666666666,-222222222,34442,3351,35513,8096,32129,8152,31914,20205,32037,12514,32741,18260,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,29474,303,46714,407,51586,495,54903,1413,46146,1288,60565,787,61601,1277,61085,1575,50307,4701,38247,703,35205,1222,61061,1842,37869,728,31729,1261,49218,1627,60364,708,33807,2095,17832,352,22052,520,36497,1388,26183,1520,47925,3793,14645,517,16789,372,16073,619,25967,280,24031,865,26798,326,28295,884,15889,640,25827,779,34157,1680,25547,492,26631,669,28725,1745,17885,1455,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
