GEO_ID,B25027_001E,B25027_001M,B25027_002E,B25027_002M,B25027_003E,B25027_003M,B25027_004E,B25027_004M,B25027_005E,B25027_005M,B25027_006E,B25027_006M,B25027_007E,B25027_007M,B25027_008E,B25027_008M,B25027_009E,B25027_009M,B25027_010E,B25027_010M,B25027_011E,B25027_011M,B25027_012E,B25027_012M,B25027_013E,B25027_013M,B25027_014E,B25027_014M,B25027_015E,B25027_015M,B25027_016E,B25027_016M,B25027_017E,B25027_017M,NAME,B25027_001EA,B25027_001MA,B25027_002EA,B25027_002MA,B25027_003EA,B25027_003MA,B25027_004EA,B25027_004MA,B25027_005MA,B25027_005EA,B25027_006MA,B25027_006EA,B25027_007EA,B25027_007MA,B25027_008EA,B25027_008MA,B25027_009MA,B25027_009EA,B25027_010EA,B25027_010MA,B25027_011MA,B25027_011EA,B25027_012EA,B25027_012MA,B25027_013MA,B25027_013EA,B25027_014MA,B25027_014EA,B25027_015EA,B25027_015MA,B25027_016MA,B25027_016EA,B25027_017EA,B25027_017MA,state
0400000US01,1289217,12212,769984,10852,118765,5413,165078,5550,207341,5493,90458,4396,77015,4101,80471,3255,30856,2516,519233,10290,26091,2528,41133,3551,84076,5022,53190,3915,68347,3466,117965,4014,128431,3198,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162312,3867,105715,4095,20203,2309,23790,2143,29143,2297,13532,1676,9435,1337,7553,1098,2059,514,56597,2674,4020,1076,4378,688,11206,1363,8213,959,8788,1320,11445,1162,8547,1007,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1501528,15067,1032658,16346,138045,7150,207510,8592,254516,7544,124245,6669,109083,5653,140803,4785,58456,3900,468870,10367,17894,2693,25816,2995,57265,4034,39173,2996,59377,4172,129153,5121,140192,3840,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,750984,9249,441581,7763,77249,4072,96939,3668,111786,4586,49215,3030,43977,3399,46739,2979,15676,1743,309403,7087,12931,1728,19607,2079,44453,3327,31616,2506,39607,3004,77283,3104,83906,2356,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6843369,25886,5102167,26938,507778,11854,1073199,14867,1463519,15162,655020,12659,567089,10187,581114,10056,254448,6771,1741202,18648,60282,4382,93316,4482,199902,7680,159019,5140,198463,6479,422560,8518,607660,9365,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1271804,10881,954994,11508,139840,5640,224695,5618,254411,5521,122439,5135,95904,4300,87094,3951,30611,2259,316810,6526,15035,1829,18992,2131,39459,2834,33635,2566,44258,3368,78130,3348,87301,3058,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,911059,6941,644372,7533,66390,3990,147430,4549,202400,4565,81351,3659,65279,3159,58416,3340,23106,2027,266687,5457,3975,961,11452,1609,31734,2478,25688,1868,38592,2551,66777,2899,88469,2799,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,238560,4816,166538,4740,19413,1904,36808,2865,47292,2697,18930,1686,17826,1430,20029,1702,6240,1096,72022,3318,1614,551,3771,1017,8024,1179,7582,1096,9828,1386,20229,1473,20974,1732,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110625,3425,87297,3574,13594,1764,20178,1868,20036,1668,9747,1308,9179,1175,9899,1099,4664,808,23328,1822,1067,547,1046,506,2139,541,1440,483,2581,663,6333,893,8722,1026,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4741169,31771,2975808,26290,308384,10459,590492,13254,795483,14843,363963,10519,323804,9008,403150,9943,190532,6981,1765361,19804,50147,4128,87867,5338,201209,8183,155315,6903,207283,7186,471990,10395,591550,8632,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
