GEO_ID,C05009_001E,C05009_001M,C05009_002E,C05009_002M,C05009_003E,C05009_003M,C05009_004E,C05009_004M,C05009_005E,C05009_005M,C05009_006E,C05009_006M,C05009_007E,C05009_007M,C05009_008E,C05009_008M,C05009_009E,C05009_009M,C05009_010E,C05009_010M,C05009_011E,C05009_011M,C05009_012E,C05009_012M,C05009_013E,C05009_013M,C05009_014E,C05009_014M,C05009_015E,C05009_015M,NAME,C05009_001EA,C05009_001MA,C05009_002EA,C05009_002MA,C05009_003EA,C05009_003MA,C05009_004MA,C05009_004EA,C05009_005MA,C05009_005EA,C05009_006EA,C05009_006MA,C05009_007EA,C05009_007MA,C05009_008EA,C05009_008MA,C05009_009MA,C05009_009EA,C05009_010MA,C05009_010EA,C05009_011EA,C05009_011MA,C05009_012EA,C05009_012MA,C05009_013EA,C05009_013MA,C05009_014EA,C05009_014MA,C05009_015MA,C05009_015EA,state
0400000US15,288395,2300,97960,2128,96650,2002,1310,492,71762,3545,26198,2896,25088,2896,1110,458,190435,2715,176455,3604,13980,2836,128557,5498,61878,5512,48490,4461,13388,2780,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,406995,3664,138280,3468,137107,3321,1173,694,117681,3518,20599,2814,19574,2747,1025,663,268715,4109,262291,4409,6424,1922,234522,4449,34193,3107,28393,3297,5800,1894,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2968960,6737,961495,7904,950150,7807,11345,1890,690899,10257,270596,8588,261557,8385,9039,1719,2007465,9304,1918860,10469,88605,5983,1474926,12871,532539,10890,453553,11024,78986,5613,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1509211,6824,495733,5626,490214,5946,5519,1588,439155,5435,56578,3808,52845,3763,3733,1353,1013478,7184,989288,7882,24190,2893,929248,8045,84230,5468,64601,4940,19629,2841,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,695169,3130,231649,3634,229595,3473,2054,1005,208223,3919,23426,2474,21633,2155,1793,1000,463520,4545,454656,4658,8864,1597,424247,4855,39273,3081,32074,2982,7199,1443,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,690313,3495,234752,3875,231905,3702,2847,1018,195104,4039,39648,3434,37260,3352,2388,922,455561,4112,440127,4777,15434,2131,389832,4389,65729,4313,52107,4499,13622,1907,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,949259,5444,317999,4963,315714,5101,2285,976,291758,5346,26241,2898,24638,2688,1603,860,631260,5872,617901,5968,13359,2584,589983,5785,41277,3635,31198,3485,10079,2497,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1049484,6476,358947,5296,357932,5355,1015,551,335566,5418,23381,2613,22390,2483,991,549,690537,7368,680180,7504,10357,1989,652429,7866,38108,3762,29129,3333,8979,1981,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,256593,2292,77257,2165,76988,2226,269,230,72681,2185,4576,955,4472,941,104,124,179336,2426,176956,2601,2380,878,169366,2682,9970,1656,8419,1465,1551,735,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1280972,6115,422033,5314,415517,5399,6516,1658,308511,6587,113522,5123,107842,5128,5680,1464,858939,6210,810434,8091,48505,4342,660420,7758,198519,5915,154665,7168,43854,4283,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1356652,4237,425524,4508,418039,4612,7485,1662,305386,6017,120138,5684,113620,5528,6518,1562,931128,5769,886919,6454,44209,3798,705982,9483,225146,9356,185767,8556,39379,3465,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2191674,5106,678706,5367,671096,5520,7610,1536,593699,5762,85007,4688,79065,4512,5942,1480,1512968,6322,1475774,6679,37194,3197,1348690,8468,164278,6369,136213,6098,28065,2986,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1234642,4892,412558,4245,406086,4206,6472,1323,337591,4195,74967,3465,70726,3381,4241,1021,822084,5564,789109,5147,32975,3420,701574,6890,120510,5605,95212,5195,25298,3404,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,699937,5134,232490,4537,232324,4544,166,205,222171,4471,10319,2038,10153,2024,166,205,467447,5396,463536,5651,3911,1235,451740,5718,15707,2274,12159,2121,3548,1159,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1337975,6149,448222,5259,445950,5333,2272,821,406913,6510,41309,4198,39678,4132,1631,750,889753,7160,871091,7217,18662,2675,825038,7531,64715,3973,50893,3589,13822,2031,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,212186,2544,73194,2424,72953,2434,241,283,70267,2365,2927,1132,2686,1057,241,283,138992,3249,137784,3172,1208,753,135280,3221,3712,1196,3550,1183,162,197,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,440585,2775,151161,2896,149485,3099,1676,715,127289,3090,23872,2612,22557,2643,1315,663,289424,2738,279338,3436,10086,1972,251632,3560,37792,3173,28614,2884,9178,2002,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,630870,4924,219164,5287,216955,5323,2209,1169,137209,6920,81955,6271,79746,6374,2209,1169,411706,5189,386745,6258,24961,3827,245751,7274,165955,6636,141492,7082,24463,3786,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,270876,1840,80045,2153,78756,2227,1289,882,69337,2521,10708,1929,9989,2015,719,717,190831,2387,186785,2418,4046,1182,170639,3351,20192,2813,17490,2660,2702,899,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1977861,5347,635578,4958,618236,5837,17342,2872,396217,8830,239361,8100,223954,7750,15407,2598,1342283,6906,1255552,8132,86731,5237,889050,11729,453233,10851,373293,11465,79940,4912,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,489985,4448,170651,3271,169455,3258,1196,624,138978,4762,31673,3773,31096,3808,577,437,319334,4076,303180,4930,16154,2498,247614,6352,71720,5490,56762,5003,14958,2444,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4098553,9354,1342737,9228,1317060,9362,25677,3618,875789,12331,466948,11766,444457,11776,22491,3584,2755816,9264,2578701,12556,177115,8948,1814253,15981,941563,15128,775299,14894,166264,8643,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2185276,9305,727128,8793,720150,8875,6978,1556,587299,8492,139829,6705,134345,6606,5484,1526,1458148,10131,1409863,10909,48285,4924,1234125,11752,224023,8201,181675,8406,42348,5043,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,145859,1397,51936,1594,51581,1623,355,265,49933,1700,2003,695,1749,695,254,189,93923,1453,91647,1690,2276,743,89448,1821,4475,1035,2547,984,1928,594,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2567057,7189,829333,6791,824140,6915,5193,1144,757217,7021,72116,5552,68216,5430,3900,1010,1737724,9358,1703002,9158,34722,4162,1632148,9881,105576,6577,79328,5883,26248,3817,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,882421,3971,303649,4027,300922,3919,2727,962,264135,4591,39514,3447,37613,3299,1901,812,578772,5458,562726,5634,16046,2419,512415,6277,66357,4319,52217,4404,14140,2221,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,820679,5842,272154,4214,268557,4163,3597,1094,206055,5049,66099,4343,63220,4445,2879,1109,548525,5154,520025,7132,28500,3936,422111,7281,126414,6119,101436,6495,24978,3695,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2649288,6827,842340,6306,833822,6864,8518,1874,748725,7484,93615,5725,86833,5538,6782,1733,1806948,8775,1760201,9460,46747,4377,1616843,10328,190105,8069,153060,7119,37045,4038,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,208399,2506,65838,1932,64802,2043,1036,678,50356,2454,15482,2302,14594,2215,888,625,142561,2917,134542,3295,8019,1915,105935,3875,36626,3091,30012,2890,6614,2008,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1023667,5835,345819,5698,344512,5888,1307,870,309663,5262,36156,4193,35314,4215,842,505,677848,7436,662409,7461,15439,3377,621298,7142,56550,4623,42453,4468,14097,3097,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,190961,1869,66591,1815,66383,1830,208,222,62846,1882,3745,1035,3576,1050,169,199,124370,1948,122252,2233,2118,960,118057,2393,6313,1168,4416,971,1897,918,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1402073,8575,458566,6534,454141,6767,4425,1648,400532,6673,58034,4703,55504,4795,2530,1174,943507,9131,917202,9510,26305,3896,852698,9337,90809,6357,68720,5859,22089,3525,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6630852,14511,2268756,13925,2235353,14094,33403,3786,1507845,17300,760911,15850,730596,15743,30315,3760,4362096,16988,4095706,18740,266390,11204,2841095,23260,1521001,20077,1264883,20342,256118,10872,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,852472,4135,306274,4183,304032,4167,2242,786,254475,5921,51799,4249,50233,4036,1566,717,546198,4573,530806,4660,15392,2102,451492,6602,94706,6071,80373,6107,14333,2068,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,120147,1474,36497,1289,36396,1287,101,108,33798,1429,2699,785,2699,785,0,145,83650,1613,82299,1633,1351,386,78586,1733,5064,1033,4455,1052,609,330,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1779946,6217,595358,5854,587366,6248,7992,1726,454379,7379,140979,5557,134645,5571,6334,1554,1184588,7963,1130346,8626,54242,4624,949981,10620,234607,8412,185449,8344,49158,4491,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1506122,6378,503841,5953,495765,6120,8076,1633,359180,6589,144661,6588,138449,6477,6212,1408,1002281,7390,941970,8666,60311,5554,743711,10312,258570,10039,205202,8216,53368,5423,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,361246,3796,119476,2984,119093,2962,383,259,116849,3105,2627,897,2454,839,173,172,241770,3333,240779,3313,991,460,234478,3879,7292,1620,6724,1612,568,327,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1269211,4646,406909,4760,404131,4767,2778,913,362942,5223,43967,3504,42310,3330,1657,813,862302,5802,840401,6042,21901,2431,781663,6798,80639,4265,66134,4039,14505,2094,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,128165,1717,45031,1865,44927,1861,104,154,41133,1733,3898,1013,3794,978,104,154,83134,2127,80370,2080,2764,706,76925,2324,6209,1180,3445,978,2764,706,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,838070,4050,255218,3937,254315,4040,903,524,244857,4422,10361,1751,9696,1688,665,436,582852,4322,578140,4713,4712,1383,558088,5576,24764,3046,20168,2697,4596,1370,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
