GEO_ID,C15002H_001E,C15002H_001M,C15002H_002E,C15002H_002M,C15002H_003E,C15002H_003M,C15002H_004E,C15002H_004M,C15002H_005E,C15002H_005M,C15002H_006E,C15002H_006M,C15002H_007E,C15002H_007M,C15002H_008E,C15002H_008M,C15002H_009E,C15002H_009M,C15002H_010E,C15002H_010M,C15002H_011E,C15002H_011M,NAME,C15002H_001EA,C15002H_001MA,C15002H_002EA,C15002H_002MA,C15002H_003MA,C15002H_003EA,C15002H_004EA,C15002H_004MA,C15002H_005EA,C15002H_005MA,C15002H_006EA,C15002H_006MA,C15002H_007EA,C15002H_007MA,C15002H_008MA,C15002H_008EA,C15002H_009MA,C15002H_009EA,C15002H_010EA,C15002H_010MA,C15002H_011EA,C15002H_011MA,state
0400000US01,2244173,1823,1076292,1113,174085,6850,316523,7335,305062,7771,280622,6348,1167881,1252,160149,6282,366329,7075,358706,8094,282697,6351,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,318668,486,168028,478,8678,1535,47440,3094,63414,3517,48496,3614,150640,210,5922,1101,34780,2554,58559,3402,51379,2799,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2743025,2176,1336690,1696,95794,6532,301355,10259,476436,11165,463105,9952,1406335,1003,81371,5531,346414,10322,544936,11712,433614,9112,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1524464,2131,735948,1793,106900,4715,268745,6880,196265,6850,164038,5691,788516,1169,100098,4612,283267,8561,237793,8348,167358,5807,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11151511,5610,5485287,3584,338189,10764,1081154,18706,1823533,18666,2242411,23304,5666224,2881,338814,8800,1146919,16410,2029103,16452,2151388,20234,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2536575,1686,1248308,1345,60735,3320,256404,7025,392860,7959,538309,8696,1288267,1030,55884,3956,269453,6621,425351,8805,537579,9650,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1839505,1886,875649,999,67174,4207,240751,6516,210505,7494,357219,7153,963856,1135,62939,3780,263576,7001,254946,6235,382395,8074,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,427326,255,203644,23,22605,2126,61756,3296,52365,3252,66918,3059,223682,251,20792,2277,73676,3567,61031,3305,68183,3255,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,162595,189,82269,85,138,127,2691,772,6003,1174,73437,1484,80326,145,161,146,1615,487,4874,1199,73676,1231,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8269724,4346,3993948,2690,387886,11973,1174637,19032,1192888,17808,1238537,16554,4275776,2726,354883,10525,1355280,18619,1402715,20490,1162898,17814,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3783800,3771,1829305,2540,227722,9553,527070,10652,481909,10002,592604,10976,1954495,2090,226436,9491,591182,12945,553575,11590,583302,12573,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,242709,788,130425,367,4853,1172,29343,2626,46523,3169,49706,3156,112284,625,3843,900,21713,1993,41448,2763,45280,2822,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,872822,1976,429178,1079,35611,3153,115193,5271,155246,5451,123128,5567,443644,1051,34417,2761,127820,5338,171024,5024,110383,5601,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5793573,4002,2786438,3775,210705,7002,776593,11609,804492,13940,994648,14658,3007135,1716,217828,6098,853024,10788,911446,11395,1024837,13353,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3608453,1603,1739247,1125,199159,6422,637787,9795,483379,8929,418922,7360,1869206,747,197485,7324,676402,10236,557052,10420,438267,10246,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1859074,825,899452,574,76438,3228,316246,6022,274727,6252,232041,6443,959622,608,66549,3673,309943,5371,327323,6917,255807,5694,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1527375,1455,738221,922,52682,3409,217413,5901,230532,5846,237594,5783,789154,858,52215,2624,211646,4695,270462,5653,254831,5774,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2591207,1827,1245376,1343,220589,6747,449076,8774,312735,7762,262976,6890,1345831,982,208989,6118,441554,9005,407737,8333,287551,7152,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1903090,2163,922220,1307,131540,5299,315576,6514,245573,7293,229531,7000,980870,1476,117482,4760,341831,7609,276618,7765,244939,7626,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,904964,477,433719,151,43652,2908,153005,4119,116840,3921,120222,3779,471245,427,34482,2740,151413,4751,146994,4075,138356,4053,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2266724,1711,1086854,943,85126,4275,278307,6981,262642,7838,460779,8692,1179870,1063,85484,4373,313636,7307,306746,6633,474004,7250,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3589266,4284,1700910,2180,131830,5669,457992,9383,396572,9529,714516,12107,1888356,2480,135926,6176,481845,10021,495136,10335,775449,10162,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5264527,1568,2548984,1075,252966,6642,791487,8938,810170,9260,694361,8038,2715543,746,236680,6863,864526,11730,907684,11536,706653,8922,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3102215,1068,1512950,767,95553,3629,425385,7618,488673,9276,503339,7434,1589265,550,78200,3427,419445,7247,551255,7824,540365,6428,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1189140,2576,572680,2011,91583,5258,172305,6253,175326,5964,133466,5924,616460,1306,76589,3854,190099,6224,208396,6668,141376,5688,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3356945,2063,1618737,1569,184643,6634,524862,9055,462518,9595,446714,8935,1738208,1180,189714,5807,554342,8118,534430,8978,459722,9175,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,614682,594,305508,478,23091,2235,97123,4204,94906,4245,90388,4087,309174,263,20937,2164,89128,3659,109077,4128,90032,3824,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1032339,814,500755,562,29179,2153,150561,4370,173963,4251,147052,4350,531584,593,25906,1809,155724,3879,190706,4069,159248,4396,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
