GEO_ID,C24010A_001E,C24010A_001M,C24010A_002E,C24010A_002M,C24010A_003E,C24010A_003M,C24010A_004E,C24010A_004M,C24010A_005E,C24010A_005M,C24010A_006E,C24010A_006M,C24010A_007E,C24010A_007M,C24010A_008E,C24010A_008M,C24010A_009E,C24010A_009M,C24010A_010E,C24010A_010M,C24010A_011E,C24010A_011M,C24010A_012E,C24010A_012M,C24010A_013E,C24010A_013M,NAME,C24010A_001EA,C24010A_001MA,C24010A_002MA,C24010A_002EA,C24010A_003MA,C24010A_003EA,C24010A_004EA,C24010A_004MA,C24010A_005EA,C24010A_005MA,C24010A_006EA,C24010A_006MA,C24010A_007EA,C24010A_007MA,C24010A_008MA,C24010A_008EA,C24010A_009MA,C24010A_009EA,C24010A_010EA,C24010A_010MA,C24010A_011EA,C24010A_011MA,C24010A_012EA,C24010A_012MA,C24010A_013MA,C24010A_013EA,state
0400000US23,620278,6524,313557,4290,94783,3938,41924,2468,54205,3921,67117,3350,55528,3236,306721,4428,125036,3819,67885,3619,98297,3663,2465,827,13038,1354,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1752834,14278,917189,9753,413070,9500,111671,5520,146257,6314,151275,7064,94916,4751,835645,8928,418394,7460,138819,5883,249013,7418,3996,951,25423,2572,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2725192,14846,1386960,9811,573983,9773,194029,7151,248408,6876,197644,8015,172896,7026,1338232,10341,644217,9479,234185,8107,404884,9530,6957,1350,47989,2976,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3511889,15088,1828497,11411,597207,10385,233467,6936,313706,8098,278756,7094,405361,7989,1683392,11476,641710,10646,367171,9134,547708,8823,13427,1841,113376,4348,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2427330,11582,1247123,7481,452832,8012,143871,4725,221640,5981,192308,6485,236472,5878,1180207,7633,514249,6522,238082,6216,358619,7717,8881,1221,60376,3009,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,760203,10703,418844,6980,129725,6077,44179,4552,64990,4389,98737,5417,81213,5675,341359,7690,145276,5624,55694,4707,120736,4868,3065,994,16588,2173,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2353733,13790,1225126,9972,382400,9133,168942,7174,212271,6917,223340,7559,238173,7553,1128607,9325,445681,9689,242193,7026,371037,8266,7511,1192,62185,3961,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,441778,6815,230008,4506,73445,3749,31613,2610,40032,3401,48384,2933,36534,2789,211770,4151,81949,3864,52688,2840,65840,3787,2633,982,8660,1348,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,857903,7694,450258,4991,141552,3985,47803,3310,80672,3964,90192,3408,90039,3895,407645,5386,156450,4674,90169,3951,133279,4556,4491,844,23256,2092,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,881687,12792,480323,9423,128718,7786,119906,8094,90897,5614,83735,6787,57067,4476,401364,9059,132226,6515,107640,6157,142111,7504,2856,1161,16531,2555,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,651235,7591,336730,5243,117919,4737,42846,2584,62326,3646,59474,3362,54165,3514,314505,5158,139765,5457,56232,3260,98287,4975,1621,541,18600,2373,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2939171,17116,1556010,12129,607245,11055,208460,8923,300018,7956,229670,7024,210617,8305,1383161,11410,621753,9682,236073,8038,466417,10215,5751,1406,53167,3813,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,649081,10352,340875,6573,120340,4706,56134,4473,53569,3960,65852,3868,44980,3713,308206,6643,133403,4926,67275,4671,96346,5074,2865,904,8317,1719,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,6113758,26415,3206069,15399,1231547,14361,490848,11281,594761,11309,471937,9596,416976,10243,2907689,18882,1352848,14653,515486,11895,915192,14331,17336,2225,106827,4910,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3073608,22729,1634549,15195,556224,12612,211401,9111,294334,10504,294178,10395,278412,8201,1439059,14935,618046,12809,267277,8297,460663,10572,10352,1887,82721,4464,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,345246,4348,184525,2848,58454,3127,17271,1873,30107,2149,44718,2799,33975,2542,160721,3102,62815,3052,37877,2483,52645,2836,1782,570,5602,949,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4497339,23083,2344745,13384,736433,11556,306604,9140,398175,9551,354880,9292,548653,9826,2152594,15193,825709,10941,455225,8629,705595,10973,14526,1874,151539,5238,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1298370,9938,704224,6275,214156,5072,92078,5334,117329,4497,147912,5833,132749,6187,594146,7203,236022,5937,120888,5468,205519,6758,5837,951,25880,2375,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1472733,14405,761303,9353,261631,7573,104699,5539,135671,6871,122188,6737,137114,6017,711430,9195,285112,7040,153160,6885,228200,8012,8247,1644,36711,3242,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5042936,19435,2628235,12858,864408,10508,333130,8622,451268,9760,443731,9662,535698,8630,2414701,13667,970337,11890,480451,10170,806418,12541,16481,1931,141014,6837,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,433859,6994,218020,4749,78166,4354,36343,3251,42871,2920,28329,2891,32311,3195,215839,4769,92680,3941,43196,2887,69034,4075,803,418,10126,1542,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1389879,16191,745075,10875,234948,8802,109184,6776,133200,6976,138919,7660,128824,6686,644804,9455,261871,8527,117643,5967,228160,7661,5012,1357,32118,3243,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,379339,5363,197849,3394,66673,3320,25709,2392,31800,2669,38765,3186,34902,2145,181490,3977,67169,3323,39744,2928,60880,3544,2052,640,11645,1647,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2227744,15401,1177075,10804,361108,9378,145548,6955,211468,8301,203974,8700,254977,8195,1050669,11674,418234,9854,199023,7652,354398,9048,7588,1733,71426,4871,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8690257,42031,4785079,25084,1564973,21155,636949,16928,834753,17482,954061,18450,794343,17702,3905178,28307,1573824,23533,799433,16222,1327543,22551,32410,3876,171968,8019,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1128811,10791,629134,7527,233116,6467,72312,5049,122969,5915,96014,5223,104723,4657,499677,7847,188376,5629,104767,5027,177605,7011,3156,904,25773,2100,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,314535,4683,159774,2852,57273,2152,22218,1699,23852,1950,31999,2110,24432,1919,154761,3448,71655,2798,31735,2444,41601,2339,1765,540,8005,1344,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2758976,19672,1462108,11994,619982,9719,184019,7570,239068,7236,234585,8598,184454,7284,1296868,13061,627991,10384,216056,7224,391846,9507,9560,1747,51415,4389,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2511907,14121,1335395,10732,512782,9011,169560,7466,226506,6775,218702,8342,207845,6807,1176512,9485,494646,9397,246006,7370,370165,8421,15595,2458,50100,3631,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,713173,8116,372719,6165,100225,4423,47657,3950,56098,4108,87677,4645,81062,4302,340454,6293,128783,5281,75311,4295,121180,4178,2425,805,12755,1582,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2554944,13034,1319528,9042,401653,8440,153001,5830,216724,6557,218526,5807,329624,7684,1235416,8811,470621,8294,260620,7070,393607,7345,14010,2036,96558,4361,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,267009,4623,143930,2803,37916,2756,17333,2321,18535,1959,39564,2935,30582,2313,123079,3394,47096,2648,26916,2646,41677,2862,2579,927,4811,970,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,737931,10966,383647,8732,101474,4920,75725,5263,80815,3997,65890,4537,59743,4099,354284,6741,141433,5334,60025,3762,127594,4690,2778,984,22454,2348,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
