GEO_ID,B13014_001E,B13014_001M,B13014_002E,B13014_002M,B13014_003E,B13014_003M,B13014_004E,B13014_004M,B13014_005E,B13014_005M,B13014_006E,B13014_006M,B13014_007E,B13014_007M,B13014_008E,B13014_008M,B13014_009E,B13014_009M,B13014_010E,B13014_010M,B13014_011E,B13014_011M,B13014_012E,B13014_012M,B13014_013E,B13014_013M,B13014_014E,B13014_014M,B13014_015E,B13014_015M,B13014_016E,B13014_016M,B13014_017E,B13014_017M,B13014_018E,B13014_018M,B13014_019E,B13014_019M,B13014_020E,B13014_020M,B13014_021E,B13014_021M,B13014_022E,B13014_022M,B13014_023E,B13014_023M,B13014_024E,B13014_024M,B13014_025E,B13014_025M,B13014_026E,B13014_026M,B13014_027E,B13014_027M,NAME,B13014_001MA,B13014_001EA,B13014_002EA,B13014_002MA,B13014_003EA,B13014_003MA,B13014_004EA,B13014_004MA,B13014_005EA,B13014_005MA,B13014_006MA,B13014_006EA,B13014_007EA,B13014_007MA,B13014_008MA,B13014_008EA,B13014_009EA,B13014_009MA,B13014_010EA,B13014_010MA,B13014_011MA,B13014_011EA,B13014_012EA,B13014_012MA,B13014_013EA,B13014_013MA,B13014_014EA,B13014_014MA,B13014_015MA,B13014_015EA,B13014_016MA,B13014_016EA,B13014_017EA,B13014_017MA,B13014_018EA,B13014_018MA,B13014_019EA,B13014_019MA,B13014_020MA,B13014_020EA,B13014_021MA,B13014_021EA,B13014_022EA,B13014_022MA,B13014_023EA,B13014_023MA,B13014_024EA,B13014_024MA,B13014_025EA,B13014_025MA,B13014_026MA,B13014_026EA,B13014_027MA,B13014_027EA,state
0400000US01,1173490,4143,70601,4956,42216,4264,5843,1588,7132,1615,15280,2335,8673,1657,5288,1135,28385,2827,7297,1455,8039,1911,10690,1624,1664,638,695,497,1102889,6384,500203,10951,53292,3601,123494,6056,177144,5940,100231,5567,46042,3259,602686,10760,162773,4980,143652,6381,214679,8148,56424,4458,25158,3182,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,178692,1847,12883,2123,8310,1798,265,173,1809,583,3464,838,1637,686,1135,941,4573,1154,654,223,1397,408,1968,883,532,403,22,37,165809,2745,78198,3229,3592,824,18473,1972,31877,2866,17955,1783,6301,1098,87611,3797,23236,1559,19672,1919,29548,2497,10341,1665,4814,1309,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1529727,4606,84696,6441,51256,4786,7777,1697,9073,1895,17095,3283,11703,1934,5608,1543,33440,4003,10844,2323,8002,1546,12116,2289,1553,717,925,777,1445031,7609,620960,13222,87058,6089,134849,8795,220553,9298,123247,7284,55253,3691,824071,14638,226037,6581,175018,9502,294309,11281,92000,7139,36707,3950,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,693482,3922,36586,3760,23419,2865,2342,863,6060,1434,7473,1368,4833,1232,2711,1016,13167,2092,4264,1250,4370,1248,3673,1027,833,547,27,69,656896,5108,317914,7314,36081,2976,96663,5324,105636,5609,55391,4046,24143,2526,338982,6800,87429,3965,84019,4933,125122,5931,31735,3188,10677,1637,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9542324,11302,518722,12551,342864,10098,53693,3659,60824,4522,92995,4832,85515,4982,49837,3537,175858,7386,56197,4008,45787,3680,61812,4339,8594,1586,3468,1121,9023602,18670,3922967,29503,714632,14338,766117,16073,1163531,19670,839589,15723,439098,10066,5100635,31375,1328963,12667,975637,19139,1759913,23014,768648,16093,267474,10386,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1260971,4155,75261,5050,53281,4296,5830,1650,8966,1877,16300,2531,14350,2001,7835,1651,21980,2730,5994,1419,5516,1501,8425,1824,1312,816,733,523,1185710,6674,554197,9539,50714,3160,108368,5857,170831,6871,149793,6137,74491,4366,631513,11262,140724,4842,115194,7262,221648,7709,111793,6208,42154,3351,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,869059,3310,39770,3134,24603,2180,1334,693,3346,924,4758,1142,8485,1462,6680,1094,15167,2324,4111,1080,4784,1151,5051,1349,622,324,599,471,829289,4543,361491,6671,20487,2488,72510,4167,98521,5343,100914,4830,69059,4132,467798,6340,111564,4262,98831,5045,153388,6365,70588,3507,33427,2986,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,220541,1737,10066,1528,5960,1148,450,274,1133,518,1827,737,943,389,1607,727,4106,1098,344,217,1494,664,1733,705,378,303,157,223,210475,2157,84419,3248,7026,1431,19279,2333,26113,2196,20342,2016,11659,1873,126056,3086,27711,1850,31646,2714,42571,2783,17202,2037,6926,1344,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,189049,987,7070,1539,3479,967,41,52,332,317,376,312,834,452,1896,653,3591,1117,786,526,1241,690,1371,639,47,80,146,159,181979,1952,37180,2551,2523,797,4324,1093,5763,1410,9410,1301,15160,1554,144799,2912,17492,1479,23071,2390,36852,3277,36558,3077,30826,2307,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4423846,9181,206786,9924,124030,7260,11006,2284,26141,3302,40120,4748,32445,3789,14318,2046,82756,6765,19939,2694,25889,3336,30617,4245,4887,1521,1424,691,4217060,12435,1764035,21922,163011,7275,456080,13270,604443,15200,367691,11688,172810,8258,2453025,21328,579432,11630,576985,12351,865725,16421,317714,13428,113169,6386,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
