B08501_049E,B08501_049M,B08501_050E,B08501_050M,B08501_051E,B08501_051M,B08501_052E,B08501_052M,B08501_053E,B08501_053M,B08501_054E,B08501_054M,B08501_055E,B08501_055M,B08501_056E,B08501_056M,GEO_ID,B08501_001E,B08501_001M,B08501_002E,B08501_002M,B08501_003E,B08501_003M,B08501_004E,B08501_004M,B08501_005E,B08501_005M,B08501_006E,B08501_006M,B08501_007E,B08501_007M,B08501_008E,B08501_008M,B08501_009E,B08501_009M,B08501_010E,B08501_010M,B08501_011E,B08501_011M,B08501_012E,B08501_012M,B08501_013E,B08501_013M,B08501_014E,B08501_014M,B08501_015E,B08501_015M,B08501_016E,B08501_016M,B08501_017E,B08501_017M,B08501_018E,B08501_018M,B08501_019E,B08501_019M,B08501_020E,B08501_020M,B08501_021E,B08501_021M,B08501_022E,B08501_022M,B08501_023E,B08501_023M,B08501_024E,B08501_024M,B08501_025E,B08501_025M,B08501_026E,B08501_026M,B08501_027E,B08501_027M,B08501_028E,B08501_028M,B08501_029E,B08501_029M,B08501_030E,B08501_030M,B08501_031E,B08501_031M,B08501_032E,B08501_032M,B08501_033E,B08501_033M,B08501_034E,B08501_034M,B08501_035E,B08501_035M,B08501_036E,B08501_036M,B08501_037E,B08501_037M,B08501_038E,B08501_038M,B08501_039E,B08501_039M,B08501_040E,B08501_040M,B08501_041E,B08501_041M,B08501_042E,B08501_042M,B08501_043E,B08501_043M,B08501_044E,B08501_044M,B08501_045E,B08501_045M,B08501_046E,B08501_046M,B08501_047E,B08501_047M,B08501_048E,B08501_048M,B08501_049EA,B08501_049MA,B08501_050EA,B08501_050MA,B08501_051MA,B08501_051EA,B08501_052MA,B08501_052EA,B08501_053MA,B08501_053EA,B08501_054EA,B08501_054MA,B08501_055EA,B08501_055MA,B08501_056MA,B08501_056EA,NAME,B08501_001MA,B08501_001EA,B08501_002MA,B08501_002EA,B08501_003MA,B08501_003EA,B08501_004EA,B08501_004MA,B08501_005EA,B08501_005MA,B08501_006EA,B08501_006MA,B08501_007MA,B08501_007EA,B08501_008MA,B08501_008EA,B08501_009EA,B08501_009MA,B08501_010EA,B08501_010MA,B08501_011EA,B08501_011MA,B08501_012MA,B08501_012EA,B08501_013MA,B08501_013EA,B08501_014MA,B08501_014EA,B08501_015EA,B08501_015MA,B08501_016EA,B08501_016MA,B08501_017EA,B08501_017MA,B08501_018MA,B08501_018EA,B08501_019MA,B08501_019EA,B08501_020EA,B08501_020MA,B08501_021EA,B08501_021MA,B08501_022EA,B08501_022MA,B08501_023MA,B08501_023EA,B08501_024MA,B08501_024EA,B08501_025EA,B08501_025MA,B08501_026EA,B08501_026MA,B08501_027EA,B08501_027MA,B08501_028EA,B08501_028MA,B08501_029MA,B08501_029EA,B08501_030MA,B08501_030EA,B08501_031EA,B08501_031MA,B08501_032EA,B08501_032MA,B08501_033EA,B08501_033MA,B08501_034EA,B08501_034MA,B08501_035EA,B08501_035MA,B08501_036EA,B08501_036MA,B08501_037EA,B08501_037MA,B08501_038EA,B08501_038MA,B08501_039EA,B08501_039MA,B08501_040MA,B08501_040EA,B08501_041MA,B08501_041EA,B08501_042EA,B08501_042MA,B08501_043EA,B08501_043MA,B08501_044EA,B08501_044MA,B08501_045EA,B08501_045MA,B08501_046MA,B08501_046EA,B08501_047MA,B08501_047EA,B08501_048EA,B08501_048MA,state
342221,9658,6282,1202,17068,2150,126421,5089,87279,4739,40869,3317,30079,2899,34223,3142,0400000US36,9097120,33737,232800,6966,782733,11241,4041694,19612,2191798,14369,878959,13190,566845,10434,402291,8533,4797346,26984,109650,4845,362695,7590,1943203,18590,1290194,12817,519579,10045,336576,7122,235449,5791,594899,12746,31191,2557,56183,4080,252897,8874,147344,5912,56563,3641,29508,2500,21213,2342,2616958,28425,41049,3407,244326,8886,1381762,17346,531356,9762,209446,7959,129874,6019,79145,4966,575879,14135,37746,2692,84151,5329,256756,9697,101558,5448,39254,3486,31853,2972,24561,2564,169817,7620,6882,1383,18310,2598,80655,5105,34067,2827,13248,2073,8955,1373,7700,1285,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
197184,9085,4913,1174,9626,1800,78768,5430,50860,4477,22371,2183,15316,2493,15330,1783,0400000US37,4187840,29483,125699,6609,398553,11203,1868694,18276,968503,12860,396660,10174,253770,8476,175961,6778,3403310,27228,90114,6603,302777,9882,1511852,19235,804056,13064,334750,10066,215578,8090,144183,6248,411797,13980,17387,2479,50643,4513,205773,9739,83828,5931,26741,3107,16271,2346,11154,1718,49206,4789,1552,612,6866,1689,24440,2937,9939,1946,4246,1085,926,362,1237,567,70188,5052,8251,1281,20250,2672,22873,3006,9162,1779,3649,974,3170,895,2833,980,56155,5899,3482,1613,8391,1973,24988,3959,10658,1914,4903,1430,2509,817,1224,616,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
21193,1801,671,222,1388,587,6900,1030,5175,848,2575,597,1752,383,2732,782,0400000US38,399147,5838,19391,1558,49020,2457,156408,3599,87948,2102,39556,2238,27280,1681,19544,1539,313773,5630,14195,1426,39077,2187,123678,4012,69315,2134,31123,1948,22296,1659,14089,1226,40075,3118,1824,536,5568,1247,17632,2281,9059,1383,3037,845,1742,538,1213,450,1717,689,197,205,203,205,455,263,315,239,120,131,38,51,389,359,15298,2059,1980,658,1988,676,4441,844,2828,608,1994,837,1139,359,928,295,7091,1687,524,262,796,498,3302,1344,1256,411,707,324,313,185,193,122,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
174825,6103,4222,921,8217,1484,60110,3935,45138,3834,22212,2131,17364,1812,17562,1902,0400000US39,5115608,24381,188659,5904,484673,9230,2109584,12883,1245475,10251,523378,11154,343249,7337,220590,6898,4266811,26158,133798,5150,369917,8044,1774941,14581,1064841,10226,449478,10626,293423,7068,180413,6439,415082,10244,22906,2260,54165,4227,185994,6537,88012,4875,31412,2672,19341,2076,13252,1831,83821,4652,5127,1217,12318,1791,30903,2897,20132,2066,7693,1187,5038,1164,2610,523,116593,5596,16235,1937,31333,2912,36308,3331,15899,1815,7055,1095,5395,962,4368,848,58476,4059,6371,1160,8723,1686,21328,2353,11453,1651,5528,1278,2688,994,2385,699,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
57193,3749,2146,785,4399,1150,17685,1861,14056,1730,6239,901,5379,905,7289,1171,0400000US40,1652713,12098,68235,3497,179296,4933,708905,7543,361271,5628,153329,4264,101208,3763,80469,3387,1354541,12677,50992,2976,137636,4912,579909,7941,304450,5609,130335,3887,85859,3211,65360,3130,180502,6421,9089,1246,25259,2404,87939,4799,32817,2455,12694,1774,7089,1199,5615,1063,8231,1495,292,207,871,360,4099,1094,1772,704,425,231,585,314,187,124,30935,2619,3483,928,8078,1432,10430,1729,3770,824,2058,554,1570,527,1546,502,21311,2311,2233,755,3053,986,8843,1468,4406,944,1578,536,726,422,472,239,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
107180,5646,1845,633,6013,1405,43403,3720,23316,2294,12333,1763,10264,1731,10006,1385,0400000US41,1720784,15297,50761,3545,154361,5888,748338,9650,391487,6177,177991,5867,124099,5259,73747,3699,1241002,15421,30851,2870,99249,4965,527349,10877,297748,7325,138318,5531,93482,4074,54005,3634,178995,9621,7423,1444,17077,2494,83126,6419,40746,4084,14367,2193,11258,2144,4998,1013,74130,4924,3637,908,9499,1916,38667,3381,12257,1665,5218,1158,2957,733,1895,785,64082,3734,4487,1079,14068,2193,27940,2941,8652,1458,3674,820,3385,811,1876,591,55395,4188,2518,907,8455,2003,27853,3102,8768,1302,4081,922,2753,734,967,400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
220246,7712,9019,1191,12740,2185,77254,4695,55569,3502,26042,2096,20669,2245,18953,1762,0400000US42,5676766,24255,215803,5603,509233,8059,2277069,15882,1401633,11786,605467,9933,392486,7875,275075,7123,4331013,23143,128592,4444,339354,7292,1738415,15218,1113301,11423,484132,8898,311813,7292,215406,6421,511384,13768,35895,2650,61314,4597,210412,8227,110126,5626,47349,3005,29057,2565,17231,1923,315514,9489,10120,1783,40295,3573,142208,6638,68098,4688,27084,2407,17553,1984,10156,1407,224039,7730,27097,2329,46755,3749,78098,5181,36669,3067,14727,2002,9969,1553,10724,1315,74570,5217,5080,1132,8775,1755,30682,3231,17870,2446,6133,1136,3425,913,2605,709,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
18530,2682,139,110,1125,562,6979,1622,5398,1374,2191,865,1432,608,1266,457,0400000US44,485597,7769,19810,2027,47771,2357,199021,5382,114311,4092,48008,2649,33696,2454,22980,2176,394240,8014,11209,1694,34679,2032,164283,5296,95884,4154,40548,2575,28492,2324,19145,2005,39696,4022,3417,1149,4051,1132,15666,2469,9471,2078,3176,814,2582,851,1333,511,11955,2079,1264,541,2093,791,4919,1316,1735,629,999,517,532,337,413,276,16529,1902,3410,782,5442,1510,4399,1128,1221,477,870,345,535,364,652,340,4647,1346,371,237,381,289,2775,1093,602,384,224,188,123,112,171,153,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
73778,5689,1790,645,6571,2131,25873,3787,17947,2684,8026,1582,7082,1519,6489,1388,0400000US45,1928581,20663,61725,4755,194500,7205,837853,11523,432988,8126,186748,7417,127911,6464,86856,4804,1582074,20769,40801,4094,143162,6320,691184,12054,365046,8627,158456,6913,111071,6372,72354,4386,185232,10881,7292,1448,24423,3185,88337,7321,38189,3520,14610,2351,7017,1230,5364,995,11550,1633,111,103,1171,528,5308,1380,2624,766,1409,777,482,251,445,295,45621,4796,9257,1613,13623,2310,13695,2386,4512,1093,1733,592,1088,651,1713,661,30326,3708,2474,1013,5550,1755,13456,2474,4670,1165,2514,809,1171,462,491,313,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
22698,2338,929,500,1143,571,6254,1188,5749,908,2819,685,2856,770,2948,748,0400000US46,415211,6393,19370,1558,42442,2349,163342,3460,94301,2284,41365,2849,30840,2207,23551,1985,324935,6025,13712,1231,33001,2118,129622,3374,74810,2442,33244,2645,23374,2159,17172,1621,41364,3272,2494,754,3468,993,19129,2272,8821,1136,3006,808,2847,794,1599,661,2526,795,149,236,475,272,861,450,413,323,379,293,150,216,99,141,17134,1864,1696,541,3596,979,4667,815,3157,627,1538,373,1057,351,1423,464,6554,1377,390,320,759,515,2809,880,1351,603,379,233,556,393,310,196,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
89596,6540,2287,737,4430,1273,31015,3461,24324,3922,11379,1763,7280,1209,8881,1784,0400000US47,2783927,21143,96893,5192,261986,8988,1217707,13498,649063,8346,267918,7563,176112,5529,114248,5165,2344612,21927,74654,4437,212655,7966,1023499,15285,557809,7989,229698,7042,151351,5081,94946,4499,258786,10027,13981,1978,30986,3657,127964,7541,48486,3248,17383,2400,12810,1962,7176,1483,26108,3250,1002,539,2611,877,10377,1946,6637,1465,3373,1136,1597,618,511,284,37971,3604,3872,892,9203,2035,11725,2296,6396,1257,3032,869,2117,797,1626,585,26854,2482,1097,707,2101,727,13127,2092,5411,1134,3053,898,957,514,1108,533,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
474951,16361,7812,1786,22448,3111,185379,9871,129388,7727,50347,4561,40807,3648,38770,3631,0400000US48,11319479,45636,371377,11406,1162297,16145,5255199,26906,2517377,16359,950475,15123,628163,10465,434591,10706,9041173,41590,255557,9815,886006,15476,4233209,25594,2023485,14930,778911,13570,517954,9887,346051,9911,1247951,26766,66536,5197,163238,7762,606426,18980,256102,10848,77840,5188,45675,3699,32134,3811,175721,8904,5191,1322,22447,2927,75303,5996,40263,3475,16763,2529,10151,1878,5603,1361,188214,7583,21277,2786,41654,3665,69460,5160,29815,2926,11599,1911,6692,1268,7717,1478,191469,10505,15004,2421,26504,3635,85422,6771,38324,3865,15015,2375,6884,1236,4316,878,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
57879,4483,1939,1035,3525,1158,26936,3196,12491,2029,4987,1109,4579,1144,3422,908,0400000US49,1246614,11323,64953,3200,165900,4015,581855,8199,231347,4255,98444,4132,64033,3414,40082,2469,955038,13298,45350,3042,118674,4249,451754,9150,178149,4931,78946,4056,50698,3070,31467,2503,150033,6144,8869,1463,26521,2697,70106,3913,26824,2915,8967,1208,5789,1180,2957,857,30287,3358,2084,666,4203,941,13772,2285,5352,1260,2456,747,1297,474,1123,635,29644,3276,4822,1097,7943,1587,9613,1783,3996,1128,1729,709,830,373,711,347,23733,2944,1889,773,5034,1246,9674,1806,4535,1270,1359,554,840,345,402,271,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
19640,1638,475,245,867,371,5374,831,5373,886,3060,588,2176,557,2315,483,0400000US50,316925,5456,12823,1253,28731,1503,118952,3266,77933,2265,37300,2007,25269,1943,15917,1325,235127,5354,6771,899,18222,1622,90341,3587,59899,2714,28578,1871,19713,1595,11603,1059,31880,2952,1950,587,3774,937,12406,1785,8727,1589,2559,714,1475,457,989,360,4109,1124,299,244,923,475,1232,482,607,313,415,339,503,654,130,125,20365,2146,2985,674,4548,951,6590,1419,2423,746,2004,528,1062,649,753,324,5804,1150,343,289,397,310,3009,901,904,409,684,365,340,241,127,100,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
176921,8360,4372,1493,14879,3596,63742,3805,43904,4127,17634,1938,16011,2152,16379,2003,0400000US51,3774998,24251,124274,5978,361655,9078,1636013,16327,893785,9715,343685,9027,247178,7371,168408,6367,3004157,23206,80609,4889,259346,8339,1311824,16999,731856,9113,283521,8255,202635,6908,134366,5735,340170,12129,19615,2809,41389,3858,156195,7898,72066,5215,25045,2741,15809,1871,10051,1446,114082,6993,5279,1437,16415,3043,51205,3851,22474,2281,9355,1749,6411,1184,2943,827,89559,6240,11158,1900,22639,3207,32553,3846,11968,2010,4158,1164,4041,1157,3042,867,50109,3438,3241,1058,6987,1528,20494,2403,11517,1942,3972,1017,2271,560,1627,520,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
170119,7904,4856,912,10184,1981,64328,4200,40553,3805,19715,2337,16182,1756,14301,2082,0400000US53,3049846,16697,89078,4120,296215,6934,1347232,13000,690591,7526,301720,6935,210169,6217,114841,4187,2236332,19594,55822,3648,199999,6657,982393,13944,522273,8940,232918,7114,161061,5279,81866,3966,308861,10312,13079,1826,34346,3881,145343,7693,67893,4407,24489,2562,15386,2187,8325,1479,172614,8068,4649,1343,22554,2960,84131,5235,33724,3229,13445,1621,9671,1661,4440,965,105823,7404,8495,1352,24138,3640,44808,4901,14652,1815,5138,1103,4595,1025,3997,1295,56097,4240,2177,795,4994,1232,26229,3084,11496,1662,6015,1212,3274,905,1912,658,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
22041,2670,961,526,1207,534,7414,1377,5798,1374,1904,595,2177,652,2580,679,0400000US54,712783,10470,23545,2213,65164,3813,288789,6061,170788,4597,79189,4253,50714,2549,34594,2567,586301,9955,15864,2018,50211,3304,236578,5701,145343,5173,67743,3862,42917,2586,27645,2568,72882,4896,4561,1186,8934,1496,32817,3335,13768,1905,6674,1194,3781,701,2347,760,5563,1321,245,272,1174,789,1699,580,1136,606,574,302,372,310,363,256,20629,2177,1685,618,3021,860,8451,1442,3264,889,1493,526,1165,478,1550,582,5367,1074,229,201,617,358,1830,693,1479,637,801,469,302,236,109,88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
119608,4720,4511,874,4818,780,41005,3186,32153,2139,14196,1541,11327,1164,11598,1420,0400000US55,2725010,13339,119828,4306,259443,5856,1114380,7634,665119,7363,278103,5083,177242,4649,110895,3975,2172367,15239,81651,4132,187605,5427,895190,9366,546402,8183,228878,4632,145681,4446,86960,3848,242022,7488,14823,1710,27379,2654,110131,5181,51897,3264,19366,1973,11797,1523,6629,1159,53456,4679,4364,1178,9845,2059,23323,2592,8797,1383,3330,871,2692,749,1105,464,94291,4953,11483,1517,22567,2754,29899,2968,14773,1642,8164,998,3917,756,3488,569,43266,3248,2996,828,7229,1666,14832,1703,11097,1637,4169,887,1828,634,1115,322,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
11864,2067,376,211,508,392,3424,1044,2993,894,1442,550,1290,487,1831,623,0400000US56,293001,5659,13349,1467,26704,2393,120061,3525,65928,2284,33597,2400,19343,2177,14019,1496,226207,5165,9893,1347,20853,2046,92795,3719,49719,2526,27674,2334,14970,1769,10303,1220,34175,3344,1970,726,2992,952,15816,2003,7694,1287,2824,882,1906,710,973,565,4597,1372,145,192,750,499,1397,582,1578,659,636,556,80,98,11,22,9740,1741,468,254,1310,572,3688,1017,2173,972,544,333,913,439,644,368,6418,1585,497,312,291,248,2941,1055,1771,699,477,408,184,175,257,205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
26402,2997,501,311,1373,635,10616,1930,6535,1256,3216,894,2177,727,1984,675,0400000US72,1059501,10838,13993,2177,84663,4433,553006,8086,244138,5273,80672,3869,50281,2886,32748,3182,848681,10797,7563,1626,67068,4113,455381,9174,195728,5029,61146,3739,38639,2442,23156,2489,93426,5016,3165,1028,6953,1246,47086,3472,22127,2398,7457,1409,3931,1082,2707,952,31119,3237,823,497,2639,808,14390,2257,6882,1253,3133,828,1858,621,1394,552,40078,3488,1125,503,4211,1152,16116,2135,8870,1483,4292,967,2586,709,2878,816,19795,2693,816,478,2419,791,9417,1655,3996,1011,1428,628,1090,419,629,330,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
