GEO_ID,B25072_001E,B25072_001M,B25072_002E,B25072_002M,B25072_003E,B25072_003M,B25072_004E,B25072_004M,B25072_005E,B25072_005M,B25072_006E,B25072_006M,B25072_007E,B25072_007M,B25072_008E,B25072_008M,B25072_009E,B25072_009M,B25072_010E,B25072_010M,B25072_011E,B25072_011M,B25072_012E,B25072_012M,B25072_013E,B25072_013M,B25072_014E,B25072_014M,B25072_015E,B25072_015M,B25072_016E,B25072_016M,B25072_017E,B25072_017M,B25072_018E,B25072_018M,B25072_019E,B25072_019M,B25072_020E,B25072_020M,B25072_021E,B25072_021M,B25072_022E,B25072_022M,B25072_023E,B25072_023M,B25072_024E,B25072_024M,B25072_025E,B25072_025M,B25072_026E,B25072_026M,B25072_027E,B25072_027M,B25072_028E,B25072_028M,B25072_029E,B25072_029M,NAME,B25072_001EA,B25072_001MA,B25072_002EA,B25072_002MA,B25072_003EA,B25072_003MA,B25072_004MA,B25072_004EA,B25072_005MA,B25072_005EA,B25072_006EA,B25072_006MA,B25072_007EA,B25072_007MA,B25072_008EA,B25072_008MA,B25072_009MA,B25072_009EA,B25072_010MA,B25072_010EA,B25072_011MA,B25072_011EA,B25072_012EA,B25072_012MA,B25072_013EA,B25072_013MA,B25072_014EA,B25072_014MA,B25072_015EA,B25072_015MA,B25072_016MA,B25072_016EA,B25072_017EA,B25072_017MA,B25072_018EA,B25072_018MA,B25072_019EA,B25072_019MA,B25072_020EA,B25072_020MA,B25072_021MA,B25072_021EA,B25072_022MA,B25072_022EA,B25072_023EA,B25072_023MA,B25072_024EA,B25072_024MA,B25072_025MA,B25072_025EA,B25072_026EA,B25072_026MA,B25072_027MA,B25072_027EA,B25072_028EA,B25072_028MA,B25072_029MA,B25072_029EA,state
0400000US01,555329,9348,69700,3913,8506,1609,6031,1303,5611,1287,5009,1315,36303,3156,8240,1604,142972,5104,33383,3648,16588,2264,15048,2636,13372,2163,52669,4166,11912,2236,273576,7272,65619,4593,25706,2780,24554,2693,20616,2707,100438,5181,36643,2869,69081,3595,9068,1321,6072,1157,6517,1114,5987,1075,25236,2419,16201,1760,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,95018,4471,13023,1817,2656,854,1212,557,1777,714,545,377,6096,1581,737,287,27180,2088,7165,1397,3797,970,2938,753,2430,835,8787,1525,2063,652,48070,3306,15109,1962,6337,1404,5443,1314,4559,1115,12429,1863,4193,888,6745,999,907,363,535,289,618,442,701,298,3029,745,955,404,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,854527,15846,92266,5147,11366,2155,9268,1974,9021,1915,8009,1914,46028,3846,8574,2140,230467,8708,63975,4550,27520,3468,26341,3372,19488,2715,77519,6191,15624,2961,439057,12486,102873,6619,55439,4268,44437,4692,35118,3619,165386,8476,35804,4423,92737,5055,8882,1454,6964,1332,9271,1721,7231,1301,46659,3183,13730,2409,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,376637,8537,49424,3251,8080,1499,4449,1359,4591,968,4580,1365,22656,2416,5068,1586,95684,5775,25201,2809,9313,1729,8600,1785,7547,1667,36791,3454,8232,1714,184846,6520,43564,3747,18338,2440,17086,2411,14167,2157,66146,4519,25545,2527,46683,2910,6518,1181,4687,1056,4654,1013,3528,958,16358,2164,10938,1394,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5625374,23999,409431,10060,39597,3790,32729,3133,32767,2797,28756,2615,242521,7502,33061,3678,1463035,19061,298618,7649,191788,7495,166444,6185,132654,7230,615341,14112,58190,4519,3079310,25909,588655,13812,359092,10350,342471,11011,273332,8598,1357262,20260,158498,6506,673598,10867,73914,4560,45428,3661,79983,4361,60994,3919,356548,8201,56731,3428,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,703584,11056,92299,5477,12316,1977,8063,1400,8695,1502,7104,1503,51171,4494,4950,1301,199838,5828,50079,4211,32319,3218,26041,2836,15583,2449,68709,4558,7107,1583,334857,8854,80975,5570,40367,3689,36942,3209,30611,3097,127110,6531,18852,2449,76590,3901,11940,1751,5096,1017,9452,1333,6780,1157,36136,2770,7186,1078,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,440584,7734,28362,2634,3985,1036,2553,676,3193,983,1952,726,15242,1855,1437,613,110923,5463,26870,2984,13962,1714,11329,2076,11334,2027,43450,3957,3978,1111,226488,5878,50708,3758,24485,2827,21322,2822,19435,2455,97926,5170,12612,1742,74811,3438,11053,1424,7284,1372,8760,1253,8115,1164,31563,2589,8036,1329,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,94632,4248,9054,1540,1839,813,800,478,1493,776,286,355,4194,957,442,342,26144,2183,5609,1087,3182,961,2729,976,2524,1004,11371,1880,729,481,45827,3379,11577,1824,5274,1337,5107,1203,3313,978,17541,2596,3015,851,13607,1730,2117,578,958,541,1533,533,1233,591,6633,1330,1133,417,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,158045,3930,13502,1478,1364,552,433,384,1215,589,887,469,8089,1293,1514,580,56338,2104,14153,1941,8908,1675,7283,1342,5725,1148,18175,2132,2094,878,68689,3246,17380,2041,8735,1571,7442,1497,4937,1086,25172,2474,5023,1129,19516,1759,4135,919,1980,654,2383,699,1614,589,8635,1265,769,393,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2365114,25972,202489,7094,18524,2957,16556,2119,17550,2935,17823,2409,113000,6815,19036,2836,577830,13135,101502,6887,68212,4956,67156,5726,54216,5879,256211,10194,30533,2956,1259279,18803,212469,8174,134905,7345,127777,7949,108487,6362,584111,13742,91530,5771,325516,9977,33094,3228,24234,2656,31522,3079,26063,3164,169103,7047,41500,4098,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1237839,18123,129579,6972,14928,2209,12777,2493,11706,2356,9887,1968,66326,5006,13955,2474,336685,10351,71708,5242,39180,4058,39397,4681,29958,3406,130341,6575,26101,2943,648919,14126,138712,7197,72481,5361,65248,4916,52183,5044,259565,9982,60730,4512,122656,5704,16283,2419,9953,1720,12365,1721,9537,1578,56215,3741,18303,2273,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,193863,5082,15147,1946,1954,821,408,245,954,565,937,435,9653,1601,1241,583,49565,2978,6119,1280,4724,1096,5945,1391,5985,1554,23277,2283,3515,1237,101550,3901,18012,1945,12382,1758,12953,2027,8913,1406,41155,3190,8135,1352,27601,2173,3902,882,2060,664,2894,912,2044,590,11667,1265,5034,1146,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
