GEO_ID,C18102_001E,C18102_001M,C18102_002E,C18102_002M,C18102_003E,C18102_003M,C18102_004E,C18102_004M,C18102_005E,C18102_005M,C18102_006E,C18102_006M,C18102_007E,C18102_007M,C18102_008E,C18102_008M,C18102_009E,C18102_009M,C18102_010E,C18102_010M,C18102_011E,C18102_011M,C18102_012E,C18102_012M,C18102_013E,C18102_013M,C18102_014E,C18102_014M,C18102_015E,C18102_015M,C18102_016E,C18102_016M,C18102_017E,C18102_017M,C18102_018E,C18102_018M,C18102_019E,C18102_019M,C18102_020E,C18102_020M,C18102_021E,C18102_021M,NAME,C18102_001EA,C18102_001MA,C18102_002MA,C18102_002EA,C18102_003MA,C18102_003EA,C18102_004MA,C18102_004EA,C18102_005MA,C18102_005EA,C18102_006MA,C18102_006EA,C18102_007MA,C18102_007EA,C18102_008EA,C18102_008MA,C18102_009MA,C18102_009EA,C18102_010EA,C18102_010MA,C18102_011MA,C18102_011EA,C18102_012EA,C18102_012MA,C18102_013MA,C18102_013EA,C18102_014MA,C18102_014EA,C18102_015MA,C18102_015EA,C18102_016MA,C18102_016EA,C18102_017MA,C18102_017EA,C18102_018EA,C18102_018MA,C18102_019EA,C18102_019MA,C18102_020EA,C18102_020MA,C18102_021MA,C18102_021EA,state
0400000US01,4720067,2155,2262898,5633,569107,4176,4351,1297,564756,4281,1414698,4262,53874,3949,1360824,5683,279093,1597,60870,3113,218223,3282,2457169,5482,553018,4336,2429,776,550589,4312,1529326,3226,31709,3006,1497617,4330,374825,1967,50218,3126,324607,3771,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,353412,2409,95685,1288,308,146,95377,1276,229987,2044,9311,1548,220676,2392,27740,691,8197,1161,19543,1202,345860,1555,92023,1337,419,437,91604,1361,224593,1324,4233,759,220360,1543,29244,918,4577,877,24667,1218,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,3141397,5192,830120,3869,5420,1571,824700,4485,1892465,3160,49628,5841,1842837,6658,418812,1439,77931,4651,340881,4365,3236883,4797,791710,3468,5607,1549,786103,3997,1952969,2665,33778,4796,1919191,5108,492204,1546,58672,4223,433532,4671,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,1412433,4390,366713,3444,4063,1027,362650,3432,864243,2843,37613,3328,826630,4051,181477,1394,45870,3012,135607,3195,1472779,4226,342175,3336,2878,864,339297,3309,899485,2675,21670,2398,877815,3668,231119,1618,31891,2420,199228,2832,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,18337173,8165,4731653,4465,27921,3344,4703732,5323,11716855,6623,220681,8683,11496174,10598,1888665,2997,330062,9241,1558603,9147,18824616,6478,4520813,4109,22139,2949,4498674,4717,11890613,4441,139355,5708,11751258,7244,2413190,2783,291245,7845,2121945,7778,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,2498871,4767,630047,3241,3818,1050,626229,3466,1618210,3693,43082,3481,1575128,5133,250614,1187,51244,2781,199370,2836,2526014,4098,596781,3604,4267,1228,592514,3829,1620615,3014,22980,2720,1597635,3867,308618,1578,39530,2747,269088,3017,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,1707415,2399,410533,1411,3931,1151,406602,1831,1084991,1817,18785,1870,1066206,2763,211891,1346,32477,2128,179414,2081,1815294,2210,391817,1419,1272,603,390545,1410,1142307,1643,13846,1654,1128461,2273,281170,1372,33286,2550,247884,2771,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,428892,1281,104294,951,1298,934,102996,1241,267093,1107,4560,1018,262533,1321,57505,652,8955,1304,48550,1355,463240,1136,100001,916,1176,589,98825,1239,290684,969,5056,1163,285628,1635,72555,728,7165,1154,65390,1204,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,285171,863,53456,450,800,556,52656,812,204647,794,3373,1133,201274,1374,27068,387,2846,781,24222,829,322994,788,51856,427,162,130,51694,439,230511,708,2583,819,227928,928,40627,548,4839,1069,35788,1061,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,9088985,8711,2040086,5645,11827,2333,2028259,6051,5576083,6738,125184,7793,5450899,9807,1472816,3748,259320,9374,1213496,9721,9663309,8195,1946860,6048,7942,1773,1938918,6397,5892404,5507,74567,5299,5817837,8458,1824045,4157,207724,7825,1616321,8986,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9619740,3609,4653967,8192,1278808,6801,9669,2205,1269139,6965,2927425,4689,77857,5168,2849568,6948,447734,3059,78478,3921,369256,4603,4965773,7238,1205907,6681,8428,2202,1197479,7265,3161513,4850,48842,3994,3112671,6071,598353,3153,76693,4966,521660,5860,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1326065,2252,648083,2516,154837,1314,1600,785,153237,1450,405415,2400,9692,1904,395723,2917,87831,795,15641,1416,72190,1464,677982,1697,149240,1289,445,349,148795,1297,418293,1442,5389,1064,412904,1753,110449,862,14367,1695,96082,1863,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1565645,611,781563,3084,219386,1887,1819,906,217567,2119,469860,2439,17216,2226,452644,2983,92317,1051,23836,2309,68481,2566,784082,2928,207678,2030,525,305,207153,2022,468671,2378,7739,1436,460932,2768,107733,1470,13926,1814,93807,2182,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12688006,1765,6188923,5482,1573940,3455,9672,1748,1564268,3903,3938823,4767,74647,3720,3864176,5241,676160,2302,107525,4695,568635,4886,6499083,5643,1517947,3778,6911,1272,1511036,4063,4075272,4311,46833,3616,4028439,5640,905864,2673,98034,4511,807830,5143,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6417644,1247,3143871,4244,813719,3325,4602,1343,809117,3537,1974747,3330,59063,3464,1915684,4244,355405,1738,70880,3595,284525,4116,3273773,4020,779917,3375,5104,1363,774813,3596,2029923,2898,38642,3078,1991281,4241,463933,1865,58951,3469,404982,3791,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
