GEO_ID,C17016_001E,C17016_001M,C17016_002E,C17016_002M,C17016_003E,C17016_003M,C17016_004E,C17016_004M,C17016_005E,C17016_005M,C17016_006E,C17016_006M,C17016_007E,C17016_007M,C17016_008E,C17016_008M,C17016_009E,C17016_009M,NAME,C17016_001MA,C17016_001EA,C17016_002EA,C17016_002MA,C17016_003EA,C17016_003MA,C17016_004EA,C17016_004MA,C17016_005MA,C17016_005EA,C17016_006MA,C17016_006EA,C17016_007EA,C17016_007MA,C17016_008EA,C17016_008MA,C17016_009EA,C17016_009MA,state
0400000US01,1251795,13646,185909,6956,30030,2804,58058,4026,97821,5177,1065886,12576,590802,9700,173424,7370,301660,5773,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,12024,1704,1584,653,4391,744,6049,1239,161255,4646,89291,4909,41549,2786,30415,2132,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,217603,9605,42118,5002,77163,5542,98322,6690,1326320,15922,716958,15928,230131,8380,379231,9426,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,112534,5422,17924,2756,39322,3156,55288,3782,644671,9383,351334,8239,101511,4705,191826,5641,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,1056152,15484,178910,6768,371554,10637,505688,11682,7462366,32642,4041318,25476,1600474,19239,1820574,19251,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,114546,5172,15686,1899,50577,3766,48283,3861,1141925,11786,663602,10046,239382,7072,238941,5336,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,70551,4637,9411,1788,27489,2942,33651,2809,822550,9225,459213,8167,180362,6906,182975,5237,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,18261,1977,3095,1036,6325,1224,8841,1217,208840,3727,118701,4329,39753,2817,50386,3133,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,17608,2027,1139,504,5413,1205,11056,1802,96437,3750,60231,3080,14846,1799,21360,1943,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,564395,15175,90151,5280,187577,8597,286667,11465,3995463,26744,2057183,19905,695466,15143,1242814,16909,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2376008,17596,349145,12059,61683,4636,119898,7354,167564,6848,2026863,18425,1187656,16648,350440,10201,488767,10008,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311789,5861,26678,2586,3548,1058,8785,1659,14345,2022,285111,5942,154571,5769,53729,3527,76811,3664,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398682,6942,46241,3273,8220,1655,21950,2464,16071,2002,352441,7686,183894,7180,75812,5172,92735,4674,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3098864,16403,340244,8556,58669,3543,125851,6233,155724,5293,2758620,16709,1569098,13622,542732,11264,646790,9975,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1641389,13221,192775,7271,25637,2385,80170,5411,86968,4557,1448614,12106,821977,11957,275217,8005,351420,7867,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,784895,8576,63772,3387,11021,1614,27883,2269,24868,2052,721123,8768,435824,8539,135222,5390,150077,3988,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,722016,7825,66664,3600,12875,1942,29851,2999,23938,2107,655352,7579,407508,7572,116876,4678,130968,4137,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119880,11401,164243,6798,19692,2438,55289,3617,89262,4743,955637,11084,510939,9353,168747,7540,275951,6292,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
