GEO_ID,B27021_001E,B27021_001M,B27021_002E,B27021_002M,B27021_003E,B27021_003M,B27021_004E,B27021_004M,B27021_005E,B27021_005M,B27021_006E,B27021_006M,B27021_007E,B27021_007M,B27021_008E,B27021_008M,B27021_009E,B27021_009M,B27021_010E,B27021_010M,B27021_011E,B27021_011M,B27021_012E,B27021_012M,B27021_013E,B27021_013M,B27021_014E,B27021_014M,B27021_015E,B27021_015M,B27021_016E,B27021_016M,B27021_017E,B27021_017M,B27021_018E,B27021_018M,B27021_019E,B27021_019M,B27021_020E,B27021_020M,B27021_021E,B27021_021M,B27021_022E,B27021_022M,B27021_023E,B27021_023M,B27021_024E,B27021_024M,B27021_025E,B27021_025M,B27021_026E,B27021_026M,B27021_027E,B27021_027M,B27021_028E,B27021_028M,B27021_029E,B27021_029M,B27021_030E,B27021_030M,B27021_031E,B27021_031M,B27021_032E,B27021_032M,B27021_033E,B27021_033M,B27021_034E,B27021_034M,B27021_035E,B27021_035M,B27021_036E,B27021_036M,B27021_037E,B27021_037M,B27021_038E,B27021_038M,B27021_039E,B27021_039M,B27021_040E,B27021_040M,B27021_041E,B27021_041M,B27021_042E,B27021_042M,B27021_043E,B27021_043M,B27021_044E,B27021_044M,B27021_045E,B27021_045M,B27021_046E,B27021_046M,B27021_047E,B27021_047M,B27021_048E,B27021_048M,B27021_049E,B27021_049M,B27021_050E,B27021_050M,B27021_051E,B27021_051M,B27021_052E,B27021_052M,B27021_053E,B27021_053M,NAME,B27021_001MA,B27021_001EA,B27021_002EA,B27021_002MA,B27021_003EA,B27021_003MA,B27021_004EA,B27021_004MA,B27021_005MA,B27021_005EA,B27021_006MA,B27021_006EA,B27021_007EA,B27021_007MA,B27021_008EA,B27021_008MA,B27021_009EA,B27021_009MA,B27021_010EA,B27021_010MA,B27021_011EA,B27021_011MA,B27021_012MA,B27021_012EA,B27021_013EA,B27021_013MA,B27021_014EA,B27021_014MA,B27021_015EA,B27021_015MA,B27021_016EA,B27021_016MA,B27021_017EA,B27021_017MA,B27021_018EA,B27021_018MA,B27021_019EA,B27021_019MA,B27021_020EA,B27021_020MA,B27021_021EA,B27021_021MA,B27021_022MA,B27021_022EA,B27021_023EA,B27021_023MA,B27021_024MA,B27021_024EA,B27021_025EA,B27021_025MA,B27021_026MA,B27021_026EA,B27021_027MA,B27021_027EA,B27021_028EA,B27021_028MA,B27021_029EA,B27021_029MA,B27021_030EA,B27021_030MA,B27021_031MA,B27021_031EA,B27021_032MA,B27021_032EA,B27021_033MA,B27021_033EA,B27021_034EA,B27021_034MA,B27021_035MA,B27021_035EA,B27021_036EA,B27021_036MA,B27021_037MA,B27021_037EA,B27021_038MA,B27021_038EA,B27021_039EA,B27021_039MA,B27021_040EA,B27021_040MA,B27021_041EA,B27021_041MA,B27021_042MA,B27021_042EA,B27021_043MA,B27021_043EA,B27021_044MA,B27021_044EA,B27021_045EA,B27021_045MA,B27021_046MA,B27021_046EA,B27021_047EA,B27021_047MA,B27021_048MA,B27021_048EA,B27021_049MA,B27021_049EA,B27021_050EA,B27021_050MA,B27021_051MA,B27021_051EA,B27021_052EA,B27021_052MA,B27021_053MA,B27021_053EA,state
0400000US01,4720067,2155,3971447,14845,2766342,37383,2751054,36908,2473902,36235,2100932,32960,733874,17242,277152,12922,15288,3171,10394,2429,4698,1398,6472,1924,4894,1797,1205105,34567,262081,17547,240317,16042,178274,12301,116052,10742,78629,5662,62043,7389,21764,2943,12839,2252,9143,1975,4182,1228,8925,1857,943024,30446,908792,29178,733037,23930,350169,13814,442169,16858,175755,9720,34232,3676,16594,2091,10417,1838,7203,1545,17638,2865,748620,14267,591050,10564,519122,10437,452430,9303,328318,9042,253254,6666,66692,5016,71928,4227,53447,3779,44928,3562,12342,1637,18481,2398,157570,7793,115186,5641,96463,5367,24335,2878,42384,4896,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,576169,6055,413006,10832,409318,10605,349799,11048,298441,11828,88713,6362,59519,4825,3688,1123,2580,1045,1627,807,1187,713,1108,416,163163,9134,54679,5630,45989,4702,31828,4077,20142,2950,13691,2522,14161,2168,8690,1520,4653,1234,2682,860,2341,960,4037,1126,108484,7939,98426,7051,72967,6126,39455,4839,38882,5081,25459,3039,10058,1739,4988,1199,3265,978,1949,727,5070,1077,123103,5835,82437,3885,63539,3653,50017,3244,37744,2824,21575,1841,13522,1635,18898,2279,14118,1760,12663,1648,2624,782,4780,1180,40666,2992,27662,2585,23702,2580,5733,1099,13004,1943,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,5276780,22732,3648925,45360,3619026,46011,3119008,41577,2464134,39837,1100879,29557,500018,21434,29899,4837,19514,3571,8935,2343,11597,2499,10385,2918,1627855,42978,471823,27323,411864,23361,304830,18655,179738,15200,143744,12524,107034,9769,59959,6877,36621,4953,17068,3439,20782,3575,23338,4121,1156032,40305,1081157,38642,867046,32915,425920,25841,499618,23804,214111,13934,74875,6067,43763,5036,21040,2946,24732,3799,31112,3903,1101500,22783,810372,14734,648964,13772,548949,13544,396114,12679,300397,8584,100015,5968,161408,6839,125830,5799,102177,5126,40241,3385,35578,3758,291128,12038,217709,9590,155526,8673,79506,5780,73419,6455,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,2408131,10251,1718618,23758,1708812,23838,1477796,23830,1167496,24043,531479,13340,231016,10291,9806,1655,6333,1378,1818,714,5158,1256,3473,1265,689513,22249,164210,12120,147643,11135,114161,8773,62657,5596,63819,6517,33482,4335,16567,2393,9339,1891,5444,1399,4635,1479,7228,1606,525303,20648,505482,20412,398765,17092,179481,10357,252047,13047,106717,7555,19821,3024,11199,2052,7619,1639,3842,1158,8622,1751,477081,10097,369149,8020,315520,8557,263677,8328,178154,7119,159590,5766,51843,3588,53629,3636,37953,3406,30078,2956,11399,1597,15676,2414,107932,5389,73679,4082,54916,3525,23946,2639,34253,3658,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,31398872,49040,22084968,119124,21781989,116501,18529314,99010,14653251,89033,5632478,59003,3252675,47161,302979,13852,182941,8816,107452,6759,86940,6133,120038,9018,9313904,108986,2866589,55670,2510585,48306,1817327,41856,1110051,32048,811365,25151,693258,22185,356004,14309,205934,9353,119466,6525,92620,6495,150070,9888,6447315,100375,5968570,90507,4726865,76539,2558633,48055,2503496,51951,1241705,27811,478745,17648,268819,12200,162501,9177,118696,7988,209926,10698,5762917,49221,3937159,26788,3039593,24049,2648746,23844,1988238,20468,1307856,14808,390847,11659,897566,15598,702410,15256,608537,14223,155285,6826,195156,8935,1825758,30500,1353829,24168,1054903,22582,367908,11058,471929,18507,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,4043278,17680,3096743,33184,3072974,33518,2723286,31221,2352269,30904,675284,16823,349688,15247,23769,3235,15277,2940,8812,1837,8082,2296,8492,1578,946535,30447,285936,20807,250236,16756,184874,13101,131295,10124,66089,7116,65362,7005,35700,5977,23300,3877,15294,2912,8576,2344,12400,3177,660599,23177,616248,21730,496121,19610,298190,15423,233925,14555,120127,8328,44351,4414,25461,3621,19315,2936,7295,2069,18890,3010,981607,17810,715574,10765,566339,9758,480336,9274,381316,8653,210378,5511,86003,5195,149235,6274,112915,5774,101897,5547,18267,2162,36320,3619,266033,9828,203696,8458,180911,8392,30975,3817,62337,5634,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,2892882,12061,2132525,22339,2119165,22449,2002658,20940,1766205,21011,465264,15373,116507,8755,13360,2299,9990,1776,5763,1411,5065,1238,3370,1383,760357,20465,175116,10827,153913,9679,125922,8793,87348,7748,49843,4946,27991,4244,21203,3214,15164,2926,8919,1911,6696,2013,6039,1252,585241,19643,553198,18242,489272,15923,262521,12551,269762,11925,63926,7032,32043,3487,21435,2488,13296,1841,9011,1783,10608,2320,629827,12040,457860,8329,383710,7594,346461,7046,264034,6941,184920,5195,37249,3638,74150,4428,60719,3992,53074,3656,13790,1610,13431,1803,171967,6210,142143,4901,112937,4127,34572,2880,29824,3811,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,739810,6420,514856,11657,510356,11639,477744,12091,413156,11661,140827,8254,32612,4216,4500,1286,2632,1010,1102,596,1530,822,1868,959,224954,10655,65716,9183,57591,8132,49007,7383,30314,5729,24287,4523,8584,2119,8125,2060,5897,1664,3083,1289,2928,1112,2228,755,159238,10399,148494,9818,129216,9104,69462,5315,71845,6951,19278,3693,10744,1706,7657,1539,4576,1045,3585,1072,3087,1158,152322,6249,105816,3793,83957,3522,77397,3430,60278,3388,41439,2734,6560,1385,21859,2263,18804,2164,14985,2024,5221,1061,3055,1079,46506,3984,39783,2860,30600,2771,10533,1891,6723,1773,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,372096,5974,173251,8303,169986,8048,162890,7852,144334,7561,43200,4482,7096,2188,3265,1030,2994,955,2918,936,633,615,271,237,198845,8528,38613,5965,35388,5383,30628,5004,17441,3777,16907,3621,4760,1957,3225,1095,3032,1106,1141,665,1996,929,193,168,160232,8970,154626,8592,142792,8352,69813,6184,90874,7169,11834,3215,5606,1272,4583,1131,3161,1000,1901,578,1023,402,236069,6002,154198,3867,121095,3959,114658,4088,96387,3939,39601,2549,6437,1223,33103,2543,30475,2445,28007,2394,3866,980,2628,1036,81871,3968,74106,3795,66695,3586,9174,1433,7765,1689,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,15271525,38874,10521535,76654,10440260,75980,8754725,73920,6962722,69420,3152770,41076,1685535,35361,81275,7914,41381,5341,23564,4099,21120,3432,39894,5372,4749990,74679,1245123,43949,1091996,37622,737050,26712,441033,19786,358676,16784,354946,20909,153127,12149,79567,7865,48676,5715,33074,5005,73560,8601,3504867,63183,3296078,58657,2452020,49607,1289725,33623,1339128,35490,844058,26852,208789,13281,104270,7890,65860,5344,43074,5487,104519,7986,3480769,38559,2538546,26619,2071696,24276,1724292,22278,1238907,18417,996546,15752,347404,10485,466850,13621,336150,11111,275646,10276,102490,5002,130700,8229,942223,23937,611458,16649,464332,15902,196592,9832,330765,16769,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
