GEO_ID,B21005_001E,B21005_001M,B21005_002E,B21005_002M,B21005_003E,B21005_003M,B21005_004E,B21005_004M,B21005_005E,B21005_005M,B21005_006E,B21005_006M,B21005_007E,B21005_007M,B21005_008E,B21005_008M,B21005_009E,B21005_009M,B21005_010E,B21005_010M,B21005_011E,B21005_011M,B21005_012E,B21005_012M,B21005_013E,B21005_013M,B21005_014E,B21005_014M,B21005_015E,B21005_015M,B21005_016E,B21005_016M,B21005_017E,B21005_017M,B21005_018E,B21005_018M,B21005_019E,B21005_019M,B21005_020E,B21005_020M,B21005_021E,B21005_021M,B21005_022E,B21005_022M,B21005_023E,B21005_023M,B21005_024E,B21005_024M,B21005_025E,B21005_025M,B21005_026E,B21005_026M,B21005_027E,B21005_027M,B21005_028E,B21005_028M,B21005_029E,B21005_029M,B21005_030E,B21005_030M,B21005_031E,B21005_031M,B21005_032E,B21005_032M,B21005_033E,B21005_033M,B21005_034E,B21005_034M,NAME,B21005_001EA,B21005_001MA,B21005_002EA,B21005_002MA,B21005_003EA,B21005_003MA,B21005_004MA,B21005_004EA,B21005_005EA,B21005_005MA,B21005_006MA,B21005_006EA,B21005_007EA,B21005_007MA,B21005_008EA,B21005_008MA,B21005_009MA,B21005_009EA,B21005_010EA,B21005_010MA,B21005_011MA,B21005_011EA,B21005_012EA,B21005_012MA,B21005_013EA,B21005_013MA,B21005_014EA,B21005_014MA,B21005_015EA,B21005_015MA,B21005_016MA,B21005_016EA,B21005_017MA,B21005_017EA,B21005_018EA,B21005_018MA,B21005_019EA,B21005_019MA,B21005_020MA,B21005_020EA,B21005_021EA,B21005_021MA,B21005_022MA,B21005_022EA,B21005_023EA,B21005_023MA,B21005_024EA,B21005_024MA,B21005_025MA,B21005_025EA,B21005_026EA,B21005_026MA,B21005_027MA,B21005_027EA,B21005_028MA,B21005_028EA,B21005_029EA,B21005_029MA,B21005_030EA,B21005_030MA,B21005_031MA,B21005_031EA,B21005_032EA,B21005_032MA,B21005_033MA,B21005_033EA,B21005_034EA,B21005_034MA,state
0400000US01,2989120,3949,1084939,5017,33919,3722,28321,3364,23592,3156,4729,1200,5598,1296,1051020,6053,755235,10234,629584,9709,125651,7470,295785,8871,1295322,4956,108638,5313,91071,5031,81938,4787,9133,2116,17567,2455,1186684,7223,903642,10188,824379,10658,79263,5113,283042,8362,608859,2208,99503,3747,56002,3351,51213,3277,4789,1208,43501,3186,509356,4110,284286,6740,265784,6608,18502,2391,225070,5938,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,459432,2057,170473,2564,10931,1883,9849,1806,9152,1779,697,647,1082,399,159542,2981,123638,4015,108156,3671,15482,1955,35904,2982,198083,2112,24430,2763,22074,2780,20729,2620,1345,594,2356,711,173653,3493,143247,3944,131708,4361,11539,1538,30406,2366,90876,1132,18634,1878,12272,1779,11723,1733,549,212,6362,1080,72242,2103,48471,2694,46095,2697,2376,604,23771,2270,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3919774,2598,1502290,3931,54223,6787,44838,6198,39231,5882,5607,2045,9385,2467,1448067,8055,1055885,12813,905372,13037,150513,8388,392182,11733,1660876,3419,121001,7308,100934,6730,94628,6637,6306,1688,20067,2782,1539875,7300,1203184,11523,1089833,11844,113351,8824,336691,10158,756608,1597,118883,6083,70778,5180,65994,5153,4784,1135,48105,3691,637725,6336,386026,8429,354162,8253,31864,3253,251699,8588,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1792784,2592,662036,4801,22452,3022,17991,2623,14530,2165,3461,1291,4461,1309,639584,5693,470260,7953,406100,8013,64160,4078,169324,5960,766613,4121,59939,3996,49639,3969,44498,3460,5141,1682,10300,1543,706674,5545,540658,7210,502318,7141,38340,4345,166016,5720,364135,2312,57975,3221,29056,2070,28069,2076,987,439,28919,2690,306160,3583,177859,4692,170385,4980,7474,1373,128301,4857,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23894650,6818,9275566,6455,176357,8169,142699,7721,118517,6929,24182,2937,33658,3783,9099209,11161,6674944,24516,5620009,24021,1054935,19187,2424265,25334,10401262,5848,439242,11549,371121,11765,335887,10805,35234,3511,68121,4686,9962020,12706,7985726,24212,7184146,25794,801580,15207,1976294,22290,4217822,3593,429011,10870,261993,7869,232643,7687,29350,2985,167018,7050,3788811,11651,2442091,18553,2208304,19078,233787,7965,1346720,15439,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3282040,3618,1221673,4435,36869,3579,31350,3623,27688,3452,3662,1125,5519,1261,1184804,5391,938297,8580,827598,9630,110699,5660,246507,7419,1432345,3858,118943,6114,107188,5591,97694,5319,9494,1589,11755,1831,1313402,7329,1098105,9578,1017972,9874,80133,4589,215297,7953,628022,2107,103942,4218,68638,3513,63202,3340,5436,1200,35304,2578,524080,4862,361795,6355,337521,5850,24274,2502,162285,5486,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2253126,1771,753630,2357,12606,2095,11153,1924,8843,1556,2310,1069,1453,645,741024,2653,578315,5627,492148,6417,86167,5592,162709,5549,1038545,2180,46064,3593,42294,3495,39499,3377,2795,920,3770,907,992481,3844,847285,5368,778252,6717,69033,4712,145196,5130,460951,1132,50811,3246,37568,2687,32983,2691,4585,980,13243,1802,410140,3584,297644,4649,275127,4547,22517,1915,112496,4840,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,565268,1238,203063,1575,5959,1580,5358,1470,4669,1322,689,446,601,469,197104,1976,147374,3154,128285,3462,19089,2473,49730,2850,246313,1401,18781,2024,16171,2003,14962,1940,1209,648,2610,807,227532,2525,187428,3601,174763,3829,12665,1485,40104,3072,115892,564,18348,1735,11507,1628,10886,1650,621,305,6841,1041,97544,1700,64004,2727,60678,2705,3326,1233,33540,2479,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,440545,840,215564,744,3201,1181,2645,1012,2164,859,481,472,556,651,212363,1174,155940,3040,137766,3679,18174,2423,56423,2861,157919,292,8184,1384,6754,1124,5951,1072,803,472,1430,731,149735,1452,124438,2622,110542,3142,13896,1905,25297,2550,67062,343,6048,946,3783,816,3027,727,756,459,2265,663,61014,988,40643,1790,36352,1705,4291,916,20371,1904,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11652696,6420,4088011,8102,101456,6469,82867,5792,71730,5095,11137,2228,18589,3147,3986555,10671,2938582,23667,2474528,20770,464054,14659,1047973,20715,5133286,7942,366537,11110,305623,9908,273793,9056,31830,3718,60914,4818,4766749,13233,3850596,24039,3459109,23754,391487,12911,916153,19150,2431399,4693,333166,9989,187845,7391,166841,6920,21004,2442,145321,7345,2098233,10922,1318620,14592,1182999,15131,135621,7090,779613,13538,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
