GEO_ID,C19037_001E,C19037_001M,C19037_002E,C19037_002M,C19037_003E,C19037_003M,C19037_004E,C19037_004M,C19037_005E,C19037_005M,C19037_006E,C19037_006M,C19037_007E,C19037_007M,C19037_008E,C19037_008M,C19037_009E,C19037_009M,C19037_010E,C19037_010M,C19037_011E,C19037_011M,C19037_012E,C19037_012M,C19037_013E,C19037_013M,C19037_014E,C19037_014M,C19037_015E,C19037_015M,C19037_016E,C19037_016M,C19037_017E,C19037_017M,C19037_018E,C19037_018M,C19037_019E,C19037_019M,C19037_020E,C19037_020M,C19037_021E,C19037_021M,C19037_022E,C19037_022M,C19037_023E,C19037_023M,C19037_024E,C19037_024M,C19037_025E,C19037_025M,C19037_026E,C19037_026M,C19037_027E,C19037_027M,C19037_028E,C19037_028M,C19037_029E,C19037_029M,C19037_030E,C19037_030M,C19037_031E,C19037_031M,C19037_032E,C19037_032M,C19037_033E,C19037_033M,C19037_034E,C19037_034M,C19037_035E,C19037_035M,C19037_036E,C19037_036M,C19037_037E,C19037_037M,C19037_038E,C19037_038M,C19037_039E,C19037_039M,C19037_040E,C19037_040M,C19037_041E,C19037_041M,C19037_042E,C19037_042M,C19037_043E,C19037_043M,C19037_044E,C19037_044M,C19037_045E,C19037_045M,NAME,C19037_001MA,C19037_001EA,C19037_002EA,C19037_002MA,C19037_003EA,C19037_003MA,C19037_004EA,C19037_004MA,C19037_005MA,C19037_005EA,C19037_006MA,C19037_006EA,C19037_007EA,C19037_007MA,C19037_008MA,C19037_008EA,C19037_009EA,C19037_009MA,C19037_010EA,C19037_010MA,C19037_011MA,C19037_011EA,C19037_012MA,C19037_012EA,C19037_013MA,C19037_013EA,C19037_014MA,C19037_014EA,C19037_015EA,C19037_015MA,C19037_016MA,C19037_016EA,C19037_017MA,C19037_017EA,C19037_018MA,C19037_018EA,C19037_019MA,C19037_019EA,C19037_020EA,C19037_020MA,C19037_021EA,C19037_021MA,C19037_022MA,C19037_022EA,C19037_023MA,C19037_023EA,C19037_024MA,C19037_024EA,C19037_025EA,C19037_025MA,C19037_026EA,C19037_026MA,C19037_027MA,C19037_027EA,C19037_028MA,C19037_028EA,C19037_029MA,C19037_029EA,C19037_030MA,C19037_030EA,C19037_031EA,C19037_031MA,C19037_032EA,C19037_032MA,C19037_033MA,C19037_033EA,C19037_034MA,C19037_034EA,C19037_035EA,C19037_035MA,C19037_036EA,C19037_036MA,C19037_037EA,C19037_037MA,C19037_038MA,C19037_038EA,C19037_039MA,C19037_039EA,C19037_040EA,C19037_040MA,C19037_041EA,C19037_041MA,C19037_042EA,C19037_042MA,C19037_043EA,C19037_043MA,C19037_044MA,C19037_044EA,C19037_045MA,C19037_045EA,state
0400000US01,1844546,11416,86371,4919,22921,2410,10222,1802,19268,2658,13480,2297,10615,1874,7049,1295,1950,838,847,533,19,25,0,190,588479,7390,57175,3819,31685,2979,70578,5124,66971,4779,89783,4960,111647,5305,78863,5197,58347,4512,14606,1891,8824,1637,742892,6948,69379,4772,47657,3386,83478,4365,72541,4342,101881,4698,135122,4842,83423,3846,92356,4045,30150,2794,26905,2473,426804,4804,40882,2981,49131,3141,81585,3971,62714,3627,64532,3371,62182,3525,29221,2124,22837,1889,5990,1229,7730,1060,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,257330,3380,14800,1989,1498,618,434,227,2027,790,2297,934,3342,833,2492,836,1614,561,891,570,62,77,143,227,97060,2861,2918,809,3445,1044,5951,1225,6907,1136,12929,1708,20289,2559,15456,2003,17794,1867,8333,1720,3038,854,109121,2575,4204,874,3364,744,5078,980,7648,1406,11321,1676,21799,1926,18310,2026,21787,2138,9188,1375,6422,1206,36349,1462,2034,628,2591,680,5450,943,3942,883,4712,891,6732,1134,4228,813,4031,795,1581,581,1048,420,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2356055,12130,109171,5905,25765,3281,10478,1952,19625,3041,17680,2719,17317,2742,11158,1861,3676,1350,3296,1352,0,229,176,187,793189,9922,62691,5575,36963,4464,81034,5885,86069,5503,127829,7269,164183,9284,97794,6503,92260,5842,26490,3539,17876,2612,892354,9882,72187,6010,42333,3881,90075,6026,82965,5750,116878,5789,168665,7644,110706,5684,122609,5846,44784,4677,41152,3912,561341,5947,38667,3103,43943,3551,97940,4716,82389,4703,92287,5254,90070,4230,51500,4149,38676,3264,13060,2230,12809,1984,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1127621,7837,60189,3507,17605,2387,5467,1399,12004,1951,10003,1909,7875,1600,5083,1087,1130,516,998,767,24,43,0,192,366426,6740,35325,3319,21714,2815,49702,3928,44902,3804,58808,3692,68743,4010,40594,3173,32575,2863,8671,1711,5392,1149,430719,5308,40649,3421,29642,2493,50494,3422,46134,3023,61817,3881,81321,4141,48595,3154,46231,3056,14264,1906,11572,1958,270287,3757,23596,2095,36575,2474,53917,2960,37793,2329,43017,2495,37228,2789,18955,1921,12148,1456,3764,964,3294,888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12468743,22250,456378,10860,95746,6149,40225,3588,76597,4424,63382,4879,68532,5083,61998,4708,28204,3201,14770,2259,4525,1245,2399,808,4467750,22799,246927,8520,162619,6340,421714,11337,424211,11248,606858,12235,808296,16128,577952,12476,683611,14785,281310,9218,254252,7591,5005235,16948,282536,10346,223503,8038,402146,10608,376712,11051,554653,12462,839170,14204,650596,14465,838038,13214,393131,9184,444750,9697,2539380,13074,157766,5580,252762,7776,402256,9209,307020,7540,357989,8700,402913,8576,231421,6568,231662,6649,92602,4448,102989,4415,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1975388,9057,104576,5815,21852,3013,9799,2005,19143,2356,14591,2637,17147,2427,15283,2406,4130,931,2445,872,55,100,131,212,730256,7551,40238,3116,26053,2916,58039,3868,68142,4427,107461,5727,155342,7040,104328,6035,107103,5704,37316,3276,26234,2988,780830,6374,47345,4051,24605,2347,60750,4149,58239,3608,96148,5576,139220,5602,102997,5523,132809,5294,61607,3851,57110,3616,359726,4416,24677,2213,31768,2207,60423,3409,48900,3119,55025,2847,60520,3057,33647,2493,25964,1836,8991,1206,9811,1353,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1351643,7309,31905,2695,6064,1220,3057,923,5562,1122,3211,865,5109,947,5339,1071,2141,620,1270,650,84,101,68,79,421985,6628,22596,2410,15729,2277,29528,3087,33296,3262,49782,3989,77313,4176,60551,4029,71648,4290,30519,2518,31023,2785,586174,4978,34185,2858,15867,2061,32588,3052,33577,3124,56584,3465,91878,4142,87779,4429,109849,4341,57270,2899,66597,3187,311579,3522,19443,2046,24646,2213,51796,3042,39741,2609,42791,2882,50515,3103,28714,2187,27933,2006,11537,1473,14463,1343,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,333192,3426,10784,1686,1682,541,887,486,1095,538,2289,988,1261,660,1711,659,873,523,986,597,0,192,0,192,104101,2947,4975,1475,3270,901,8428,1590,9400,1721,15268,2142,19968,2376,16312,2071,17325,2149,5248,1038,3907,750,137228,2639,7105,1224,5326,1226,7478,1580,9564,1405,17282,1880,25821,2219,20585,2038,24336,2417,9719,1439,10012,1480,81079,1961,5038,1060,5269,1050,13590,1461,9635,1329,12872,1488,14973,1525,8781,1588,7766,1125,1687,684,1468,437,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268670,3200,13824,1473,3845,927,1122,521,1176,528,1499,730,2174,693,1714,616,1068,458,1089,449,137,225,0,200,120270,2791,10062,1611,2486,820,6635,1780,7053,1396,12664,2025,20675,2280,16471,2319,22661,2241,8868,1461,12695,1419,85442,2508,10177,1352,3245,849,6332,1298,5065,1160,8531,1227,12645,1632,8290,1256,11483,1302,7080,1018,12594,1406,49134,1445,5557,1001,4609,856,6897,1206,3950,801,5894,941,6538,921,3652,807,5190,977,1793,575,5054,823,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106283,31131,235287,7926,55708,4184,20486,3166,47563,4250,35579,3948,36765,3610,25399,2899,8722,1918,4186,1410,436,370,443,294,2099399,19861,150826,6837,100744,5996,235723,10590,256590,9267,337631,10971,423591,14088,253693,10819,214552,8717,69777,5216,56272,5276,2788859,19748,226647,9823,140163,6142,285718,8782,288658,9876,387307,9963,523102,12749,331481,10427,347529,11164,125196,6444,133058,6529,1982738,14522,160265,6493,186591,8303,359681,10540,287491,9504,314321,8784,311757,9719,152787,6125,123672,6067,40251,2935,45922,3230,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3494542,15336,152895,8094,41320,3822,14111,2182,29417,3511,22075,3411,22698,3235,16776,2387,4205,1180,2058,873,88,146,147,182,1298711,13931,107487,6317,60466,5402,147862,7268,143214,8248,198254,8523,249751,9304,159280,8159,150405,7771,45449,4810,36543,3413,1391197,12632,124926,5988,70035,4671,129988,6362,131053,6872,185175,8753,268849,10690,161755,6298,183832,7090,69030,4698,66554,4682,651739,7912,62056,4630,71843,4228,114599,4832,87260,4038,100534,4858,99218,4497,49184,3483,38933,3128,14712,2212,13400,1856,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
