GEO_ID,B24032_001E,B24032_001M,B24032_002E,B24032_002M,B24032_003E,B24032_003M,B24032_004E,B24032_004M,B24032_005E,B24032_005M,B24032_006E,B24032_006M,B24032_007E,B24032_007M,B24032_008E,B24032_008M,B24032_009E,B24032_009M,B24032_010E,B24032_010M,B24032_011E,B24032_011M,B24032_012E,B24032_012M,B24032_013E,B24032_013M,B24032_014E,B24032_014M,B24032_015E,B24032_015M,B24032_016E,B24032_016M,B24032_017E,B24032_017M,B24032_018E,B24032_018M,B24032_019E,B24032_019M,B24032_020E,B24032_020M,B24032_021E,B24032_021M,B24032_022E,B24032_022M,B24032_023E,B24032_023M,B24032_024E,B24032_024M,B24032_025E,B24032_025M,B24032_026E,B24032_026M,B24032_027E,B24032_027M,B24032_028E,B24032_028M,B24032_029E,B24032_029M,B24032_030E,B24032_030M,B24032_031E,B24032_031M,B24032_032E,B24032_032M,B24032_033E,B24032_033M,B24032_034E,B24032_034M,B24032_035E,B24032_035M,B24032_036E,B24032_036M,B24032_037E,B24032_037M,B24032_038E,B24032_038M,B24032_039E,B24032_039M,B24032_040E,B24032_040M,B24032_041E,B24032_041M,B24032_042E,B24032_042M,B24032_043E,B24032_043M,B24032_044E,B24032_044M,B24032_045E,B24032_045M,B24032_046E,B24032_046M,B24032_047E,B24032_047M,B24032_048E,B24032_048M,B24032_049E,B24032_049M,B24032_050E,B24032_050M,B24032_051E,B24032_051M,B24032_052E,B24032_052M,B24032_053E,B24032_053M,B24032_054E,B24032_054M,NAME,B24032_001EA,B24032_001MA,B24032_002EA,B24032_002MA,B24032_003EA,B24032_003MA,B24032_004MA,B24032_004EA,B24032_005MA,B24032_005EA,B24032_006EA,B24032_006MA,B24032_007EA,B24032_007MA,B24032_008EA,B24032_008MA,B24032_009EA,B24032_009MA,B24032_010MA,B24032_010EA,B24032_011MA,B24032_011EA,B24032_012EA,B24032_012MA,B24032_013EA,B24032_013MA,B24032_014EA,B24032_014MA,B24032_015EA,B24032_015MA,B24032_016EA,B24032_016MA,B24032_017EA,B24032_017MA,B24032_018EA,B24032_018MA,B24032_019EA,B24032_019MA,B24032_020EA,B24032_020MA,B24032_021MA,B24032_021EA,B24032_022MA,B24032_022EA,B24032_023EA,B24032_023MA,B24032_024EA,B24032_024MA,B24032_025EA,B24032_025MA,B24032_026MA,B24032_026EA,B24032_027EA,B24032_027MA,B24032_028EA,B24032_028MA,B24032_029EA,B24032_029MA,B24032_030EA,B24032_030MA,B24032_031EA,B24032_031MA,B24032_032MA,B24032_032EA,B24032_033MA,B24032_033EA,B24032_034EA,B24032_034MA,B24032_035MA,B24032_035EA,B24032_036EA,B24032_036MA,B24032_037EA,B24032_037MA,B24032_038MA,B24032_038EA,B24032_039MA,B24032_039EA,B24032_040EA,B24032_040MA,B24032_041EA,B24032_041MA,B24032_042EA,B24032_042MA,B24032_043MA,B24032_043EA,B24032_044MA,B24032_044EA,B24032_045EA,B24032_045MA,B24032_046EA,B24032_046MA,B24032_047EA,B24032_047MA,B24032_048MA,B24032_048EA,B24032_049MA,B24032_049EA,B24032_050MA,B24032_050EA,B24032_051EA,B24032_051MA,B24032_052EA,B24032_052MA,B24032_053EA,B24032_053MA,B24032_054MA,B24032_054EA,state
0400000US01,35922,550,35439,3224,29197,3851,60045,8542,28545,1963,40722,1129,40021,4104,25622,1493,48825,3180,45135,3935,60227,6543,40703,3943,50162,5595,61927,7318,35287,4192,42769,2800,65754,5280,62318,40416,25318,3085,43308,2490,42835,2829,44069,4266,13930,1323,20794,5156,13385,1236,26497,1162,50993,1138,24071,467,22710,5393,20781,6514,34444,56257,26146,3158,26834,907,33652,3707,15885,765,35045,4758,31958,4297,38396,2849,28076,3655,30947,1335,31796,1561,26296,3931,26869,1623,32690,3235,30373,2889,17109,1387,28913,903,34977,1785,26841,751,11000,443,11307,1576,10970,444,14907,1619,38876,2016,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,46985,2101,76939,10453,43218,20389,91204,13965,51582,3384,29741,6135,51127,9724,27389,6294,50763,3310,47510,6599,63902,23332,46750,35593,50100,7380,52019,14710,41098,11361,58287,12519,75776,6897,164432,101004,37465,11302,57837,6922,60450,5033,54844,11023,23368,3367,23876,15484,23178,3296,42254,5546,60631,3595,30990,702,41715,34938,20583,27303,56713,35127,38046,12729,21940,3942,37198,16786,19736,3381,33277,5671,31663,3132,43955,7872,47887,8226,36335,4957,38333,5172,27325,9605,33331,3846,36357,3579,27025,6238,28225,5793,33394,3239,34850,3182,32286,3593,17923,2719,17793,6488,17946,3466,22073,3034,45323,3804,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,35162,712,31756,4345,23131,2014,60624,3346,30392,1052,49617,2370,40011,4898,25432,1412,43670,2907,39877,3803,67272,5235,50352,3842,42867,2276,48306,3693,30772,3555,35214,3274,65124,4120,113333,186416,21827,852,37267,1934,36569,1563,39208,4210,17781,1202,25072,3177,16545,924,25980,2400,51000,1689,27183,467,25497,14071,10313,4510,66376,10330,30415,2309,35993,2727,34712,4246,16923,869,33425,2114,32092,2026,45084,12928,31485,6548,35605,1053,35795,1184,34203,4506,29320,1708,40601,2402,17038,39875,18978,2371,31560,649,32289,1593,31223,761,14040,1142,19739,2308,12990,1295,15915,1386,37316,2265,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,31617,530,27349,2341,25441,1169,46159,5279,30020,1791,34101,1766,33864,6404,25412,1353,41313,1373,40481,2095,46448,5606,38327,6510,42077,3309,50495,3923,32833,4979,32735,4740,55408,3795,79526,143312,19030,3673,37374,2707,36123,2371,40706,2724,14023,1794,20222,15216,13859,1880,26331,2053,40968,1920,23232,524,17264,9091,14785,9286,21664,16085,23493,5732,25071,1115,30637,4229,16785,896,35879,2153,35638,4163,36167,2405,35458,7659,28908,2962,30524,1348,23185,2635,24383,2898,31251,2156,44622,47243,14710,2609,27049,988,33958,1556,25175,1037,10486,668,11212,3075,10412,680,15401,1429,31640,1655,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37255,175,21292,610,19987,730,61375,4190,32283,672,48521,1504,40163,1282,26135,464,41768,557,37465,1263,78772,3831,60832,1442,55347,3103,68894,4253,39355,2440,45683,945,75803,1238,80447,15743,23218,611,45797,774,44110,2295,46729,950,20073,442,26541,1088,17802,557,25986,887,70526,840,29373,322,14168,967,13677,993,38753,3495,35289,1624,32529,992,31817,912,18961,478,40257,1261,34061,2007,66684,3825,46862,3027,40972,474,43538,1413,32365,2000,36914,692,47556,1205,54555,9751,20651,760,34072,522,34898,910,33675,688,15130,374,20837,986,14021,428,16214,417,47919,1365,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41230,398,45035,6286,28051,2172,66320,5873,35805,762,52349,1602,46062,2629,28393,1683,45550,2409,40282,2136,67425,6524,60826,4499,53000,3765,65114,4398,38494,4362,52959,2240,75849,2811,42327,28359,26082,1506,45617,1678,41647,1828,50388,2961,18956,1329,24733,3027,17360,1216,32385,3189,62377,1882,28654,664,31689,5520,21276,7084,61118,10614,34414,4607,36540,2659,34075,2693,18066,1346,39118,3542,35799,3335,48139,5857,40717,1946,39754,1577,40854,956,35795,3190,31670,1514,41452,1502,50123,17066,20692,1262,31238,665,31664,1235,30969,1004,14036,1335,13728,2675,14109,1424,17781,1756,45919,1497,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,48910,1622,41016,6706,30860,7548,51860,23836,41630,873,60491,1920,47651,6254,30181,2143,50298,2640,41958,5198,81360,6535,65420,7823,88760,4615,101309,3909,49423,6682,67340,5045,85301,4333,103841,91100,33156,5640,49588,2472,49572,2239,49641,4802,21615,1995,27398,3900,19147,2909,32087,1829,67239,4754,33807,725,15933,10994,15736,10926,100405,180290,38192,7105,40970,2190,45103,5708,17166,1076,31037,2484,27621,3812,50226,10577,40568,2954,50575,1258,52537,2776,36646,4723,42486,2505,50669,1334,84239,12323,23607,3826,37162,930,40558,1396,36046,880,15492,1360,20945,2396,13333,1816,18544,1755,55702,2149,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,42292,1327,35288,14463,35288,14463,-666666666,-222222222,42108,5521,50500,2746,46590,8560,31044,4098,50596,2951,49083,9535,72971,32219,50855,9080,52263,7110,62099,10842,42536,8441,48431,4264,66566,7280,250001,-333333333,30479,6331,48231,4735,46298,3477,55112,11022,16185,3357,22386,8903,14588,4321,35156,5619,53479,4954,31225,689,40922,28776,40922,28776,-666666666,-222222222,31794,10089,45311,4387,41821,19028,18311,3000,37889,7023,36435,9013,72420,27853,34595,5777,41581,2586,42910,4489,26530,6776,31907,5104,37086,6883,65057,42563,25086,4665,35353,1985,34989,4024,35446,2237,14768,2574,19559,5221,13515,2524,16787,3198,38852,3439,Delaware,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"250,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,57668,3211,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,34497,2981,97920,95899,71538,54117,26438,8259,40367,9870,35442,15235,71649,5278,66775,7068,100640,23207,119830,46835,71533,42520,72012,8215,83490,7995,61962,237712,30758,6349,50056,7919,44650,7115,55389,9287,32982,5387,45516,7351,30115,7632,47677,7187,92184,4960,50421,1290,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,50785,8289,82494,64400,48542,32751,13982,5098,32191,20211,36250,18888,23021,9853,52878,13466,58085,11571,69737,17275,45462,15876,60020,6284,65034,6262,-666666666,-222222222,33633,9965,42049,3344,47234,4525,39955,3438,23974,3681,29096,7501,22252,3668,46445,5384,70917,5588,District of Columbia,null,null,-,**,-,**,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,-,**,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,32352,254,18867,1230,18106,1188,45013,6374,28814,1366,41914,943,38862,3245,24738,734,40650,1069,38019,1878,54540,5710,46008,2061,42655,2880,51780,1439,34011,1876,34922,1552,60453,1713,70455,33250,22354,810,40819,617,38767,2036,43278,2462,19663,794,24563,2021,17921,905,26346,985,51227,832,26017,231,15720,924,15398,981,60152,90965,29974,1617,27725,1353,31734,1435,17165,445,34866,2351,32166,2001,47825,5125,32928,3319,35418,708,37216,950,28868,2228,29492,1320,36778,1118,36234,2955,20513,1048,31144,321,34855,935,30124,405,15082,442,17560,1311,14427,590,15944,644,38294,1162,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
