GEO_ID,C15003_001E,C15003_001M,C15003_002E,C15003_002M,C15003_003E,C15003_003M,C15003_004E,C15003_004M,C15003_005E,C15003_005M,C15003_006E,C15003_006M,C15003_007E,C15003_007M,C15003_008E,C15003_008M,C15003_009E,C15003_009M,C15003_010E,C15003_010M,C15003_011E,C15003_011M,C15003_012E,C15003_012M,C15003_013E,C15003_013M,C15003_014E,C15003_014M,C15003_015E,C15003_015M,C15003_016E,C15003_016M,C15003_017E,C15003_017M,C15003_018E,C15003_018M,NAME,C15003_001EA,C15003_001MA,C15003_002EA,C15003_002MA,C15003_003EA,C15003_003MA,C15003_004MA,C15003_004EA,C15003_005EA,C15003_005MA,C15003_006EA,C15003_006MA,C15003_007EA,C15003_007MA,C15003_008EA,C15003_008MA,C15003_009MA,C15003_009EA,C15003_010MA,C15003_010EA,C15003_011EA,C15003_011MA,C15003_012EA,C15003_012MA,C15003_013EA,C15003_013MA,C15003_014EA,C15003_014MA,C15003_015MA,C15003_015EA,C15003_016EA,C15003_016MA,C15003_017EA,C15003_017MA,C15003_018EA,C15003_018MA,state
0400000US08,3900287,4963,38271,3887,14208,2514,40657,4501,34527,4011,40150,4039,39596,4166,55116,4315,54591,4385,661387,14708,151228,6702,245372,8103,570380,12603,329255,11244,1013989,14602,444914,9007,98977,4662,67669,4160,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4467893,5468,42994,3715,14751,2341,25817,3629,80910,5179,66732,4295,88713,5083,95261,4964,76656,4609,1255109,16431,224931,7528,308980,9389,578149,13360,397824,9531,771811,14407,325867,10346,65283,4892,48105,3840,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3039414,5069,32561,3045,11189,1651,22206,2861,94180,5174,63115,4191,71262,4163,63306,4803,43245,3561,788407,12269,202504,7624,203891,7392,427799,10858,261964,6595,442090,9338,226181,7601,53628,3679,31886,3005,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3125733,6646,33752,3384,11525,1570,31671,3519,69257,5440,68035,4717,83826,5981,92216,6142,52277,4129,903233,18831,168539,7986,170595,7433,479080,13549,203074,9044,496634,11075,183295,7087,49150,3046,29574,3005,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,8706376,5516,116424,5924,48491,4073,113962,7297,125003,5899,89740,5321,117780,5797,144577,7599,158805,6685,1954212,20569,315073,8597,574145,10956,1190629,17595,704851,13834,1833666,19837,887459,15355,206789,7980,124770,5156,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2104792,4251,18855,2154,6186,1273,13938,2646,25973,2309,18659,1957,26052,2522,29901,2714,23085,1900,566515,10425,82754,4407,153714,4636,280623,7397,247997,6992,413442,8907,133905,6234,35684,2789,27509,2792,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,970748,1700,6395,1407,3300,1151,2924,937,11070,2133,7481,1429,11504,1562,11503,1818,12333,2129,228576,6590,40626,3340,57874,3384,120353,5799,99230,4596,217282,6339,104805,4545,20170,2001,15322,2113,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2021939,5228,21221,2232,10508,1980,21607,2965,39179,3003,39499,3627,41802,3667,51405,3587,33765,2935,570551,11428,116316,5235,133319,5571,317349,11120,154143,7102,296422,7793,125495,5589,30069,2816,19289,2334,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,679700,997,5547,1256,2038,1005,9210,2358,9428,1946,8646,2025,12814,2049,10788,1856,10610,1793,206004,7948,19793,1917,39185,2971,80997,5199,51648,3385,124178,5383,66391,4020,10766,1524,11657,1742,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3809229,3716,45513,4016,8285,1724,16029,2505,31915,2825,26315,2542,34284,2920,42089,2803,48375,3511,805258,11764,116029,5557,249936,6359,541560,9756,445513,8899,920850,12643,337189,7914,86399,4635,53690,3140,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
