GEO_ID,C18102_001E,C18102_001M,C18102_002E,C18102_002M,C18102_003E,C18102_003M,C18102_004E,C18102_004M,C18102_005E,C18102_005M,C18102_006E,C18102_006M,C18102_007E,C18102_007M,C18102_008E,C18102_008M,C18102_009E,C18102_009M,C18102_010E,C18102_010M,C18102_011E,C18102_011M,C18102_012E,C18102_012M,C18102_013E,C18102_013M,C18102_014E,C18102_014M,C18102_015E,C18102_015M,C18102_016E,C18102_016M,C18102_017E,C18102_017M,C18102_018E,C18102_018M,C18102_019E,C18102_019M,C18102_020E,C18102_020M,C18102_021E,C18102_021M,NAME,C18102_001EA,C18102_001MA,C18102_002MA,C18102_002EA,C18102_003MA,C18102_003EA,C18102_004MA,C18102_004EA,C18102_005EA,C18102_005MA,C18102_006MA,C18102_006EA,C18102_007MA,C18102_007EA,C18102_008MA,C18102_008EA,C18102_009MA,C18102_009EA,C18102_010EA,C18102_010MA,C18102_011EA,C18102_011MA,C18102_012MA,C18102_012EA,C18102_013MA,C18102_013EA,C18102_014MA,C18102_014EA,C18102_015MA,C18102_015EA,C18102_016MA,C18102_016EA,C18102_017MA,C18102_017EA,C18102_018MA,C18102_018EA,C18102_019MA,C18102_019EA,C18102_020MA,C18102_020EA,C18102_021MA,C18102_021EA,state
0400000US08,5604105,2082,2794853,5393,647971,3896,2620,757,645351,3887,1782326,3924,46866,3308,1735460,5326,364556,1466,70123,3287,294433,3613,2809252,4984,617157,3871,3005,1129,614152,3901,1763021,3248,28250,2891,1734771,4140,429074,1808,48771,3294,380303,3728,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,799351,4205,4441,1162,794910,4269,1982096,4104,55962,3983,1926134,5699,449671,2582,88894,3773,360777,4696,3361386,5708,763832,4390,4087,1549,759745,4671,2031337,3429,34897,3741,1996440,4597,566217,2122,64972,3713,501245,4610,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,515974,4273,2937,852,513037,4460,1310960,3442,52483,3377,1258477,4592,315636,1680,71628,3415,244008,3735,2245634,5101,489612,4013,4147,1483,485465,4207,1362142,3601,33412,3245,1328730,4685,393880,2043,50641,3039,343239,3727,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,562278,5832,3977,1366,558301,5851,1325886,3709,46357,4524,1279529,6016,306627,2448,60126,3630,246501,4160,2361287,6963,533558,5815,2242,719,531316,5819,1435471,4030,22159,2689,1413312,4773,392258,2581,45073,3399,347185,3910,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,1461131,3494,7120,1394,1454011,3667,3841568,4091,72015,4390,3769553,5489,845725,2427,131032,4471,714693,5146,6415484,5220,1390800,3706,6108,1292,1384692,3949,3944873,3698,49520,3888,3895353,5043,1079811,3233,106426,5187,973385,5603,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,375055,3135,2386,658,372669,3140,933168,2756,22210,2095,910958,3377,232467,1499,45957,2657,186510,2892,1572339,3755,356193,3081,2175,701,354018,3178,932908,2421,14001,1506,918907,2913,283238,1719,30994,2642,252244,2965,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,129833,1647,1202,672,128631,1733,420384,1780,11726,1822,408658,2494,109075,974,21165,1718,87910,1802,680257,2304,128081,1752,366,270,127715,1774,424316,1501,6345,1440,417971,2257,127860,1097,14214,1908,113646,2246,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,356970,3579,4027,1136,352943,3544,862769,3611,37038,3159,825731,4558,221858,1991,52152,3316,169706,3650,1518906,4340,345375,3399,2108,768,343267,3391,904497,3141,18267,2142,886230,3833,269034,1977,34477,2665,234557,2879,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,102405,1181,867,517,101538,1277,274255,1542,4133,860,270122,1702,79759,817,11874,1503,67885,1496,495792,1400,100329,1127,74,94,100255,1126,298335,724,3482,990,294853,1210,97128,703,8942,1308,88186,1433,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,665376,2727,4109,1005,661267,2811,1702533,2858,38994,2762,1663539,3833,393627,1810,75073,3404,318554,3848,2792028,3590,634756,2628,3018,918,631738,2665,1692547,2916,25410,2987,1667137,4870,464725,2044,46341,2584,418384,3310,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
