GEO_ID,B14007I_001E,B14007I_001M,B14007I_002E,B14007I_002M,B14007I_003E,B14007I_003M,B14007I_004E,B14007I_004M,B14007I_005E,B14007I_005M,B14007I_006E,B14007I_006M,B14007I_007E,B14007I_007M,B14007I_008E,B14007I_008M,B14007I_009E,B14007I_009M,B14007I_010E,B14007I_010M,B14007I_011E,B14007I_011M,B14007I_012E,B14007I_012M,B14007I_013E,B14007I_013M,B14007I_014E,B14007I_014M,B14007I_015E,B14007I_015M,B14007I_016E,B14007I_016M,B14007I_017E,B14007I_017M,B14007I_018E,B14007I_018M,B14007I_019E,B14007I_019M,NAME,B14007I_001EA,B14007I_001MA,B14007I_002EA,B14007I_002MA,B14007I_003EA,B14007I_003MA,B14007I_004EA,B14007I_004MA,B14007I_005EA,B14007I_005MA,B14007I_006EA,B14007I_006MA,B14007I_007EA,B14007I_007MA,B14007I_008EA,B14007I_008MA,B14007I_009EA,B14007I_009MA,B14007I_010MA,B14007I_010EA,B14007I_011EA,B14007I_011MA,B14007I_012EA,B14007I_012MA,B14007I_013EA,B14007I_013MA,B14007I_014EA,B14007I_014MA,B14007I_015EA,B14007I_015MA,B14007I_016EA,B14007I_016MA,B14007I_017EA,B14007I_017MA,B14007I_018EA,B14007I_018MA,B14007I_019EA,B14007I_019MA,state
0400000US08,1177070,3854,390624,7152,22375,2751,20480,2694,22058,2514,22662,2324,23337,2816,23371,2503,23135,2523,23049,2328,22991,2575,22141,2898,22217,2436,21379,2365,25214,2818,24413,2589,62239,4917,9563,1992,786446,6766,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,443111,2804,166621,3846,9250,1511,9224,1777,7105,1432,10841,1811,11162,1828,9608,1717,12771,1923,9329,1499,13204,2192,8829,1448,9026,1446,9264,1341,8591,1496,10068,1672,24742,2401,3607,863,276490,3865,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,151630,2729,54480,3016,3565,1002,3818,1042,4133,998,3443,844,3575,1029,4603,1149,3219,821,2932,852,2828,857,3424,1028,2547,682,2853,796,2531,861,2625,782,7440,1429,944,477,97150,3049,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,225598,2809,71370,3357,5081,1264,4148,1395,3773,1015,6255,1384,4049,859,2399,779,5394,1271,4010,1343,5219,1336,4396,1234,2223,776,3473,785,2790,808,3080,1018,12649,2281,2431,821,154228,3956,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2100941,3555,721740,8931,46251,3842,37144,3675,35099,3540,37265,3181,38485,3598,39857,3779,42090,3278,44077,3576,42541,3331,39749,3076,45006,3544,38773,3216,42759,3102,47899,3741,125819,5139,18926,2516,1379201,7960,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,180546,1425,72149,2620,5272,1207,4402,944,3254,844,3506,852,3642,716,5191,966,4751,960,4419,1200,5336,1239,4941,1018,4261,979,3246,902,2740,744,4845,940,10486,1508,1857,600,108397,2648,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,49542,991,16729,1112,939,636,819,517,715,388,644,373,788,488,814,467,1513,618,978,405,843,486,1384,594,390,279,1635,561,925,452,1160,515,2898,753,284,192,32813,1084,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,215808,2632,80138,3340,4339,982,4457,1000,3506,1012,4423,1071,5380,1232,6049,1354,5412,1225,6344,1404,3991,940,3668,1003,6659,1155,3378,966,5020,1289,5091,1292,12258,2215,163,165,135670,3303,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,86598,734,28937,1364,1231,539,1766,878,1947,755,2257,770,1937,696,1912,593,2023,741,2165,776,1537,563,2303,1039,1179,554,1127,470,1633,581,1294,520,4434,1019,192,194,57661,1317,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,291049,1504,112940,2884,8740,1510,6253,1368,8486,1660,5632,933,6828,1228,6409,1192,7793,1364,6717,1069,6848,1111,5133,908,7007,1604,7068,1066,4385,963,5895,1324,16545,1867,3201,1003,178109,2759,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
