GEO_ID,B06008_001E,B06008_001M,B06008_002E,B06008_002M,B06008_003E,B06008_003M,B06008_004E,B06008_004M,B06008_005E,B06008_005M,B06008_006E,B06008_006M,B06008_007E,B06008_007M,B06008_008E,B06008_008M,B06008_009E,B06008_009M,B06008_010E,B06008_010M,B06008_011E,B06008_011M,B06008_012E,B06008_012M,B06008_013E,B06008_013M,B06008_014E,B06008_014M,B06008_015E,B06008_015M,B06008_016E,B06008_016M,B06008_017E,B06008_017M,B06008_018E,B06008_018M,B06008_019E,B06008_019M,B06008_020E,B06008_020M,B06008_021E,B06008_021M,B06008_022E,B06008_022M,B06008_023E,B06008_023M,B06008_024E,B06008_024M,B06008_025E,B06008_025M,B06008_026E,B06008_026M,B06008_027E,B06008_027M,B06008_028E,B06008_028M,B06008_029E,B06008_029M,B06008_030E,B06008_030M,NAME,B06008_001MA,B06008_001EA,B06008_002MA,B06008_002EA,B06008_003MA,B06008_003EA,B06008_004EA,B06008_004MA,B06008_005EA,B06008_005MA,B06008_006MA,B06008_006EA,B06008_007MA,B06008_007EA,B06008_008MA,B06008_008EA,B06008_009EA,B06008_009MA,B06008_010EA,B06008_010MA,B06008_011MA,B06008_011EA,B06008_012MA,B06008_012EA,B06008_013MA,B06008_013EA,B06008_014EA,B06008_014MA,B06008_015EA,B06008_015MA,B06008_016MA,B06008_016EA,B06008_017MA,B06008_017EA,B06008_018MA,B06008_018EA,B06008_019MA,B06008_019EA,B06008_020MA,B06008_020EA,B06008_021EA,B06008_021MA,B06008_022MA,B06008_022EA,B06008_023EA,B06008_023MA,B06008_024MA,B06008_024EA,B06008_025MA,B06008_025EA,B06008_026EA,B06008_026MA,B06008_027EA,B06008_027MA,B06008_028EA,B06008_028MA,B06008_029MA,B06008_029EA,B06008_030MA,B06008_030EA,state
0400000US08,4643242,3035,1508108,14869,2315186,21673,545680,13176,67469,4678,206799,6577,1583144,19187,708935,14968,630204,13615,164901,5472,21674,2416,57430,3775,2454865,17734,662661,12990,1317285,15296,319997,9905,30586,3236,124336,5185,83266,4896,31490,3332,38403,3077,9958,1622,1032,566,2383,874,521967,14076,105022,6638,329294,11627,50824,4671,14177,2123,22650,2960,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5392554,3850,1702711,16677,2637677,27517,661869,14544,71307,4552,318990,7947,3444116,19645,1168394,15615,1608699,21912,432120,11056,39289,3300,195614,6867,1575272,20054,428584,13201,816141,15589,198082,8028,23665,2904,108800,4718,40361,3985,13414,2165,18201,2252,6449,1432,1049,667,1248,513,332805,10299,92319,6726,194636,8757,25218,3464,7304,1963,13328,2123,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3629102,3031,1055005,13668,1789351,19839,464369,12487,81588,5221,238789,6999,2388636,17027,722941,12509,1135374,16640,308304,9787,51627,4072,170390,6369,1050754,15617,277655,8299,544004,13112,143700,7314,23925,2586,61470,3975,31343,2734,10755,2078,15872,1991,3298,840,490,324,928,489,158369,6274,43654,4373,94101,5430,9067,1693,5546,1538,6001,1359,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3742752,2833,1368204,17221,1629164,20450,424448,12488,83267,5914,237669,6917,2828374,15365,1102159,15815,1160282,21259,323115,10533,64477,5108,178341,5994,704289,13112,201668,7225,354095,10381,84466,5045,15330,2332,48730,3556,29779,4190,11894,3095,13334,2498,3138,1190,296,216,1117,597,180310,7371,52483,4717,101453,6553,13729,2407,3164,1020,9481,1667,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,10381247,2772,3672166,20981,4938550,29354,1012382,16886,159014,6006,599135,11157,6458769,22655,2633492,22000,2755668,21364,643330,11663,88677,4128,337602,8166,2053769,20695,605835,12963,1027636,15266,233781,8006,29897,3000,156620,6323,133809,7846,47807,4870,59860,4642,15822,2215,3031,971,7289,1415,1734900,18254,385032,12149,1095386,16379,119449,6202,37409,3838,97624,5698,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2545586,2869,773879,10124,1304528,16286,280550,7420,27494,2858,159135,5407,1701853,11797,516040,10053,867779,12709,191216,5805,15200,2140,111618,4604,662862,12027,204269,6810,333400,10286,76869,4065,7739,1493,40585,2842,16554,2038,6250,1221,7705,1458,1441,538,243,209,915,488,164317,6761,47320,4292,95644,6059,11024,1742,4312,1484,6017,1365,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1147794,1036,352113,7376,582407,11644,134804,7037,12872,1900,65598,3349,403097,7770,166303,5469,169068,6613,43108,3751,3982,996,20636,2291,649261,9291,164053,6829,358829,10188,81100,4893,7210,1340,38069,2740,17145,2706,4710,1402,8780,1401,2919,941,414,329,322,223,78291,4229,17047,2727,45730,3260,7677,1660,1266,505,6571,1588,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2429708,3636,712998,11245,1182906,17833,318611,9642,52521,4172,162672,6090,1385881,14077,457702,10535,620059,14432,181336,7473,29781,3031,97003,4459,888347,14046,215683,8144,466530,11002,127380,5907,18563,2829,60191,4436,18388,2707,5358,1796,8877,1366,2385,993,775,563,993,599,137092,5731,34255,3891,87440,4442,7510,1510,3402,1039,4485,1265,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,798598,418,272436,7636,377917,9879,87869,4607,13337,2205,47039,3135,306914,11097,137612,7238,112004,6933,35931,3591,5328,1404,16039,2166,392836,9882,108623,6753,204945,7620,45329,3225,5964,1516,27975,2488,13141,2021,4101,1446,7679,1473,1000,482,195,211,166,148,85707,5187,22100,3097,53289,4305,5609,1679,1850,1174,2859,845,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4525167,2579,1462327,13456,2324838,18630,468333,9850,47377,3727,222292,5335,2861441,16628,986759,11797,1415460,13136,294007,7611,20587,2069,144628,4354,1172271,15822,321332,9512,646092,10805,129578,5195,13921,1776,61348,3339,38866,3347,15799,2129,16683,1885,5150,1141,542,361,692,345,452589,11491,138437,8158,246603,8150,39598,3722,12327,2221,15624,2013,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
